"PuttsperRoundRound3_RANKTHISWEEK_2009","PuttsperRoundRound3_RANKLASTWEEK_2009","PuttsperRoundRound3_PLAYERNAME_2009","PuttsperRoundRound3__2009","PuttsperRoundRound3_AVG_2009","PuttsperRoundRound3_TOTALPUTTS_2009","PuttsperRoundRound3_TOTALROUNDS_2009","stat_name","year"
1,1,"Brendon Todd",NA,26.83,161,6,"PuttsperRoundRound3",2009
2,2,"Derek Fathauer",NA,27.14,190,7,"PuttsperRoundRound3",2009
3,3,"Luke Donald",NA,27.33,492,18,"PuttsperRoundRound3",2009
4,4,"Anthony Kim",NA,27.38,438,16,"PuttsperRoundRound3",2009
5,5,"Ben Crane",NA,27.4,548,20,"PuttsperRoundRound3",2009
5,5,"Joe Ogilvie",NA,27.4,411,15,"PuttsperRoundRound3",2009
7,7,"Aaron Baddeley",NA,27.42,329,12,"PuttsperRoundRound3",2009
8,8,"Charley Hoffman",NA,27.5,605,22,"PuttsperRoundRound3",2009
9,9,"Mike Weir",NA,27.53,523,19,"PuttsperRoundRound3",2009
10,10,"Brian Gay",NA,27.55,551,20,"PuttsperRoundRound3",2009
11,11,"Lee Janzen",NA,27.64,387,14,"PuttsperRoundRound3",2009
12,12,"Matt Kuchar",NA,27.65,470,17,"PuttsperRoundRound3",2009
13,13,"David Duval",NA,27.71,194,7,"PuttsperRoundRound3",2009
13,13,"Brad Faxon",NA,27.71,194,7,"PuttsperRoundRound3",2009
13,13,"Jeff Quinney",NA,27.71,388,14,"PuttsperRoundRound3",2009
16,16,"Kevin Na",NA,27.75,555,20,"PuttsperRoundRound3",2009
17,17,"David Mathis",NA,27.77,361,13,"PuttsperRoundRound3",2009
18,18,"Webb Simpson",NA,27.82,473,17,"PuttsperRoundRound3",2009
19,19,"Bo Van Pelt",NA,27.89,502,18,"PuttsperRoundRound3",2009
20,20,"Jason Day",NA,27.92,335,12,"PuttsperRoundRound3",2009
20,20,"Ryan Palmer",NA,27.92,363,13,"PuttsperRoundRound3",2009
22,22,"George McNeill",NA,28,420,15,"PuttsperRoundRound3",2009
22,22,"Leif Olson",NA,28,168,6,"PuttsperRoundRound3",2009
22,22,"Steve Stricker",NA,28,504,18,"PuttsperRoundRound3",2009
25,25,"Zach Johnson",NA,28.05,589,21,"PuttsperRoundRound3",2009
26,26,"Ken Duke",NA,28.07,421,15,"PuttsperRoundRound3",2009
27,27,"Geoff Ogilvy",NA,28.12,478,17,"PuttsperRoundRound3",2009
28,28,"Scott McCarron",NA,28.15,563,20,"PuttsperRoundRound3",2009
29,29,"Charlie Wi",NA,28.17,507,18,"PuttsperRoundRound3",2009
30,30,"Freddie Jacobson",NA,28.18,479,17,"PuttsperRoundRound3",2009
30,30,"John Mallinger",NA,28.18,479,17,"PuttsperRoundRound3",2009
32,32,"Dustin Johnson",NA,28.21,536,19,"PuttsperRoundRound3",2009
32,32,"Jeff Overton",NA,28.21,536,19,"PuttsperRoundRound3",2009
34,34,"Greg Kraft",NA,28.25,113,4,"PuttsperRoundRound3",2009
34,34,"Chez Reavie",NA,28.25,339,12,"PuttsperRoundRound3",2009
36,36,"Bill Haas",NA,28.27,424,15,"PuttsperRoundRound3",2009
37,37,"Daniel Chopra",NA,28.28,509,18,"PuttsperRoundRound3",2009
38,38,"Richard Johnson",NA,28.29,481,17,"PuttsperRoundRound3",2009
38,38,"Brett Quigley",NA,28.29,481,17,"PuttsperRoundRound3",2009
40,40,"Cliff Kresge",NA,28.36,312,11,"PuttsperRoundRound3",2009
41,41,"Tim Clark",NA,28.39,511,18,"PuttsperRoundRound3",2009
42,42,"Jim Furyk",NA,28.4,568,20,"PuttsperRoundRound3",2009
43,43,"Bob Estes",NA,28.41,483,17,"PuttsperRoundRound3",2009
44,44,"Corey Pavin",NA,28.42,341,12,"PuttsperRoundRound3",2009
45,45,"Padraig Harrington",NA,28.43,398,14,"PuttsperRoundRound3",2009
45,45,"Darron Stiles",NA,28.43,199,7,"PuttsperRoundRound3",2009
47,47,"Ian Poulter",NA,28.5,342,12,"PuttsperRoundRound3",2009
47,47,"Matt Weibring",NA,28.5,285,10,"PuttsperRoundRound3",2009
49,49,"Tim Herron",NA,28.53,485,17,"PuttsperRoundRound3",2009
49,49,"Tiger Woods",NA,28.53,428,15,"PuttsperRoundRound3",2009
51,51,"John Rollins",NA,28.56,514,18,"PuttsperRoundRound3",2009
51,51,"Patrick Sheehan",NA,28.56,257,9,"PuttsperRoundRound3",2009
53,53,"Brandt Snedeker",NA,28.57,400,14,"PuttsperRoundRound3",2009
54,54,"John Merrick",NA,28.6,429,15,"PuttsperRoundRound3",2009
55,55,"Eric Axley",NA,28.67,172,6,"PuttsperRoundRound3",2009
56,56,"Steve Marino",NA,28.68,545,19,"PuttsperRoundRound3",2009
56,56,"Kevin Streelman",NA,28.68,545,19,"PuttsperRoundRound3",2009
58,58,"Chris Riley",NA,28.69,459,16,"PuttsperRoundRound3",2009
59,59,"Mark Brooks",NA,28.7,287,10,"PuttsperRoundRound3",2009
59,59,"Brian Davis",NA,28.7,574,20,"PuttsperRoundRound3",2009
61,61,"Scott Piercy",NA,28.71,402,14,"PuttsperRoundRound3",2009
61,61,"David Toms",NA,28.71,603,21,"PuttsperRoundRound3",2009
63,63,"Woody Austin",NA,28.72,517,18,"PuttsperRoundRound3",2009
64,64,"Brad Adamonis",NA,28.73,316,11,"PuttsperRoundRound3",2009
64,64,"Paul Goydos",NA,28.73,431,15,"PuttsperRoundRound3",2009
66,66,"Dean Wilson",NA,28.75,345,12,"PuttsperRoundRound3",2009
67,67,"Ryuji Imada",NA,28.76,489,17,"PuttsperRoundRound3",2009
68,68,"Spencer Levin",NA,28.77,374,13,"PuttsperRoundRound3",2009
69,69,"Greg Chalmers",NA,28.8,432,15,"PuttsperRoundRound3",2009
69,69,"Michael Letzig",NA,28.8,576,20,"PuttsperRoundRound3",2009
71,71,"Rory Sabbatini",NA,28.81,461,16,"PuttsperRoundRound3",2009
72,72,"Matt Jones",NA,28.82,317,11,"PuttsperRoundRound3",2009
73,73,"Mathew Goggin",NA,28.85,375,13,"PuttsperRoundRound3",2009
74,74,"Ben Curtis",NA,28.86,404,14,"PuttsperRoundRound3",2009
74,74,"Jimmy Walker",NA,28.86,404,14,"PuttsperRoundRound3",2009
76,76,"Phil Mickelson",NA,28.87,433,15,"PuttsperRoundRound3",2009
77,77,"Harrison Frazar",NA,28.89,520,18,"PuttsperRoundRound3",2009
77,77,"Scott Verplank",NA,28.89,549,19,"PuttsperRoundRound3",2009
79,79,"Brendon de Jonge",NA,28.93,434,15,"PuttsperRoundRound3",2009
79,79,"James Nitties",NA,28.93,434,15,"PuttsperRoundRound3",2009
79,79,"Carl Pettersson",NA,28.93,434,15,"PuttsperRoundRound3",2009
82,82,"Jerry Kelly",NA,28.94,492,17,"PuttsperRoundRound3",2009
83,83,"Chris DiMarco",NA,28.95,550,19,"PuttsperRoundRound3",2009
84,84,"Fred Couples",NA,29,319,11,"PuttsperRoundRound3",2009
84,84,"Glen Day",NA,29,348,12,"PuttsperRoundRound3",2009
84,84,"Retief Goosen",NA,29,522,18,"PuttsperRoundRound3",2009
84,84,"Jarrod Lyle",NA,29,290,10,"PuttsperRoundRound3",2009
84,84,"Nick OHern",NA,29,493,17,"PuttsperRoundRound3",2009
84,84,"Tom Pernice Jr",NA,29,435,15,"PuttsperRoundRound3",2009
84,84,"Ted Purdy",NA,29,551,19,"PuttsperRoundRound3",2009
84,84,"Kevin Stadler",NA,29,319,11,"PuttsperRoundRound3",2009
84,84,"DJ Trahan",NA,29,522,18,"PuttsperRoundRound3",2009
84,84,"Bubba Watson",NA,29,377,13,"PuttsperRoundRound3",2009
94,94,"Lucas Glover",NA,29.05,581,20,"PuttsperRoundRound3",2009
