"Approachesfrom100yardsRgh_RANKTHISWEEK_2014","Approachesfrom100yardsRgh_RANKLASTWEEK_2014","Approachesfrom100yardsRgh_PLAYERNAME_2014","Approachesfrom100yardsRgh_ROUNDS_2014","Approachesfrom100yardsRgh_AVG_2014","Approachesfrom100yardsRgh_TOTALDISTANCEFEET_2014","Approachesfrom100yardsRgh_OFATTEMPTS_2014","Approachesfrom100yardsRgh_RELATIVETOPAR_2014","stat_name","year"
1,1,"Paul Casey",56,NA,5370.25,139,14,"Approachesfrom100yardsRgh",2014
2,2,"Brooks Koepka",56,NA,5793.583,149,1,"Approachesfrom100yardsRgh",2014
3,3,"Jamie Lovemark",64,NA,6826.917,174,12,"Approachesfrom100yardsRgh",2014
4,4,"Vijay Singh",83,NA,10120.25,250,31,"Approachesfrom100yardsRgh",2014
5,5,"Ken Duke",80,NA,7575.417,184,30,"Approachesfrom100yardsRgh",2014
6,6,"Sergio Garcia",61,NA,5118.333,124,-5,"Approachesfrom100yardsRgh",2014
7,7,"John Peterson",62,NA,6464.75,156,17,"Approachesfrom100yardsRgh",2014
8,8,"Ryan Palmer",85,NA,9722.25,233,-5,"Approachesfrom100yardsRgh",2014
9,9,"Kyle Stanley",87,NA,9814.833,234,39,"Approachesfrom100yardsRgh",2014
10,10,"Freddie Jacobson",91,NA,10639.25,253,16,"Approachesfrom100yardsRgh",2014
10,10,"Bubba Watson",76,NA,7577,180,-3,"Approachesfrom100yardsRgh",2014
12,12,"Brendan Steele",89,NA,9774,232,30,"Approachesfrom100yardsRgh",2014
13,13,"Marc Leishman",81,NA,9694.333,229,26,"Approachesfrom100yardsRgh",2014
14,14,"David Toms",64,NA,5382.583,127,14,"Approachesfrom100yardsRgh",2014
15,15,"Jason Bohn",81,NA,8640.167,203,19,"Approachesfrom100yardsRgh",2014
15,15,"Jim Furyk",84,NA,5919.5,139,20,"Approachesfrom100yardsRgh",2014
17,17,"Charles Howell III",106,NA,16269.667,378,22,"Approachesfrom100yardsRgh",2014
17,17,"Nick Watney",80,NA,7055.583,164,22,"Approachesfrom100yardsRgh",2014
19,19,"Martin Flores",85,NA,10697.75,248,26,"Approachesfrom100yardsRgh",2014
20,20,"Jeff Maggert",54,NA,5231.75,121,12,"Approachesfrom100yardsRgh",2014
21,21,"Hudson Swafford",75,NA,8350.917,192,25,"Approachesfrom100yardsRgh",2014
22,22,"Jason Dufner",57,NA,5835.917,134,15,"Approachesfrom100yardsRgh",2014
