"LateRound3ScoringAverage_RANKTHISWEEK_2016","LateRound3ScoringAverage_RANKLASTWEEK_2016","LateRound3ScoringAverage_PLAYERNAME_2016","LateRound3ScoringAverage__2016","LateRound3ScoringAverage_AVG_2016","LateRound3ScoringAverage_TOTALSTROKES_2016","LateRound3ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Derek Ernst",NA,67,134,2,"LateRound3ScoringAverage",2016
1,1,"Andres Gonzales",NA,67,67,1,"LateRound3ScoringAverage",2016
3,3,"Graeme McDowell",NA,67.33,202,3,"LateRound3ScoringAverage",2016
4,5,"Byeong Hun An",NA,67.5,135,2,"LateRound3ScoringAverage",2016
4,5,"Jason Bohn",NA,67.5,270,4,"LateRound3ScoringAverage",2016
6,7,"Kevin Kisner",NA,67.75,271,4,"LateRound3ScoringAverage",2016
7,8,"Scott Stallings",NA,68,272,4,"LateRound3ScoringAverage",2016
8,9,"Will Wilcox",NA,68.17,409,6,"LateRound3ScoringAverage",2016
9,10,"David Toms",NA,68.25,273,4,"LateRound3ScoringAverage",2016
10,13,"Alex Cejka",NA,68.5,274,4,"LateRound3ScoringAverage",2016
11,15,"Bill Haas",NA,68.75,275,4,"LateRound3ScoringAverage",2016
11,15,"Adam Hadwin",NA,68.75,275,4,"LateRound3ScoringAverage",2016
13,17,"Smylie Kaufman",NA,68.8,344,5,"LateRound3ScoringAverage",2016
14,19,"John Huh",NA,68.83,413,6,"LateRound3ScoringAverage",2016
15,20,"Matthew Fitzpatrick",NA,69,69,1,"LateRound3ScoringAverage",2016
15,20,"Emiliano Grillo",NA,69,69,1,"LateRound3ScoringAverage",2016
15,26,"James Hahn",NA,69,276,4,"LateRound3ScoringAverage",2016
15,20,"Jason Kokrak",NA,69,345,5,"LateRound3ScoringAverage",2016
15,20,"Patrick Reed",NA,69,414,6,"LateRound3ScoringAverage",2016
15,20,"Shawn Stefani",NA,69,69,1,"LateRound3ScoringAverage",2016
21,12,"Harold Varner III",NA,69.13,553,8,"LateRound3ScoringAverage",2016
22,25,"Jhonattan Vegas",NA,69.2,346,5,"LateRound3ScoringAverage",2016
23,17,"Adam Scott",NA,69.33,416,6,"LateRound3ScoringAverage",2016
23,26,"Dawie van der Walt",NA,69.33,416,6,"LateRound3ScoringAverage",2016
25,29,"Luke Donald",NA,69.4,347,5,"LateRound3ScoringAverage",2016
25,29,"Matt Kuchar",NA,69.4,347,5,"LateRound3ScoringAverage",2016
25,29,"Hideki Matsuyama",NA,69.4,347,5,"LateRound3ScoringAverage",2016
28,14,"Kevin Chappell",NA,69.43,486,7,"LateRound3ScoringAverage",2016
29,32,"Branden Grace",NA,69.5,139,2,"LateRound3ScoringAverage",2016
29,32,"Anirban Lahiri",NA,69.5,278,4,"LateRound3ScoringAverage",2016
29,3,"Phil Mickelson",NA,69.5,278,4,"LateRound3ScoringAverage",2016
32,35,"Nick Taylor",NA,69.6,348,5,"LateRound3ScoringAverage",2016
33,36,"Lucas Glover",NA,69.71,488,7,"LateRound3ScoringAverage",2016
34,37,"Brice Garnett",NA,69.75,279,4,"LateRound3ScoringAverage",2016
34,37,"Russell Henley",NA,69.75,279,4,"LateRound3ScoringAverage",2016
34,37,"Marc Leishman",NA,69.75,279,4,"LateRound3ScoringAverage",2016
37,41,"Russell Knox",NA,69.8,349,5,"LateRound3ScoringAverage",2016
37,45,"Justin Rose",NA,69.8,349,5,"LateRound3ScoringAverage",2016
39,42,"Jamie Lovemark",NA,69.83,419,6,"LateRound3ScoringAverage",2016
40,58,"Rickie Fowler",NA,69.86,489,7,"LateRound3ScoringAverage",2016
41,43,"KJ Choi",NA,69.88,559,8,"LateRound3ScoringAverage",2016
41,43,"Dustin Johnson",NA,69.88,559,8,"LateRound3ScoringAverage",2016
43,45,"Blayne Barber",NA,70,210,3,"LateRound3ScoringAverage",2016
43,45,"Tony Finau",NA,70,420,6,"LateRound3ScoringAverage",2016
43,45,"Fabian Gomez",NA,70,70,1,"LateRound3ScoringAverage",2016
43,45,"Charles Howell III",NA,70,350,5,"LateRound3ScoringAverage",2016
43,45,"Michael Kim",NA,70,280,4,"LateRound3ScoringAverage",2016
43,45,"Andrew Landry",NA,70,70,1,"LateRound3ScoringAverage",2016
43,45,"Hunter Mahan",NA,70,210,3,"LateRound3ScoringAverage",2016
43,45,"Ryan Moore",NA,70,280,4,"LateRound3ScoringAverage",2016
43,45,"Patrick Rodgers",NA,70,280,4,"LateRound3ScoringAverage",2016
43,45,"Brandt Snedeker",NA,70,490,7,"LateRound3ScoringAverage",2016
43,45,"Hudson Swafford",NA,70,280,4,"LateRound3ScoringAverage",2016
43,45,"Justin Thomas",NA,70,420,6,"LateRound3ScoringAverage",2016
55,58,"Jim Herman",NA,70.17,421,6,"LateRound3ScoringAverage",2016
55,58,"Chez Reavie",NA,70.17,421,6,"LateRound3ScoringAverage",2016
57,61,"Zach Johnson",NA,70.2,351,5,"LateRound3ScoringAverage",2016
57,37,"Martin Piller",NA,70.2,351,5,"LateRound3ScoringAverage",2016
57,61,"Scott Pinckney",NA,70.2,351,5,"LateRound3ScoringAverage",2016
60,63,"Shane Bertsch",NA,70.25,281,4,"LateRound3ScoringAverage",2016
60,63,"Henrik Norlander",NA,70.25,281,4,"LateRound3ScoringAverage",2016
60,11,"Sean OHair",NA,70.25,281,4,"LateRound3ScoringAverage",2016
63,67,"Tyler Aldridge",NA,70.33,422,6,"LateRound3ScoringAverage",2016
63,67,"Spencer Levin",NA,70.33,633,9,"LateRound3ScoringAverage",2016
63,67,"Kyle Reifers",NA,70.33,422,6,"LateRound3ScoringAverage",2016
66,71,"Aaron Baddeley",NA,70.4,352,5,"LateRound3ScoringAverage",2016
66,71,"Rob Oppenheim",NA,70.4,352,5,"LateRound3ScoringAverage",2016
68,73,"Stuart Appleby",NA,70.5,141,2,"LateRound3ScoringAverage",2016
68,73,"Derek Fathauer",NA,70.5,564,8,"LateRound3ScoringAverage",2016
68,73,"David Hearn",NA,70.5,423,6,"LateRound3ScoringAverage",2016
