"PuttsperRoundRound1_RANKTHISWEEK_2007","PuttsperRoundRound1_RANKLASTWEEK_2007","PuttsperRoundRound1_PLAYERNAME_2007","PuttsperRoundRound1__2007","PuttsperRoundRound1_AVG_2007","PuttsperRoundRound1_TOTALPUTTS_2007","PuttsperRoundRound1_TOTALROUNDS_2007","stat_name","year"
1,1,"Tim Clark",NA,27.72,499,18,"PuttsperRoundRound1",2007
2,2,"Rory Sabbatini",NA,27.77,611,22,"PuttsperRoundRound1",2007
3,3,"Joe Ogilvie",NA,27.8,834,30,"PuttsperRoundRound1",2007
3,3,"Justin Rose",NA,27.8,417,15,"PuttsperRoundRound1",2007
5,5,"Ryuji Imada",NA,27.93,838,30,"PuttsperRoundRound1",2007
5,5,"Jay Williamson",NA,27.93,391,14,"PuttsperRoundRound1",2007
7,7,"Kevin Na",NA,28,728,26,"PuttsperRoundRound1",2007
8,8,"Brian Gay",NA,28.19,874,31,"PuttsperRoundRound1",2007
9,9,"Jose Maria Olazabal",NA,28.2,423,15,"PuttsperRoundRound1",2007
10,10,"Michael Sim",NA,28.29,481,17,"PuttsperRoundRound1",2007
11,11,"Rich Beem",NA,28.32,793,28,"PuttsperRoundRound1",2007
12,12,"Jeff Overton",NA,28.33,510,18,"PuttsperRoundRound1",2007
13,13,"Steve Allan",NA,28.35,482,17,"PuttsperRoundRound1",2007
14,14,"Bob Estes",NA,28.36,794,28,"PuttsperRoundRound1",2007
15,15,"Ernie Els",NA,28.4,426,15,"PuttsperRoundRound1",2007
16,16,"Corey Pavin",NA,28.44,711,25,"PuttsperRoundRound1",2007
17,17,"Aaron Baddeley",NA,28.45,626,22,"PuttsperRoundRound1",2007
18,18,"Padraig Harrington",NA,28.47,484,17,"PuttsperRoundRound1",2007
19,19,"Craig Kanada",NA,28.48,940,33,"PuttsperRoundRound1",2007
19,19,"Parker McLachlin",NA,28.48,769,27,"PuttsperRoundRound1",2007
21,21,"Steve Elkington",NA,28.5,684,24,"PuttsperRoundRound1",2007
21,21,"Chris Riley",NA,28.5,456,16,"PuttsperRoundRound1",2007
23,23,"John Mallinger",NA,28.52,827,29,"PuttsperRoundRound1",2007
24,24,"Charlie Wi",NA,28.54,742,26,"PuttsperRoundRound1",2007
25,25,"Marco Dawson",NA,28.55,628,22,"PuttsperRoundRound1",2007
25,25,"Jim Furyk",NA,28.55,628,22,"PuttsperRoundRound1",2007
27,27,"Nathan Green",NA,28.57,800,28,"PuttsperRoundRound1",2007
28,28,"Freddie Jacobson",NA,28.65,573,20,"PuttsperRoundRound1",2007
29,29,"Jose Coceres",NA,28.69,459,16,"PuttsperRoundRound1",2007
29,29,"Jesper Parnevik",NA,28.69,746,26,"PuttsperRoundRound1",2007
31,31,"Shigeki Maruyama",NA,28.7,861,30,"PuttsperRoundRound1",2007
32,32,"JP Hayes",NA,28.71,804,28,"PuttsperRoundRound1",2007
33,33,"George McNeill",NA,28.72,833,29,"PuttsperRoundRound1",2007
34,34,"Scott Verplank",NA,28.73,632,22,"PuttsperRoundRound1",2007
35,35,"Heath Slocum",NA,28.75,805,28,"PuttsperRoundRound1",2007
36,36,"Ian Poulter",NA,28.76,489,17,"PuttsperRoundRound1",2007
37,37,"Bob Heintz",NA,28.77,748,26,"PuttsperRoundRound1",2007
37,37,"Steve Stricker",NA,28.77,633,22,"PuttsperRoundRound1",2007
39,39,"Tag Ridings",NA,28.82,490,17,"PuttsperRoundRound1",2007
40,40,"KJ Choi",NA,28.83,692,24,"PuttsperRoundRound1",2007
40,40,"Cliff Kresge",NA,28.83,865,30,"PuttsperRoundRound1",2007
40,40,"Dicky Pride",NA,28.83,692,24,"PuttsperRoundRound1",2007
43,43,"Bryce Molder",NA,28.85,577,20,"PuttsperRoundRound1",2007
43,43,"Chris Tidland",NA,28.85,577,20,"PuttsperRoundRound1",2007
45,45,"Brian Davis",NA,28.86,808,28,"PuttsperRoundRound1",2007
46,46,"Arron Oberholser",NA,28.89,549,19,"PuttsperRoundRound1",2007
47,47,"Jeff Quinney",NA,28.9,838,29,"PuttsperRoundRound1",2007
48,48,"Jonathan Byrd",NA,28.91,665,23,"PuttsperRoundRound1",2007
48,48,"Chris DiMarco",NA,28.91,665,23,"PuttsperRoundRound1",2007
50,50,"Troy Matteson",NA,28.92,752,26,"PuttsperRoundRound1",2007
51,51,"Brian Bateman",NA,28.94,492,17,"PuttsperRoundRound1",2007
52,52,"Rocco Mediate",NA,28.95,637,22,"PuttsperRoundRound1",2007
53,53,"John Rollins",NA,28.96,811,28,"PuttsperRoundRound1",2007
54,54,"Retief Goosen",NA,29,377,13,"PuttsperRoundRound1",2007
54,54,"Tripp Isenhour",NA,29,841,29,"PuttsperRoundRound1",2007
54,54,"Frank Lickliter II",NA,29,841,29,"PuttsperRoundRound1",2007
57,57,"Steve Flesch",NA,29.06,901,31,"PuttsperRoundRound1",2007
58,58,"Brandt Snedeker",NA,29.07,814,28,"PuttsperRoundRound1",2007
59,59,"Gavin Coles",NA,29.08,756,26,"PuttsperRoundRound1",2007
59,59,"Paul Gow",NA,29.08,727,25,"PuttsperRoundRound1",2007
61,61,"Daniel Chopra",NA,29.09,960,33,"PuttsperRoundRound1",2007
62,62,"Michael Allen",NA,29.1,611,21,"PuttsperRoundRound1",2007
62,62,"Michael Boyd",NA,29.1,582,20,"PuttsperRoundRound1",2007
64,64,"Bubba Dickerson",NA,29.11,524,18,"PuttsperRoundRound1",2007
65,65,"Craig Bowden",NA,29.13,699,24,"PuttsperRoundRound1",2007
65,65,"Bart Bryant",NA,29.13,699,24,"PuttsperRoundRound1",2007
65,65,"Stewart Cink",NA,29.13,699,24,"PuttsperRoundRound1",2007
65,65,"Anders Hansen",NA,29.13,466,16,"PuttsperRoundRound1",2007
69,69,"Zach Johnson",NA,29.14,612,21,"PuttsperRoundRound1",2007
69,69,"Ryan Moore",NA,29.14,816,28,"PuttsperRoundRound1",2007
71,71,"Billy Andrade",NA,29.15,787,27,"PuttsperRoundRound1",2007
72,72,"Adam Scott",NA,29.17,525,18,"PuttsperRoundRound1",2007
73,73,"Mark Hensby",NA,29.2,730,25,"PuttsperRoundRound1",2007
