"LatePar5ScoringAverage_RANKTHISWEEK_2006","LatePar5ScoringAverage_RANKLASTWEEK_2006","LatePar5ScoringAverage_PLAYERNAME_2006","LatePar5ScoringAverage_ROUNDS_2006","LatePar5ScoringAverage_AVG_2006","LatePar5ScoringAverage_TOTALSTROKES_2006","LatePar5ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,4.41,573,130,"LatePar5ScoringAverage",2006
2,2,"Will Ma Kenzie",91,4.51,713,158,"LatePar5ScoringAverage",2006
2,2,"Nick Watney",97,4.51,721,160,"LatePar5ScoringAverage",2006
4,4,"Jose Maria Olazabal",62,4.52,434,96,"LatePar5ScoringAverage",2006
5,5,"Stuart Appleby",83,4.53,671,148,"LatePar5ScoringAverage",2006
5,5,"Geoff Ogilvy",76,4.53,593,131,"LatePar5ScoringAverage",2006
5,5,"Rory Sabbatini",84,4.53,562,124,"LatePar5ScoringAverage",2006
8,8,"John Rollins",93,4.54,763,168,"LatePar5ScoringAverage",2006
8,8,"Bubba Watson",83,4.54,568,125,"LatePar5ScoringAverage",2006
10,10,"Brett Wetterich",82,4.55,719,158,"LatePar5ScoringAverage",2006
11,11,"Charles Howell III",96,4.56,597,131,"LatePar5ScoringAverage",2006
11,11,"Phil Mickelson",74,4.56,657,144,"LatePar5ScoringAverage",2006
13,13,"Sean OHair",100,4.57,677,148,"LatePar5ScoringAverage",2006
13,13,"Jesper Parnevik",84,4.57,635,139,"LatePar5ScoringAverage",2006
15,15,"Stewart Cink",93,4.58,636,139,"LatePar5ScoringAverage",2006
15,15,"Ben Crane",85,4.58,595,130,"LatePar5ScoringAverage",2006
15,15,"Sergio Garcia",59,4.58,485,106,"LatePar5ScoringAverage",2006
15,15,"Trevor Immelman",86,4.58,696,152,"LatePar5ScoringAverage",2006
15,15,"Steve Lowery",99,4.58,715,156,"LatePar5ScoringAverage",2006
15,15,"Adam Scott",70,4.58,573,125,"LatePar5ScoringAverage",2006
15,15,"Vijay Singh",103,4.58,875,191,"LatePar5ScoringAverage",2006
22,22,"Craig Barlow",77,4.59,560,122,"LatePar5ScoringAverage",2006
22,22,"John Daly",51,4.59,335,73,"LatePar5ScoringAverage",2006
22,22,"Bill Haas",99,4.59,785,171,"LatePar5ScoringAverage",2006
22,22,"JB Holmes",81,4.59,528,115,"LatePar5ScoringAverage",2006
22,22,"Frank Lickliter II",99,4.59,762,166,"LatePar5ScoringAverage",2006
27,27,"Stephen Ames",63,4.6,547,119,"LatePar5ScoringAverage",2006
27,27,"Jonathan Byrd",66,4.6,561,122,"LatePar5ScoringAverage",2006
27,27,"Joe Durant",101,4.6,911,198,"LatePar5ScoringAverage",2006
27,27,"Ernie Els",69,4.6,612,133,"LatePar5ScoringAverage",2006
27,27,"Jason Gore",86,4.6,570,124,"LatePar5ScoringAverage",2006
27,27,"JP Hayes",55,4.6,437,95,"LatePar5ScoringAverage",2006
27,27,"Ryan Moore",68,4.6,520,113,"LatePar5ScoringAverage",2006
27,27,"Chris Riley",86,4.6,671,146,"LatePar5ScoringAverage",2006
27,27,"Steve Stricker",64,4.6,511,111,"LatePar5ScoringAverage",2006
27,27,"Vaughn Taylor",88,4.6,667,145,"LatePar5ScoringAverage",2006
27,27,"Jimmy Walker",60,4.6,405,88,"LatePar5ScoringAverage",2006
38,38,"Retief Goosen",68,4.61,585,127,"LatePar5ScoringAverage",2006
38,38,"Jeff Gove",91,4.61,724,157,"LatePar5ScoringAverage",2006
38,38,"Paul Goydos",72,4.61,544,118,"LatePar5ScoringAverage",2006
38,38,"Nathan Green",108,4.61,743,161,"LatePar5ScoringAverage",2006
38,38,"Charley Hoffman",100,4.61,880,191,"LatePar5ScoringAverage",2006
38,38,"Ryuji Imada",105,4.61,710,154,"LatePar5ScoringAverage",2006
38,38,"Lee Janzen",79,4.61,586,127,"LatePar5ScoringAverage",2006
38,38,"Davis Love III",85,4.61,604,131,"LatePar5ScoringAverage",2006
38,38,"Shaun Micheel",96,4.61,798,173,"LatePar5ScoringAverage",2006
38,38,"Greg Owen",79,4.61,705,153,"LatePar5ScoringAverage",2006
38,38,"John Senden",96,4.61,705,153,"LatePar5ScoringAverage",2006
49,49,"Daniel Chopra",110,4.62,1049,227,"LatePar5ScoringAverage",2006
49,49,"Bob May",65,4.62,494,107,"LatePar5ScoringAverage",2006
49,49,"Arron Oberholser",82,4.62,582,126,"LatePar5ScoringAverage",2006
49,49,"Carl Pettersson",95,4.62,698,151,"LatePar5ScoringAverage",2006
49,49,"David Toms",76,4.62,619,134,"LatePar5ScoringAverage",2006
49,49,"Vance Veazey",59,4.62,402,87,"LatePar5ScoringAverage",2006
55,55,"Arjun Atwal",97,4.63,796,172,"LatePar5ScoringAverage",2006
55,55,"Jason Bohn",104,4.63,792,171,"LatePar5ScoringAverage",2006
55,55,"Chad Campbell",91,4.63,685,148,"LatePar5ScoringAverage",2006
55,55,"James Driscoll",80,4.63,551,119,"LatePar5ScoringAverage",2006
55,55,"Harrison Frazar",95,4.63,741,160,"LatePar5ScoringAverage",2006
55,55,"Lucas Glover",105,4.63,898,194,"LatePar5ScoringAverage",2006
55,55,"Padraig Harrington",54,4.63,435,94,"LatePar5ScoringAverage",2006
55,55,"Dudley Hart",83,4.63,574,124,"LatePar5ScoringAverage",2006
55,55,"Tim Herron",82,4.63,616,133,"LatePar5ScoringAverage",2006
55,55,"Rod Pampling",89,4.63,658,142,"LatePar5ScoringAverage",2006
55,55,"Charles Warren",93,4.63,694,150,"LatePar5ScoringAverage",2006
66,66,"Rich Beem",85,4.64,668,144,"LatePar5ScoringAverage",2006
66,66,"Shane Bertsch",104,4.64,771,166,"LatePar5ScoringAverage",2006
66,66,"Jeff Brehaut",100,4.64,761,164,"LatePar5ScoringAverage",2006
66,66,"KJ Choi",93,4.64,635,137,"LatePar5ScoringAverage",2006
66,66,"Chris Couch",75,4.64,547,118,"LatePar5ScoringAverage",2006
66,66,"Mathew Goggin",72,4.64,515,111,"LatePar5ScoringAverage",2006
66,66,"Todd Hamilton",72,4.64,483,104,"LatePar5ScoringAverage",2006
66,66,"Brandt Jobe",91,4.64,603,130,"LatePar5ScoringAverage",2006
66,66,"Jonathan Kaye",95,4.64,687,148,"LatePar5ScoringAverage",2006
66,66,"Brett Quigley",109,4.64,904,195,"LatePar5ScoringAverage",2006
66,66,"Heath Slocum",96,4.64,650,140,"LatePar5ScoringAverage",2006
66,66,"Bo Van Pelt",102,4.64,881,190,"LatePar5ScoringAverage",2006
66,66,"Camilo Villegas",95,4.64,696,150,"LatePar5ScoringAverage",2006
79,79,"Robert Allenby",79,4.65,646,139,"LatePar5ScoringAverage",2006
79,79,"Briny Baird",81,4.65,711,153,"LatePar5ScoringAverage",2006
79,79,"Brian Davis",92,4.65,581,125,"LatePar5ScoringAverage",2006
79,79,"Todd Fischer",101,4.65,781,168,"LatePar5ScoringAverage",2006
79,79,"Mathias Gronberg",92,4.65,744,160,"LatePar5ScoringAverage",2006
79,79,"Justin Leonard",83,4.65,637,137,"LatePar5ScoringAverage",2006
79,79,"Hunter Mahan",98,4.65,725,156,"LatePar5ScoringAverage",2006
79,79,"Tom Pernice Jr",108,4.65,805,173,"LatePar5ScoringAverage",2006
79,79,"Ian Poulter",53,4.65,502,108,"LatePar5ScoringAverage",2006
79,79,"Kevin Sutherland",100,4.65,763,164,"LatePar5ScoringAverage",2006
79,79,"Duffy Waldorf",96,4.65,683,147,"LatePar5ScoringAverage",2006
90,90,"Tim Clark",80,4.66,695,149,"LatePar5ScoringAverage",2006
90,90,"Luke Donald",66,4.66,522,112,"LatePar5ScoringAverage",2006
90,90,"Steve Elkington",52,4.66,419,90,"LatePar5ScoringAverage",2006
90,90,"JJ Henry",96,4.66,736,158,"LatePar5ScoringAverage",2006
90,90,"Troy Matteson",101,4.66,839,180,"LatePar5ScoringAverage",2006
90,90,"Jeff Overton",95,4.66,555,119,"LatePar5ScoringAverage",2006
90,90,"Justin Rose",98,4.66,821,176,"LatePar5ScoringAverage",2006
90,90,"Dean Wilson",115,4.66,821,176,"LatePar5ScoringAverage",2006
98,98,"Alex Aragon",63,4.67,420,90,"LatePar5ScoringAverage",2006
98,98,"Woody Austin",107,4.67,841,180,"LatePar5ScoringAverage",2006
98,98,"Aaron Baddeley",78,4.67,570,122,"LatePar5ScoringAverage",2006
98,98,"Alex Cejka",93,4.67,687,147,"LatePar5ScoringAverage",2006
98,98,"Fred Couples",52,4.67,378,81,"LatePar5ScoringAverage",2006
