"FirstTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2016","FirstTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2016","FirstTeeEarlyPar5ScoringAverage_PLAYERNAME_2016","FirstTeeEarlyPar5ScoringAverage_ROUNDS_2016","FirstTeeEarlyPar5ScoringAverage_AVG_2016","FirstTeeEarlyPar5ScoringAverage_TOTALSTROKES_2016","FirstTeeEarlyPar5ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,2,"Jordan Spieth",34,4.4,88,20,"FirstTeeEarlyPar5ScoringAverage",2016
2,1,"Tony Finau",49,4.42,212,48,"FirstTeeEarlyPar5ScoringAverage",2016
3,4,"Jhonattan Vegas",49,4.43,208,47,"FirstTeeEarlyPar5ScoringAverage",2016
3,3,"Gary Woodland",45,4.43,239,54,"FirstTeeEarlyPar5ScoringAverage",2016
5,5,"Rory McIlroy",37,4.46,125,28,"FirstTeeEarlyPar5ScoringAverage",2016
5,5,"Jimmy Walker",43,4.46,116,26,"FirstTeeEarlyPar5ScoringAverage",2016
7,7,"Matt Kuchar",46,4.47,143,32,"FirstTeeEarlyPar5ScoringAverage",2016
7,7,"Steve Stricker",25,4.47,67,15,"FirstTeeEarlyPar5ScoringAverage",2016
7,7,"Harold Varner III",58,4.47,246,55,"FirstTeeEarlyPar5ScoringAverage",2016
10,10,"Jason Day",36,4.48,121,27,"FirstTeeEarlyPar5ScoringAverage",2016
10,10,"Jamie Lovemark",57,4.48,197,44,"FirstTeeEarlyPar5ScoringAverage",2016
12,12,"Roberto Castro",55,4.49,202,45,"FirstTeeEarlyPar5ScoringAverage",2016
12,12,"Andrew Loupe",50,4.49,238,53,"FirstTeeEarlyPar5ScoringAverage",2016
14,14,"Sergio Garcia",28,4.5,108,24,"FirstTeeEarlyPar5ScoringAverage",2016
14,14,"Charles Howell III",63,4.5,288,64,"FirstTeeEarlyPar5ScoringAverage",2016
16,16,"Jim Herman",55,4.52,303,67,"FirstTeeEarlyPar5ScoringAverage",2016
16,16,"Martin Piller",37,4.52,113,25,"FirstTeeEarlyPar5ScoringAverage",2016
18,18,"Zach Johnson",42,4.53,145,32,"FirstTeeEarlyPar5ScoringAverage",2016
19,21,"Jonas Blixt",46,4.54,186,41,"FirstTeeEarlyPar5ScoringAverage",2016
19,21,"Matthew Fitzpatrick",23,4.54,127,28,"FirstTeeEarlyPar5ScoringAverage",2016
19,23,"Matt Jones",45,4.54,218,48,"FirstTeeEarlyPar5ScoringAverage",2016
19,18,"Cameron Tringale",47,4.54,318,70,"FirstTeeEarlyPar5ScoringAverage",2016
23,18,"Graham DeLaet",50,4.55,173,38,"FirstTeeEarlyPar5ScoringAverage",2016
23,23,"Charley Hoffman",49,4.55,173,38,"FirstTeeEarlyPar5ScoringAverage",2016
23,27,"John Senden",48,4.55,214,47,"FirstTeeEarlyPar5ScoringAverage",2016
26,25,"Webb Simpson",34,4.56,196,43,"FirstTeeEarlyPar5ScoringAverage",2016
26,27,"Chris Stroud",52,4.56,287,63,"FirstTeeEarlyPar5ScoringAverage",2016
28,36,"Mark Hubbard",73,4.58,325,71,"FirstTeeEarlyPar5ScoringAverage",2016
28,27,"Freddie Jacobson",54,4.58,165,36,"FirstTeeEarlyPar5ScoringAverage",2016
28,27,"Louis Oosthuizen",25,4.58,55,12,"FirstTeeEarlyPar5ScoringAverage",2016
31,32,"Aaron Baddeley",51,4.59,202,44,"FirstTeeEarlyPar5ScoringAverage",2016
31,36,"Alex Cejka",47,4.59,271,59,"FirstTeeEarlyPar5ScoringAverage",2016
31,25,"Erik Compton",45,4.59,225,49,"FirstTeeEarlyPar5ScoringAverage",2016
31,65,"Ernie Els",34,4.59,188,41,"FirstTeeEarlyPar5ScoringAverage",2016
31,32,"Bill Haas",42,4.59,170,37,"FirstTeeEarlyPar5ScoringAverage",2016
31,32,"Spencer Levin",62,4.59,340,74,"FirstTeeEarlyPar5ScoringAverage",2016
37,36,"Jamie Donaldson",28,4.6,92,20,"FirstTeeEarlyPar5ScoringAverage",2016
37,36,"Chris Kirk",51,4.6,290,63,"FirstTeeEarlyPar5ScoringAverage",2016
37,36,"Ben Martin",48,4.6,262,57,"FirstTeeEarlyPar5ScoringAverage",2016
37,36,"Graeme McDowell",33,4.6,138,30,"FirstTeeEarlyPar5ScoringAverage",2016
37,36,"Phil Mickelson",37,4.6,92,20,"FirstTeeEarlyPar5ScoringAverage",2016
37,36,"Ryan Palmer",46,4.6,276,60,"FirstTeeEarlyPar5ScoringAverage",2016
