"TenthTeeEarlyRound5ScoringAverage_RANKTHISWEEK_2009","TenthTeeEarlyRound5ScoringAverage_RANKLASTWEEK_2009","TenthTeeEarlyRound5ScoringAverage_PLAYERNAME_2009","TenthTeeEarlyRound5ScoringAverage__2009","TenthTeeEarlyRound5ScoringAverage_AVG_2009","TenthTeeEarlyRound5ScoringAverage_TOTALSTROKES_2009","TenthTeeEarlyRound5ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Stephen Ames",NA,63,63,1,"TenthTeeEarlyRound5ScoringAverage",2009
2,2,"Chad Campbell",NA,64,64,1,"TenthTeeEarlyRound5ScoringAverage",2009
3,3,"Brad Adamonis",NA,65,65,1,"TenthTeeEarlyRound5ScoringAverage",2009
4,4,"Brian Gay",NA,66,66,1,"TenthTeeEarlyRound5ScoringAverage",2009
5,5,"Bill Haas",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2009
5,5,"Colt Knost",NA,67,67,1,"TenthTeeEarlyRound5ScoringAverage",2009
7,7,"Ken Duke",NA,68,68,1,"TenthTeeEarlyRound5ScoringAverage",2009
8,8,"Jerry Kelly",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2009
8,8,"Cliff Kresge",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2009
8,8,"Justin Leonard",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2009
11,11,"Woody Austin",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2009
11,11,"Martin Laird",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2009
13,13,"Fred Couples",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2009
13,13,"Heath Slocum",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2009
13,13,"Dean Wilson",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2009
16,16,"Rick Price",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2009
17,17,"Jeff Klauk",NA,73,73,1,"TenthTeeEarlyRound5ScoringAverage",2009
18,18,"Peter Lonard",NA,74,74,1,"TenthTeeEarlyRound5ScoringAverage",2009
18,18,"Steve Lowery",NA,74,74,1,"TenthTeeEarlyRound5ScoringAverage",2009
20,20,"Kirk Triplett",NA,75,75,1,"TenthTeeEarlyRound5ScoringAverage",2009
21,21,"Glen Day",NA,77,77,1,"TenthTeeEarlyRound5ScoringAverage",2009
