"3PuttAvoidanceInside5_RANKTHISWEEK_2011","3PuttAvoidanceInside5_RANKLASTWEEK_2011","3PuttAvoidanceInside5_PLAYERNAME_2011","3PuttAvoidanceInside5_ROUNDS_2011","3PuttAvoidanceInside5_Pct_2011","3PuttAvoidanceInside5_TOTAL3PUTTS_2011","3PuttAvoidanceInside5_ATTEMPTS_2011","3PuttAvoidanceInside5_2PUTTORBETTERPct_2011","stat_name","year"
1,1,"Blake Adams",116,0,NA,391,100,"3PuttAvoidanceInside5",2011
1,1,"Robert Allenby",84,0,NA,242,100,"3PuttAvoidanceInside5",2011
1,1,"Stuart Appleby",65,0,NA,249,100,"3PuttAvoidanceInside5",2011
1,1,"Briny Baird",60,0,NA,165,100,"3PuttAvoidanceInside5",2011
1,1,"Ricky Barnes",78,0,NA,257,100,"3PuttAvoidanceInside5",2011
1,1,"Cameron Beckman",71,0,NA,242,100,"3PuttAvoidanceInside5",2011
1,1,"Rich Beem",53,0,NA,179,100,"3PuttAvoidanceInside5",2011
1,1,"Shane Bertsch",62,0,NA,205,100,"3PuttAvoidanceInside5",2011
1,1,"Matt Bettencourt",84,0,NA,279,100,"3PuttAvoidanceInside5",2011
1,1,"Kris Blanks",92,0,NA,292,100,"3PuttAvoidanceInside5",2011
1,1,"Jason Bohn",74,0,NA,250,100,"3PuttAvoidanceInside5",2011
1,1,"Michael Bradley",74,0,NA,224,100,"3PuttAvoidanceInside5",2011
1,1,"Joseph Bramlett",73,0,NA,232,100,"3PuttAvoidanceInside5",2011
1,1,"DJ Brigman",67,0,NA,224,100,"3PuttAvoidanceInside5",2011
1,1,"Jonathan Byrd",83,0,NA,292,100,"3PuttAvoidanceInside5",2011
1,1,"Angel Cabrera",50,0,NA,135,100,"3PuttAvoidanceInside5",2011
1,1,"Chad Campbell",99,0,NA,293,100,"3PuttAvoidanceInside5",2011
1,1,"Alex Cejka",59,0,NA,173,100,"3PuttAvoidanceInside5",2011
1,1,"Greg Chalmers",88,0,NA,348,100,"3PuttAvoidanceInside5",2011
1,1,"KJ Choi",77,0,NA,206,100,"3PuttAvoidanceInside5",2011
1,1,"Stewart Cink",72,0,NA,202,100,"3PuttAvoidanceInside5",2011
1,1,"Chris Couch",73,0,NA,280,100,"3PuttAvoidanceInside5",2011
1,1,"Ben Crane",76,0,NA,245,100,"3PuttAvoidanceInside5",2011
1,1,"Ben Curtis",66,0,NA,217,100,"3PuttAvoidanceInside5",2011
1,1,"Brian Davis",105,0,NA,369,100,"3PuttAvoidanceInside5",2011
1,1,"Jason Day",76,0,NA,247,100,"3PuttAvoidanceInside5",2011
1,1,"Luke Donald",73,0,NA,209,100,"3PuttAvoidanceInside5",2011
1,1,"Jason Dufner",78,0,NA,244,100,"3PuttAvoidanceInside5",2011
1,1,"Joe Durant",71,0,NA,231,100,"3PuttAvoidanceInside5",2011
1,1,"Steve Elkington",50,0,NA,155,100,"3PuttAvoidanceInside5",2011
1,1,"Steve Flesch",88,0,NA,327,100,"3PuttAvoidanceInside5",2011
1,1,"Rickie Fowler",84,0,NA,262,100,"3PuttAvoidanceInside5",2011
1,1,"Harrison Frazar",58,0,NA,169,100,"3PuttAvoidanceInside5",2011
1,1,"Jim Furyk",87,0,NA,272,100,"3PuttAvoidanceInside5",2011
1,1,"Tommy Gainey",104,0,NA,305,100,"3PuttAvoidanceInside5",2011
1,1,"Sergio Garcia",61,0,NA,175,100,"3PuttAvoidanceInside5",2011
1,1,"Robert Garrigus",83,0,NA,265,100,"3PuttAvoidanceInside5",2011
1,1,"Bobby Gates",82,0,NA,255,100,"3PuttAvoidanceInside5",2011
1,1,"Andres Gonzales",60,0,NA,162,100,"3PuttAvoidanceInside5",2011
1,1,"Retief Goosen",50,0,NA,145,100,"3PuttAvoidanceInside5",2011
1,1,"Nathan Green",81,0,NA,295,100,"3PuttAvoidanceInside5",2011
1,1,"Scott Gutschewski",67,0,NA,201,100,"3PuttAvoidanceInside5",2011
1,1,"Hunter Haas",96,0,NA,321,100,"3PuttAvoidanceInside5",2011
1,1,"Bill Haas",93,0,NA,254,100,"3PuttAvoidanceInside5",2011
1,1,"Padraig Harrington",60,0,NA,201,100,"3PuttAvoidanceInside5",2011
1,1,"JP Hayes",56,0,NA,184,100,"3PuttAvoidanceInside5",2011
1,1,"David Hearn",88,0,NA,244,100,"3PuttAvoidanceInside5",2011
1,1,"JJ Henry",96,0,NA,283,100,"3PuttAvoidanceInside5",2011
1,1,"Jim Herman",69,0,NA,194,100,"3PuttAvoidanceInside5",2011
1,1,"Tim Herron",85,0,NA,302,100,"3PuttAvoidanceInside5",2011
1,1,"JB Holmes",57,0,NA,180,100,"3PuttAvoidanceInside5",2011
1,1,"Billy Horschel",75,0,NA,221,100,"3PuttAvoidanceInside5",2011
1,1,"Charles Howell III",108,0,NA,334,100,"3PuttAvoidanceInside5",2011
1,1,"Ryuji Imada",83,0,NA,326,100,"3PuttAvoidanceInside5",2011
1,1,"Trevor Immelman",84,0,NA,241,100,"3PuttAvoidanceInside5",2011
1,1,"Lee Janzen",62,0,NA,194,100,"3PuttAvoidanceInside5",2011
1,1,"Brandt Jobe",100,0,NA,280,100,"3PuttAvoidanceInside5",2011
1,1,"Zach Johnson",79,0,NA,254,100,"3PuttAvoidanceInside5",2011
1,1,"Richard Johnson",64,0,NA,188,100,"3PuttAvoidanceInside5",2011
1,1,"Kent Jones",76,0,NA,208,100,"3PuttAvoidanceInside5",2011
1,1,"Matt Jones",71,0,NA,268,100,"3PuttAvoidanceInside5",2011
1,1,"Sung Kang",63,0,NA,183,100,"3PuttAvoidanceInside5",2011
1,1,"Chris Kirk",87,0,NA,313,100,"3PuttAvoidanceInside5",2011
1,1,"Kevin Kisner",70,0,NA,224,100,"3PuttAvoidanceInside5",2011
1,1,"Colt Knost",80,0,NA,273,100,"3PuttAvoidanceInside5",2011
1,1,"Matt Kuchar",94,0,NA,294,100,"3PuttAvoidanceInside5",2011
1,1,"Martin Laird",77,0,NA,244,100,"3PuttAvoidanceInside5",2011
1,1,"Derek Lamely",65,0,NA,193,100,"3PuttAvoidanceInside5",2011
1,1,"Marc Leishman",87,0,NA,309,100,"3PuttAvoidanceInside5",2011
1,1,"Justin Leonard",82,0,NA,293,100,"3PuttAvoidanceInside5",2011
1,1,"Spencer Levin",113,0,NA,349,100,"3PuttAvoidanceInside5",2011
1,1,"Bill Lunde",92,0,NA,267,100,"3PuttAvoidanceInside5",2011
1,1,"Jarrod Lyle",83,0,NA,299,100,"3PuttAvoidanceInside5",2011
1,1,"Steve Marino",76,0,NA,241,100,"3PuttAvoidanceInside5",2011
1,1,"David Mathis",83,0,NA,264,100,"3PuttAvoidanceInside5",2011
1,1,"Troy Matteson",91,0,NA,306,100,"3PuttAvoidanceInside5",2011
1,1,"Billy Mayfair",94,0,NA,314,100,"3PuttAvoidanceInside5",2011
1,1,"Scott McCarron",65,0,NA,231,100,"3PuttAvoidanceInside5",2011
1,1,"Graeme McDowell",50,0,NA,135,100,"3PuttAvoidanceInside5",2011
1,1,"Matt McQuillan",59,0,NA,188,100,"3PuttAvoidanceInside5",2011
1,1,"Rocco Mediate",53,0,NA,180,100,"3PuttAvoidanceInside5",2011
1,1,"John Merrick",71,0,NA,207,100,"3PuttAvoidanceInside5",2011
1,1,"Troy Merritt",63,0,NA,219,100,"3PuttAvoidanceInside5",2011
1,1,"Shaun Micheel",77,0,NA,238,100,"3PuttAvoidanceInside5",2011
1,1,"Phil Mickelson",79,0,NA,271,100,"3PuttAvoidanceInside5",2011
1,1,"Zack Miller",86,0,NA,287,100,"3PuttAvoidanceInside5",2011
1,1,"Bryce Molder",82,0,NA,292,100,"3PuttAvoidanceInside5",2011
1,1,"Kevin Na",84,0,NA,317,100,"3PuttAvoidanceInside5",2011
1,1,"Jeff Overton",92,0,NA,268,100,"3PuttAvoidanceInside5",2011
1,1,"Ryan Palmer",82,0,NA,266,100,"3PuttAvoidanceInside5",2011
1,1,"Rod Pampling",72,0,NA,235,100,"3PuttAvoidanceInside5",2011
1,1,"Pat Perez",76,0,NA,280,100,"3PuttAvoidanceInside5",2011
1,1,"Tim Petrovic",88,0,NA,323,100,"3PuttAvoidanceInside5",2011
1,1,"Scott Piercy",78,0,NA,238,100,"3PuttAvoidanceInside5",2011
1,1,"Martin Piller",63,0,NA,166,100,"3PuttAvoidanceInside5",2011
1,1,"DA Points",89,0,NA,292,100,"3PuttAvoidanceInside5",2011
1,1,"Ian Poulter",52,0,NA,165,100,"3PuttAvoidanceInside5",2011
1,1,"Michael Putnam",67,0,NA,199,100,"3PuttAvoidanceInside5",2011
1,1,"Jim Renner",65,0,NA,209,100,"3PuttAvoidanceInside5",2011
1,1,"Chris Riley",76,0,NA,273,100,"3PuttAvoidanceInside5",2011
1,1,"Alexandre Rocha",65,0,NA,158,100,"3PuttAvoidanceInside5",2011
1,1,"Justin Rose",79,0,NA,228,100,"3PuttAvoidanceInside5",2011
1,1,"Charl Schwartzel",58,0,NA,147,100,"3PuttAvoidanceInside5",2011
1,1,"Adam Scott",60,0,NA,168,100,"3PuttAvoidanceInside5",2011
1,1,"Vijay Singh",79,0,NA,284,100,"3PuttAvoidanceInside5",2011
1,1,"Nate Smith",66,0,NA,218,100,"3PuttAvoidanceInside5",2011
1,1,"Brandt Snedeker",85,0,NA,294,100,"3PuttAvoidanceInside5",2011
1,1,"Kevin Stadler",88,0,NA,258,100,"3PuttAvoidanceInside5",2011
1,1,"Scott Stallings",84,0,NA,251,100,"3PuttAvoidanceInside5",2011
1,1,"Brendan Steele",89,0,NA,274,100,"3PuttAvoidanceInside5",2011
1,1,"Kevin Streelman",90,0,NA,258,100,"3PuttAvoidanceInside5",2011
1,1,"Steve Stricker",70,0,NA,214,100,"3PuttAvoidanceInside5",2011
1,1,"Will Strickler",51,0,NA,162,100,"3PuttAvoidanceInside5",2011
1,1,"Chris Stroud",88,0,NA,283,100,"3PuttAvoidanceInside5",2011
1,1,"Daniel Summerhays",75,0,NA,264,100,"3PuttAvoidanceInside5",2011
1,1,"Vaughn Taylor",89,0,NA,348,100,"3PuttAvoidanceInside5",2011
1,1,"Josh Teater",104,0,NA,329,100,"3PuttAvoidanceInside5",2011
1,1,"Roland Thatcher",67,0,NA,237,100,"3PuttAvoidanceInside5",2011
1,1,"David Toms",78,0,NA,190,100,"3PuttAvoidanceInside5",2011
1,1,"Marc Turnesa",54,0,NA,142,100,"3PuttAvoidanceInside5",2011
1,1,"Bo Van Pelt",92,0,NA,291,100,"3PuttAvoidanceInside5",2011
1,1,"Jhonattan Vegas",84,0,NA,240,100,"3PuttAvoidanceInside5",2011
1,1,"Nick Watney",80,0,NA,234,100,"3PuttAvoidanceInside5",2011
1,1,"Bubba Watson",85,0,NA,225,100,"3PuttAvoidanceInside5",2011
1,1,"Charlie Wi",83,0,NA,291,100,"3PuttAvoidanceInside5",2011
1,1,"Dean Wilson",62,0,NA,215,100,"3PuttAvoidanceInside5",2011
1,1,"Mark Wilson",89,0,NA,268,100,"3PuttAvoidanceInside5",2011
1,1,"Gary Woodland",93,0,NA,248,100,"3PuttAvoidanceInside5",2011
1,1,"YE Yang",63,0,NA,163,100,"3PuttAvoidanceInside5",2011
130,130,"Brendon de Jonge",105,0.28,1,354,99.7,"3PuttAvoidanceInside5",2011
131,131,"Arjun Atwal",91,0.29,1,340,99.7,"3PuttAvoidanceInside5",2011
131,131,"Chris DiMarco",93,0.29,1,339,99.7,"3PuttAvoidanceInside5",2011
133,133,"Carl Pettersson",95,0.3,1,330,99.7,"3PuttAvoidanceInside5",2011
134,134,"William McGirt",103,0.31,1,318,99.6,"3PuttAvoidanceInside5",2011
134,134,"Webb Simpson",98,0.31,1,326,99.6,"3PuttAvoidanceInside5",2011
136,136,"DJ Trahan",91,0.32,1,310,99.6,"3PuttAvoidanceInside5",2011
136,136,"Jimmy Walker",79,0.32,1,311,99.6,"3PuttAvoidanceInside5",2011
138,138,"Freddie Jacobson",92,0.33,1,299,99.6,"3PuttAvoidanceInside5",2011
139,139,"Paul Goydos",81,0.34,1,291,99.6,"3PuttAvoidanceInside5",2011
139,139,"Chez Reavie",92,0.34,1,290,99.6,"3PuttAvoidanceInside5",2011
141,141,"Keegan Bradley",91,0.35,1,284,99.6,"3PuttAvoidanceInside5",2011
141,141,"Michael Connell",76,0.35,1,283,99.6,"3PuttAvoidanceInside5",2011
141,141,"Brian Gay",90,0.35,1,288,99.6,"3PuttAvoidanceInside5",2011
141,141,"Hunter Mahan",92,0.35,1,282,99.6,"3PuttAvoidanceInside5",2011
141,141,"Andres Romero",77,0.35,1,286,99.6,"3PuttAvoidanceInside5",2011
146,146,"John Senden",94,0.36,1,274,99.6,"3PuttAvoidanceInside5",2011
147,147,"Kevin Chappell",78,0.38,1,264,99.6,"3PuttAvoidanceInside5",2011
147,147,"Bio Kim",71,0.38,1,265,99.6,"3PuttAvoidanceInside5",2011
149,149,"Aaron Baddeley",77,0.4,1,251,99.6,"3PuttAvoidanceInside5",2011
149,149,"Jerry Kelly",85,0.4,1,252,99.6,"3PuttAvoidanceInside5",2011
149,149,"Joe Ogilvie",75,0.4,1,253,99.6,"3PuttAvoidanceInside5",2011
149,149,"Paul Stankowski",78,0.4,1,252,99.6,"3PuttAvoidanceInside5",2011
149,149,"Johnson Wagner",81,0.4,1,248,99.6,"3PuttAvoidanceInside5",2011
154,154,"James Driscoll",71,0.41,1,246,99.5,"3PuttAvoidanceInside5",2011
154,154,"John Rollins",85,0.41,1,244,99.5,"3PuttAvoidanceInside5",2011
154,154,"Rory Sabbatini",85,0.41,1,243,99.5,"3PuttAvoidanceInside5",2011
154,154,"Garrett Willis",71,0.41,1,243,99.5,"3PuttAvoidanceInside5",2011
158,158,"Fabian Gomez",84,0.42,1,236,99.5,"3PuttAvoidanceInside5",2011
159,159,"Stephen Ames",69,0.43,1,234,99.5,"3PuttAvoidanceInside5",2011
159,159,"George McNeill",69,0.43,1,231,99.5,"3PuttAvoidanceInside5",2011
159,159,"Ryan Moore",79,0.43,1,230,99.5,"3PuttAvoidanceInside5",2011
159,159,"Alex Prugh",82,0.43,1,233,99.5,"3PuttAvoidanceInside5",2011
163,163,"Ben Martin",74,0.44,1,227,99.5,"3PuttAvoidanceInside5",2011
164,164,"David Duval",67,0.45,1,221,99.5,"3PuttAvoidanceInside5",2011
164,164,"Lucas Glover",74,0.45,1,220,99.5,"3PuttAvoidanceInside5",2011
164,164,"Sean OHair",71,0.45,1,221,99.5,"3PuttAvoidanceInside5",2011
167,167,"Woody Austin",59,0.46,1,216,99.5,"3PuttAvoidanceInside5",2011
167,167,"Anthony Kim",72,0.46,1,219,99.5,"3PuttAvoidanceInside5",2011
167,167,"Camilo Villegas",69,0.46,1,218,99.5,"3PuttAvoidanceInside5",2011
170,170,"Davis Love III",70,0.47,1,211,99.5,"3PuttAvoidanceInside5",2011
170,170,"Geoff Ogilvy",69,0.47,1,215,99.5,"3PuttAvoidanceInside5",2011
172,172,"Boo Weekley",66,0.5,1,200,99.5,"3PuttAvoidanceInside5",2011
173,173,"Robert Karlsson",61,0.51,1,196,99.4,"3PuttAvoidanceInside5",2011
174,174,"Ernie Els",71,0.53,1,187,99.4,"3PuttAvoidanceInside5",2011
175,175,"Aron Price",58,0.55,1,181,99.4,"3PuttAvoidanceInside5",2011
176,176,"Cameron Tringale",110,0.58,2,342,99.4,"3PuttAvoidanceInside5",2011
177,177,"Steven Bowditch",86,0.63,2,315,99.3,"3PuttAvoidanceInside5",2011
177,177,"Kyle Stanley",98,0.63,2,317,99.3,"3PuttAvoidanceInside5",2011
179,179,"Tag Ridings",87,0.65,2,307,99.3,"3PuttAvoidanceInside5",2011
180,180,"Justin Hicks",60,0.66,1,151,99.3,"3PuttAvoidanceInside5",2011
181,181,"Nick OHern",89,0.69,2,288,99.3,"3PuttAvoidanceInside5",2011
182,182,"Michael Thompson",79,0.77,2,259,99.2,"3PuttAvoidanceInside5",2011
183,183,"Heath Slocum",89,0.81,2,247,99.1,"3PuttAvoidanceInside5",2011
184,184,"Charley Hoffman",93,1.04,3,289,98.9,"3PuttAvoidanceInside5",2011
184,184,"Dustin Johnson",72,1.04,2,192,98.9,"3PuttAvoidanceInside5",2011
186,186,"Tom Gillis",55,1.1,2,182,98.9,"3PuttAvoidanceInside5",2011
