"GIRPctFairwayBunker_RANKTHISWEEK_2007","GIRPctFairwayBunker_RANKLASTWEEK_2007","GIRPctFairwayBunker_PLAYERNAME_2007","GIRPctFairwayBunker_ROUNDS_2007","GIRPctFairwayBunker_Pct_2007","GIRPctFairwayBunker_GREENSHIT_2007","GIRPctFairwayBunker_HOLES_2007","GIRPctFairwayBunker_RELATIVEPAR_2007","stat_name","year"
1,1,"Frank Lickliter II",95,72.3,47,65,-7,"GIRPctFairwayBunker",2007
2,2,"Trevor Immelman",74,65.7,23,35,-3,"GIRPctFairwayBunker",2007
3,3,"Mike Weir",82,63.6,28,44,-6,"GIRPctFairwayBunker",2007
4,4,"Jason Bohn",57,63.3,19,30,-5,"GIRPctFairwayBunker",2007
4,4,"Tom Byrum",50,63.3,19,30,-3,"GIRPctFairwayBunker",2007
6,6,"Heath Slocum",101,61,25,41,-6,"GIRPctFairwayBunker",2007
7,7,"Jose Coceres",50,60.9,14,23,-1,"GIRPctFairwayBunker",2007
8,8,"Jeff Maggert",79,60.8,31,51,1,"GIRPctFairwayBunker",2007
9,9,"Cameron Beckman",96,60,39,65,-10,"GIRPctFairwayBunker",2007
9,9,"Fred Funk",65,60,15,25,-4,"GIRPctFairwayBunker",2007
9,9,"Robert Gamez",88,60,30,50,-3,"GIRPctFairwayBunker",2007
12,12,"Lee Janzen",66,59.2,29,49,-7,"GIRPctFairwayBunker",2007
12,12,"Steve Stricker",81,59.2,29,49,-5,"GIRPctFairwayBunker",2007
14,14,"Mathias Gronberg",95,58.5,48,82,-11,"GIRPctFairwayBunker",2007
15,15,"Camilo Villegas",82,58.1,25,43,-3,"GIRPctFairwayBunker",2007
16,16,"Jose Maria Olazabal",52,57.9,22,38,-5,"GIRPctFairwayBunker",2007
17,17,"Jeff Sluman",60,57.8,26,45,0,"GIRPctFairwayBunker",2007
18,18,"Brian Bateman",55,57.5,23,40,-5,"GIRPctFairwayBunker",2007
19,19,"Ryan Moore",92,57.1,32,56,-5,"GIRPctFairwayBunker",2007
20,20,"Stewart Cink",91,56.9,29,51,-5,"GIRPctFairwayBunker",2007
21,21,"Sergio Garcia",68,56.8,21,37,-3,"GIRPctFairwayBunker",2007
22,22,"Bill Haas",93,56.7,38,67,-4,"GIRPctFairwayBunker",2007
23,23,"Jarrod Lyle",77,56.2,41,73,-12,"GIRPctFairwayBunker",2007
24,24,"Tim Petrovic",106,56,47,84,-13,"GIRPctFairwayBunker",2007
25,25,"Jeff Overton",60,55.9,19,34,-5,"GIRPctFairwayBunker",2007
26,26,"Justin Rose",63,55.6,15,27,-4,"GIRPctFairwayBunker",2007
27,27,"Jason Dufner",100,55.1,38,69,-8,"GIRPctFairwayBunker",2007
27,27,"Steve Wheatcroft",73,55.1,27,49,-2,"GIRPctFairwayBunker",2007
29,29,"Boo Weekley",101,54.9,28,51,-4,"GIRPctFairwayBunker",2007
30,30,"Kyle Reifers",71,54.7,29,53,-6,"GIRPctFairwayBunker",2007
31,31,"Rich Barcelo",80,54.5,36,66,-5,"GIRPctFairwayBunker",2007
32,32,"Jim Furyk",84,53.8,14,26,-2,"GIRPctFairwayBunker",2007
33,33,"Steve Allan",63,53.7,29,54,-8,"GIRPctFairwayBunker",2007
33,33,"Anthony Kim",93,53.7,29,54,-6,"GIRPctFairwayBunker",2007
33,33,"Bubba Watson",80,53.7,22,41,-6,"GIRPctFairwayBunker",2007
36,36,"Tommy Armour III",81,53.6,30,56,-2,"GIRPctFairwayBunker",2007
36,36,"Steve Flesch",100,53.6,37,69,-8,"GIRPctFairwayBunker",2007
38,38,"Brandt Snedeker",105,53.4,39,73,-8,"GIRPctFairwayBunker",2007
39,39,"Alex Cejka",80,53.2,25,47,-4,"GIRPctFairwayBunker",2007
40,40,"Woody Austin",95,53.1,34,64,-6,"GIRPctFairwayBunker",2007
41,41,"Brendon de Jonge",76,52.9,36,68,-9,"GIRPctFairwayBunker",2007
41,41,"Lucas Glover",98,52.9,36,68,-5,"GIRPctFairwayBunker",2007
43,43,"Nick Watney",87,52.8,28,53,-6,"GIRPctFairwayBunker",2007
44,44,"Nathan Green",103,52.6,41,78,-3,"GIRPctFairwayBunker",2007
44,44,"Bo Van Pelt",104,52.6,51,97,-14,"GIRPctFairwayBunker",2007
46,46,"Duffy Waldorf",69,52.5,31,59,-3,"GIRPctFairwayBunker",2007
47,47,"Carl Pettersson",111,52.4,44,84,-9,"GIRPctFairwayBunker",2007
48,48,"Kenny Perry",83,51.9,27,52,-2,"GIRPctFairwayBunker",2007
49,49,"Charles Warren",101,51.8,43,83,-13,"GIRPctFairwayBunker",2007
50,50,"Sean OHair",98,51.6,32,62,-9,"GIRPctFairwayBunker",2007
51,51,"Steve Marino",106,51.4,36,70,-10,"GIRPctFairwayBunker",2007
51,51,"Paul Stankowski",52,51.4,18,35,-5,"GIRPctFairwayBunker",2007
53,53,"Stephen Ames",81,51.2,21,41,-3,"GIRPctFairwayBunker",2007
54,54,"Tripp Isenhour",86,51.1,24,47,-3,"GIRPctFairwayBunker",2007
55,55,"KJ Choi",87,51,25,49,-5,"GIRPctFairwayBunker",2007
56,56,"Harrison Frazar",88,50.7,35,69,-9,"GIRPctFairwayBunker",2007
56,56,"Michael Putnam",96,50.7,36,71,-5,"GIRPctFairwayBunker",2007
56,56,"Kevin Sutherland",85,50.7,35,69,-5,"GIRPctFairwayBunker",2007
59,59,"Jason Gore",86,50.6,39,77,-4,"GIRPctFairwayBunker",2007
59,59,"Joe Ogilvie",102,50.6,40,79,-10,"GIRPctFairwayBunker",2007
61,61,"Robert Allenby",90,50,23,46,-6,"GIRPctFairwayBunker",2007
61,61,"Billy Andrade",88,50,25,50,-3,"GIRPctFairwayBunker",2007
61,61,"Jeff Brehaut",59,50,13,26,-1,"GIRPctFairwayBunker",2007
61,61,"Gavin Coles",87,50,25,50,-7,"GIRPctFairwayBunker",2007
61,61,"Bob Estes",88,50,29,58,-9,"GIRPctFairwayBunker",2007
61,61,"Kent Jones",97,50,34,68,-8,"GIRPctFairwayBunker",2007
61,61,"Craig Kanada",109,50,38,76,-7,"GIRPctFairwayBunker",2007
61,61,"Troy Matteson",87,50,30,60,-1,"GIRPctFairwayBunker",2007
61,61,"Parker McLachlin",83,50,36,72,-11,"GIRPctFairwayBunker",2007
61,61,"Phil Mickelson",73,50,14,28,-5,"GIRPctFairwayBunker",2007
61,61,"Tom Pernice Jr",104,50,32,64,-5,"GIRPctFairwayBunker",2007
61,61,"Adam Scott",69,50,19,38,0,"GIRPctFairwayBunker",2007
61,61,"Joey Sindelar",75,50,28,56,-7,"GIRPctFairwayBunker",2007
74,74,"Shaun Micheel",91,49.1,28,57,-5,"GIRPctFairwayBunker",2007
75,75,"JJ Henry",86,49,25,51,-6,"GIRPctFairwayBunker",2007
75,75,"David Toms",80,49,25,51,-7,"GIRPctFairwayBunker",2007
77,77,"Vaughn Taylor",91,48.9,23,47,-6,"GIRPctFairwayBunker",2007
78,78,"DJ Brigman",67,48.8,21,43,-2,"GIRPctFairwayBunker",2007
78,78,"Rocco Mediate",72,48.8,21,43,-8,"GIRPctFairwayBunker",2007
78,78,"Chris Stroud",66,48.8,21,43,0,"GIRPctFairwayBunker",2007
81,81,"Tom Lehman",62,48.7,19,39,2,"GIRPctFairwayBunker",2007
82,82,"Jeff Gove",103,48.6,36,74,-4,"GIRPctFairwayBunker",2007
83,83,"Craig Barlow",52,48.4,15,31,2,"GIRPctFairwayBunker",2007
83,83,"Jonathan Byrd",73,48.4,30,62,-10,"GIRPctFairwayBunker",2007
85,85,"Steve Lowery",74,48.3,28,58,-5,"GIRPctFairwayBunker",2007
86,86,"Cliff Kresge",107,48.1,37,77,-2,"GIRPctFairwayBunker",2007
86,86,"Stephen Leaney",82,48.1,25,52,-3,"GIRPctFairwayBunker",2007
86,86,"Rory Sabbatini",81,48.1,26,54,-3,"GIRPctFairwayBunker",2007
89,89,"Bart Bryant",87,48,24,50,-1,"GIRPctFairwayBunker",2007
90,90,"Paul Goydos",60,47.8,11,23,-2,"GIRPctFairwayBunker",2007
90,90,"Daisuke Maruyama",86,47.8,22,46,-7,"GIRPctFairwayBunker",2007
90,90,"Kevin Stadler",95,47.8,33,69,-9,"GIRPctFairwayBunker",2007
93,93,"Stuart Appleby",74,47.6,20,42,-6,"GIRPctFairwayBunker",2007
94,94,"John Daly",59,47.5,19,40,-3,"GIRPctFairwayBunker",2007
94,94,"Bob Heintz",85,47.5,29,61,-6,"GIRPctFairwayBunker",2007
94,94,"Dicky Pride",71,47.5,29,61,-4,"GIRPctFairwayBunker",2007
97,97,"Joe Durant",88,47.4,18,38,1,"GIRPctFairwayBunker",2007
97,97,"Corey Pavin",81,47.4,18,38,-4,"GIRPctFairwayBunker",2007
99,99,"Mathew Goggin",97,47.3,26,55,-5,"GIRPctFairwayBunker",2007
99,99,"George McNeill",95,47.3,35,74,-6,"GIRPctFairwayBunker",2007
101,101,"Shigeki Maruyama",84,47,31,66,-6,"GIRPctFairwayBunker",2007
