"GIRPctFairwayBunker_RANKTHISWEEK_2007","GIRPctFairwayBunker_RANKLASTWEEK_2007","GIRPctFairwayBunker_PLAYERNAME_2007","GIRPctFairwayBunker_ROUNDS_2007","GIRPctFairwayBunker_Pct_2007","GIRPctFairwayBunker_GREENSHIT_2007","GIRPctFairwayBunker_HOLES_2007","GIRPctFairwayBunker_RELATIVEPAR_2007","stat_name","year"
102,102,"Brian Davis",101,46.9,23,49,-9,"GIRPctFairwayBunker",2007
102,102,"Glen Day",85,46.9,23,49,-4,"GIRPctFairwayBunker",2007
102,102,"Peter Lonard",85,46.9,30,64,-1,"GIRPctFairwayBunker",2007
102,102,"John Merrick",92,46.9,30,64,1,"GIRPctFairwayBunker",2007
106,106,"Kevin Na",84,46.8,29,62,-4,"GIRPctFairwayBunker",2007
107,107,"Rod Pampling",92,46.7,28,60,-3,"GIRPctFairwayBunker",2007
108,108,"Tom Johnson",74,46.6,27,58,-5,"GIRPctFairwayBunker",2007
109,109,"Luke Donald",69,46.4,13,28,-3,"GIRPctFairwayBunker",2007
110,110,"Mark Calcavecchia",93,46.3,31,67,-9,"GIRPctFairwayBunker",2007
110,110,"Padraig Harrington",64,46.3,19,41,-3,"GIRPctFairwayBunker",2007
110,110,"Jesper Parnevik",88,46.3,25,54,-3,"GIRPctFairwayBunker",2007
110,110,"Chris Tidland",59,46.3,25,54,-2,"GIRPctFairwayBunker",2007
114,114,"John Rollins",102,45.9,34,74,-6,"GIRPctFairwayBunker",2007
115,115,"Bryce Molder",56,45.8,22,48,-3,"GIRPctFairwayBunker",2007
116,116,"Tag Ridings",52,45.7,21,46,-5,"GIRPctFairwayBunker",2007
117,117,"Ryan Palmer",91,45.6,26,57,-2,"GIRPctFairwayBunker",2007
118,118,"Jim Rutledge",59,45.5,20,44,-3,"GIRPctFairwayBunker",2007
118,118,"Jason Schultz",63,45.5,25,55,-2,"GIRPctFairwayBunker",2007
120,120,"Chris Couch",76,45.2,28,62,-6,"GIRPctFairwayBunker",2007
121,121,"Andrew Buckle",77,45.1,23,51,-2,"GIRPctFairwayBunker",2007
121,121,"Freddie Jacobson",70,45.1,23,51,-3,"GIRPctFairwayBunker",2007
123,123,"Billy Mayfair",98,44.7,21,47,-2,"GIRPctFairwayBunker",2007
124,124,"Chad Campbell",96,44.4,24,54,-2,"GIRPctFairwayBunker",2007
124,124,"Anders Hansen",55,44.4,8,18,0,"GIRPctFairwayBunker",2007
124,124,"Zach Johnson",76,44.4,12,27,-6,"GIRPctFairwayBunker",2007
124,124,"Darron Stiles",65,44.4,20,45,-5,"GIRPctFairwayBunker",2007
128,128,"Tim Herron",98,44.3,27,61,-7,"GIRPctFairwayBunker",2007
129,129,"Daniel Chopra",106,44.2,38,86,-14,"GIRPctFairwayBunker",2007
130,130,"Ernie Els",59,44,11,25,-1,"GIRPctFairwayBunker",2007
131,131,"Charles Howell III",89,43.9,29,66,-6,"GIRPctFairwayBunker",2007
132,132,"Brett Wetterich",88,43.8,21,48,1,"GIRPctFairwayBunker",2007
132,132,"Mark Wilson",87,43.8,21,48,-4,"GIRPctFairwayBunker",2007
134,134,"Eric Axley",107,43.6,34,78,-6,"GIRPctFairwayBunker",2007
134,134,"Charley Hoffman",97,43.6,34,78,-5,"GIRPctFairwayBunker",2007
136,136,"Davis Love III",66,43.5,20,46,-2,"GIRPctFairwayBunker",2007
136,136,"Will Ma Kenzie",100,43.5,27,62,-1,"GIRPctFairwayBunker",2007
138,138,"Brett Quigley",79,43.3,26,60,-1,"GIRPctFairwayBunker",2007
139,139,"Marco Dawson",73,43.1,22,51,-5,"GIRPctFairwayBunker",2007
140,140,"Briny Baird",115,43,37,86,-7,"GIRPctFairwayBunker",2007
140,140,"Robert Garrigus",95,43,34,79,-1,"GIRPctFairwayBunker",2007
142,142,"Matt Kuchar",85,42.9,21,49,-4,"GIRPctFairwayBunker",2007
142,142,"John Senden",97,42.9,27,63,-3,"GIRPctFairwayBunker",2007
144,144,"JP Hayes",89,42.6,26,61,-5,"GIRPctFairwayBunker",2007
144,144,"Jerry Kelly",101,42.6,20,47,-7,"GIRPctFairwayBunker",2007
144,144,"Johnson Wagner",97,42.6,26,61,-4,"GIRPctFairwayBunker",2007
147,147,"Tim Clark",66,42.5,17,40,-5,"GIRPctFairwayBunker",2007
148,148,"Ted Purdy",102,42.4,28,66,-7,"GIRPctFairwayBunker",2007
149,149,"Jeff Quinney",95,41.9,26,62,-5,"GIRPctFairwayBunker",2007
149,149,"Jaco Van Zyl",51,41.9,13,31,1,"GIRPctFairwayBunker",2007
151,151,"Matt Hendrix",63,41.3,19,46,-2,"GIRPctFairwayBunker",2007
151,151,"Ryuji Imada",104,41.3,33,80,-3,"GIRPctFairwayBunker",2007
151,151,"Justin Leonard",95,41.3,19,46,1,"GIRPctFairwayBunker",2007
151,151,"Michael Sim",52,41.3,19,46,-1,"GIRPctFairwayBunker",2007
155,155,"Mark Hensby",81,40.7,24,59,-3,"GIRPctFairwayBunker",2007
155,155,"Pat Perez",84,40.7,22,54,-5,"GIRPctFairwayBunker",2007
155,155,"Tiger Woods",63,40.7,11,27,-2,"GIRPctFairwayBunker",2007
158,158,"Scott Gutschewski",67,40.4,19,47,-5,"GIRPctFairwayBunker",2007
158,158,"Todd Hamilton",76,40.4,23,57,1,"GIRPctFairwayBunker",2007
160,160,"Rich Beem",89,40,14,35,-1,"GIRPctFairwayBunker",2007
160,160,"Greg Owen",81,40,26,65,-1,"GIRPctFairwayBunker",2007
160,160,"Scott Verplank",82,40,12,30,-1,"GIRPctFairwayBunker",2007
163,163,"Doug LaBelle II",104,39.5,17,43,-1,"GIRPctFairwayBunker",2007
164,164,"Ken Duke",112,39.3,24,61,-5,"GIRPctFairwayBunker",2007
165,165,"DJ Trahan",99,39.1,25,64,-2,"GIRPctFairwayBunker",2007
166,166,"Bob Tway",103,38.7,29,75,-9,"GIRPctFairwayBunker",2007
167,167,"John Mallinger",96,38.5,20,52,-3,"GIRPctFairwayBunker",2007
168,168,"Bubba Dickerson",51,38.2,13,34,-3,"GIRPctFairwayBunker",2007
169,169,"Brian Gay",107,37.8,17,45,-3,"GIRPctFairwayBunker",2007
169,169,"Vijay Singh",102,37.8,28,74,-9,"GIRPctFairwayBunker",2007
171,171,"Paul Gow",70,37.5,15,40,-1,"GIRPctFairwayBunker",2007
171,171,"Henrik Stenson",52,37.5,9,24,1,"GIRPctFairwayBunker",2007
173,173,"Craig Lile",77,37.1,23,62,-7,"GIRPctFairwayBunker",2007
174,174,"Michael Allen",74,36.2,21,58,-1,"GIRPctFairwayBunker",2007
175,175,"Craig Bowden",78,35.9,14,39,-7,"GIRPctFairwayBunker",2007
176,176,"David Branshaw",83,35.6,21,59,0,"GIRPctFairwayBunker",2007
177,177,"Dean Wilson",92,35.1,20,57,-6,"GIRPctFairwayBunker",2007
178,178,"Chris Riley",59,34.8,8,23,0,"GIRPctFairwayBunker",2007
179,179,"Kirk Triplett",77,34.6,18,52,0,"GIRPctFairwayBunker",2007
180,180,"Geoff Ogilvy",84,34.2,13,38,-1,"GIRPctFairwayBunker",2007
181,181,"Michael Boyd",61,33.3,11,33,-2,"GIRPctFairwayBunker",2007
181,181,"Hunter Mahan",91,33.3,15,45,0,"GIRPctFairwayBunker",2007
181,181,"Arron Oberholser",69,33.3,14,42,-2,"GIRPctFairwayBunker",2007
184,184,"Charlie Wi",90,32.8,19,58,-5,"GIRPctFairwayBunker",2007
185,185,"Richard Johnson",93,32.7,17,52,-2,"GIRPctFairwayBunker",2007
186,186,"Jay Williamson",50,32.1,9,28,-2,"GIRPctFairwayBunker",2007
187,187,"Chris DiMarco",79,31.7,20,63,-4,"GIRPctFairwayBunker",2007
187,187,"JB Holmes",71,31.7,13,41,-2,"GIRPctFairwayBunker",2007
189,189,"Mark Brooks",53,31.6,6,19,-1,"GIRPctFairwayBunker",2007
189,189,"Ben Curtis",80,31.6,12,38,-4,"GIRPctFairwayBunker",2007
189,189,"Nick OHern",72,31.6,12,38,-3,"GIRPctFairwayBunker",2007
192,192,"Aaron Baddeley",83,30.6,11,36,-2,"GIRPctFairwayBunker",2007
193,193,"Retief Goosen",50,30.3,10,33,-1,"GIRPctFairwayBunker",2007
194,194,"Ryan Armour",107,29.8,17,57,-4,"GIRPctFairwayBunker",2007
195,195,"Ian Poulter",63,26.7,8,30,0,"GIRPctFairwayBunker",2007
196,196,"Steve Elkington",87,23.5,8,34,-2,"GIRPctFairwayBunker",2007
