"Total3Putts1015_RANKTHISWEEK_2009","Total3Putts1015_RANKLASTWEEK_2009","Total3Putts1015_PLAYERNAME_2009","Total3Putts1015_ROUNDS_2009","Total3Putts1015_TOTAL3PUTTS1015_2009","Total3Putts1015_TOTAL3PUTTS_2009","stat_name","year"
1,1,"Matt Bettencourt",98,12,77,"Total3Putts1015",2009
2,2,"Billy Mayfair",83,9,53,"Total3Putts1015",2009
3,3,"Woody Austin",84,6,45,"Total3Putts1015",2009
3,3,"Steve Lowery",83,6,54,"Total3Putts1015",2009
3,3,"Bill Lunde",83,6,49,"Total3Putts1015",2009
3,3,"Brett Quigley",92,6,46,"Total3Putts1015",2009
7,7,"Charley Hoffman",97,5,41,"Total3Putts1015",2009
7,7,"Will Ma Kenzie",69,5,51,"Total3Putts1015",2009
7,7,"Ted Purdy",101,5,61,"Total3Putts1015",2009
7,7,"Heath Slocum",95,5,52,"Total3Putts1015",2009
7,7,"Brendon Todd",53,5,33,"Total3Putts1015",2009
7,7,"Kirk Triplett",60,5,58,"Total3Putts1015",2009
7,7,"Boo Weekley",79,5,41,"Total3Putts1015",2009
7,7,"Jay Williamson",69,5,48,"Total3Putts1015",2009
15,15,"Jonathan Byrd",89,4,54,"Total3Putts1015",2009
15,15,"Tim Clark",81,4,21,"Total3Putts1015",2009
15,15,"Brian Davis",103,4,54,"Total3Putts1015",2009
15,15,"Lucas Glover",93,4,45,"Total3Putts1015",2009
15,15,"Justin Leonard",95,4,25,"Total3Putts1015",2009
15,15,"Michael Letzig",96,4,49,"Total3Putts1015",2009
15,15,"Leif Olson",51,4,34,"Total3Putts1015",2009
15,15,"Tom Pernice Jr",82,4,42,"Total3Putts1015",2009
15,15,"Scott Piercy",85,4,44,"Total3Putts1015",2009
15,15,"Vaughn Taylor",88,4,28,"Total3Putts1015",2009
15,15,"David Toms",98,4,33,"Total3Putts1015",2009
15,15,"Johnson Wagner",81,4,38,"Total3Putts1015",2009
27,27,"Robert Allenby",71,3,46,"Total3Putts1015",2009
27,27,"Kris Blanks",60,3,28,"Total3Putts1015",2009
27,27,"Mark Calcavecchia",72,3,52,"Total3Putts1015",2009
27,27,"Chad Campbell",90,3,35,"Total3Putts1015",2009
27,27,"Jason Dufner",90,3,44,"Total3Putts1015",2009
27,27,"Freddie Jacobson",83,3,27,"Total3Putts1015",2009
27,27,"Jeff Klauk",97,3,37,"Total3Putts1015",2009
27,27,"Martin Laird",72,3,40,"Total3Putts1015",2009
27,27,"Marc Leishman",91,3,53,"Total3Putts1015",2009
27,27,"Peter Lonard",86,3,53,"Total3Putts1015",2009
27,27,"Ryan Moore",89,3,41,"Total3Putts1015",2009
27,27,"Kevin Na",91,3,33,"Total3Putts1015",2009
27,27,"Sean OHair",80,3,44,"Total3Putts1015",2009
27,27,"Ryan Palmer",78,3,34,"Total3Putts1015",2009
27,27,"Justin Rose",71,3,38,"Total3Putts1015",2009
27,27,"Nicholas Thompson",96,3,77,"Total3Putts1015",2009
27,27,"Marc Turnesa",77,3,48,"Total3Putts1015",2009
27,27,"Camilo Villegas",76,3,34,"Total3Putts1015",2009
27,27,"Charles Warren",63,3,39,"Total3Putts1015",2009
27,27,"Matt Weibring",65,3,39,"Total3Putts1015",2009
27,27,"Gary Woodland",53,3,33,"Total3Putts1015",2009
48,48,"Stephen Ames",77,2,30,"Total3Putts1015",2009
48,48,"Briny Baird",89,2,41,"Total3Putts1015",2009
48,48,"Rich Beem",77,2,36,"Total3Putts1015",2009
48,48,"Jason Bohn",88,2,38,"Total3Putts1015",2009
48,48,"Bart Bryant",58,2,23,"Total3Putts1015",2009
48,48,"Daniel Chopra",89,2,42,"Total3Putts1015",2009
48,48,"Glen Day",79,2,45,"Total3Putts1015",2009
48,48,"Brendon de Jonge",90,2,52,"Total3Putts1015",2009
48,48,"Steve Flesch",77,2,46,"Total3Putts1015",2009
48,48,"Robert Garrigus",83,2,52,"Total3Putts1015",2009
48,48,"Nathan Green",104,2,44,"Total3Putts1015",2009
48,48,"Bill Haas",91,2,52,"Total3Putts1015",2009
48,48,"Padraig Harrington",66,2,19,"Total3Putts1015",2009
48,48,"JJ Henry",97,2,43,"Total3Putts1015",2009
48,48,"Lee Janzen",74,2,31,"Total3Putts1015",2009
48,48,"Zach Johnson",94,2,38,"Total3Putts1015",2009
48,48,"Cliff Kresge",78,2,40,"Total3Putts1015",2009
48,48,"Davis Love III",89,2,42,"Total3Putts1015",2009
48,48,"Jeff Maggert",79,2,56,"Total3Putts1015",2009
48,48,"Troy Matteson",95,2,42,"Total3Putts1015",2009
48,48,"Scott McCarron",91,2,33,"Total3Putts1015",2009
48,48,"George McNeill",82,2,38,"Total3Putts1015",2009
48,48,"Bryce Molder",69,2,26,"Total3Putts1015",2009
48,48,"Geoff Ogilvy",78,2,23,"Total3Putts1015",2009
48,48,"Greg Owen",97,2,52,"Total3Putts1015",2009
48,48,"DA Points",99,2,55,"Total3Putts1015",2009
48,48,"Aron Price",89,2,50,"Total3Putts1015",2009
48,48,"Chez Reavie",81,2,28,"Total3Putts1015",2009
48,48,"Andres Romero",58,2,29,"Total3Putts1015",2009
48,48,"John Senden",100,2,40,"Total3Putts1015",2009
48,48,"Patrick Sheehan",51,2,21,"Total3Putts1015",2009
48,48,"Brandt Snedeker",81,2,26,"Total3Putts1015",2009
48,48,"Kevin Stadler",65,2,33,"Total3Putts1015",2009
48,48,"Scott Sterling",51,2,24,"Total3Putts1015",2009
48,48,"Mike Weir",85,2,30,"Total3Putts1015",2009
48,48,"Casey Wittenberg",71,2,33,"Total3Putts1015",2009
48,48,"YE Yang",83,2,45,"Total3Putts1015",2009
85,85,"Brad Adamonis",70,1,29,"Total3Putts1015",2009
85,85,"Stuart Appleby",79,1,38,"Total3Putts1015",2009
85,85,"Aaron Baddeley",66,1,24,"Total3Putts1015",2009
85,85,"Ricky Barnes",67,1,39,"Total3Putts1015",2009
85,85,"Mark Brooks",55,1,23,"Total3Putts1015",2009
85,85,"Angel Cabrera",55,1,24,"Total3Putts1015",2009
85,85,"Alex Cejka",82,1,40,"Total3Putts1015",2009
85,85,"Stewart Cink",79,1,24,"Total3Putts1015",2009
85,85,"Fred Couples",54,1,29,"Total3Putts1015",2009
85,85,"Ben Crane",93,1,39,"Total3Putts1015",2009
85,85,"Jason Day",61,1,27,"Total3Putts1015",2009
85,85,"Chris DiMarco",97,1,37,"Total3Putts1015",2009
85,85,"David Duval",56,1,16,"Total3Putts1015",2009
85,85,"Steve Elkington",70,1,29,"Total3Putts1015",2009
85,85,"Derek Fathauer",63,1,34,"Total3Putts1015",2009
85,85,"Sergio Garcia",59,1,18,"Total3Putts1015",2009
85,85,"Brian Gay",96,1,26,"Total3Putts1015",2009
85,85,"Mathew Goggin",76,1,31,"Total3Putts1015",2009
85,85,"Jason Gore",74,1,51,"Total3Putts1015",2009
85,85,"Paul Goydos",79,1,35,"Total3Putts1015",2009
