"OnePuttPercentageRound4_RANKTHISWEEK_2008","OnePuttPercentageRound4_RANKLASTWEEK_2008","OnePuttPercentageRound4_PLAYERNAME_2008","OnePuttPercentageRound4__2008","OnePuttPercentageRound4_Pct_2008","OnePuttPercentageRound4_OF1PUTTS_2008","OnePuttPercentageRound4_OFHOLES_2008","stat_name","year"
1,1,"Padraig Harrington",NA,46.46,92,198,"OnePuttPercentageRound4",2008
2,2,"Ryuji Imada",NA,45.19,122,270,"OnePuttPercentageRound4",2008
3,3,"Kevin Na",NA,44.74,153,342,"OnePuttPercentageRound4",2008
4,4,"Retief Goosen",NA,44.44,96,216,"OnePuttPercentageRound4",2008
4,4,"Ryan Moore",NA,44.44,88,198,"OnePuttPercentageRound4",2008
6,6,"Ben Crane",NA,44.14,143,324,"OnePuttPercentageRound4",2008
7,7,"Aaron Baddeley",NA,44.07,119,270,"OnePuttPercentageRound4",2008
7,7,"Daniel Chopra",NA,44.07,119,270,"OnePuttPercentageRound4",2008
9,9,"Jerry Kelly",NA,44.05,111,252,"OnePuttPercentageRound4",2008
10,10,"Jason Day",NA,43.98,95,216,"OnePuttPercentageRound4",2008
11,11,"Nathan Green",NA,43.83,142,324,"OnePuttPercentageRound4",2008
12,12,"Scott McCarron",NA,43.75,63,144,"OnePuttPercentageRound4",2008
13,13,"Andres Romero",NA,43.65,110,252,"OnePuttPercentageRound4",2008
13,13,"Johnson Wagner",NA,43.65,110,252,"OnePuttPercentageRound4",2008
15,15,"John Mallinger",NA,43.33,156,360,"OnePuttPercentageRound4",2008
16,16,"Carl Pettersson",NA,43.16,202,468,"OnePuttPercentageRound4",2008
17,17,"Richard Johnson",NA,43.06,62,144,"OnePuttPercentageRound4",2008
18,18,"Justin Leonard",NA,43,178,414,"OnePuttPercentageRound4",2008
19,19,"Jason Gore",NA,42.96,116,270,"OnePuttPercentageRound4",2008
19,19,"Jesper Parnevik",NA,42.96,116,270,"OnePuttPercentageRound4",2008
21,21,"Phil Mickelson",NA,42.9,139,324,"OnePuttPercentageRound4",2008
22,22,"Jonathan Byrd",NA,42.71,123,288,"OnePuttPercentageRound4",2008
23,23,"Stewart Cink",NA,42.59,138,324,"OnePuttPercentageRound4",2008
23,23,"Bob Tway",NA,42.59,115,270,"OnePuttPercentageRound4",2008
25,25,"Freddie Jacobson",NA,42.22,114,270,"OnePuttPercentageRound4",2008
25,25,"Will Ma Kenzie",NA,42.22,76,180,"OnePuttPercentageRound4",2008
25,25,"Steve Stricker",NA,42.22,114,270,"OnePuttPercentageRound4",2008
28,28,"Eric Axley",NA,41.94,151,360,"OnePuttPercentageRound4",2008
29,29,"KJ Choi",NA,41.85,113,270,"OnePuttPercentageRound4",2008
30,30,"Scott Verplank",NA,41.83,128,306,"OnePuttPercentageRound4",2008
31,31,"Chad Campbell",NA,41.81,143,342,"OnePuttPercentageRound4",2008
32,32,"Ben Curtis",NA,41.67,135,324,"OnePuttPercentageRound4",2008
32,32,"Nicholas Thompson",NA,41.67,150,360,"OnePuttPercentageRound4",2008
34,34,"Anthony Kim",NA,41.36,134,324,"OnePuttPercentageRound4",2008
35,35,"Martin Laird",NA,41.23,141,342,"OnePuttPercentageRound4",2008
35,35,"Joe Ogilvie",NA,41.23,141,342,"OnePuttPercentageRound4",2008
37,37,"Mark Wilson",NA,40.97,177,432,"OnePuttPercentageRound4",2008
38,38,"Brian Davis",NA,40.83,147,360,"OnePuttPercentageRound4",2008
39,39,"Tom Pernice Jr",NA,40.66,161,396,"OnePuttPercentageRound4",2008
40,40,"DJ Trahan",NA,40.64,139,342,"OnePuttPercentageRound4",2008
41,41,"Nick OHern",NA,40.63,117,288,"OnePuttPercentageRound4",2008
42,42,"Trevor Immelman",NA,40.6,95,234,"OnePuttPercentageRound4",2008
43,43,"JP Hayes",NA,40.48,51,126,"OnePuttPercentageRound4",2008
44,44,"Vaughn Taylor",NA,40.43,131,324,"OnePuttPercentageRound4",2008
45,45,"Chad Collins",NA,40.4,80,198,"OnePuttPercentageRound4",2008
45,45,"Steve Lowery",NA,40.4,80,198,"OnePuttPercentageRound4",2008
45,45,"Ian Poulter",NA,40.4,80,198,"OnePuttPercentageRound4",2008
45,45,"Dean Wilson",NA,40.4,160,396,"OnePuttPercentageRound4",2008
49,49,"Rory Sabbatini",NA,40.28,116,288,"OnePuttPercentageRound4",2008
50,50,"Michael Allen",NA,40.12,130,324,"OnePuttPercentageRound4",2008
51,51,"Corey Pavin",NA,40.08,101,252,"OnePuttPercentageRound4",2008
52,52,"Shane Bertsch",NA,40.06,137,342,"OnePuttPercentageRound4",2008
53,53,"Ernie Els",NA,40,72,180,"OnePuttPercentageRound4",2008
54,54,"Brandt Snedeker",NA,39.87,122,306,"OnePuttPercentageRound4",2008
55,55,"Paul Goydos",NA,39.74,93,234,"OnePuttPercentageRound4",2008
55,55,"Geoff Ogilvy",NA,39.74,93,234,"OnePuttPercentageRound4",2008
57,57,"Jeff Quinney",NA,39.58,114,288,"OnePuttPercentageRound4",2008
58,58,"Steve Flesch",NA,39.54,121,306,"OnePuttPercentageRound4",2008
59,59,"Camilo Villegas",NA,39.51,128,324,"OnePuttPercentageRound4",2008
60,60,"Mike Weir",NA,39.47,135,342,"OnePuttPercentageRound4",2008
61,61,"Brian Gay",NA,39.44,142,360,"OnePuttPercentageRound4",2008
62,62,"Ken Duke",NA,39.35,170,432,"OnePuttPercentageRound4",2008
63,63,"Davis Love III",NA,39.24,113,288,"OnePuttPercentageRound4",2008
64,64,"Vijay Singh",NA,39.22,120,306,"OnePuttPercentageRound4",2008
65,65,"Ryan Armour",NA,38.89,84,216,"OnePuttPercentageRound4",2008
65,65,"Tim Clark",NA,38.89,126,324,"OnePuttPercentageRound4",2008
65,65,"Dudley Hart",NA,38.89,105,270,"OnePuttPercentageRound4",2008
65,65,"JB Holmes",NA,38.89,119,306,"OnePuttPercentageRound4",2008
65,65,"Zach Johnson",NA,38.89,126,324,"OnePuttPercentageRound4",2008
65,65,"Kent Jones",NA,38.89,84,216,"OnePuttPercentageRound4",2008
65,65,"Ryan Palmer",NA,38.89,84,216,"OnePuttPercentageRound4",2008
65,65,"John Rollins",NA,38.89,133,342,"OnePuttPercentageRound4",2008
73,73,"Kevin Sutherland",NA,38.64,153,396,"OnePuttPercentageRound4",2008
74,74,"Charley Hoffman",NA,38.54,111,288,"OnePuttPercentageRound4",2008
75,75,"Fred Couples",NA,38.43,83,216,"OnePuttPercentageRound4",2008
76,76,"Frank Lickliter II",NA,38.36,145,378,"OnePuttPercentageRound4",2008
77,77,"Brett Rumford",NA,38.27,62,162,"OnePuttPercentageRound4",2008
78,78,"Todd Demsey",NA,38.1,96,252,"OnePuttPercentageRound4",2008
79,79,"Cody Freeman",NA,37.96,41,108,"OnePuttPercentageRound4",2008
79,79,"Bill Haas",NA,37.96,123,324,"OnePuttPercentageRound4",2008
79,79,"John Senden",NA,37.96,123,324,"OnePuttPercentageRound4",2008
82,82,"Parker McLachlin",NA,37.91,116,306,"OnePuttPercentageRound4",2008
83,83,"Peter Lonard",NA,37.85,109,288,"OnePuttPercentageRound4",2008
84,84,"Nick Watney",NA,37.83,143,378,"OnePuttPercentageRound4",2008
85,85,"Stuart Appleby",NA,37.78,136,360,"OnePuttPercentageRound4",2008
85,85,"Pat Perez",NA,37.78,136,360,"OnePuttPercentageRound4",2008
87,87,"Stephen Leaney",NA,37.65,61,162,"OnePuttPercentageRound4",2008
87,87,"Steve Marino",NA,37.65,183,486,"OnePuttPercentageRound4",2008
89,89,"Steve Elkington",NA,37.58,115,306,"OnePuttPercentageRound4",2008
90,90,"Tim Herron",NA,37.5,135,360,"OnePuttPercentageRound4",2008
90,90,"Omar Uresti",NA,37.5,81,216,"OnePuttPercentageRound4",2008
92,92,"Jeff Maggert",NA,37.41,101,270,"OnePuttPercentageRound4",2008
93,93,"Billy Mayfair",NA,37.12,147,396,"OnePuttPercentageRound4",2008
94,94,"Nick Flanagan",NA,37.04,100,270,"OnePuttPercentageRound4",2008
94,94,"Robert Gamez",NA,37.04,80,216,"OnePuttPercentageRound4",2008
94,94,"Kevin Streelman",NA,37.04,160,432,"OnePuttPercentageRound4",2008
94,94,"Boo Weekley",NA,37.04,120,324,"OnePuttPercentageRound4",2008
98,98,"Sergio Garcia",NA,36.93,113,306,"OnePuttPercentageRound4",2008
99,99,"Brenden Pappas",NA,36.81,53,144,"OnePuttPercentageRound4",2008
100,100,"Charlie Wi",NA,36.77,139,378,"OnePuttPercentageRound4",2008
101,101,"Stephen Ames",NA,36.73,119,324,"OnePuttPercentageRound4",2008
102,102,"Lee Janzen",NA,36.67,99,270,"OnePuttPercentageRound4",2008
102,102,"Tag Ridings",NA,36.67,99,270,"OnePuttPercentageRound4",2008
104,104,"Carlos Franco",NA,36.57,79,216,"OnePuttPercentageRound4",2008
105,105,"Rich Beem",NA,36.46,105,288,"OnePuttPercentageRound4",2008
105,105,"Dustin Johnson",NA,36.46,105,288,"OnePuttPercentageRound4",2008
107,107,"Todd Hamilton",NA,36.42,118,324,"OnePuttPercentageRound4",2008
108,108,"Lucas Glover",NA,36.26,124,342,"OnePuttPercentageRound4",2008
109,109,"Chris DiMarco",NA,36.11,91,252,"OnePuttPercentageRound4",2008
109,109,"Mark Hensby",NA,36.11,65,180,"OnePuttPercentageRound4",2008
109,109,"Craig Kanada",NA,36.11,65,180,"OnePuttPercentageRound4",2008
109,109,"Cliff Kresge",NA,36.11,91,252,"OnePuttPercentageRound4",2008
109,109,"Michael Letzig",NA,36.11,91,252,"OnePuttPercentageRound4",2008
114,114,"Woody Austin",NA,35.99,149,414,"OnePuttPercentageRound4",2008
115,115,"Hunter Mahan",NA,35.95,110,306,"OnePuttPercentageRound4",2008
116,116,"YE Yang",NA,35.93,97,270,"OnePuttPercentageRound4",2008
117,117,"Tommy Armour III",NA,35.9,84,234,"OnePuttPercentageRound4",2008
