"SandSavePercentage_RANKTHISWEEK_2015","SandSavePercentage_RANKLASTWEEK_2015","SandSavePercentage_PLAYERNAME_2015","SandSavePercentage_ROUNDS_2015","SandSavePercentage_Pct_2015","SandSavePercentage_SAVES_2015","SandSavePercentage_BUNKERS_2015","SandSavePercentage_TOTALOUPAR_2015","stat_name","year"
32,32,"Zach Johnson",90,56.25,81,144,46,"SandSavePercentage",2015
33,33,"Ryan Moore",81,55.86,62,111,44,"SandSavePercentage",2015
34,34,"Rickie Fowler",76,55.83,67,120,38,"SandSavePercentage",2015
35,35,"Brian Harman",90,55.8,77,138,45,"SandSavePercentage",2015
36,36,"Kyle Reifers",96,55.63,89,160,41,"SandSavePercentage",2015
37,37,"James Hahn",94,55.47,71,128,48,"SandSavePercentage",2015
38,38,"Rory Sabbatini",81,55.45,61,110,41,"SandSavePercentage",2015
39,39,"Colt Knost",90,55.34,57,103,33,"SandSavePercentage",2015
40,40,"Carlos Ortiz",100,55.19,85,154,31,"SandSavePercentage",2015
41,41,"Roberto Castro",54,54.88,45,82,19,"SandSavePercentage",2015
42,42,"Chris Stroud",84,54.84,68,124,31,"SandSavePercentage",2015
43,43,"Mark Wilson",89,54.63,59,108,32,"SandSavePercentage",2015
44,44,"Scott Brown",97,54.2,71,131,44,"SandSavePercentage",2015
45,45,"Hunter Mahan",88,54.19,84,155,44,"SandSavePercentage",2015
46,46,"Brian Davis",86,54.14,85,157,60,"SandSavePercentage",2015
47,47,"Matt Jones",89,54.04,87,161,37,"SandSavePercentage",2015
48,48,"Chad Campbell",97,53.91,62,115,27,"SandSavePercentage",2015
49,49,"Tyrone Van Aswegen",58,53.85,35,65,20,"SandSavePercentage",2015
50,50,"Mark Hubbard",79,53.78,64,119,39,"SandSavePercentage",2015
51,51,"Brooks Koepka",84,53.68,73,136,31,"SandSavePercentage",2015
51,51,"George McNeill",93,53.68,73,136,37,"SandSavePercentage",2015
53,53,"Eric Axley",57,53.54,53,99,48,"SandSavePercentage",2015
54,54,"DA Points",72,53.49,46,86,33,"SandSavePercentage",2015
55,55,"Cameron Tringale",96,53.47,77,144,44,"SandSavePercentage",2015
56,56,"William McGirt",103,53.42,78,146,42,"SandSavePercentage",2015
56,56,"Jimmy Walker",89,53.42,86,161,57,"SandSavePercentage",2015
58,58,"Daniel Berger",97,53.38,71,133,27,"SandSavePercentage",2015
59,59,"Phil Mickelson",70,53.29,81,152,48,"SandSavePercentage",2015
60,60,"Stewart Cink",77,53.26,49,92,43,"SandSavePercentage",2015
61,61,"David Lingmerth",90,53.24,74,139,53,"SandSavePercentage",2015
62,62,"Pat Perez",96,52.86,74,140,40,"SandSavePercentage",2015
63,63,"Tim Wilkinson",73,52.71,68,129,42,"SandSavePercentage",2015
64,64,"Ben Crane",62,52.63,50,95,44,"SandSavePercentage",2015
65,65,"Ian Poulter",68,52.54,62,118,43,"SandSavePercentage",2015
66,66,"Robert Streb",110,52.53,83,158,42,"SandSavePercentage",2015
67,67,"Bill Haas",89,52.5,63,120,38,"SandSavePercentage",2015
68,68,"Jonathan Randolph",72,52.29,57,109,27,"SandSavePercentage",2015
69,69,"Matt Every",73,52.27,69,132,50,"SandSavePercentage",2015
70,70,"Patrick Reed",103,52.24,70,134,49,"SandSavePercentage",2015
71,71,"Bryce Molder",91,52.03,64,123,52,"SandSavePercentage",2015
72,72,"Sangmoon Bae",98,52,91,175,66,"SandSavePercentage",2015
73,73,"Martin Laird",77,51.82,57,110,36,"SandSavePercentage",2015
73,73,"Andrew Putnam",68,51.82,57,110,38,"SandSavePercentage",2015
75,75,"Sean OHair",86,51.77,73,141,43,"SandSavePercentage",2015
75,75,"Steve Wheatcroft",87,51.77,73,141,49,"SandSavePercentage",2015
77,77,"Ernie Els",57,51.76,44,85,25,"SandSavePercentage",2015
78,78,"Jim Herman",88,51.75,59,114,27,"SandSavePercentage",2015
78,78,"Brendan Steele",88,51.75,59,114,30,"SandSavePercentage",2015
80,80,"John Huh",102,51.63,95,184,56,"SandSavePercentage",2015
81,81,"Steven Alker",62,51.61,48,93,25,"SandSavePercentage",2015
82,82,"Seung Yul Noh",65,51.55,50,97,30,"SandSavePercentage",2015
83,83,"John Peterson",84,51.26,61,119,33,"SandSavePercentage",2015
84,84,"Vijay Singh",78,51.16,66,129,45,"SandSavePercentage",2015
85,85,"Charl Schwartzel",67,50.98,52,102,36,"SandSavePercentage",2015
86,86,"Adam Hadwin",95,50.96,80,157,47,"SandSavePercentage",2015
87,87,"Luke Guthrie",84,50.85,60,118,44,"SandSavePercentage",2015
88,88,"Derek Fathauer",81,50.78,65,128,38,"SandSavePercentage",2015
89,89,"Erik Compton",86,50.77,66,130,49,"SandSavePercentage",2015
90,90,"Brian Stuard",97,50.7,72,142,53,"SandSavePercentage",2015
91,91,"Greg Chalmers",58,50.63,40,79,30,"SandSavePercentage",2015
92,92,"Graham DeLaet",65,50.54,47,93,35,"SandSavePercentage",2015
93,93,"Jason Gore",76,50.51,50,99,30,"SandSavePercentage",2015
94,94,"Nick Watney",91,50.42,60,119,33,"SandSavePercentage",2015
95,95,"Martin Flores",95,50.36,69,137,40,"SandSavePercentage",2015
96,96,"Charley Hoffman",97,50.3,85,169,52,"SandSavePercentage",2015
96,96,"Carl Pettersson",106,50.3,84,167,75,"SandSavePercentage",2015
98,98,"Kevin Kisner",104,50,71,142,51,"SandSavePercentage",2015
98,98,"Adam Scott",51,50,38,76,31,"SandSavePercentage",2015
98,98,"John Senden",80,50,68,136,40,"SandSavePercentage",2015
98,98,"Nick Taylor",91,50,72,144,53,"SandSavePercentage",2015
102,102,"Justin Thomas",106,49.64,69,139,48,"SandSavePercentage",2015
103,103,"Ben Martin",93,49.59,60,121,61,"SandSavePercentage",2015
104,104,"Brice Garnett",81,49.58,59,119,37,"SandSavePercentage",2015
105,105,"Marc Leishman",74,49.57,57,115,36,"SandSavePercentage",2015
106,106,"Chesson Hadley",101,49.44,89,180,66,"SandSavePercentage",2015
107,107,"Henrik Stenson",63,49.43,43,87,22,"SandSavePercentage",2015
108,108,"Ryo Ishikawa",90,49.31,71,144,40,"SandSavePercentage",2015
109,109,"Scott Pinckney",88,49.17,59,120,33,"SandSavePercentage",2015
110,110,"Ryan Palmer",80,49.15,58,118,51,"SandSavePercentage",2015
111,111,"Lucas Glover",79,49.11,55,112,44,"SandSavePercentage",2015
112,112,"Michael Thompson",83,48.92,68,139,50,"SandSavePercentage",2015
113,113,"Cameron Percy",72,48.86,43,88,34,"SandSavePercentage",2015
114,114,"Ken Duke",93,48.82,62,127,49,"SandSavePercentage",2015
114,114,"Hideki Matsuyama",95,48.82,62,127,36,"SandSavePercentage",2015
116,116,"Morgan Hoffmann",85,48.67,73,150,55,"SandSavePercentage",2015
117,117,"JB Holmes",89,48.65,72,148,51,"SandSavePercentage",2015
117,117,"Jerry Kelly",79,48.65,54,111,35,"SandSavePercentage",2015
119,119,"Francesco Molinari",56,48.61,35,72,28,"SandSavePercentage",2015
120,120,"Scott Stallings",60,48.39,45,93,35,"SandSavePercentage",2015
121,121,"Justin Leonard",61,48.15,39,81,43,"SandSavePercentage",2015
122,122,"Jeff Overton",94,48.05,74,154,63,"SandSavePercentage",2015
123,123,"Jason Kokrak",88,48,72,150,40,"SandSavePercentage",2015
124,124,"Billy Hurley III",83,47.93,58,121,43,"SandSavePercentage",2015
125,125,"Harris English",105,47.89,68,142,47,"SandSavePercentage",2015
126,126,"Kevin Streelman",95,47.1,65,138,41,"SandSavePercentage",2015
127,127,"Blayne Barber",76,47.06,48,102,40,"SandSavePercentage",2015
127,127,"Billy Horschel",99,47.06,64,136,34,"SandSavePercentage",2015
129,129,"Ricky Barnes",82,46.92,61,130,54,"SandSavePercentage",2015
130,130,"Bubba Watson",71,46.88,45,96,33,"SandSavePercentage",2015
131,131,"Andres Gonzales",90,46.85,52,111,45,"SandSavePercentage",2015
132,132,"Greg Owen",58,46.75,36,77,26,"SandSavePercentage",2015
133,133,"Alex Cejka",94,46.67,56,120,40,"SandSavePercentage",2015
134,134,"Boo Weekley",79,46.61,55,118,46,"SandSavePercentage",2015
135,135,"Daniel Summerhays",101,46.58,75,161,52,"SandSavePercentage",2015
136,136,"Nicholas Thompson",90,46.28,56,121,47,"SandSavePercentage",2015
137,137,"Jason Bohn",95,46.15,60,130,47,"SandSavePercentage",2015
138,138,"Roger Sloan",56,46.03,29,63,30,"SandSavePercentage",2015
139,139,"Kevin Chappell",86,45.93,62,135,55,"SandSavePercentage",2015
140,140,"Troy Merritt",91,45.89,67,146,63,"SandSavePercentage",2015
141,141,"Andres Romero",69,45.87,50,109,47,"SandSavePercentage",2015
142,142,"Jhonattan Vegas",90,45.79,49,107,34,"SandSavePercentage",2015
143,143,"Shawn Stefani",94,45.65,63,138,43,"SandSavePercentage",2015
144,144,"Sergio Garcia",59,45.56,41,90,29,"SandSavePercentage",2015
145,145,"Gonzalo Fdez Castano",81,45.45,60,132,45,"SandSavePercentage",2015
146,146,"Brendon de Jonge",106,45.28,72,159,54,"SandSavePercentage",2015
147,147,"Russell Henley",87,45.19,61,135,53,"SandSavePercentage",2015
148,148,"Tony Finau",106,45.1,69,153,57,"SandSavePercentage",2015
149,149,"Camilo Villegas",83,45.03,68,151,67,"SandSavePercentage",2015
150,150,"Byron Smith",59,45,27,60,22,"SandSavePercentage",2015
151,151,"Keegan Bradley",87,44.88,57,127,52,"SandSavePercentage",2015
152,152,"Jim Furyk",71,44.59,33,74,23,"SandSavePercentage",2015
153,153,"Whee Kim",71,44.57,41,92,38,"SandSavePercentage",2015
154,154,"Retief Goosen",81,44.55,49,110,43,"SandSavePercentage",2015
155,155,"Johnson Wagner",68,44.44,36,81,30,"SandSavePercentage",2015
156,156,"Oscar Fraustro",58,43.53,37,85,35,"SandSavePercentage",2015
157,157,"Gary Woodland",81,43.27,45,104,40,"SandSavePercentage",2015
158,158,"Russell Knox",96,43.12,47,109,37,"SandSavePercentage",2015
159,159,"Tom Hoge",83,42.86,45,105,39,"SandSavePercentage",2015
160,160,"Robert Garrigus",70,42.7,38,89,36,"SandSavePercentage",2015
161,161,"Charles Howell III",105,42.42,56,132,40,"SandSavePercentage",2015
162,162,"Robert Allenby",63,42.35,36,85,32,"SandSavePercentage",2015
163,163,"Bo Van Pelt",81,42.34,47,111,48,"SandSavePercentage",2015
164,164,"Angel Cabrera",53,42.06,45,107,48,"SandSavePercentage",2015
165,165,"Jason Dufner",76,41.73,53,127,58,"SandSavePercentage",2015
165,165,"Hudson Swafford",97,41.73,53,127,46,"SandSavePercentage",2015
167,167,"Alex Prugh",84,41.51,44,106,40,"SandSavePercentage",2015
168,168,"Geoff Ogilvy",50,41.33,31,75,26,"SandSavePercentage",2015
169,169,"Jim Renner",68,41.11,37,90,46,"SandSavePercentage",2015
170,170,"Charlie Beljan",76,40.94,52,127,54,"SandSavePercentage",2015
171,171,"John Merrick",78,40.78,42,103,37,"SandSavePercentage",2015
172,172,"Derek Ernst",75,40.57,43,106,46,"SandSavePercentage",2015
173,173,"JJ Henry",94,40.19,43,107,38,"SandSavePercentage",2015
174,174,"Fabian Gomez",83,39.84,49,123,53,"SandSavePercentage",2015
175,175,"Patrick Rodgers",57,39.56,36,91,40,"SandSavePercentage",2015
176,176,"Spencer Levin",99,39.2,49,125,46,"SandSavePercentage",2015
177,177,"David Hearn",97,38.97,53,136,69,"SandSavePercentage",2015
178,178,"Dustin Johnson",75,38.6,44,114,51,"SandSavePercentage",2015
179,179,"Paul Casey",87,38.46,45,117,49,"SandSavePercentage",2015
180,180,"Max Homa",78,38.4,48,125,59,"SandSavePercentage",2015
181,181,"Scott Piercy",90,37.5,48,128,47,"SandSavePercentage",2015
181,181,"Chez Reavie",56,37.5,27,72,30,"SandSavePercentage",2015
183,183,"Davis Love III",51,37.35,31,83,32,"SandSavePercentage",2015
184,184,"Andrew Svoboda",80,37.17,42,113,54,"SandSavePercentage",2015
