"EarlyRound3ScoringAverage_RANKTHISWEEK_2016","EarlyRound3ScoringAverage_RANKLASTWEEK_2016","EarlyRound3ScoringAverage_PLAYERNAME_2016","EarlyRound3ScoringAverage__2016","EarlyRound3ScoringAverage_AVG_2016","EarlyRound3ScoringAverage_TOTALSTROKES_2016","EarlyRound3ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Jimmy Walker",NA,65,195,3,"EarlyRound3ScoringAverage",2016
2,2,"Luke Guthrie",NA,65.5,131,2,"EarlyRound3ScoringAverage",2016
3,3,"Jordan Spieth",NA,66.67,200,3,"EarlyRound3ScoringAverage",2016
4,4,"Miguel Angel Carballo",NA,67,67,1,"EarlyRound3ScoringAverage",2016
5,6,"Sam Saunders",NA,67.5,135,2,"EarlyRound3ScoringAverage",2016
6,7,"Marc Leishman",NA,67.6,338,5,"EarlyRound3ScoringAverage",2016
7,4,"Jamie Lovemark",NA,67.67,406,6,"EarlyRound3ScoringAverage",2016
8,8,"Tyler Aldridge",NA,68,272,4,"EarlyRound3ScoringAverage",2016
8,8,"Graham DeLaet",NA,68,272,4,"EarlyRound3ScoringAverage",2016
8,8,"Sergio Garcia",NA,68,136,2,"EarlyRound3ScoringAverage",2016
8,8,"Cameron Percy",NA,68,68,1,"EarlyRound3ScoringAverage",2016
12,12,"Bryce Molder",NA,68.25,273,4,"EarlyRound3ScoringAverage",2016
13,14,"Jason Day",NA,68.5,274,4,"EarlyRound3ScoringAverage",2016
13,14,"Russell Henley",NA,68.5,274,4,"EarlyRound3ScoringAverage",2016
13,14,"Zach Johnson",NA,68.5,274,4,"EarlyRound3ScoringAverage",2016
16,18,"Roberto Castro",NA,68.6,343,5,"EarlyRound3ScoringAverage",2016
17,19,"Phil Mickelson",NA,68.67,206,3,"EarlyRound3ScoringAverage",2016
18,22,"David Lingmerth",NA,68.75,550,8,"EarlyRound3ScoringAverage",2016
19,24,"Charles Howell III",NA,68.8,688,10,"EarlyRound3ScoringAverage",2016
20,25,"Kevin Na",NA,68.86,482,7,"EarlyRound3ScoringAverage",2016
21,26,"Rickie Fowler",NA,69,138,2,"EarlyRound3ScoringAverage",2016
21,26,"Padraig Harrington",NA,69,414,6,"EarlyRound3ScoringAverage",2016
21,26,"Freddie Jacobson",NA,69,414,6,"EarlyRound3ScoringAverage",2016
21,14,"Hideki Matsuyama",NA,69,207,3,"EarlyRound3ScoringAverage",2016
21,26,"Steve Stricker",NA,69,276,4,"EarlyRound3ScoringAverage",2016
21,21,"Daniel Summerhays",NA,69,552,8,"EarlyRound3ScoringAverage",2016
21,26,"Cameron Tringale",NA,69,276,4,"EarlyRound3ScoringAverage",2016
28,22,"Johnson Wagner",NA,69.2,346,5,"EarlyRound3ScoringAverage",2016
29,32,"Jason Dufner",NA,69.22,623,9,"EarlyRound3ScoringAverage",2016
30,33,"Chad Campbell",NA,69.25,277,4,"EarlyRound3ScoringAverage",2016
30,33,"Kevin Streelman",NA,69.25,277,4,"EarlyRound3ScoringAverage",2016
32,36,"Shawn Stefani",NA,69.33,416,6,"EarlyRound3ScoringAverage",2016
33,39,"Ben Martin",NA,69.38,555,8,"EarlyRound3ScoringAverage",2016
34,40,"Ben Crane",NA,69.4,347,5,"EarlyRound3ScoringAverage",2016
34,40,"Andrew Loupe",NA,69.4,347,5,"EarlyRound3ScoringAverage",2016
34,40,"Hudson Swafford",NA,69.4,347,5,"EarlyRound3ScoringAverage",2016
37,43,"Aaron Baddeley",NA,69.5,417,6,"EarlyRound3ScoringAverage",2016
37,36,"Tom Hoge",NA,69.5,278,4,"EarlyRound3ScoringAverage",2016
37,43,"Sung Kang",NA,69.5,278,4,"EarlyRound3ScoringAverage",2016
37,43,"Charl Schwartzel",NA,69.5,139,2,"EarlyRound3ScoringAverage",2016
37,35,"Gary Woodland",NA,69.5,556,8,"EarlyRound3ScoringAverage",2016
42,47,"Chris Kirk",NA,69.57,487,7,"EarlyRound3ScoringAverage",2016
43,12,"Alex Cejka",NA,69.6,348,5,"EarlyRound3ScoringAverage",2016
43,48,"Peter Malnati",NA,69.6,348,5,"EarlyRound3ScoringAverage",2016
45,49,"Paul Casey",NA,69.67,209,3,"EarlyRound3ScoringAverage",2016
45,49,"Brooks Koepka",NA,69.67,209,3,"EarlyRound3ScoringAverage",2016
45,49,"Tim Wilkinson",NA,69.67,418,6,"EarlyRound3ScoringAverage",2016
48,56,"Jon Curran",NA,69.71,488,7,"EarlyRound3ScoringAverage",2016
48,56,"Smylie Kaufman",NA,69.71,488,7,"EarlyRound3ScoringAverage",2016
50,58,"Blayne Barber",NA,69.75,279,4,"EarlyRound3ScoringAverage",2016
50,58,"Bronson Burgoon",NA,69.75,279,4,"EarlyRound3ScoringAverage",2016
50,58,"Dicky Pride",NA,69.75,279,4,"EarlyRound3ScoringAverage",2016
