"FinalRoundPerformance_RANKTHISWEEK_2010","FinalRoundPerformance_RANKLASTWEEK_2010","FinalRoundPerformance_PLAYERNAME_2010","FinalRoundPerformance_EVENTS_2010","FinalRoundPerformance_Pct_2010","stat_name","year"
46,46,"Vaughn Taylor",26,64.71,"FinalRoundPerformance",2010
49,49,"Troy Matteson",28,64.29,"FinalRoundPerformance",2010
49,49,"Shaun Micheel",21,64.29,"FinalRoundPerformance",2010
51,51,"Ricky Barnes",28,63.64,"FinalRoundPerformance",2010
52,52,"Michael Connell",25,63.16,"FinalRoundPerformance",2010
53,53,"Mathias Gronberg",22,62.5,"FinalRoundPerformance",2010
53,53,"David Lutterus",25,62.5,"FinalRoundPerformance",2010
53,53,"Bryce Molder",26,62.5,"FinalRoundPerformance",2010
53,53,"Bubba Watson",22,62.5,"FinalRoundPerformance",2010
57,57,"Nick Watney",24,61.9,"FinalRoundPerformance",2010
58,58,"Steve Flesch",25,61.54,"FinalRoundPerformance",2010
58,58,"Nicholas Thompson",29,61.54,"FinalRoundPerformance",2010
60,60,"Stewart Cink",23,61.11,"FinalRoundPerformance",2010
60,60,"Pat Perez",27,61.11,"FinalRoundPerformance",2010
62,62,"Blake Adams",26,60,"FinalRoundPerformance",2010
62,62,"Aaron Baddeley",26,60,"FinalRoundPerformance",2010
62,62,"Briny Baird",28,60,"FinalRoundPerformance",2010
62,62,"Chris Couch",23,60,"FinalRoundPerformance",2010
62,62,"Graham DeLaet",28,60,"FinalRoundPerformance",2010
62,62,"Bill Lunde",28,60,"FinalRoundPerformance",2010
62,62,"Andres Romero",21,60,"FinalRoundPerformance",2010
62,62,"Adam Scott",20,60,"FinalRoundPerformance",2010
62,62,"Cameron Tringale",22,60,"FinalRoundPerformance",2010
62,62,"YE Yang",21,60,"FinalRoundPerformance",2010
72,72,"Jim Furyk",21,58.82,"FinalRoundPerformance",2010
72,72,"Steve Marino",24,58.82,"FinalRoundPerformance",2010
74,74,"JB Holmes",26,58.33,"FinalRoundPerformance",2010
74,74,"George McNeill",28,58.33,"FinalRoundPerformance",2010
74,74,"Ted Purdy",30,58.33,"FinalRoundPerformance",2010
77,77,"Chad Campbell",28,57.89,"FinalRoundPerformance",2010
77,77,"KJ Choi",22,57.89,"FinalRoundPerformance",2010
77,77,"Tim Clark",24,57.89,"FinalRoundPerformance",2010
77,77,"Brian Gay",30,57.89,"FinalRoundPerformance",2010
77,77,"Tim Petrovic",32,57.89,"FinalRoundPerformance",2010
77,77,"Brett Quigley",29,57.89,"FinalRoundPerformance",2010
83,83,"Ben Curtis",24,57.14,"FinalRoundPerformance",2010
83,83,"JP Hayes",25,57.14,"FinalRoundPerformance",2010
83,83,"Jerod Turner",21,57.14,"FinalRoundPerformance",2010
86,86,"Stephen Ames",23,56.25,"FinalRoundPerformance",2010
86,86,"Jason Bohn",25,56.25,"FinalRoundPerformance",2010
86,86,"Joe Ogilvie",32,56.25,"FinalRoundPerformance",2010
89,89,"Henrik Bjornstad",26,55.56,"FinalRoundPerformance",2010
89,89,"Brian Davis",32,55.56,"FinalRoundPerformance",2010
89,89,"Phil Mickelson",20,55.56,"FinalRoundPerformance",2010
92,92,"Matt Every",18,54.55,"FinalRoundPerformance",2010
92,92,"Padraig Harrington",18,54.55,"FinalRoundPerformance",2010
92,92,"Brian Stuard",28,54.55,"FinalRoundPerformance",2010
95,95,"Tim Herron",24,53.33,"FinalRoundPerformance",2010
95,95,"Kenny Perry",20,53.33,"FinalRoundPerformance",2010
95,95,"DA Points",29,53.33,"FinalRoundPerformance",2010
95,95,"Kevin Stadler",28,53.33,"FinalRoundPerformance",2010
99,99,"Richard Johnson",27,52.94,"FinalRoundPerformance",2010
99,99,"Camilo Villegas",20,52.94,"FinalRoundPerformance",2010
101,101,"Dustin Johnson",23,52.63,"FinalRoundPerformance",2010
102,102,"Tom Gillis",27,52.38,"FinalRoundPerformance",2010
102,102,"Zach Johnson",25,52.38,"FinalRoundPerformance",2010
104,104,"Heath Slocum",25,52.17,"FinalRoundPerformance",2010
105,105,"Craig Bowden",20,50,"FinalRoundPerformance",2010
105,105,"Michael Bradley",24,50,"FinalRoundPerformance",2010
105,105,"Alex Cejka",28,50,"FinalRoundPerformance",2010
105,105,"Daniel Chopra",28,50,"FinalRoundPerformance",2010
105,105,"Jason Day",24,50,"FinalRoundPerformance",2010
105,105,"David Duval",24,50,"FinalRoundPerformance",2010
105,105,"JJ Henry",27,50,"FinalRoundPerformance",2010
105,105,"Derek Lamely",28,50,"FinalRoundPerformance",2010
105,105,"Steve Lowery",25,50,"FinalRoundPerformance",2010
105,105,"John Mallinger",29,50,"FinalRoundPerformance",2010
105,105,"Kevin Na",26,50,"FinalRoundPerformance",2010
105,105,"Jeff Overton",26,50,"FinalRoundPerformance",2010
105,105,"Carl Pettersson",29,50,"FinalRoundPerformance",2010
105,105,"Ian Poulter",15,50,"FinalRoundPerformance",2010
105,105,"Roland Thatcher",26,50,"FinalRoundPerformance",2010
105,105,"Mike Weir",19,50,"FinalRoundPerformance",2010
121,121,"Jerry Kelly",29,47.62,"FinalRoundPerformance",2010
121,121,"John Senden",30,47.62,"FinalRoundPerformance",2010
123,123,"Greg Chalmers",27,47.37,"FinalRoundPerformance",2010
124,124,"Charley Hoffman",24,47.06,"FinalRoundPerformance",2010
124,124,"Kevin Sutherland",25,47.06,"FinalRoundPerformance",2010
126,126,"Scott McCarron",29,46.67,"FinalRoundPerformance",2010
127,127,"Matt Bettencourt",32,46.15,"FinalRoundPerformance",2010
127,127,"Angel Cabrera",19,46.15,"FinalRoundPerformance",2010
127,127,"Mathew Goggin",28,46.15,"FinalRoundPerformance",2010
127,127,"Paul Stankowski",18,46.15,"FinalRoundPerformance",2010
127,127,"Johnson Wagner",28,46.15,"FinalRoundPerformance",2010
127,127,"Jay Williamson",24,46.15,"FinalRoundPerformance",2010
133,133,"Charlie Wi",27,45,"FinalRoundPerformance",2010
134,134,"Bill Haas",25,44.44,"FinalRoundPerformance",2010
134,134,"Hunter Mahan",25,44.44,"FinalRoundPerformance",2010
136,136,"Chad Collins",26,43.75,"FinalRoundPerformance",2010
136,136,"Michael Letzig",27,43.75,"FinalRoundPerformance",2010
138,138,"John Merrick",31,43.48,"FinalRoundPerformance",2010
139,139,"Cameron Beckman",25,42.86,"FinalRoundPerformance",2010
139,139,"Paul Goydos",25,42.86,"FinalRoundPerformance",2010
139,139,"Chris Tidland",24,42.86,"FinalRoundPerformance",2010
142,142,"Stuart Appleby",31,42.11,"FinalRoundPerformance",2010
143,143,"Brendon de Jonge",32,41.67,"FinalRoundPerformance",2010
143,143,"Geoff Ogilvy",19,41.67,"FinalRoundPerformance",2010
143,143,"Rod Pampling",26,41.67,"FinalRoundPerformance",2010
146,146,"Matt Jones",27,41.18,"FinalRoundPerformance",2010
147,147,"John Daly",20,40,"FinalRoundPerformance",2010
147,147,"Davis Love III",24,40,"FinalRoundPerformance",2010
147,147,"Andrew McLardy",21,40,"FinalRoundPerformance",2010
147,147,"James Nitties",30,40,"FinalRoundPerformance",2010
147,147,"Scott Piercy",28,40,"FinalRoundPerformance",2010
152,152,"Brandt Snedeker",26,38.89,"FinalRoundPerformance",2010
153,153,"Will Ma Kenzie",23,38.46,"FinalRoundPerformance",2010
153,153,"Aron Price",22,38.46,"FinalRoundPerformance",2010
155,155,"Mark Calcavecchia",16,37.5,"FinalRoundPerformance",2010
155,155,"Ryuji Imada",28,37.5,"FinalRoundPerformance",2010
155,155,"Cliff Kresge",17,37.5,"FinalRoundPerformance",2010
155,155,"Spencer Levin",31,37.5,"FinalRoundPerformance",2010
155,155,"Boo Weekley",27,37.5,"FinalRoundPerformance",2010
160,160,"Martin Flores",26,36.36,"FinalRoundPerformance",2010
160,160,"Lee Janzen",26,36.36,"FinalRoundPerformance",2010
160,160,"Brett Wetterich",16,36.36,"FinalRoundPerformance",2010
163,163,"John Rollins",26,35.71,"FinalRoundPerformance",2010
164,164,"Justin Leonard",27,35.29,"FinalRoundPerformance",2010
165,165,"Justin Bolli",23,33.33,"FinalRoundPerformance",2010
165,165,"Sergio Garcia",15,33.33,"FinalRoundPerformance",2010
165,165,"Lucas Glover",23,33.33,"FinalRoundPerformance",2010
165,165,"Greg Kraft",22,33.33,"FinalRoundPerformance",2010
165,165,"Troy Merritt",29,33.33,"FinalRoundPerformance",2010
165,165,"Garth Mulroy",19,33.33,"FinalRoundPerformance",2010
165,165,"Roger Tambellini",26,33.33,"FinalRoundPerformance",2010
165,165,"Omar Uresti",27,33.33,"FinalRoundPerformance",2010
165,165,"Vance Veazey",23,33.33,"FinalRoundPerformance",2010
165,165,"Chris Wilson",26,33.33,"FinalRoundPerformance",2010
175,175,"Woody Austin",29,31.25,"FinalRoundPerformance",2010
176,176,"Rocco Mediate",25,30,"FinalRoundPerformance",2010
177,177,"Brent Delahoussaye",21,28.57,"FinalRoundPerformance",2010
177,177,"Joe Durant",19,28.57,"FinalRoundPerformance",2010
177,177,"Robert Garrigus",22,28.57,"FinalRoundPerformance",2010
177,177,"Tom Pernice Jr",22,28.57,"FinalRoundPerformance",2010
181,181,"Jeff Maggert",28,27.27,"FinalRoundPerformance",2010
181,181,"Cameron Percy",25,27.27,"FinalRoundPerformance",2010
183,183,"Alex Prugh",28,26.67,"FinalRoundPerformance",2010
184,184,"Chris DiMarco",25,26.32,"FinalRoundPerformance",2010
185,185,"Nathan Green",27,25,"FinalRoundPerformance",2010
185,185,"Trevor Immelman",19,25,"FinalRoundPerformance",2010
185,185,"Kevin Johnson",26,25,"FinalRoundPerformance",2010
185,185,"Brenden Pappas",24,25,"FinalRoundPerformance",2010
189,189,"Brad Faxon",23,20,"FinalRoundPerformance",2010
189,189,"Jeff Gove",22,20,"FinalRoundPerformance",2010
191,191,"Skip Kendall",18,18.18,"FinalRoundPerformance",2010
192,192,"Greg Owen",27,11.11,"FinalRoundPerformance",2010
