"PuttsMadePerEventOver10_RANKTHISWEEK_2010","PuttsMadePerEventOver10_RANKLASTWEEK_2010","PuttsMadePerEventOver10_PLAYERNAME_2010","PuttsMadePerEventOver10_ROUNDS_2010","PuttsMadePerEventOver10_PUTTSMADE_2010","stat_name","year"
1,1,"Steve Stricker",73,7.6,"PuttsMadePerEventOver10",2010
2,2,"Geoff Ogilvy",62,7.4,"PuttsMadePerEventOver10",2010
3,3,"Robert Allenby",76,7.2,"PuttsMadePerEventOver10",2010
3,3,"Paul Casey",64,7.2,"PuttsMadePerEventOver10",2010
3,3,"Ben Crane",85,7.2,"PuttsMadePerEventOver10",2010
3,3,"Kevin Na",94,7.2,"PuttsMadePerEventOver10",2010
7,7,"Zach Johnson",93,7.1,"PuttsMadePerEventOver10",2010
8,8,"Stephen Ames",75,7,"PuttsMadePerEventOver10",2010
9,9,"Charlie Wi",95,6.7,"PuttsMadePerEventOver10",2010
10,10,"Stewart Cink",84,6.6,"PuttsMadePerEventOver10",2010
10,10,"Rory McIlroy",54,6.6,"PuttsMadePerEventOver10",2010
12,12,"KJ Choi",82,6.5,"PuttsMadePerEventOver10",2010
13,13,"Luke Donald",71,6.4,"PuttsMadePerEventOver10",2010
13,13,"Tom Gillis",97,6.4,"PuttsMadePerEventOver10",2010
13,13,"Matt Kuchar",97,6.4,"PuttsMadePerEventOver10",2010
13,13,"Bo Van Pelt",104,6.4,"PuttsMadePerEventOver10",2010
17,17,"Tim Clark",88,6.3,"PuttsMadePerEventOver10",2010
18,18,"Ernie Els",72,6.2,"PuttsMadePerEventOver10",2010
18,18,"Justin Rose",78,6.2,"PuttsMadePerEventOver10",2010
18,18,"YE Yang",72,6.2,"PuttsMadePerEventOver10",2010
21,21,"Aaron Baddeley",94,6.1,"PuttsMadePerEventOver10",2010
21,21,"Retief Goosen",75,6.1,"PuttsMadePerEventOver10",2010
21,21,"Andres Romero",73,6.1,"PuttsMadePerEventOver10",2010
24,24,"Greg Chalmers",93,6,"PuttsMadePerEventOver10",2010
24,24,"Michael Connell",89,6,"PuttsMadePerEventOver10",2010
24,24,"Jason Day",82,6,"PuttsMadePerEventOver10",2010
24,24,"Joe Durant",67,6,"PuttsMadePerEventOver10",2010
24,24,"Freddie Jacobson",83,6,"PuttsMadePerEventOver10",2010
24,24,"Carl Pettersson",99,6,"PuttsMadePerEventOver10",2010
30,30,"Matt Every",60,5.9,"PuttsMadePerEventOver10",2010
30,30,"Jim Furyk",76,5.9,"PuttsMadePerEventOver10",2010
30,30,"Justin Leonard",89,5.9,"PuttsMadePerEventOver10",2010
33,33,"Chad Collins",87,5.8,"PuttsMadePerEventOver10",2010
33,33,"Adam Scott",70,5.8,"PuttsMadePerEventOver10",2010
33,33,"David Toms",86,5.8,"PuttsMadePerEventOver10",2010
36,36,"Brian Gay",101,5.7,"PuttsMadePerEventOver10",2010
36,36,"Kenny Perry",69,5.7,"PuttsMadePerEventOver10",2010
38,38,"Jason Bohn",84,5.6,"PuttsMadePerEventOver10",2010
38,38,"Rickie Fowler",98,5.6,"PuttsMadePerEventOver10",2010
38,38,"Shaun Micheel",70,5.6,"PuttsMadePerEventOver10",2010
38,38,"Bryce Molder",84,5.6,"PuttsMadePerEventOver10",2010
38,38,"Ryan Palmer",84,5.6,"PuttsMadePerEventOver10",2010
43,43,"Bill Haas",87,5.5,"PuttsMadePerEventOver10",2010
43,43,"JB Holmes",100,5.5,"PuttsMadePerEventOver10",2010
43,43,"Jeff Overton",89,5.5,"PuttsMadePerEventOver10",2010
43,43,"Paul Stankowski",62,5.5,"PuttsMadePerEventOver10",2010
43,43,"Nick Watney",91,5.5,"PuttsMadePerEventOver10",2010
48,48,"Woody Austin",93,5.4,"PuttsMadePerEventOver10",2010
48,48,"Brendon de Jonge",114,5.4,"PuttsMadePerEventOver10",2010
48,48,"David Duval",71,5.4,"PuttsMadePerEventOver10",2010
48,48,"Nathan Green",86,5.4,"PuttsMadePerEventOver10",2010
48,48,"Charley Hoffman",85,5.4,"PuttsMadePerEventOver10",2010
48,48,"Charles Howell III",103,5.4,"PuttsMadePerEventOver10",2010
48,48,"Dustin Johnson",83,5.4,"PuttsMadePerEventOver10",2010
48,48,"Sean OHair",84,5.4,"PuttsMadePerEventOver10",2010
48,48,"Michael Sim",64,5.4,"PuttsMadePerEventOver10",2010
48,48,"Brandt Snedeker",89,5.4,"PuttsMadePerEventOver10",2010
48,48,"Scott Verplank",74,5.4,"PuttsMadePerEventOver10",2010
48,48,"Dean Wilson",54,5.4,"PuttsMadePerEventOver10",2010
60,60,"Ben Curtis",78,5.3,"PuttsMadePerEventOver10",2010
60,60,"Richard Johnson",90,5.3,"PuttsMadePerEventOver10",2010
60,60,"Skip Kendall",58,5.3,"PuttsMadePerEventOver10",2010
60,60,"Ryan Moore",80,5.3,"PuttsMadePerEventOver10",2010
60,60,"Pat Perez",90,5.3,"PuttsMadePerEventOver10",2010
60,60,"Camilo Villegas",78,5.3,"PuttsMadePerEventOver10",2010
60,60,"Brett Wetterich",54,5.3,"PuttsMadePerEventOver10",2010
60,60,"Garrett Willis",82,5.3,"PuttsMadePerEventOver10",2010
68,68,"Ricky Barnes",103,5.2,"PuttsMadePerEventOver10",2010
68,68,"Jonathan Byrd",85,5.2,"PuttsMadePerEventOver10",2010
68,68,"Angel Cabrera",64,5.2,"PuttsMadePerEventOver10",2010
68,68,"Tim Herron",79,5.2,"PuttsMadePerEventOver10",2010
68,68,"Michael Letzig",84,5.2,"PuttsMadePerEventOver10",2010
68,68,"Steve Marino",81,5.2,"PuttsMadePerEventOver10",2010
68,68,"Troy Merritt",86,5.2,"PuttsMadePerEventOver10",2010
68,68,"Scott Piercy",88,5.2,"PuttsMadePerEventOver10",2010
68,68,"Webb Simpson",98,5.2,"PuttsMadePerEventOver10",2010
68,68,"Heath Slocum",97,5.2,"PuttsMadePerEventOver10",2010
68,68,"Brian Stuard",81,5.2,"PuttsMadePerEventOver10",2010
68,68,"Chris Tidland",77,5.2,"PuttsMadePerEventOver10",2010
80,80,"Robert Garrigus",71,5.1,"PuttsMadePerEventOver10",2010
80,80,"Ryuji Imada",90,5.1,"PuttsMadePerEventOver10",2010
80,80,"Davis Love III",79,5.1,"PuttsMadePerEventOver10",2010
80,80,"John Merrick",109,5.1,"PuttsMadePerEventOver10",2010
80,80,"Johnson Wagner",85,5.1,"PuttsMadePerEventOver10",2010
85,85,"Blake Adams",84,5,"PuttsMadePerEventOver10",2010
85,85,"Chris Couch",66,5,"PuttsMadePerEventOver10",2010
85,85,"JP Hayes",79,5,"PuttsMadePerEventOver10",2010
85,85,"Jerry Kelly",99,5,"PuttsMadePerEventOver10",2010
85,85,"Spencer Levin",110,5,"PuttsMadePerEventOver10",2010
85,85,"Hunter Mahan",85,5,"PuttsMadePerEventOver10",2010
85,85,"James Nitties",92,5,"PuttsMadePerEventOver10",2010
85,85,"DA Points",90,5,"PuttsMadePerEventOver10",2010
85,85,"Rory Sabbatini",79,5,"PuttsMadePerEventOver10",2010
85,85,"Chris Stroud",90,5,"PuttsMadePerEventOver10",2010
85,85,"Kevin Sutherland",86,5,"PuttsMadePerEventOver10",2010
85,85,"DJ Trahan",92,5,"PuttsMadePerEventOver10",2010
85,85,"Bubba Watson",77,5,"PuttsMadePerEventOver10",2010
85,85,"Jay Williamson",76,5,"PuttsMadePerEventOver10",2010
99,99,"Stuart Appleby",101,4.9,"PuttsMadePerEventOver10",2010
99,99,"Brian Davis",101,4.9,"PuttsMadePerEventOver10",2010
99,99,"Jason Dufner",87,4.9,"PuttsMadePerEventOver10",2010
99,99,"Sergio Garcia",58,4.9,"PuttsMadePerEventOver10",2010
99,99,"Lucas Glover",75,4.9,"PuttsMadePerEventOver10",2010
99,99,"George McNeill",79,4.9,"PuttsMadePerEventOver10",2010
99,99,"Ian Poulter",55,4.9,"PuttsMadePerEventOver10",2010
99,99,"Jeff Quinney",91,4.9,"PuttsMadePerEventOver10",2010
99,99,"John Rollins",81,4.9,"PuttsMadePerEventOver10",2010
99,99,"Kevin Streelman",90,4.9,"PuttsMadePerEventOver10",2010
99,99,"Vaughn Taylor",87,4.9,"PuttsMadePerEventOver10",2010
99,99,"Jimmy Walker",82,4.9,"PuttsMadePerEventOver10",2010
111,111,"Chad Campbell",95,4.8,"PuttsMadePerEventOver10",2010
111,111,"Graham DeLaet",88,4.8,"PuttsMadePerEventOver10",2010
111,111,"Chris DiMarco",88,4.8,"PuttsMadePerEventOver10",2010
111,111,"Steve Elkington",74,4.8,"PuttsMadePerEventOver10",2010
111,111,"Bob Estes",79,4.8,"PuttsMadePerEventOver10",2010
111,111,"Steve Flesch",78,4.8,"PuttsMadePerEventOver10",2010
111,111,"Paul Goydos",78,4.8,"PuttsMadePerEventOver10",2010
111,111,"Padraig Harrington",57,4.8,"PuttsMadePerEventOver10",2010
111,111,"JJ Henry",92,4.8,"PuttsMadePerEventOver10",2010
111,111,"Matt Jones",89,4.8,"PuttsMadePerEventOver10",2010
111,111,"Joe Ogilvie",99,4.8,"PuttsMadePerEventOver10",2010
111,111,"Tim Petrovic",105,4.8,"PuttsMadePerEventOver10",2010
111,111,"Aron Price",70,4.8,"PuttsMadePerEventOver10",2010
111,111,"Kevin Stadler",86,4.8,"PuttsMadePerEventOver10",2010
