"PuttsmadeDistance_RANKTHISWEEK_2015","PuttsmadeDistance_RANKLASTWEEK_2015","PuttsmadeDistance_PLAYERNAME_2015","PuttsmadeDistance_EVENTS_2015","PuttsmadeDistance_DISTANCEININCHES_2015","stat_name","year"
31,31,"Luke Guthrie",27,52,"PuttsmadeDistance",2015
31,31,"David Hearn",30,52,"PuttsmadeDistance",2015
31,31,"Martin Laird",24,52,"PuttsmadeDistance",2015
31,31,"Hunter Mahan",24,52,"PuttsmadeDistance",2015
31,31,"Troy Merritt",29,52,"PuttsmadeDistance",2015
31,31,"Scott Piercy",28,52,"PuttsmadeDistance",2015
31,31,"Patrick Reed",27,52,"PuttsmadeDistance",2015
31,31,"Daniel Summerhays",29,52,"PuttsmadeDistance",2015
31,31,"Brendon Todd",27,52,"PuttsmadeDistance",2015
31,31,"Bo Van Pelt",28,52,"PuttsmadeDistance",2015
49,49,"Blayne Barber",26,51,"PuttsmadeDistance",2015
49,49,"Jonas Blixt",26,51,"PuttsmadeDistance",2015
49,49,"Ben Crane",22,51,"PuttsmadeDistance",2015
49,49,"Martin Flores",30,51,"PuttsmadeDistance",2015
49,49,"Sergio Garcia",15,51,"PuttsmadeDistance",2015
49,49,"Andres Gonzales",28,51,"PuttsmadeDistance",2015
49,49,"Chesson Hadley",30,51,"PuttsmadeDistance",2015
49,49,"James Hahn",28,51,"PuttsmadeDistance",2015
49,49,"Tom Hoge",26,51,"PuttsmadeDistance",2015
49,49,"Whee Kim",23,51,"PuttsmadeDistance",2015
49,49,"Matt Kuchar",25,51,"PuttsmadeDistance",2015
49,49,"George McNeill",27,51,"PuttsmadeDistance",2015
49,49,"Bryce Molder",26,51,"PuttsmadeDistance",2015
49,49,"Jonathan Randolph",25,51,"PuttsmadeDistance",2015
49,49,"Rory Sabbatini",25,51,"PuttsmadeDistance",2015
49,49,"Robert Streb",30,51,"PuttsmadeDistance",2015
49,49,"Brian Stuard",31,51,"PuttsmadeDistance",2015
49,49,"Michael Thompson",27,51,"PuttsmadeDistance",2015
49,49,"Cameron Tringale",28,51,"PuttsmadeDistance",2015
49,49,"Gary Woodland",24,51,"PuttsmadeDistance",2015
69,69,"Steven Bowditch",32,50,"PuttsmadeDistance",2015
69,69,"Jonathan Byrd",22,50,"PuttsmadeDistance",2015
69,69,"Erik Compton",28,50,"PuttsmadeDistance",2015
69,69,"Derek Fathauer",27,50,"PuttsmadeDistance",2015
69,69,"Tony Finau",31,50,"PuttsmadeDistance",2015
69,69,"Jim Herman",27,50,"PuttsmadeDistance",2015
69,69,"Charley Hoffman",28,50,"PuttsmadeDistance",2015
69,69,"Morgan Hoffmann",26,50,"PuttsmadeDistance",2015
69,69,"Dustin Johnson",21,50,"PuttsmadeDistance",2015
69,69,"Jerry Kelly",24,50,"PuttsmadeDistance",2015
69,69,"Colt Knost",29,50,"PuttsmadeDistance",2015
69,69,"David Lingmerth",28,50,"PuttsmadeDistance",2015
69,69,"Bill Lunde",18,50,"PuttsmadeDistance",2015
69,69,"Hideki Matsuyama",25,50,"PuttsmadeDistance",2015
69,69,"Kevin Na",27,50,"PuttsmadeDistance",2015
69,69,"Louis Oosthuizen",20,50,"PuttsmadeDistance",2015
69,69,"Carlos Ortiz",30,50,"PuttsmadeDistance",2015
69,69,"Carl Pettersson",32,50,"PuttsmadeDistance",2015
69,69,"Kyle Reifers",31,50,"PuttsmadeDistance",2015
69,69,"Justin Rose",20,50,"PuttsmadeDistance",2015
69,69,"Adam Scott",15,50,"PuttsmadeDistance",2015
69,69,"Brendan Steele",24,50,"PuttsmadeDistance",2015
69,69,"Andrew Svoboda",30,50,"PuttsmadeDistance",2015
69,69,"Nick Taylor",28,50,"PuttsmadeDistance",2015
69,69,"David Toms",21,50,"PuttsmadeDistance",2015
69,69,"Johnson Wagner",23,50,"PuttsmadeDistance",2015
69,69,"Nick Watney",28,50,"PuttsmadeDistance",2015
96,96,"Jason Bohn",27,49,"PuttsmadeDistance",2015
96,96,"Keegan Bradley",24,49,"PuttsmadeDistance",2015
96,96,"Chad Campbell",30,49,"PuttsmadeDistance",2015
96,96,"KJ Choi",19,49,"PuttsmadeDistance",2015
96,96,"Jason Dufner",21,49,"PuttsmadeDistance",2015
96,96,"Ken Duke",30,49,"PuttsmadeDistance",2015
96,96,"Matt Every",26,49,"PuttsmadeDistance",2015
96,96,"Brice Garnett",29,49,"PuttsmadeDistance",2015
96,96,"Jason Gore",26,49,"PuttsmadeDistance",2015
96,96,"Brian Harman",29,49,"PuttsmadeDistance",2015
96,96,"JB Holmes",25,49,"PuttsmadeDistance",2015
96,96,"Mark Hubbard",25,49,"PuttsmadeDistance",2015
96,96,"Billy Hurley III",28,49,"PuttsmadeDistance",2015
96,96,"Ryo Ishikawa",28,49,"PuttsmadeDistance",2015
96,96,"Zach Johnson",25,49,"PuttsmadeDistance",2015
96,96,"Chris Kirk",21,49,"PuttsmadeDistance",2015
96,96,"Kevin Kisner",30,49,"PuttsmadeDistance",2015
96,96,"Jason Kokrak",28,49,"PuttsmadeDistance",2015
96,96,"Justin Leonard",22,49,"PuttsmadeDistance",2015
96,96,"Ryan Moore",24,49,"PuttsmadeDistance",2015
96,96,"Seung Yul Noh",21,49,"PuttsmadeDistance",2015
96,96,"Ryan Palmer",22,49,"PuttsmadeDistance",2015
96,96,"DA Points",26,49,"PuttsmadeDistance",2015
96,96,"Justin Thomas",30,49,"PuttsmadeDistance",2015
96,96,"Jhonattan Vegas",27,49,"PuttsmadeDistance",2015
96,96,"Mark Wilson",28,49,"PuttsmadeDistance",2015
122,122,"Eric Axley",21,48,"PuttsmadeDistance",2015
122,122,"Ricky Barnes",27,48,"PuttsmadeDistance",2015
122,122,"Daniel Berger",31,48,"PuttsmadeDistance",2015
122,122,"Scott Brown",30,48,"PuttsmadeDistance",2015
122,122,"Brendon de Jonge",31,48,"PuttsmadeDistance",2015
122,122,"Padraig Harrington",21,48,"PuttsmadeDistance",2015
122,122,"Russell Knox",28,48,"PuttsmadeDistance",2015
122,122,"Scott Langley",28,48,"PuttsmadeDistance",2015
122,122,"Spencer Levin",31,48,"PuttsmadeDistance",2015
122,122,"William McGirt",30,48,"PuttsmadeDistance",2015
122,122,"Geoff Ogilvy",15,48,"PuttsmadeDistance",2015
122,122,"Jeff Overton",30,48,"PuttsmadeDistance",2015
122,122,"John Peterson",25,48,"PuttsmadeDistance",2015
122,122,"Patrick Rodgers",17,48,"PuttsmadeDistance",2015
122,122,"Sam Saunders",28,48,"PuttsmadeDistance",2015
122,122,"John Senden",24,48,"PuttsmadeDistance",2015
122,122,"Shawn Stefani",26,48,"PuttsmadeDistance",2015
122,122,"Kevin Streelman",27,48,"PuttsmadeDistance",2015
122,122,"Chris Stroud",28,48,"PuttsmadeDistance",2015
122,122,"Nicholas Thompson",31,48,"PuttsmadeDistance",2015
122,122,"Bubba Watson",19,48,"PuttsmadeDistance",2015
122,122,"Boo Weekley",24,48,"PuttsmadeDistance",2015
144,144,"Charlie Beljan",27,47,"PuttsmadeDistance",2015
144,144,"Angel Cabrera",19,47,"PuttsmadeDistance",2015
144,144,"Alex Cejka",30,47,"PuttsmadeDistance",2015
144,144,"Chad Collins",24,47,"PuttsmadeDistance",2015
144,144,"Jon Curran",28,47,"PuttsmadeDistance",2015
144,144,"Derek Ernst",26,47,"PuttsmadeDistance",2015
144,144,"Bill Haas",25,47,"PuttsmadeDistance",2015
144,144,"Max Homa",27,47,"PuttsmadeDistance",2015
144,144,"Charles Howell III",30,47,"PuttsmadeDistance",2015
144,144,"Marc Leishman",23,47,"PuttsmadeDistance",2015
144,144,"Cameron Percy",23,47,"PuttsmadeDistance",2015
144,144,"Chez Reavie",19,47,"PuttsmadeDistance",2015
144,144,"Webb Simpson",22,47,"PuttsmadeDistance",2015
144,144,"Roger Sloan",20,47,"PuttsmadeDistance",2015
144,144,"Heath Slocum",22,47,"PuttsmadeDistance",2015
144,144,"Scott Stallings",19,47,"PuttsmadeDistance",2015
144,144,"Tim Wilkinson",28,47,"PuttsmadeDistance",2015
161,161,"Graham DeLaet",22,46,"PuttsmadeDistance",2015
161,161,"Ernie Els",18,46,"PuttsmadeDistance",2015
161,161,"Jim Furyk",19,46,"PuttsmadeDistance",2015
161,161,"Retief Goosen",25,46,"PuttsmadeDistance",2015
161,161,"Michael Putnam",28,46,"PuttsmadeDistance",2015
166,166,"Steven Alker",22,45,"PuttsmadeDistance",2015
166,166,"Gonzalo Fdez Castano",28,45,"PuttsmadeDistance",2015
166,166,"Oscar Fraustro",21,45,"PuttsmadeDistance",2015
166,166,"John Merrick",27,45,"PuttsmadeDistance",2015
166,166,"Francesco Molinari",16,45,"PuttsmadeDistance",2015
166,166,"Charl Schwartzel",19,45,"PuttsmadeDistance",2015
166,166,"Vijay Singh",23,45,"PuttsmadeDistance",2015
173,173,"Roberto Castro",16,44,"PuttsmadeDistance",2015
173,173,"Robert Garrigus",25,44,"PuttsmadeDistance",2015
173,173,"Greg Owen",19,44,"PuttsmadeDistance",2015
173,173,"SJ Park",27,44,"PuttsmadeDistance",2015
173,173,"Alex Prugh",27,44,"PuttsmadeDistance",2015
173,173,"Byron Smith",21,44,"PuttsmadeDistance",2015
173,173,"Tyrone Van Aswegen",20,44,"PuttsmadeDistance",2015
180,180,"Robert Allenby",25,43,"PuttsmadeDistance",2015
180,180,"Lucas Glover",26,43,"PuttsmadeDistance",2015
180,180,"Davis Love III",18,43,"PuttsmadeDistance",2015
183,183,"JJ Henry",30,42,"PuttsmadeDistance",2015
184,184,"Jim Renner",27,41,"PuttsmadeDistance",2015
