"Last5EventsShortGame_RANKTHISWEEK_2016","Last5EventsShortGame_RANKLASTWEEK_2016","Last5EventsShortGame_PLAYERNAME_2016","Last5EventsShortGame_EVENTS_2016","Last5EventsShortGame_RATING_2016","stat_name","year"
1,1,"KT Kim",1,9,"Last5EventsShortGame",2016
2,26,"Spencer Levin",2,8.7,"Last5EventsShortGame",2016
3,2,"Maverick McNealy",1,8.4,"Last5EventsShortGame",2016
4,3,"Gonzalo Fdez Castano",1,8.3,"Last5EventsShortGame",2016
4,3,"Peter Malnati",1,8.3,"Last5EventsShortGame",2016
6,5,"Bud Cauley",2,8.2,"Last5EventsShortGame",2016
6,5,"Jimmy Walker",2,8.2,"Last5EventsShortGame",2016
8,109,"Phil Mickelson",2,8.1,"Last5EventsShortGame",2016
9,8,"Martin Flores",1,8,"Last5EventsShortGame",2016
10,7,"Tim Wilkinson",3,7.9,"Last5EventsShortGame",2016
11,10,"Thongchai Jaidee",1,7.8,"Last5EventsShortGame",2016
11,10,"Lucas Lee",1,7.8,"Last5EventsShortGame",2016
11,10,"Bubba Watson",2,7.8,"Last5EventsShortGame",2016
14,14,"Sergio Garcia",2,7.7,"Last5EventsShortGame",2016
14,70,"Jamie Lovemark",4,7.7,"Last5EventsShortGame",2016
14,17,"Adam Scott",3,7.7,"Last5EventsShortGame",2016
17,50,"Kevin Chappell",4,7.6,"Last5EventsShortGame",2016
17,17,"Victor Dubuisson",1,7.6,"Last5EventsShortGame",2016
17,17,"Smylie Kaufman",2,7.6,"Last5EventsShortGame",2016
17,17,"Matt Kuchar",2,7.6,"Last5EventsShortGame",2016
21,26,"Charles Howell III",4,7.5,"Last5EventsShortGame",2016
21,21,"Justin Leonard",4,7.5,"Last5EventsShortGame",2016
21,21,"Billy Mayfair",1,7.5,"Last5EventsShortGame",2016
24,50,"Byeong Hun An",1,7.4,"Last5EventsShortGame",2016
24,26,"Aaron Baddeley",3,7.4,"Last5EventsShortGame",2016
24,21,"Chad Campbell",2,7.4,"Last5EventsShortGame",2016
24,26,"Jason Day",3,7.4,"Last5EventsShortGame",2016
24,26,"Ross Fisher",1,7.4,"Last5EventsShortGame",2016
24,26,"Scott Piercy",2,7.4,"Last5EventsShortGame",2016
24,8,"Patrick Reed",3,7.4,"Last5EventsShortGame",2016
31,33,"Ricky Barnes",2,7.3,"Last5EventsShortGame",2016
31,33,"Zac Blair",4,7.3,"Last5EventsShortGame",2016
31,33,"Tim Clark",1,7.3,"Last5EventsShortGame",2016
31,NA,"Derek Ernst",1,7.3,"Last5EventsShortGame",2016
31,33,"Brian Gay",2,7.3,"Last5EventsShortGame",2016
31,26,"Lucas Glover",5,7.3,"Last5EventsShortGame",2016
31,21,"Si Woo Kim",3,7.3,"Last5EventsShortGame",2016
31,33,"Danny Lee",2,7.3,"Last5EventsShortGame",2016
31,118,"William McGirt",3,7.3,"Last5EventsShortGame",2016
31,33,"Geoff Ogilvy",2,7.3,"Last5EventsShortGame",2016
31,99,"Martin Piller",2,7.3,"Last5EventsShortGame",2016
31,33,"Marc Turnesa",2,7.3,"Last5EventsShortGame",2016
43,50,"Mark Hubbard",4,7.2,"Last5EventsShortGame",2016
43,42,"Luke List",2,7.2,"Last5EventsShortGame",2016
43,78,"Justin Rose",2,7.2,"Last5EventsShortGame",2016
43,42,"Jordan Spieth",3,7.2,"Last5EventsShortGame",2016
47,33,"Adam Hadwin",4,7.1,"Last5EventsShortGame",2016
47,45,"Colt Knost",4,7.1,"Last5EventsShortGame",2016
47,134,"George McNeill",2,7.1,"Last5EventsShortGame",2016
47,14,"Henrik Norlander",2,7.1,"Last5EventsShortGame",2016
47,65,"Justin Thomas",1,7.1,"Last5EventsShortGame",2016
47,78,"Will Wilcox",2,7.1,"Last5EventsShortGame",2016
53,50,"Jim Herman",3,7,"Last5EventsShortGame",2016
53,NA,"Trevor Immelman",1,7,"Last5EventsShortGame",2016
53,50,"Brooks Koepka",1,7,"Last5EventsShortGame",2016
53,45,"Sean OHair",3,7,"Last5EventsShortGame",2016
53,50,"Henrik Stenson",3,7,"Last5EventsShortGame",2016
53,50,"Brian Stuard",2,7,"Last5EventsShortGame",2016
53,42,"Vaughn Taylor",2,7,"Last5EventsShortGame",2016
53,10,"Johnson Wagner",2,7,"Last5EventsShortGame",2016
61,70,"Luke Donald",3,6.9,"Last5EventsShortGame",2016
61,59,"Steve Flesch",2,6.9,"Last5EventsShortGame",2016
61,59,"Billy Hurley III",1,6.9,"Last5EventsShortGame",2016
61,59,"Dustin Johnson",3,6.9,"Last5EventsShortGame",2016
61,59,"Bryce Molder",4,6.9,"Last5EventsShortGame",2016
61,59,"Charl Schwartzel",3,6.9,"Last5EventsShortGame",2016
67,118,"Alex Cejka",2,6.8,"Last5EventsShortGame",2016
67,65,"Padraig Harrington",2,6.8,"Last5EventsShortGame",2016
