"BirdieorBetterConversionPercentage_RANKTHISWEEK_2010","BirdieorBetterConversionPercentage_RANKLASTWEEK_2010","BirdieorBetterConversionPercentage_PLAYERNAME_2010","BirdieorBetterConversionPercentage_ROUNDS_2010","BirdieorBetterConversionPercentage_Pct_2010","BirdieorBetterConversionPercentage_BIRDIES_2010","BirdieorBetterConversionPercentage_GREENSHIT_2010","stat_name","year"
62,62,"Ryuji Imada",90,29.34,306,1043,"BirdieorBetterConversionPercentage",2010
63,63,"Brendon de Jonge",114,29.31,391,1334,"BirdieorBetterConversionPercentage",2010
64,64,"Brad Faxon",58,29.27,168,574,"BirdieorBetterConversionPercentage",2010
65,65,"Jimmy Walker",82,29.22,270,924,"BirdieorBetterConversionPercentage",2010
66,66,"Bill Haas",87,29.21,319,1092,"BirdieorBetterConversionPercentage",2010
66,66,"Justin Leonard",89,29.21,300,1027,"BirdieorBetterConversionPercentage",2010
68,68,"Greg Chalmers",93,29.19,322,1103,"BirdieorBetterConversionPercentage",2010
69,69,"Michael Connell",89,29.16,284,974,"BirdieorBetterConversionPercentage",2010
70,70,"Martin Flores",75,29.14,241,827,"BirdieorBetterConversionPercentage",2010
71,71,"Brian Gay",101,29.12,325,1116,"BirdieorBetterConversionPercentage",2010
71,71,"Freddie Jacobson",83,29.12,295,1013,"BirdieorBetterConversionPercentage",2010
73,73,"Aron Price",70,29.1,236,811,"BirdieorBetterConversionPercentage",2010
74,74,"Jason Bohn",84,29.03,297,1023,"BirdieorBetterConversionPercentage",2010
75,75,"Camilo Villegas",78,29.01,248,855,"BirdieorBetterConversionPercentage",2010
76,76,"Marc Leishman",87,28.95,302,1043,"BirdieorBetterConversionPercentage",2010
77,77,"Daniel Chopra",74,28.94,237,819,"BirdieorBetterConversionPercentage",2010
78,78,"KJ Choi",82,28.93,278,961,"BirdieorBetterConversionPercentage",2010
79,79,"Martin Laird",91,28.92,321,1110,"BirdieorBetterConversionPercentage",2010
80,80,"Andres Romero",73,28.91,246,851,"BirdieorBetterConversionPercentage",2010
81,81,"Brett Wetterich",54,28.9,191,661,"BirdieorBetterConversionPercentage",2010
82,82,"Jason Day",82,28.89,288,997,"BirdieorBetterConversionPercentage",2010
82,82,"Jerod Turner",54,28.89,141,488,"BirdieorBetterConversionPercentage",2010
84,84,"Joe Ogilvie",99,28.88,318,1101,"BirdieorBetterConversionPercentage",2010
84,84,"Garrett Willis",82,28.88,283,980,"BirdieorBetterConversionPercentage",2010
86,86,"Chad Collins",87,28.87,259,897,"BirdieorBetterConversionPercentage",2010
86,86,"David Duval",71,28.87,237,821,"BirdieorBetterConversionPercentage",2010
88,88,"Angel Cabrera",64,28.86,215,745,"BirdieorBetterConversionPercentage",2010
89,89,"Ricky Barnes",103,28.84,364,1262,"BirdieorBetterConversionPercentage",2010
90,90,"Spencer Levin",110,28.76,369,1283,"BirdieorBetterConversionPercentage",2010
90,90,"Rory McIlroy",54,28.76,178,619,"BirdieorBetterConversionPercentage",2010
90,90,"Vijay Singh",75,28.76,262,911,"BirdieorBetterConversionPercentage",2010
90,90,"Scott Verplank",74,28.76,241,838,"BirdieorBetterConversionPercentage",2010
94,94,"Bryce Molder",84,28.68,269,938,"BirdieorBetterConversionPercentage",2010
95,95,"Stuart Appleby",101,28.61,315,1101,"BirdieorBetterConversionPercentage",2010
96,96,"Luke Donald",71,28.54,228,799,"BirdieorBetterConversionPercentage",2010
97,97,"Shaun Micheel",70,28.51,205,719,"BirdieorBetterConversionPercentage",2010
98,98,"Mike Weir",59,28.47,168,590,"BirdieorBetterConversionPercentage",2010
99,99,"Blake Adams",84,28.44,279,981,"BirdieorBetterConversionPercentage",2010
100,100,"Tim Clark",88,28.39,289,1018,"BirdieorBetterConversionPercentage",2010
101,101,"Jim Furyk",76,28.33,253,893,"BirdieorBetterConversionPercentage",2010
102,102,"James Driscoll",78,28.31,265,936,"BirdieorBetterConversionPercentage",2010
102,102,"Hunter Mahan",85,28.31,293,1035,"BirdieorBetterConversionPercentage",2010
104,104,"Woody Austin",93,28.29,307,1085,"BirdieorBetterConversionPercentage",2010
105,105,"Rich Barcelo",70,28.21,200,709,"BirdieorBetterConversionPercentage",2010
106,106,"Sergio Garcia",58,28.2,174,617,"BirdieorBetterConversionPercentage",2010
107,107,"Scott McCarron",90,28.15,299,1062,"BirdieorBetterConversionPercentage",2010
108,108,"Chris Tidland",77,28.13,245,871,"BirdieorBetterConversionPercentage",2010
108,108,"Johnson Wagner",85,28.13,279,992,"BirdieorBetterConversionPercentage",2010
110,110,"Rickie Fowler",98,28.09,345,1228,"BirdieorBetterConversionPercentage",2010
111,111,"Nathan Green",86,28.07,274,976,"BirdieorBetterConversionPercentage",2010
112,112,"Jonathan Byrd",85,28.06,300,1069,"BirdieorBetterConversionPercentage",2010
113,113,"Dean Wilson",54,28.02,167,596,"BirdieorBetterConversionPercentage",2010
114,114,"Derek Lamely",81,27.97,233,833,"BirdieorBetterConversionPercentage",2010
115,115,"Mark Calcavecchia",50,27.94,138,494,"BirdieorBetterConversionPercentage",2010
116,116,"Tim Petrovic",105,27.93,350,1253,"BirdieorBetterConversionPercentage",2010
117,117,"Steve Flesch",78,27.92,232,831,"BirdieorBetterConversionPercentage",2010
118,118,"Mathias Gronberg",61,27.84,184,661,"BirdieorBetterConversionPercentage",2010
118,118,"Tim Herron",79,27.84,243,873,"BirdieorBetterConversionPercentage",2010
120,120,"Henrik Bjornstad",72,27.8,228,820,"BirdieorBetterConversionPercentage",2010
120,120,"John Merrick",109,27.8,355,1277,"BirdieorBetterConversionPercentage",2010
122,122,"Ted Purdy",86,27.78,262,943,"BirdieorBetterConversionPercentage",2010
123,123,"Jason Dufner",87,27.76,289,1041,"BirdieorBetterConversionPercentage",2010
124,124,"Stephen Ames",75,27.72,250,902,"BirdieorBetterConversionPercentage",2010
125,125,"Brian Davis",101,27.69,317,1145,"BirdieorBetterConversionPercentage",2010
126,126,"Josh Teater",101,27.64,338,1223,"BirdieorBetterConversionPercentage",2010
127,127,"Brett Quigley",96,27.57,330,1197,"BirdieorBetterConversionPercentage",2010
128,128,"John Mallinger",78,27.48,252,917,"BirdieorBetterConversionPercentage",2010
129,129,"Charles Howell III",103,27.46,335,1220,"BirdieorBetterConversionPercentage",2010
130,130,"Brian Stuard",81,27.45,241,878,"BirdieorBetterConversionPercentage",2010
131,131,"Garth Mulroy",53,27.35,169,618,"BirdieorBetterConversionPercentage",2010
132,132,"Will Ma Kenzie",72,27.31,242,886,"BirdieorBetterConversionPercentage",2010
133,133,"Chris Stroud",90,27.3,279,1022,"BirdieorBetterConversionPercentage",2010
134,134,"Davis Love III",79,27.29,271,993,"BirdieorBetterConversionPercentage",2010
135,135,"Nicholas Thompson",88,27.19,279,1026,"BirdieorBetterConversionPercentage",2010
136,136,"Cameron Percy",73,27.18,234,861,"BirdieorBetterConversionPercentage",2010
137,137,"Chris Riley",73,27.13,220,811,"BirdieorBetterConversionPercentage",2010
138,138,"Joe Durant",67,27.03,213,788,"BirdieorBetterConversionPercentage",2010
139,139,"DA Points",90,27.01,296,1096,"BirdieorBetterConversionPercentage",2010
140,140,"Brenden Pappas",66,26.89,199,740,"BirdieorBetterConversionPercentage",2010
141,141,"Jerry Kelly",99,26.87,309,1150,"BirdieorBetterConversionPercentage",2010
142,142,"Lee Janzen",77,26.84,251,935,"BirdieorBetterConversionPercentage",2010
143,143,"Bob Estes",79,26.79,258,963,"BirdieorBetterConversionPercentage",2010
144,144,"Sean OHair",84,26.77,269,1005,"BirdieorBetterConversionPercentage",2010
145,145,"Jeff Maggert",76,26.75,218,815,"BirdieorBetterConversionPercentage",2010
146,146,"Jay Williamson",76,26.69,225,843,"BirdieorBetterConversionPercentage",2010
147,147,"Jarrod Lyle",54,26.67,144,540,"BirdieorBetterConversionPercentage",2010
147,147,"Greg Owen",69,26.67,228,855,"BirdieorBetterConversionPercentage",2010
149,149,"Chris DiMarco",88,26.65,271,1017,"BirdieorBetterConversionPercentage",2010
150,150,"Chad Campbell",95,26.63,310,1164,"BirdieorBetterConversionPercentage",2010
151,151,"Steve Elkington",74,26.61,223,838,"BirdieorBetterConversionPercentage",2010
151,151,"Heath Slocum",97,26.61,310,1165,"BirdieorBetterConversionPercentage",2010
153,153,"Vance Veazey",58,26.5,155,585,"BirdieorBetterConversionPercentage",2010
154,154,"Skip Kendall",58,26.47,149,563,"BirdieorBetterConversionPercentage",2010
155,155,"Alex Cejka",81,26.41,249,943,"BirdieorBetterConversionPercentage",2010
156,156,"Chris Wilson",65,26.27,176,670,"BirdieorBetterConversionPercentage",2010
157,157,"Kevin Sutherland",86,26.26,292,1112,"BirdieorBetterConversionPercentage",2010
158,158,"Michael Bradley",77,26.19,236,901,"BirdieorBetterConversionPercentage",2010
159,159,"Ian Poulter",55,26.13,144,551,"BirdieorBetterConversionPercentage",2010
160,160,"Steve Lowery",67,26.05,193,741,"BirdieorBetterConversionPercentage",2010
161,161,"JJ Henry",92,25.97,269,1036,"BirdieorBetterConversionPercentage",2010
162,162,"Jeev Milkha Singh",59,25.94,158,609,"BirdieorBetterConversionPercentage",2010
163,163,"Bill Lunde",79,25.93,230,887,"BirdieorBetterConversionPercentage",2010
164,164,"John Senden",103,25.84,347,1343,"BirdieorBetterConversionPercentage",2010
165,165,"Tom Pernice Jr",74,25.81,214,829,"BirdieorBetterConversionPercentage",2010
166,166,"Cliff Kresge",50,25.77,142,551,"BirdieorBetterConversionPercentage",2010
167,167,"Boo Weekley",88,25.72,259,1007,"BirdieorBetterConversionPercentage",2010
168,168,"Cameron Beckman",68,25.59,195,762,"BirdieorBetterConversionPercentage",2010
169,169,"Rod Pampling",77,25.56,229,896,"BirdieorBetterConversionPercentage",2010
170,170,"Roland Thatcher",72,25.44,217,853,"BirdieorBetterConversionPercentage",2010
171,171,"Troy Matteson",84,25.42,274,1078,"BirdieorBetterConversionPercentage",2010
172,172,"Cameron Tringale",55,25.4,157,618,"BirdieorBetterConversionPercentage",2010
173,173,"Richard Johnson",90,25.22,254,1007,"BirdieorBetterConversionPercentage",2010
174,174,"Mark Wilson",87,25.17,264,1049,"BirdieorBetterConversionPercentage",2010
175,175,"Kevin Johnson",62,25.08,158,630,"BirdieorBetterConversionPercentage",2010
176,176,"Kris Blanks",91,25.05,266,1062,"BirdieorBetterConversionPercentage",2010
177,177,"Billy Mayfair",78,25.03,219,875,"BirdieorBetterConversionPercentage",2010
178,178,"David Lutterus",69,24.9,181,727,"BirdieorBetterConversionPercentage",2010
179,179,"Kenny Perry",69,24.88,209,840,"BirdieorBetterConversionPercentage",2010
180,180,"Andrew McLardy",52,24.78,141,569,"BirdieorBetterConversionPercentage",2010
181,181,"Mathew Goggin",85,24.77,264,1066,"BirdieorBetterConversionPercentage",2010
182,182,"Briny Baird",87,24.64,255,1035,"BirdieorBetterConversionPercentage",2010
183,183,"Trevor Immelman",55,24.54,160,652,"BirdieorBetterConversionPercentage",2010
184,184,"Ben Curtis",78,24.5,234,955,"BirdieorBetterConversionPercentage",2010
185,185,"Rocco Mediate",71,24.03,205,853,"BirdieorBetterConversionPercentage",2010
186,186,"Justin Bolli",55,23.99,137,571,"BirdieorBetterConversionPercentage",2010
187,187,"Greg Kraft",52,23.71,119,502,"BirdieorBetterConversionPercentage",2010
188,188,"Roger Tambellini",77,23.5,203,864,"BirdieorBetterConversionPercentage",2010
189,189,"Brent Delahoussaye",57,23,141,613,"BirdieorBetterConversionPercentage",2010
190,190,"Craig Bowden",56,22.96,132,575,"BirdieorBetterConversionPercentage",2010
191,191,"Omar Uresti",74,22.87,191,835,"BirdieorBetterConversionPercentage",2010
192,192,"Jeff Gove",57,22.85,146,639,"BirdieorBetterConversionPercentage",2010
