"BirdieorBetterConversionPercentage_RANKTHISWEEK_2010","BirdieorBetterConversionPercentage_RANKLASTWEEK_2010","BirdieorBetterConversionPercentage_PLAYERNAME_2010","BirdieorBetterConversionPercentage_ROUNDS_2010","BirdieorBetterConversionPercentage_Pct_2010","BirdieorBetterConversionPercentage_BIRDIES_2010","BirdieorBetterConversionPercentage_GREENSHIT_2010","stat_name","year"
1,1,"Tom Gillis",97,32.93,378,1148,"BirdieorBetterConversionPercentage",2010
1,1,"Charley Hoffman",85,32.93,327,993,"BirdieorBetterConversionPercentage",2010
3,3,"Phil Mickelson",76,32.81,291,887,"BirdieorBetterConversionPercentage",2010
4,4,"Brandt Snedeker",89,32.73,326,996,"BirdieorBetterConversionPercentage",2010
5,5,"Dustin Johnson",83,32.57,325,998,"BirdieorBetterConversionPercentage",2010
6,6,"Chris Couch",66,32.32,254,786,"BirdieorBetterConversionPercentage",2010
7,7,"Ryan Palmer",84,32.19,318,988,"BirdieorBetterConversionPercentage",2010
8,8,"Rory Sabbatini",79,32.13,293,912,"BirdieorBetterConversionPercentage",2010
9,9,"Bubba Watson",77,32.03,303,946,"BirdieorBetterConversionPercentage",2010
10,10,"Matt Every",60,31.95,216,676,"BirdieorBetterConversionPercentage",2010
10,10,"Troy Merritt",86,31.95,315,986,"BirdieorBetterConversionPercentage",2010
12,12,"JB Holmes",100,31.8,374,1176,"BirdieorBetterConversionPercentage",2010
13,13,"Aaron Baddeley",94,31.65,344,1087,"BirdieorBetterConversionPercentage",2010
14,14,"Nick Watney",91,31.57,347,1099,"BirdieorBetterConversionPercentage",2010
15,15,"Geoff Ogilvy",62,31.46,230,731,"BirdieorBetterConversionPercentage",2010
16,16,"Paul Casey",64,31.38,225,717,"BirdieorBetterConversionPercentage",2010
17,17,"Kevin Streelman",90,31.36,323,1030,"BirdieorBetterConversionPercentage",2010
18,18,"Robert Garrigus",71,31.31,247,789,"BirdieorBetterConversionPercentage",2010
19,19,"Matt Bettencourt",91,31.28,280,895,"BirdieorBetterConversionPercentage",2010
20,20,"Matt Kuchar",97,31.22,369,1182,"BirdieorBetterConversionPercentage",2010
21,21,"Jeff Quinney",91,31.02,318,1025,"BirdieorBetterConversionPercentage",2010
22,22,"Matt Jones",89,30.87,322,1043,"BirdieorBetterConversionPercentage",2010
23,23,"Jeff Overton",89,30.85,315,1021,"BirdieorBetterConversionPercentage",2010
24,24,"Steve Stricker",73,30.8,272,883,"BirdieorBetterConversionPercentage",2010
25,25,"Paul Stankowski",62,30.77,212,689,"BirdieorBetterConversionPercentage",2010
26,26,"Justin Rose",78,30.75,286,930,"BirdieorBetterConversionPercentage",2010
27,27,"Pat Perez",90,30.73,343,1116,"BirdieorBetterConversionPercentage",2010
28,28,"Scott Piercy",88,30.65,328,1070,"BirdieorBetterConversionPercentage",2010
29,29,"Zach Johnson",93,30.58,333,1089,"BirdieorBetterConversionPercentage",2010
30,30,"George McNeill",79,30.56,286,936,"BirdieorBetterConversionPercentage",2010
31,31,"Bo Van Pelt",104,30.4,394,1296,"BirdieorBetterConversionPercentage",2010
32,32,"Steve Marino",81,30.31,297,980,"BirdieorBetterConversionPercentage",2010
32,32,"Kevin Na",94,30.31,334,1102,"BirdieorBetterConversionPercentage",2010
34,34,"Alex Prugh",88,30.25,321,1061,"BirdieorBetterConversionPercentage",2010
35,35,"YE Yang",72,30.24,251,830,"BirdieorBetterConversionPercentage",2010
36,36,"David Toms",86,30.17,312,1034,"BirdieorBetterConversionPercentage",2010
37,37,"Lucas Glover",75,30.1,270,897,"BirdieorBetterConversionPercentage",2010
38,38,"Michael Letzig",84,30.05,308,1025,"BirdieorBetterConversionPercentage",2010
39,39,"JP Hayes",79,29.95,266,888,"BirdieorBetterConversionPercentage",2010
40,40,"Ben Crane",85,29.94,300,1002,"BirdieorBetterConversionPercentage",2010
41,41,"Ryan Moore",80,29.92,283,946,"BirdieorBetterConversionPercentage",2010
42,42,"Charles Warren",64,29.91,224,749,"BirdieorBetterConversionPercentage",2010
43,43,"John Daly",63,29.89,194,649,"BirdieorBetterConversionPercentage",2010
44,44,"Webb Simpson",98,29.86,347,1162,"BirdieorBetterConversionPercentage",2010
45,45,"Carl Pettersson",99,29.82,311,1043,"BirdieorBetterConversionPercentage",2010
45,45,"Michael Sim",64,29.82,221,741,"BirdieorBetterConversionPercentage",2010
47,47,"James Nitties",92,29.77,306,1028,"BirdieorBetterConversionPercentage",2010
47,47,"Kevin Stadler",86,29.77,284,954,"BirdieorBetterConversionPercentage",2010
49,49,"Steve Wheatcroft",74,29.75,224,753,"BirdieorBetterConversionPercentage",2010
50,50,"Graham DeLaet",88,29.71,312,1050,"BirdieorBetterConversionPercentage",2010
51,51,"Retief Goosen",75,29.69,250,842,"BirdieorBetterConversionPercentage",2010
52,52,"Padraig Harrington",57,29.65,185,624,"BirdieorBetterConversionPercentage",2010
52,52,"DJ Trahan",92,29.65,349,1177,"BirdieorBetterConversionPercentage",2010
54,54,"Vaughn Taylor",87,29.64,316,1066,"BirdieorBetterConversionPercentage",2010
54,54,"Charlie Wi",95,29.64,337,1137,"BirdieorBetterConversionPercentage",2010
56,56,"Adam Scott",70,29.52,250,847,"BirdieorBetterConversionPercentage",2010
57,57,"Ernie Els",72,29.51,252,854,"BirdieorBetterConversionPercentage",2010
58,58,"Paul Goydos",78,29.47,272,923,"BirdieorBetterConversionPercentage",2010
59,59,"Robert Allenby",76,29.46,266,903,"BirdieorBetterConversionPercentage",2010
60,60,"John Rollins",81,29.39,291,990,"BirdieorBetterConversionPercentage",2010
61,61,"Stewart Cink",84,29.37,289,984,"BirdieorBetterConversionPercentage",2010
