"LateRound1ScoringAverage_RANKTHISWEEK_2009","LateRound1ScoringAverage_RANKLASTWEEK_2009","LateRound1ScoringAverage_PLAYERNAME_2009","LateRound1ScoringAverage__2009","LateRound1ScoringAverage_AVG_2009","LateRound1ScoringAverage_TOTALSTROKES_2009","LateRound1ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Tiger Woods",NA,68.14,477,7,"LateRound1ScoringAverage",2009
2,2,"Camilo Villegas",NA,68.17,409,6,"LateRound1ScoringAverage",2009
3,3,"Sergio Garcia",NA,68.75,550,8,"LateRound1ScoringAverage",2009
4,4,"Padraig Harrington",NA,68.78,619,9,"LateRound1ScoringAverage",2009
5,5,"Scott Verplank",NA,68.8,688,10,"LateRound1ScoringAverage",2009
6,6,"Lee Janzen",NA,69,621,9,"LateRound1ScoringAverage",2009
7,7,"Briny Baird",NA,69.09,760,11,"LateRound1ScoringAverage",2009
8,8,"Boo Weekley",NA,69.1,691,10,"LateRound1ScoringAverage",2009
9,9,"Bo Van Pelt",NA,69.2,692,10,"LateRound1ScoringAverage",2009
10,10,"David Toms",NA,69.36,763,11,"LateRound1ScoringAverage",2009
11,11,"Jason Day",NA,69.44,625,9,"LateRound1ScoringAverage",2009
12,12,"Scott McCarron",NA,69.56,626,9,"LateRound1ScoringAverage",2009
13,13,"Mike Weir",NA,69.67,627,9,"LateRound1ScoringAverage",2009
14,14,"Jim Furyk",NA,69.7,697,10,"LateRound1ScoringAverage",2009
15,15,"John Senden",NA,69.71,976,14,"LateRound1ScoringAverage",2009
16,16,"Jonathan Byrd",NA,69.75,837,12,"LateRound1ScoringAverage",2009
16,16,"Michael Letzig",NA,69.75,837,12,"LateRound1ScoringAverage",2009
16,16,"Greg Owen",NA,69.75,1116,16,"LateRound1ScoringAverage",2009
16,16,"Vaughn Taylor",NA,69.75,837,12,"LateRound1ScoringAverage",2009
20,20,"Steve Marino",NA,69.76,1186,17,"LateRound1ScoringAverage",2009
21,21,"Steve Stricker",NA,69.78,628,9,"LateRound1ScoringAverage",2009
22,22,"Chris Riley",NA,69.8,698,10,"LateRound1ScoringAverage",2009
23,23,"Pat Perez",NA,69.82,768,11,"LateRound1ScoringAverage",2009
24,24,"Tommy Armour III",NA,69.86,489,7,"LateRound1ScoringAverage",2009
25,25,"Jason Dufner",NA,69.87,1048,15,"LateRound1ScoringAverage",2009
25,25,"Zach Johnson",NA,69.87,1048,15,"LateRound1ScoringAverage",2009
27,27,"Rod Pampling",NA,69.88,559,8,"LateRound1ScoringAverage",2009
28,28,"Dustin Johnson",NA,69.92,909,13,"LateRound1ScoringAverage",2009
29,29,"Nathan Green",NA,69.93,1049,15,"LateRound1ScoringAverage",2009
30,30,"Lucas Glover",NA,70,1050,15,"LateRound1ScoringAverage",2009
30,30,"Richard Johnson",NA,70,770,11,"LateRound1ScoringAverage",2009
30,30,"George McNeill",NA,70,700,10,"LateRound1ScoringAverage",2009
30,30,"Bryce Molder",NA,70,700,10,"LateRound1ScoringAverage",2009
34,34,"Ted Purdy",NA,70.06,1261,18,"LateRound1ScoringAverage",2009
35,35,"Kenny Perry",NA,70.07,1051,15,"LateRound1ScoringAverage",2009
36,36,"Heath Slocum",NA,70.08,911,13,"LateRound1ScoringAverage",2009
37,37,"Justin Leonard",NA,70.09,771,11,"LateRound1ScoringAverage",2009
38,38,"Greg Chalmers",NA,70.14,982,14,"LateRound1ScoringAverage",2009
39,39,"Chad Campbell",NA,70.15,912,13,"LateRound1ScoringAverage",2009
39,39,"Steve Elkington",NA,70.15,912,13,"LateRound1ScoringAverage",2009
41,41,"Luke Donald",NA,70.17,421,6,"LateRound1ScoringAverage",2009
42,42,"Brian Gay",NA,70.18,772,11,"LateRound1ScoringAverage",2009
42,42,"Rocco Mediate",NA,70.18,772,11,"LateRound1ScoringAverage",2009
44,44,"Ryan Moore",NA,70.19,1123,16,"LateRound1ScoringAverage",2009
45,45,"Mark Calcavecchia",NA,70.2,702,10,"LateRound1ScoringAverage",2009
46,46,"Vijay Singh",NA,70.22,632,9,"LateRound1ScoringAverage",2009
47,47,"Robert Garrigus",NA,70.23,913,13,"LateRound1ScoringAverage",2009
47,47,"Jerry Kelly",NA,70.23,913,13,"LateRound1ScoringAverage",2009
49,49,"Brian Bateman",NA,70.27,773,11,"LateRound1ScoringAverage",2009
