"PGAChampionshipPoints_RANKTHISWEEK_2008","PGAChampionshipPoints_RANKLASTWEEK_2008","PGAChampionshipPoints_PLAYERNAME_2008","PGAChampionshipPoints_EVENTS_2008","PGAChampionshipPoints_POINTS_2008","stat_name","year"
85,85,"Chris DiMarco",10,313605,"PGAChampionshipPoints",2008
86,86,"Steve Elkington",9,300505,"PGAChampionshipPoints",2008
87,87,"Joe Durant",8,294397,"PGAChampionshipPoints",2008
88,88,"Nick OHern",8,291125,"PGAChampionshipPoints",2008
89,89,"David Toms",6,287208,"PGAChampionshipPoints",2008
90,90,"Eric Axley",12,286616,"PGAChampionshipPoints",2008
91,91,"Freddie Jacobson",6,286350,"PGAChampionshipPoints",2008
92,92,"Shane Bertsch",8,276972,"PGAChampionshipPoints",2008
93,93,"Joe Ogilvie",8,276001,"PGAChampionshipPoints",2008
94,94,"Sean OHair",7,273780,"PGAChampionshipPoints",2008
95,95,"Ben Crane",9,261112,"PGAChampionshipPoints",2008
96,96,"Stewart Cink",7,260630,"PGAChampionshipPoints",2008
97,97,"Greg Kraft",9,258880,"PGAChampionshipPoints",2008
98,98,"Bob Tway",7,257929,"PGAChampionshipPoints",2008
99,99,"Lucas Glover",5,257354,"PGAChampionshipPoints",2008
100,100,"Bill Haas",8,256483,"PGAChampionshipPoints",2008
101,101,"Paul Goydos",6,250520,"PGAChampionshipPoints",2008
102,102,"Jerry Kelly",10,248639,"PGAChampionshipPoints",2008
103,103,"JB Holmes",7,242028,"PGAChampionshipPoints",2008
104,104,"Tom Scherrer",8,241060,"PGAChampionshipPoints",2008
105,105,"Justin Rose",2,236725,"PGAChampionshipPoints",2008
106,106,"Lee Janzen",10,235177,"PGAChampionshipPoints",2008
107,107,"Tom Pernice Jr",9,235033,"PGAChampionshipPoints",2008
108,108,"Charley Hoffman",8,232383,"PGAChampionshipPoints",2008
109,109,"Jason Day",10,231859,"PGAChampionshipPoints",2008
110,110,"John Merrick",9,223658,"PGAChampionshipPoints",2008
111,111,"Boo Weekley",6,221469,"PGAChampionshipPoints",2008
112,112,"Patrick Sheehan",11,221227,"PGAChampionshipPoints",2008
113,113,"Darren Clarke",2,220000,"PGAChampionshipPoints",2008
114,114,"Brad Elder",9,217904,"PGAChampionshipPoints",2008
115,115,"Bo Van Pelt",10,217419,"PGAChampionshipPoints",2008
116,116,"Brenden Pappas",9,216911,"PGAChampionshipPoints",2008
117,117,"Kenny Perry",6,207243,"PGAChampionshipPoints",2008
118,118,"Arron Oberholser",2,206667,"PGAChampionshipPoints",2008
119,119,"Michael Sim",2,202758,"PGAChampionshipPoints",2008
120,120,"Jesper Parnevik",9,197479,"PGAChampionshipPoints",2008
121,121,"Bob Sowards",9,196090,"PGAChampionshipPoints",2008
122,122,"Brandt Snedeker",6,192429,"PGAChampionshipPoints",2008
123,123,"Tag Ridings",9,191095,"PGAChampionshipPoints",2008
124,124,"Kevin Na",8,190336,"PGAChampionshipPoints",2008
125,125,"Charles Warren",9,188402,"PGAChampionshipPoints",2008
126,126,"John Huston",6,185453,"PGAChampionshipPoints",2008
127,127,"Chad Collins",9,178842,"PGAChampionshipPoints",2008
128,128,"Mark Hensby",9,176754,"PGAChampionshipPoints",2008
129,129,"Alastair Forsyth",1,176725,"PGAChampionshipPoints",2008
129,129,"Jeev Milkha Singh",2,176725,"PGAChampionshipPoints",2008
131,131,"Johnson Wagner",6,171110,"PGAChampionshipPoints",2008
132,132,"John Riegger",9,169070,"PGAChampionshipPoints",2008
133,133,"Casey Wittenberg",2,167520,"PGAChampionshipPoints",2008
134,134,"Jeff Maggert",9,165836,"PGAChampionshipPoints",2008
135,135,"Heath Slocum",9,159189,"PGAChampionshipPoints",2008
136,136,"Brett Quigley",8,155855,"PGAChampionshipPoints",2008
137,137,"Kent Jones",9,155706,"PGAChampionshipPoints",2008
138,138,"Daniel Chopra",8,153173,"PGAChampionshipPoints",2008
139,139,"Justin Bolli",9,150120,"PGAChampionshipPoints",2008
140,140,"Robert Karlsson",2,149900,"PGAChampionshipPoints",2008
141,141,"Dean Wilson",8,147336,"PGAChampionshipPoints",2008
142,142,"Graeme McDowell",2,147060,"PGAChampionshipPoints",2008
143,143,"Kevin Stadler",9,146235,"PGAChampionshipPoints",2008
144,144,"Jay Williamson",12,145154,"PGAChampionshipPoints",2008
145,145,"Prayad Marksaeng",2,141560,"PGAChampionshipPoints",2008
146,146,"Chez Reavie",8,140322,"PGAChampionshipPoints",2008
147,147,"James Driscoll",9,137919,"PGAChampionshipPoints",2008
148,148,"YE Yang",9,137360,"PGAChampionshipPoints",2008
149,149,"Nick Watney",9,137294,"PGAChampionshipPoints",2008
150,150,"Mathias Gronberg",9,137250,"PGAChampionshipPoints",2008
151,151,"Geoff Ogilvy",5,134645,"PGAChampionshipPoints",2008
152,152,"Brad Adamonis",9,133257,"PGAChampionshipPoints",2008
153,153,"Miguel Angel Jimenez",2,133000,"PGAChampionshipPoints",2008
154,154,"Jonathan Byrd",7,128286,"PGAChampionshipPoints",2008
155,155,"Todd Hamilton",7,127975,"PGAChampionshipPoints",2008
156,156,"Ian Poulter",4,121450,"PGAChampionshipPoints",2008
157,157,"Steve Lowery",10,119664,"PGAChampionshipPoints",2008
158,158,"Richard Johnson",8,115591,"PGAChampionshipPoints",2008
159,159,"Jimmy Walker",9,115120,"PGAChampionshipPoints",2008
160,160,"Carlos Franco",8,110429,"PGAChampionshipPoints",2008
161,161,"Dicky Pride",5,109260,"PGAChampionshipPoints",2008
162,162,"Tommy Armour III",8,108890,"PGAChampionshipPoints",2008
163,163,"Doug LaBelle II",7,107571,"PGAChampionshipPoints",2008
164,164,"Bob Heintz",7,103452,"PGAChampionshipPoints",2008
165,165,"Glen Day",7,103420,"PGAChampionshipPoints",2008
166,166,"Rocco Mediate",6,102550,"PGAChampionshipPoints",2008
167,167,"Robert Gamez",8,101795,"PGAChampionshipPoints",2008
168,168,"Garrett Willis",3,100680,"PGAChampionshipPoints",2008
169,169,"Rod Pampling",8,99504,"PGAChampionshipPoints",2008
170,170,"Ryan Moore",9,98899,"PGAChampionshipPoints",2008
171,171,"Frank Lickliter II",10,98363,"PGAChampionshipPoints",2008
172,172,"Todd Demsey",9,95790,"PGAChampionshipPoints",2008
173,173,"Mark Brown",2,88000,"PGAChampionshipPoints",2008
174,174,"Nathan Green",9,81278,"PGAChampionshipPoints",2008
175,175,"Matt Jones",10,78959,"PGAChampionshipPoints",2008
176,176,"Omar Uresti",9,74155,"PGAChampionshipPoints",2008
177,177,"Jason Dufner",6,70973,"PGAChampionshipPoints",2008
178,178,"Adam Scott",5,70730,"PGAChampionshipPoints",2008
179,179,"Bart Bryant",5,70396,"PGAChampionshipPoints",2008
180,180,"David Duval",7,68687,"PGAChampionshipPoints",2008
181,181,"Kenneth Ferrie",7,66374,"PGAChampionshipPoints",2008
183,183,"JP Hayes",7,64954,"PGAChampionshipPoints",2008
184,184,"Michael Bradley",6,60870,"PGAChampionshipPoints",2008
185,185,"Richard Green",2,60500,"PGAChampionshipPoints",2008
186,186,"Paul McGinley",1,60000,"PGAChampionshipPoints",2008
186,186,"Oliver Wilson",2,60000,"PGAChampionshipPoints",2008
188,188,"Marco Dawson",6,57639,"PGAChampionshipPoints",2008
189,189,"Nick Flanagan",9,56839,"PGAChampionshipPoints",2008
190,190,"Niclas Fasth",2,56750,"PGAChampionshipPoints",2008
191,191,"Kyle Thompson",8,56291,"PGAChampionshipPoints",2008
192,192,"Andrew Buckle",5,55992,"PGAChampionshipPoints",2008
193,193,"Richard Finch",1,52000,"PGAChampionshipPoints",2008
193,193,"Brendan Jones",2,52000,"PGAChampionshipPoints",2008
195,195,"Billy Andrade",5,51555,"PGAChampionshipPoints",2008
196,196,"Alejandro Canizares",6,49777,"PGAChampionshipPoints",2008
197,197,"Olin Browne",6,49561,"PGAChampionshipPoints",2008
198,198,"Jay Delsing",3,48000,"PGAChampionshipPoints",2008
198,198,"Rob Grube",1,48000,"PGAChampionshipPoints",2008
200,200,"James Kingston",2,47250,"PGAChampionshipPoints",2008
201,201,"Brett Rumford",9,46090,"PGAChampionshipPoints",2008
202,202,"Hidemasa Hoshino",1,44250,"PGAChampionshipPoints",2008
203,203,"David Lutterus",9,42226,"PGAChampionshipPoints",2008
204,204,"Gavin Coles",5,41789,"PGAChampionshipPoints",2008
205,205,"Ross Fisher",2,40000,"PGAChampionshipPoints",2008
206,206,"Mark Brooks",4,39916,"PGAChampionshipPoints",2008
207,207,"Brandt Jobe",3,39100,"PGAChampionshipPoints",2008
208,208,"Nick Dougherty",2,38250,"PGAChampionshipPoints",2008
208,208,"Steve Webster",2,38250,"PGAChampionshipPoints",2008
210,210,"Scott Strange",2,37000,"PGAChampionshipPoints",2008
211,211,"Martin Kaymer",2,34500,"PGAChampionshipPoints",2008
212,212,"Cody Freeman",9,34105,"PGAChampionshipPoints",2008
213,213,"Dan Forsman",2,33707,"PGAChampionshipPoints",2008
214,214,"Michael Thompson",1,32625,"PGAChampionshipPoints",2008
215,215,"Soren Hansen",2,32500,"PGAChampionshipPoints",2008
215,215,"David Howell",1,32500,"PGAChampionshipPoints",2008
217,217,"Jon Mills",10,32428,"PGAChampionshipPoints",2008
218,218,"Jeff Gove",6,32119,"PGAChampionshipPoints",2008
219,219,"Pablo Larrazabal",2,32000,"PGAChampionshipPoints",2008
220,220,"Colin Montgomerie",2,31750,"PGAChampionshipPoints",2008
221,221,"Craig Parry",1,31250,"PGAChampionshipPoints",2008
222,222,"Chris Riley",6,29530,"PGAChampionshipPoints",2008
223,223,"Fred Couples",5,29059,"PGAChampionshipPoints",2008
224,224,"Mark Calcavecchia",5,28882,"PGAChampionshipPoints",2008
225,225,"Jason Allred",9,28643,"PGAChampionshipPoints",2008
226,226,"Ryan Armour",9,27580,"PGAChampionshipPoints",2008
227,227,"John Daly",4,26926,"PGAChampionshipPoints",2008
228,228,"Paul Stankowski",3,26897,"PGAChampionshipPoints",2008
229,229,"Corey Pavin",4,26540,"PGAChampionshipPoints",2008
230,230,"Ron Whittaker",8,25800,"PGAChampionshipPoints",2008
231,231,"Ted Purdy",8,25330,"PGAChampionshipPoints",2008
232,232,"Stephen Poole",1,25143,"PGAChampionshipPoints",2008
233,233,"Larry Mize",3,24567,"PGAChampionshipPoints",2008
234,234,"Michael Campbell",1,24500,"PGAChampionshipPoints",2008
234,234,"Tom Lehman",2,24500,"PGAChampionshipPoints",2008
236,236,"Jeff Quinney",7,23667,"PGAChampionshipPoints",2008
237,237,"Paul Claxton",9,23355,"PGAChampionshipPoints",2008
238,238,"Kirk Triplett",7,22618,"PGAChampionshipPoints",2008
239,239,"Jim McGovern",9,21246,"PGAChampionshipPoints",2008
240,240,"Tom Byrum",3,20374,"PGAChampionshipPoints",2008
241,241,"Craig Kanada",8,20248,"PGAChampionshipPoints",2008
242,242,"Jhonattan Vegas",1,19828,"PGAChampionshipPoints",2008
243,243,"Guy Boros",2,19080,"PGAChampionshipPoints",2008
244,244,"Neal Lancaster",3,16712,"PGAChampionshipPoints",2008
245,245,"Ian Leggatt",2,16575,"PGAChampionshipPoints",2008
246,246,"Peter Hanson",1,16250,"PGAChampionshipPoints",2008
246,246,"Charl Schwartzel",1,16250,"PGAChampionshipPoints",2008
248,248,"Spike McRoy",2,15641,"PGAChampionshipPoints",2008
249,249,"Len Mattiace",2,14973,"PGAChampionshipPoints",2008
250,250,"Notah Begay III",4,14972,"PGAChampionshipPoints",2008
251,251,"Paul Azinger",2,14500,"PGAChampionshipPoints",2008
252,252,"Hiroyuki Fujita",1,14150,"PGAChampionshipPoints",2008
253,253,"Louis Oosthuizen",1,13700,"PGAChampionshipPoints",2008
254,254,"Joey Sindelar",1,12060,"PGAChampionshipPoints",2008
255,255,"John Douma",1,11150,"PGAChampionshipPoints",2008
256,256,"Chip Deason",1,10350,"PGAChampionshipPoints",2008
257,257,"Erik Compton",1,10074,"PGAChampionshipPoints",2008
258,258,"Rod Perry",1,9154,"PGAChampionshipPoints",2008
259,259,"Mike Ruiz",1,8692,"PGAChampionshipPoints",2008
260,260,"JL Lewis",3,8685,"PGAChampionshipPoints",2008
261,261,"Chip Sullivan",2,7485,"PGAChampionshipPoints",2008
262,262,"Casey Bourque",1,7462,"PGAChampionshipPoints",2008
263,263,"Dennis Paulson",1,6420,"PGAChampionshipPoints",2008
263,263,"Ted Schulz",1,6420,"PGAChampionshipPoints",2008
265,265,"Jin Park",9,6270,"PGAChampionshipPoints",2008
266,266,"Rick Fehr",1,5940,"PGAChampionshipPoints",2008
