"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2005","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2005","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2005","FirstTeeEarlyRound1ScoringAverage__2005","FirstTeeEarlyRound1ScoringAverage_AVG_2005","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2005","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Phil Mickelson",NA,67.67,406,6,"FirstTeeEarlyRound1ScoringAverage",2005
2,2,"Gavin Coles",NA,67.83,407,6,"FirstTeeEarlyRound1ScoringAverage",2005
3,3,"Ben Crane",NA,68,204,3,"FirstTeeEarlyRound1ScoringAverage",2005
3,3,"Bob Estes",NA,68,476,7,"FirstTeeEarlyRound1ScoringAverage",2005
5,5,"Tim Clark",NA,68.2,341,5,"FirstTeeEarlyRound1ScoringAverage",2005
6,6,"Justin Leonard",NA,68.25,273,4,"FirstTeeEarlyRound1ScoringAverage",2005
7,7,"JJ Henry",NA,68.5,548,8,"FirstTeeEarlyRound1ScoringAverage",2005
7,7,"Brett Wetterich",NA,68.5,137,2,"FirstTeeEarlyRound1ScoringAverage",2005
9,9,"Briny Baird",NA,68.67,412,6,"FirstTeeEarlyRound1ScoringAverage",2005
9,9,"Adam Scott",NA,68.67,206,3,"FirstTeeEarlyRound1ScoringAverage",2005
11,11,"Tiger Woods",NA,68.75,275,4,"FirstTeeEarlyRound1ScoringAverage",2005
12,12,"John Daly",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2005
12,12,"Mark OMeara",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2005
14,14,"Richard Johnson",NA,69,138,2,"FirstTeeEarlyRound1ScoringAverage",2005
14,14,"Brendan Jones",NA,69,276,4,"FirstTeeEarlyRound1ScoringAverage",2005
14,14,"Kevin Sutherland",NA,69,552,8,"FirstTeeEarlyRound1ScoringAverage",2005
17,17,"Olin Browne",NA,69.09,760,11,"FirstTeeEarlyRound1ScoringAverage",2005
18,18,"Tommy Armour III",NA,69.13,553,8,"FirstTeeEarlyRound1ScoringAverage",2005
19,19,"Mathias Gronberg",NA,69.2,346,5,"FirstTeeEarlyRound1ScoringAverage",2005
20,20,"Jason Bohn",NA,69.25,554,8,"FirstTeeEarlyRound1ScoringAverage",2005
21,21,"Scott Verplank",NA,69.33,416,6,"FirstTeeEarlyRound1ScoringAverage",2005
22,22,"JP Hayes",NA,69.4,347,5,"FirstTeeEarlyRound1ScoringAverage",2005
23,23,"Bart Bryant",NA,69.44,625,9,"FirstTeeEarlyRound1ScoringAverage",2005
24,24,"Charlie Wi",NA,69.5,417,6,"FirstTeeEarlyRound1ScoringAverage",2005
25,25,"Hunter Haas",NA,69.6,348,5,"FirstTeeEarlyRound1ScoringAverage",2005
26,26,"Brian Bateman",NA,69.67,836,12,"FirstTeeEarlyRound1ScoringAverage",2005
26,26,"Brian Davis",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2005
26,26,"Brian Gay",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2005
29,29,"Jim Furyk",NA,69.71,488,7,"FirstTeeEarlyRound1ScoringAverage",2005
30,30,"Brett Quigley",NA,69.78,628,9,"FirstTeeEarlyRound1ScoringAverage",2005
31,31,"Dean Wilson",NA,69.83,419,6,"FirstTeeEarlyRound1ScoringAverage",2005
32,32,"Lucas Glover",NA,69.88,559,8,"FirstTeeEarlyRound1ScoringAverage",2005
33,33,"Billy Mayfair",NA,69.89,629,9,"FirstTeeEarlyRound1ScoringAverage",2005
34,34,"Jason Allred",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2005
34,34,"Stuart Appleby",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2005
34,34,"Fred Funk",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2005
34,34,"Padraig Harrington",NA,70,140,2,"FirstTeeEarlyRound1ScoringAverage",2005
34,34,"Stephen Leaney",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2005
34,34,"Justin Rose",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2005
34,34,"Vijay Singh",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2005
34,34,"Tjaart van der Walt",NA,70,420,6,"FirstTeeEarlyRound1ScoringAverage",2005
42,42,"Stewart Cink",NA,70.14,491,7,"FirstTeeEarlyRound1ScoringAverage",2005
42,42,"Jose Coceres",NA,70.14,491,7,"FirstTeeEarlyRound1ScoringAverage",2005
42,42,"Steve Elkington",NA,70.14,491,7,"FirstTeeEarlyRound1ScoringAverage",2005
42,42,"Heath Slocum",NA,70.14,491,7,"FirstTeeEarlyRound1ScoringAverage",2005
46,46,"Danny Briggs",NA,70.25,562,8,"FirstTeeEarlyRound1ScoringAverage",2005
46,46,"Chris DiMarco",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2005
46,46,"Luke Donald",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2005
