"TenthTeeLatePar3ScoringAverage_RANKTHISWEEK_2006","TenthTeeLatePar3ScoringAverage_RANKLASTWEEK_2006","TenthTeeLatePar3ScoringAverage_PLAYERNAME_2006","TenthTeeLatePar3ScoringAverage_ROUNDS_2006","TenthTeeLatePar3ScoringAverage_AVG_2006","TenthTeeLatePar3ScoringAverage_TOTALSTROKES_2006","TenthTeeLatePar3ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"David Howell",52,2.88,46,16,"TenthTeeLatePar3ScoringAverage",2006
2,2,"Padraig Harrington",54,2.9,58,20,"TenthTeeLatePar3ScoringAverage",2006
3,3,"Jerry Kelly",100,2.91,189,65,"TenthTeeLatePar3ScoringAverage",2006
3,3,"Jason Schultz",77,2.91,201,69,"TenthTeeLatePar3ScoringAverage",2006
3,3,"Kirk Triplett",58,2.91,134,46,"TenthTeeLatePar3ScoringAverage",2006
6,6,"Steve Stricker",64,2.92,76,26,"TenthTeeLatePar3ScoringAverage",2006
7,7,"Jim Furyk",89,2.94,94,32,"TenthTeeLatePar3ScoringAverage",2006
7,7,"Thomas Levet",53,2.94,106,36,"TenthTeeLatePar3ScoringAverage",2006
9,9,"Justin Leonard",83,2.95,168,57,"TenthTeeLatePar3ScoringAverage",2006
9,9,"Peter Lonard",77,2.95,124,42,"TenthTeeLatePar3ScoringAverage",2006
11,11,"Robert Allenby",79,2.96,133,45,"TenthTeeLatePar3ScoringAverage",2006
11,11,"Stewart Cink",93,2.96,148,50,"TenthTeeLatePar3ScoringAverage",2006
11,11,"David Duval",71,2.96,240,81,"TenthTeeLatePar3ScoringAverage",2006
11,11,"Zach Johnson",98,2.96,133,45,"TenthTeeLatePar3ScoringAverage",2006
15,15,"Briny Baird",81,2.97,217,73,"TenthTeeLatePar3ScoringAverage",2006
15,15,"Brian Gay",107,2.97,232,78,"TenthTeeLatePar3ScoringAverage",2006
15,15,"Frank Lickliter II",99,2.97,178,60,"TenthTeeLatePar3ScoringAverage",2006
15,15,"Hunter Mahan",98,2.97,232,78,"TenthTeeLatePar3ScoringAverage",2006
15,15,"Geoff Ogilvy",76,2.97,95,32,"TenthTeeLatePar3ScoringAverage",2006
15,15,"Ian Poulter",53,2.97,95,32,"TenthTeeLatePar3ScoringAverage",2006
21,21,"John Cook",67,2.98,119,40,"TenthTeeLatePar3ScoringAverage",2006
21,21,"Jeff Sluman",101,2.98,197,66,"TenthTeeLatePar3ScoringAverage",2006
21,21,"Mike Weir",88,2.98,170,57,"TenthTeeLatePar3ScoringAverage",2006
24,24,"Stuart Appleby",83,3,90,30,"TenthTeeLatePar3ScoringAverage",2006
24,24,"Eric Axley",91,3,219,73,"TenthTeeLatePar3ScoringAverage",2006
24,24,"Henrik Bjornstad",97,3,243,81,"TenthTeeLatePar3ScoringAverage",2006
24,24,"Retief Goosen",68,3,60,20,"TenthTeeLatePar3ScoringAverage",2006
24,24,"Rory Sabbatini",84,3,123,41,"TenthTeeLatePar3ScoringAverage",2006
24,24,"Joey Sindelar",90,3,243,81,"TenthTeeLatePar3ScoringAverage",2006
30,30,"Olin Browne",108,3.01,232,77,"TenthTeeLatePar3ScoringAverage",2006
30,30,"Duffy Waldorf",96,3.01,211,70,"TenthTeeLatePar3ScoringAverage",2006
32,32,"JB Holmes",81,3.02,133,44,"TenthTeeLatePar3ScoringAverage",2006
32,32,"Steve Jones",83,3.02,196,65,"TenthTeeLatePar3ScoringAverage",2006
32,32,"Billy Mayfair",94,3.02,169,56,"TenthTeeLatePar3ScoringAverage",2006
32,32,"Shaun Micheel",96,3.02,175,58,"TenthTeeLatePar3ScoringAverage",2006
32,32,"Corey Pavin",74,3.02,151,50,"TenthTeeLatePar3ScoringAverage",2006
32,32,"Bo Van Pelt",102,3.02,172,57,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Paul Azinger",87,3.03,221,73,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Kris Cox",83,3.03,200,66,"TenthTeeLatePar3ScoringAverage",2006
38,38,"John Daly",51,3.03,97,32,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Fred Funk",106,3.03,224,74,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Robert Gamez",94,3.03,197,65,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Mark OMeara",52,3.03,100,33,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Tom Pernice Jr",108,3.03,176,58,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Kenny Perry",73,3.03,88,29,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Tag Ridings",103,3.03,276,91,"TenthTeeLatePar3ScoringAverage",2006
38,38,"Kevin Sutherland",100,3.03,264,87,"TenthTeeLatePar3ScoringAverage",2006
48,48,"Stephen Ames",63,3.04,137,45,"TenthTeeLatePar3ScoringAverage",2006
48,48,"Daniel Chopra",110,3.04,231,76,"TenthTeeLatePar3ScoringAverage",2006
48,48,"Fred Couples",52,3.04,73,24,"TenthTeeLatePar3ScoringAverage",2006
48,48,"Marco Dawson",87,3.04,149,49,"TenthTeeLatePar3ScoringAverage",2006
48,48,"Bill Haas",99,3.04,286,94,"TenthTeeLatePar3ScoringAverage",2006
48,48,"Bernhard Langer",77,3.04,146,48,"TenthTeeLatePar3ScoringAverage",2006
48,48,"Jose Maria Olazabal",62,3.04,73,24,"TenthTeeLatePar3ScoringAverage",2006
