"HangTime_RANKTHISWEEK_2007","HangTime_RANKLASTWEEK_2007","HangTime_PLAYERNAME_2007","HangTime_ROUNDS_2007","HangTime_AVG_2007","HangTime_TOTALACTUALHANGTIME_2007","HangTime_TOTALATTEMPTS_2007","HangTime_LONGESTACTHANGTIME_2007","HangTime_SHORTESTACTHANGTIME_2007","stat_name","year"
34,NA,"Brian Davis",101,6.5,385.1,59,8,4.5,"HangTime",2007
34,NA,"Lucas Glover",98,6.5,339.9,52,7.4,4.8,"HangTime",2007
34,NA,"Tim Herron",98,6.5,405,62,9.2,3.2,"HangTime",2007
34,NA,"Kent Jones",97,6.5,398.1,61,7.5,4.5,"HangTime",2007
34,NA,"Hunter Mahan",91,6.5,306.2,47,7.3,3.6,"HangTime",2007
34,NA,"Joe Ogilvie",102,6.5,441.2,68,7.7,4,"HangTime",2007
34,NA,"Kenny Perry",83,6.5,349,54,7.5,4.4,"HangTime",2007
34,NA,"Ted Purdy",102,6.5,342.5,53,7.7,3.7,"HangTime",2007
34,NA,"Justin Rose",63,6.5,207.3,32,7.1,4.8,"HangTime",2007
34,NA,"Joey Sindelar",75,6.5,310,48,7.2,5.1,"HangTime",2007
34,NA,"Brandt Snedeker",105,6.5,390.9,60,7.4,5,"HangTime",2007
34,NA,"Kevin Sutherland",85,6.5,343.8,53,7.4,4,"HangTime",2007
34,NA,"Kirk Triplett",77,6.5,374.2,58,8.5,3.9,"HangTime",2007
34,NA,"Jaco Van Zyl",51,6.5,200.8,31,7.2,4.1,"HangTime",2007
34,NA,"Johnson Wagner",97,6.5,362.1,56,7.3,3.4,"HangTime",2007
34,NA,"Bubba Watson",80,6.5,180.9,28,8,4.4,"HangTime",2007
34,NA,"Dean Wilson",92,6.5,335.8,52,7.7,3.8,"HangTime",2007
51,NA,"Brian Bateman",55,6.4,199,31,7.6,4.7,"HangTime",2007
51,NA,"Daniel Chopra",106,6.4,423.4,66,7.6,3.4,"HangTime",2007
51,NA,"Stewart Cink",91,6.4,401.4,63,7.6,3.8,"HangTime",2007
51,NA,"John Daly",59,6.4,141.2,22,7.7,4.9,"HangTime",2007
51,NA,"Brendon de Jonge",76,6.4,255.3,40,7.3,5,"HangTime",2007
51,NA,"Jim Furyk",84,6.4,354.7,55,7.4,5,"HangTime",2007
51,NA,"Anders Hansen",55,6.4,192.7,30,7.3,3.7,"HangTime",2007
51,NA,"Bob Heintz",85,6.4,281.2,44,7.6,4.7,"HangTime",2007
51,NA,"Frank Lickliter II",95,6.4,411.6,64,7.4,4.5,"HangTime",2007
51,NA,"Steve Marino",106,6.4,354.7,55,7.4,2.8,"HangTime",2007
51,NA,"Bryce Molder",56,6.4,180.1,28,7.4,3.5,"HangTime",2007
51,NA,"Sean OHair",98,6.4,391.8,61,7.7,5.1,"HangTime",2007
51,NA,"Arron Oberholser",69,6.4,305.2,48,7,4.7,"HangTime",2007
51,NA,"Dicky Pride",71,6.4,273.3,43,8.4,4.6,"HangTime",2007
51,NA,"Tag Ridings",52,6.4,159,25,7.4,3.7,"HangTime",2007
51,NA,"Steve Stricker",81,6.4,352.6,55,7.4,4.9,"HangTime",2007
51,NA,"DJ Trahan",99,6.4,339.8,53,7.5,4.7,"HangTime",2007
51,NA,"Duffy Waldorf",69,6.4,247.8,39,7.1,5.4,"HangTime",2007
51,NA,"Tiger Woods",63,6.4,212.5,33,7.7,4.6,"HangTime",2007
70,NA,"Stuart Appleby",74,6.3,373.8,59,10,4.5,"HangTime",2007
70,NA,"Woody Austin",95,6.3,392.7,62,7.5,4.7,"HangTime",2007
70,NA,"Craig Barlow",52,6.3,158.2,25,7.1,4.8,"HangTime",2007
70,NA,"Rich Beem",89,6.3,357.6,57,7.3,3.7,"HangTime",2007
70,NA,"David Branshaw",83,6.3,333.3,53,7.6,4.9,"HangTime",2007
70,NA,"DJ Brigman",67,6.3,245.8,39,7.3,4.7,"HangTime",2007
70,NA,"Jonathan Byrd",73,6.3,284.1,45,7.6,3.9,"HangTime",2007
70,NA,"Mark Calcavecchia",93,6.3,334.5,53,7.4,4.2,"HangTime",2007
70,NA,"KJ Choi",87,6.3,336.3,53,8.1,4.9,"HangTime",2007
70,NA,"Chris DiMarco",79,6.3,284,45,7.2,3.1,"HangTime",2007
70,NA,"Ernie Els",59,6.3,189,30,7.4,4.7,"HangTime",2007
70,NA,"Robert Gamez",88,6.3,332.1,53,7.4,4.4,"HangTime",2007
70,NA,"Mathew Goggin",97,6.3,385.4,61,7.9,4.3,"HangTime",2007
70,NA,"Retief Goosen",50,6.3,151.5,24,7.3,3.8,"HangTime",2007
70,NA,"Jeff Gove",103,6.3,430.4,68,7.2,3.7,"HangTime",2007
70,NA,"Todd Hamilton",76,6.3,239.8,38,7.6,4.7,"HangTime",2007
70,NA,"Matt Hendrix",63,6.3,233.1,37,7.4,3.8,"HangTime",2007
70,NA,"Mark Hensby",81,6.3,346.5,55,7.1,4.4,"HangTime",2007
70,NA,"Charles Howell III",89,6.3,320.4,51,7.2,4.4,"HangTime",2007
70,NA,"Ryuji Imada",104,6.3,475,75,7.3,3.5,"HangTime",2007
70,NA,"Tom Johnson",74,6.3,275.9,44,7.6,3.5,"HangTime",2007
70,NA,"Stephen Leaney",82,6.3,300.8,48,6.8,4.9,"HangTime",2007
70,NA,"Craig Lile",77,6.3,295.6,47,7.5,1.1,"HangTime",2007
70,NA,"Peter Lonard",85,6.3,322.3,51,7.4,4.9,"HangTime",2007
70,NA,"Billy Mayfair",98,6.3,409.8,65,7.2,4.9,"HangTime",2007
70,NA,"John Merrick",92,6.3,332.1,53,7.3,5.1,"HangTime",2007
70,NA,"Shaun Micheel",91,6.3,253.3,40,7.3,4.7,"HangTime",2007
70,NA,"Jose Maria Olazabal",52,6.3,162.7,26,8.2,4.1,"HangTime",2007
70,NA,"Ryan Palmer",91,6.3,310.4,49,7.4,2.9,"HangTime",2007
70,NA,"Jesper Parnevik",88,6.3,351.9,56,7.5,2.1,"HangTime",2007
70,NA,"Jason Schultz",63,6.3,182.6,29,7.2,4.8,"HangTime",2007
70,NA,"Adam Scott",69,6.3,284.9,45,7.4,4.4,"HangTime",2007
70,NA,"Heath Slocum",101,6.3,450,71,7.1,4.6,"HangTime",2007
70,NA,"Vaughn Taylor",91,6.3,344.5,55,7.2,5.2,"HangTime",2007
70,NA,"David Toms",80,6.3,327.9,52,7.2,4.9,"HangTime",2007
70,NA,"Bo Van Pelt",104,6.3,404.5,64,7.4,3.7,"HangTime",2007
70,NA,"Brett Wetterich",88,6.3,300.6,48,8.6,5,"HangTime",2007
70,NA,"Mark Wilson",87,6.3,391.3,62,7.4,5,"HangTime",2007
108,NA,"Tommy Armour III",81,6.2,338.3,55,7.2,4.9,"HangTime",2007
108,NA,"Ryan Armour",107,6.2,430.8,69,7.4,4.2,"HangTime",2007
108,NA,"Eric Axley",107,6.2,394.3,64,7.7,2.9,"HangTime",2007
108,NA,"Aaron Baddeley",83,6.2,243.5,39,7.2,4.8,"HangTime",2007
108,NA,"Briny Baird",115,6.2,455.5,73,7.2,4.4,"HangTime",2007
108,NA,"Rich Barcelo",80,6.2,271.1,44,7.2,3.8,"HangTime",2007
108,NA,"Cameron Beckman",96,6.2,329.1,53,7,5,"HangTime",2007
108,NA,"Mark Brooks",53,6.2,167.6,27,6.9,4.3,"HangTime",2007
108,NA,"Marco Dawson",73,6.2,236.7,38,7.4,3.5,"HangTime",2007
108,NA,"Fred Funk",65,6.2,246.4,40,6.9,5.1,"HangTime",2007
108,NA,"JJ Henry",86,6.2,289.3,47,7,4.3,"HangTime",2007
108,NA,"Tripp Isenhour",86,6.2,305.7,49,7.3,3.7,"HangTime",2007
108,NA,"Lee Janzen",66,6.2,224.7,36,7.3,4.5,"HangTime",2007
108,NA,"Zach Johnson",76,6.2,336.6,54,7.5,4.5,"HangTime",2007
108,NA,"Cliff Kresge",107,6.2,433.1,70,7.7,4.2,"HangTime",2007
108,NA,"Jeff Maggert",79,6.2,328.9,53,7.4,4.7,"HangTime",2007
108,NA,"George McNeill",95,6.2,318.6,51,7.2,1.8,"HangTime",2007
108,NA,"Ryan Moore",92,6.2,367.5,59,8.1,4.2,"HangTime",2007
108,NA,"Rod Pampling",92,6.2,352,57,7.3,4.6,"HangTime",2007
108,NA,"Tom Pernice Jr",104,6.2,361.3,58,7,5,"HangTime",2007
108,NA,"Carl Pettersson",111,6.2,462.8,75,7.6,4.4,"HangTime",2007
108,NA,"Michael Putnam",96,6.2,280.6,45,7.6,2.5,"HangTime",2007
108,NA,"Jeff Quinney",95,6.2,360.8,58,7.6,3.5,"HangTime",2007
108,NA,"Kyle Reifers",71,6.2,160.9,26,7.2,5.1,"HangTime",2007
108,NA,"Jim Rutledge",59,6.2,149.7,24,7.6,3.7,"HangTime",2007
133,NA,"Steve Allan",63,6.1,220.4,36,7.1,4.5,"HangTime",2007
133,NA,"Jeff Brehaut",59,6.1,220.9,36,7.6,3.4,"HangTime",2007
133,NA,"Chad Campbell",96,6.1,342.6,56,7.5,3.6,"HangTime",2007
133,NA,"Tim Clark",66,6.1,303.9,50,7.1,4.4,"HangTime",2007
133,NA,"Glen Day",85,6.1,318.4,52,6.9,3.6,"HangTime",2007
133,NA,"Sergio Garcia",68,6.1,250.1,41,7.7,2.2,"HangTime",2007
133,NA,"Brian Gay",107,6.1,424.4,70,6.9,4,"HangTime",2007
133,NA,"Mathias Gronberg",95,6.1,352.2,58,7.3,3.1,"HangTime",2007
133,NA,"JP Hayes",89,6.1,337.6,55,7.3,3.7,"HangTime",2007
133,NA,"Trevor Immelman",74,6.1,225.2,37,7.2,5.1,"HangTime",2007
133,NA,"Richard Johnson",93,6.1,275.3,45,7.6,4.3,"HangTime",2007
133,NA,"Jerry Kelly",101,6.1,379.1,62,7.1,4.2,"HangTime",2007
133,NA,"Doug LaBelle II",104,6.1,380.6,62,7.3,3.8,"HangTime",2007
133,NA,"Tom Lehman",62,6.1,231.1,38,7,4.6,"HangTime",2007
133,NA,"Jarrod Lyle",77,6.1,287.9,47,6.9,4.6,"HangTime",2007
133,NA,"John Mallinger",96,6.1,372.8,61,7.1,4.6,"HangTime",2007
133,NA,"Phil Mickelson",73,6.1,189.3,31,7.7,4.1,"HangTime",2007
133,NA,"Jeff Overton",60,6.1,213.3,35,7.5,4.4,"HangTime",2007
133,NA,"Ian Poulter",63,6.1,196.3,32,7.5,4.1,"HangTime",2007
133,NA,"Rory Sabbatini",81,6.1,263.9,43,7.2,3.8,"HangTime",2007
133,NA,"Michael Sim",52,6.1,194.8,32,7.3,2.6,"HangTime",2007
133,NA,"Chris Stroud",66,6.1,220.7,36,7.4,3.7,"HangTime",2007
133,NA,"Chris Tidland",59,6.1,255.9,42,7.5,2.3,"HangTime",2007
133,NA,"Scott Verplank",82,6.1,305,50,7.2,4.3,"HangTime",2007
133,NA,"Steve Wheatcroft",73,6.1,226.9,37,7.1,3.7,"HangTime",2007
133,NA,"Jay Williamson",50,6.1,165,27,7,4.1,"HangTime",2007
159,NA,"Craig Bowden",78,6,303.5,51,6.9,3.9,"HangTime",2007
159,NA,"Jose Coceres",50,6,226.4,38,7,4.2,"HangTime",2007
159,NA,"Gavin Coles",87,6,292.2,49,7.1,3.8,"HangTime",2007
159,NA,"Ben Curtis",80,6,303.8,51,7,3.3,"HangTime",2007
159,NA,"Jason Dufner",100,6,300.2,50,7.2,4.3,"HangTime",2007
159,NA,"Steve Flesch",100,6,328.2,55,7,3.5,"HangTime",2007
159,NA,"Paul Goydos",60,6,241.5,40,7.7,4.5,"HangTime",2007
159,NA,"Justin Leonard",95,6,384.5,64,7.3,3.1,"HangTime",2007
159,NA,"Daisuke Maruyama",86,6,315.7,53,7.1,4.5,"HangTime",2007
159,NA,"Nick OHern",72,6,269.8,45,7,3.9,"HangTime",2007
159,NA,"Greg Owen",81,6,235.9,39,7.2,4.1,"HangTime",2007
159,NA,"Jeff Sluman",60,6,174.8,29,7,5.4,"HangTime",2007
159,NA,"Bob Tway",103,6,360.8,60,7.2,3,"HangTime",2007
159,NA,"Boo Weekley",101,6,277.3,46,7.1,4.4,"HangTime",2007
159,NA,"Charlie Wi",90,6,346.2,58,7.4,2.1,"HangTime",2007
174,NA,"Stephen Ames",81,5.9,235.6,40,8.2,4.1,"HangTime",2007
174,NA,"Michael Boyd",61,5.9,207.1,35,6.8,4.4,"HangTime",2007
174,NA,"Bubba Dickerson",51,5.9,154.6,26,6.9,4,"HangTime",2007
174,NA,"Joe Durant",88,5.9,309.1,52,7.1,3.9,"HangTime",2007
174,NA,"Steve Elkington",87,5.9,267.7,45,6.8,4.7,"HangTime",2007
174,NA,"Nathan Green",103,5.9,380.3,64,7,4,"HangTime",2007
174,NA,"Freddie Jacobson",70,5.9,255.8,43,7,4.5,"HangTime",2007
174,NA,"Steve Lowery",74,5.9,282,48,6.9,2.6,"HangTime",2007
174,NA,"Shigeki Maruyama",84,5.9,320.6,54,7.1,3.5,"HangTime",2007
174,NA,"Parker McLachlin",83,5.9,255,43,7.4,2.4,"HangTime",2007
174,NA,"Kevin Na",84,5.9,308.7,52,6.8,4.3,"HangTime",2007
174,NA,"Tim Petrovic",106,5.9,331.1,56,6.8,2.4,"HangTime",2007
174,NA,"Chris Riley",59,5.9,182.8,31,6.9,4.9,"HangTime",2007
174,NA,"Mike Weir",82,5.9,272.8,46,8.9,3.6,"HangTime",2007
188,NA,"Bart Bryant",87,5.8,311,54,6.9,3.8,"HangTime",2007
188,NA,"Tom Byrum",50,5.8,175.5,30,6.5,3.7,"HangTime",2007
188,NA,"Ken Duke",112,5.8,285.4,49,7,3.8,"HangTime",2007
188,NA,"Bob Estes",88,5.8,343.2,59,7.3,3.4,"HangTime",2007
188,NA,"Paul Gow",70,5.8,238.5,41,6.9,3.5,"HangTime",2007
188,NA,"Matt Kuchar",85,5.8,271.1,47,7,3,"HangTime",2007
194,NA,"Michael Allen",74,5.7,232.7,41,6.7,3.9,"HangTime",2007
194,NA,"Craig Kanada",109,5.7,384.8,67,6.7,2.7,"HangTime",2007
196,NA,"Corey Pavin",81,5.6,258.2,46,6.8,3.3,"HangTime",2007
