"PresidentsCupInternational_RANKTHISWEEK_2011","PresidentsCupInternational_RANKLASTWEEK_2011","PresidentsCupInternational_PLAYERNAME_2011","PresidentsCupInternational_EVENTS_2011","PresidentsCupInternational_AVGPOINTS_2011","PresidentsCupInternational_TOTALPOINTS_2011","PresidentsCupInternational_POINTSLOST_2011","PresidentsCupInternational_POINTSGAINED_2011","stat_name","year"
1,1,"Jason Day",44,6,263.93,-80.86,217.25,"PresidentsCupInternational",2011
2,2,"Adam Scott",49,5.62,275.55,-107.34,196.9,"PresidentsCupInternational",2011
3,3,"Charl Schwartzel",54,4.99,269.19,-131.58,219.28,"PresidentsCupInternational",2011
4,4,"KJ Choi",53,4.53,239.89,-92.95,193.28,"PresidentsCupInternational",2011
5,5,"KT Kim",54,3.73,201.2,-92.7,112.31,"PresidentsCupInternational",2011
6,6,"Retief Goosen",54,3.26,176.23,-157.19,78.32,"PresidentsCupInternational",2011
7,7,"Geoff Ogilvy",51,3.18,162.27,-110.79,92.39,"PresidentsCupInternational",2011
8,8,"Ernie Els",54,3.14,169.42,-185.19,46.74,"PresidentsCupInternational",2011
9,9,"YE Yang",54,3.11,167.8,-122.45,130.45,"PresidentsCupInternational",2011
10,10,"Ryo Ishikawa",54,2.94,158.87,-108.05,93.4,"PresidentsCupInternational",2011
11,11,"Louis Oosthuizen",53,2.73,144.87,-111.49,58.78,"PresidentsCupInternational",2011
12,12,"Tim Clark",40,2.57,102.68,-113.51,28.13,"PresidentsCupInternational",2011
13,13,"Robert Allenby",54,2.56,138.2,-141.83,75.16,"PresidentsCupInternational",2011
14,14,"Aaron Baddeley",54,2.55,137.95,-41.46,144.56,"PresidentsCupInternational",2011
15,15,"Vijay Singh",49,2.54,124.47,-59.32,110.25,"PresidentsCupInternational",2011
16,16,"Rory Sabbatini",54,2.47,133.15,-72.59,122.08,"PresidentsCupInternational",2011
17,17,"John Senden",54,2.44,132.02,-65.05,101.36,"PresidentsCupInternational",2011
18,18,"Yuta Ikeda",54,2.22,120.01,-92.59,51.6,"PresidentsCupInternational",2011
19,19,"Camilo Villegas",54,2.18,117.96,-102.86,57.84,"PresidentsCupInternational",2011
20,20,"Richard Green",45,2.11,95.03,-52.9,43.96,"PresidentsCupInternational",2011
21,21,"Sangmoon Bae",40,2.02,80.69,-29.45,64.5,"PresidentsCupInternational",2011
22,22,"Brendan Jones",40,1.91,76.54,-50.29,33.49,"PresidentsCupInternational",2011
23,23,"Hiroyuki Fujita",54,1.88,101.48,-80.15,34.83,"PresidentsCupInternational",2011
24,24,"George Coetzee",52,1.67,86.66,-17.87,82.65,"PresidentsCupInternational",2011
25,25,"Tetsuji Hiratsuka",54,1.66,89.67,-63.15,36.74,"PresidentsCupInternational",2011
26,26,"Brendon de Jonge",54,1.65,89.27,-48.27,55.09,"PresidentsCupInternational",2011
27,27,"Angel Cabrera",40,1.61,64.22,-78.74,41.02,"PresidentsCupInternational",2011
28,28,"Andres Romero",46,1.58,72.49,-28.76,57.16,"PresidentsCupInternational",2011
29,29,"Thomas Aiken",54,1.57,84.99,-50.82,66.21,"PresidentsCupInternational",2011
30,30,"Jhonattan Vegas",52,1.54,80.23,-34.39,74.25,"PresidentsCupInternational",2011
31,31,"Seung Yul Noh",53,1.53,81.33,-48.43,37.75,"PresidentsCupInternational",2011
32,32,"Charlie Wi",53,1.36,72.3,-42.66,45.99,"PresidentsCupInternational",2011
33,33,"Thongchai Jaidee",54,1.35,73.16,-72.37,29.81,"PresidentsCupInternational",2011
34,34,"Koumei Oda",53,1.32,70.06,-48.32,44.39,"PresidentsCupInternational",2011
35,35,"Stuart Appleby",54,1.32,71.3,-59.49,26.93,"PresidentsCupInternational",2011
36,36,"Jaco Van Zyl",40,1.32,52.66,-14.7,45.79,"PresidentsCupInternational",2011
37,37,"Marc Leishman",54,1.3,70.04,-62.96,49.79,"PresidentsCupInternational",2011
38,38,"Toru Taniguchi",48,1.29,61.98,-51.9,16.04,"PresidentsCupInternational",2011
39,39,"Trevor Immelman",42,1.28,53.74,-17.65,44.79,"PresidentsCupInternational",2011
40,40,"Tomohiro Kondo",49,1.26,61.87,-29.1,53.29,"PresidentsCupInternational",2011
41,41,"Shingo Katayama",46,1.25,57.27,-43.08,34.24,"PresidentsCupInternational",2011
42,42,"Do Hoon Kim",40,1.24,49.66,-20.74,17.59,"PresidentsCupInternational",2011
43,43,"Kurt Barnes",40,1.22,48.75,-6.7,45.24,"PresidentsCupInternational",2011
44,44,"Siddikur Rahman",40,1.21,48.53,-17.3,31.77,"PresidentsCupInternational",2011
45,45,"Michio Matsumura",54,1.18,63.56,-38.77,15.51,"PresidentsCupInternational",2011
46,46,"Jbe Kruger",51,1.14,58.15,-32.03,34.6,"PresidentsCupInternational",2011
47,47,"James Kingston",52,1.12,58.41,-49.65,49.79,"PresidentsCupInternational",2011
48,48,"Kiradech Aphibarnrat",54,1.08,58.29,-33.48,35.97,"PresidentsCupInternational",2011
49,49,"Shunsuke Sonoda",43,1.04,44.7,-29.12,10.79,"PresidentsCupInternational",2011
50,50,"Marcus Fraser",48,1.04,49.84,-37.34,24.21,"PresidentsCupInternational",2011
51,51,"Ryuji Imada",54,1.03,55.56,-30.93,37.38,"PresidentsCupInternational",2011
52,52,"Prayad Marksaeng",54,1.03,55.56,-28.69,38.13,"PresidentsCupInternational",2011
53,53,"Mathew Goggin",50,0.98,49.2,-29.14,45.49,"PresidentsCupInternational",2011
54,54,"Cho Minjun",40,0.97,38.76,-10.35,26.96,"PresidentsCupInternational",2011
55,55,"Tadahiro Takayama",50,0.96,47.97,-26.62,27.62,"PresidentsCupInternational",2011
56,56,"Matt Jones",53,0.95,50.46,-34,23.39,"PresidentsCupInternational",2011
57,57,"Brett Rumford",51,0.94,48.03,-41.29,17.85,"PresidentsCupInternational",2011
58,58,"Greg Chalmers",54,0.94,50.54,-44.1,31.99,"PresidentsCupInternational",2011
59,59,"Arjun Atwal",53,0.92,48.94,-25.06,22.33,"PresidentsCupInternational",2011
60,60,"Jay Choi",40,0.92,36.62,-14.57,16.86,"PresidentsCupInternational",2011
61,61,"Nick OHern",44,0.91,40.05,-31.51,28.39,"PresidentsCupInternational",2011
62,62,"Daisuke Maruyama",54,0.91,49.07,-40.43,26.28,"PresidentsCupInternational",2011
63,63,"DH Lee",40,0.9,36.18,-0.34,36.52,"PresidentsCupInternational",2011
64,64,"WC Liang",49,0.89,43.62,-55.66,4.88,"PresidentsCupInternational",2011
65,65,"Jeev Milkha Singh",54,0.89,48.06,-40.17,29.44,"PresidentsCupInternational",2011
66,66,"Mark Tullo",47,0.89,41.72,-17.63,23.22,"PresidentsCupInternational",2011
67,67,"Thaworn Wiratchant",49,0.88,43.2,-29.39,18.35,"PresidentsCupInternational",2011
68,68,"Hennie Otto",54,0.86,46.7,-25.7,38.84,"PresidentsCupInternational",2011
69,69,"Katsumasa Miyamoto",54,0.86,46.66,-39.57,8.56,"PresidentsCupInternational",2011
70,70,"Hiroo Kawai",47,0.85,39.98,-11.09,33.33,"PresidentsCupInternational",2011
71,71,"Daniel Gaunt",40,0.84,33.74,-18.38,8.39,"PresidentsCupInternational",2011
72,72,"Adam Hadwin",40,0.81,32.45,-6.94,26.77,"PresidentsCupInternational",2011
73,73,"Felipe Aguilar",54,0.8,43.23,-16.97,38.99,"PresidentsCupInternational",2011
74,74,"Andre Stolz",40,0.77,30.74,-8.15,19.28,"PresidentsCupInternational",2011
75,75,"Mardan Mamat",49,0.75,36.63,-18.88,19.85,"PresidentsCupInternational",2011
76,76,"Stephen Ames",44,0.75,32.82,-45.74,18.31,"PresidentsCupInternational",2011
77,77,"Ricardo Gonzalez",44,0.74,32.67,-25.45,32.01,"PresidentsCupInternational",2011
78,78,"Jaebum Park",40,0.74,29.67,-9.17,20.07,"PresidentsCupInternational",2011
79,79,"Toshinori Muto",48,0.74,35.58,-18.24,27.68,"PresidentsCupInternational",2011
80,80,"Kim Hyung Tae",48,0.73,35.05,-13.42,22.97,"PresidentsCupInternational",2011
81,81,"Fabrizio Zanotti",53,0.72,38.19,-24.84,20.51,"PresidentsCupInternational",2011
82,82,"Branden Grace",54,0.72,38.7,-16.72,34.1,"PresidentsCupInternational",2011
83,83,"Takashi Kanemoto",51,0.71,36.26,-30.75,6.29,"PresidentsCupInternational",2011
84,84,"Pariya Junhasavasdikul",40,0.69,27.72,-17.46,5.31,"PresidentsCupInternational",2011
85,85,"Danny Lee",51,0.69,35.28,-14.27,35.42,"PresidentsCupInternational",2011
86,86,"Sung Kang",40,0.67,26.92,-7.53,23.76,"PresidentsCupInternational",2011
87,87,"Junggon Hwang",40,0.67,26.86,-0.18,27.04,"PresidentsCupInternational",2011
88,88,"David Hearn",52,0.65,33.65,-13.55,23.63,"PresidentsCupInternational",2011
89,89,"Matthew Zions",49,0.63,30.91,-10.62,23.74,"PresidentsCupInternational",2011
90,90,"Steve Elkington",40,0.62,24.8,-21.69,6.59,"PresidentsCupInternational",2011
91,91,"Gaganjeet Bhullar",40,0.6,23.81,-27.57,18.13,"PresidentsCupInternational",2011
92,92,"Tano Goya",54,0.59,32.05,-20.47,23.69,"PresidentsCupInternational",2011
93,93,"Benjamin Alvarado",40,0.59,23.65,-3.23,25.5,"PresidentsCupInternational",2011
94,94,"Steven Bowditch",54,0.59,31.86,-15.06,18.33,"PresidentsCupInternational",2011
95,95,"Daehyun Kim",40,0.59,23.47,-15.73,15.99,"PresidentsCupInternational",2011
96,96,"Chan Yihshin",40,0.59,23.46,-13.37,15.58,"PresidentsCupInternational",2011
97,97,"Garth Mulroy",51,0.58,29.78,-15.26,32.1,"PresidentsCupInternational",2011
98,98,"Anirban Lahiri",40,0.58,23.24,-11.41,18.97,"PresidentsCupInternational",2011
99,99,"SK Ho",47,0.58,27.26,-12.16,16.41,"PresidentsCupInternational",2011
100,100,"Michael Sim",47,0.58,27.08,-53.26,NA,"PresidentsCupInternational",2011
101,101,"Park Sangeon",40,0.57,22.81,-2.6,24.2,"PresidentsCupInternational",2011
102,102,"Shigeki Maruyama",54,0.57,30.74,-37.73,8.16,"PresidentsCupInternational",2011
103,103,"Nobuhiro Masuda",47,0.57,26.67,-11.42,19.81,"PresidentsCupInternational",2011
104,104,"Rod Pampling",51,0.56,28.7,-24.86,23.61,"PresidentsCupInternational",2011
105,105,"Alistair Presnell",54,0.55,29.74,-22.82,8.35,"PresidentsCupInternational",2011
106,106,"SSP Chawrasia",53,0.54,28.76,-12.66,25.94,"PresidentsCupInternational",2011
107,107,"Chawalit Plaphol",46,0.54,24.96,-3.17,22.34,"PresidentsCupInternational",2011
108,108,"Mamo Osanai",40,0.53,21.38,-11.32,8.23,"PresidentsCupInternational",2011
109,109,"Brad Kennedy",40,0.53,21.38,-4.49,17.17,"PresidentsCupInternational",2011
110,110,"Bio Kim",40,0.53,21.06,-6.11,17.03,"PresidentsCupInternational",2011
111,111,"Masanori Kobayashi",40,0.53,21.02,-2.9,21.95,"PresidentsCupInternational",2011
112,112,"Kenichi Kuboya",54,0.51,27.66,-38.74,10.12,"PresidentsCupInternational",2011
113,113,"James Nitties",54,0.51,27.65,-19.58,19.71,"PresidentsCupInternational",2011
114,114,"Kyung Nam Kang",40,0.51,20.35,-10.09,9.16,"PresidentsCupInternational",2011
115,115,"Kunihiro Kamii",50,0.51,25.41,-16.53,11.47,"PresidentsCupInternational",2011
116,116,"Jose de Jesus Rodriguez",40,0.51,20.27,-4.99,17.21,"PresidentsCupInternational",2011
117,117,"Azuma Yano",53,0.51,26.82,-24.51,14.35,"PresidentsCupInternational",2011
118,118,"Keith Horne",52,0.51,26.3,-19.37,17.31,"PresidentsCupInternational",2011
119,119,"Hyung Sung Kim",50,0.5,24.89,-18.06,13.36,"PresidentsCupInternational",2011
120,120,"Ryuichi Oda",53,0.49,26.19,-36.04,6.66,"PresidentsCupInternational",2011
121,121,"Peter Karmis",40,0.49,19.66,-10.58,7.1,"PresidentsCupInternational",2011
122,122,"Shiv Kapur",54,0.48,26.18,-26.7,18.16,"PresidentsCupInternational",2011
123,123,"Choi Hosung",40,0.48,19.23,-4.08,16.36,"PresidentsCupInternational",2011
124,124,"Joong Kyung Mo",40,0.48,19.12,-4.01,13.45,"PresidentsCupInternational",2011
125,125,"Peter Senior",40,0.47,18.86,-9.37,NA,"PresidentsCupInternational",2011
126,126,"Marcus Both",45,0.47,21.15,-19.26,9.8,"PresidentsCupInternational",2011
127,127,"Tjaart van der Walt",44,0.47,20.56,-11.33,15.77,"PresidentsCupInternational",2011
128,128,"Tetsuya Haraguchi",51,0.46,23.64,-17.17,9.6,"PresidentsCupInternational",2011
129,129,"Hideto Tanihara",54,0.46,25.01,-27.68,5.71,"PresidentsCupInternational",2011
130,130,"Masatsugo Morofuji",40,0.46,18.43,0,18.43,"PresidentsCupInternational",2011
131,131,"Adilson da Silva",40,0.46,18.43,-8.56,14.75,"PresidentsCupInternational",2011
132,132,"Yoshikazu Haku",40,0.46,18.34,-5.54,11.6,"PresidentsCupInternational",2011
133,133,"I J Jang",46,0.45,20.87,-9.75,13.61,"PresidentsCupInternational",2011
134,134,"SS Hong",40,0.44,17.74,-1.16,18.9,"PresidentsCupInternational",2011
135,135,"Scott Strange",49,0.44,21.49,-27.41,19.64,"PresidentsCupInternational",2011
136,136,"Aron Price",49,0.43,21.27,-12.68,11.4,"PresidentsCupInternational",2011
137,137,"Matt McQuillan",40,0.43,17.31,-1.09,16.62,"PresidentsCupInternational",2011
138,138,"Paul Sheehan",52,0.43,22.49,-11.7,11.92,"PresidentsCupInternational",2011
139,139,"Andrew Dodt",51,0.43,21.74,-26.86,5.33,"PresidentsCupInternational",2011
140,140,"Himmat Rai",40,0.42,16.78,-3.48,16.38,"PresidentsCupInternational",2011
141,141,"Scott Hend",54,0.41,22.1,-18.78,6.48,"PresidentsCupInternational",2011
142,142,"Kaname Yokoo",52,0.41,21.25,-22.51,13.64,"PresidentsCupInternational",2011
143,143,"Kodai Ichihara",54,0.41,21.99,-12.96,13.72,"PresidentsCupInternational",2011
144,144,"Justin Walters",40,0.4,16.17,-2.27,17.36,"PresidentsCupInternational",2011
145,145,"Cameron Percy",51,0.4,20.43,-24.09,7.79,"PresidentsCupInternational",2011
146,146,"Mitsuhiro Tateyama",46,0.4,18.3,-14.13,8.82,"PresidentsCupInternational",2011
147,147,"Warren Abery",40,0.4,15.81,-8.28,6.73,"PresidentsCupInternational",2011
148,148,"Chinnarat Phadungsil",40,0.39,15.76,-12.94,9.77,"PresidentsCupInternational",2011
149,149,"Michiel Bothma",50,0.39,19.57,-14.02,14.76,"PresidentsCupInternational",2011
150,150,"Graham DeLaet",40,0.39,15.65,-23.27,NA,"PresidentsCupInternational",2011
151,151,"Hiroshi Iwata",51,0.39,19.85,-16.36,6.87,"PresidentsCupInternational",2011
152,152,"Fabian Gomez",53,0.39,20.59,-19.53,9.6,"PresidentsCupInternational",2011
153,153,"Rafael Echenique",54,0.38,20.6,-20.99,10.52,"PresidentsCupInternational",2011
154,154,"Jarrod Lyle",54,0.38,20.31,-16.22,10.18,"PresidentsCupInternational",2011
155,155,"Masaya Tomida",53,0.37,19.84,-22.46,3.4,"PresidentsCupInternational",2011
156,156,"Gavin Coles",46,0.37,17.18,-9.85,10.82,"PresidentsCupInternational",2011
157,157,"Namchoak Tantipokakul",40,0.37,14.93,-7.83,2.1,"PresidentsCupInternational",2011
