"Back9Par3ScoringAverage_RANKTHISWEEK_2007","Back9Par3ScoringAverage_RANKLASTWEEK_2007","Back9Par3ScoringAverage_PLAYERNAME_2007","Back9Par3ScoringAverage_ROUNDS_2007","Back9Par3ScoringAverage_AVG_2007","Back9Par3ScoringAverage_TOTALSTROKES_2007","Back9Par3ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Justin Rose",63,2.92,348,119,"Back9Par3ScoringAverage",2007
2,2,"Padraig Harrington",64,2.98,373,125,"Back9Par3ScoringAverage",2007
3,3,"Jonathan Byrd",73,2.99,451,151,"Back9Par3ScoringAverage",2007
3,3,"Steve Elkington",87,2.99,532,178,"Back9Par3ScoringAverage",2007
3,3,"Sergio Garcia",68,2.99,406,136,"Back9Par3ScoringAverage",2007
3,3,"Kenny Perry",83,2.99,512,171,"Back9Par3ScoringAverage",2007
3,3,"Scott Verplank",82,2.99,487,163,"Back9Par3ScoringAverage",2007
8,8,"Michael Allen",74,3,447,149,"Back9Par3ScoringAverage",2007
8,8,"Daniel Chopra",106,3,655,218,"Back9Par3ScoringAverage",2007
8,8,"Arron Oberholser",69,3,417,139,"Back9Par3ScoringAverage",2007
8,8,"Henrik Stenson",52,3,276,92,"Back9Par3ScoringAverage",2007
8,8,"Boo Weekley",101,3,619,206,"Back9Par3ScoringAverage",2007
13,13,"Tommy Armour III",81,3.01,493,164,"Back9Par3ScoringAverage",2007
13,13,"Stewart Cink",91,3.01,530,176,"Back9Par3ScoringAverage",2007
13,13,"Tim Clark",66,3.01,385,128,"Back9Par3ScoringAverage",2007
13,13,"Jeff Quinney",95,3.01,587,195,"Back9Par3ScoringAverage",2007
13,13,"Camilo Villegas",82,3.01,509,169,"Back9Par3ScoringAverage",2007
18,18,"Michael Boyd",61,3.02,371,123,"Back9Par3ScoringAverage",2007
18,18,"Bart Bryant",87,3.02,535,177,"Back9Par3ScoringAverage",2007
18,18,"Jose Coceres",50,3.02,305,101,"Back9Par3ScoringAverage",2007
18,18,"John Daly",59,3.02,362,120,"Back9Par3ScoringAverage",2007
18,18,"Craig Kanada",109,3.02,671,222,"Back9Par3ScoringAverage",2007
18,18,"Stephen Leaney",82,3.02,511,169,"Back9Par3ScoringAverage",2007
18,18,"Tom Lehman",62,3.02,390,129,"Back9Par3ScoringAverage",2007
18,18,"Kevin Na",84,3.02,517,171,"Back9Par3ScoringAverage",2007
18,18,"Dean Wilson",92,3.02,561,186,"Back9Par3ScoringAverage",2007
27,27,"Jason Dufner",100,3.03,618,204,"Back9Par3ScoringAverage",2007
27,27,"Ernie Els",59,3.03,351,116,"Back9Par3ScoringAverage",2007
27,27,"Jim Furyk",84,3.03,488,161,"Back9Par3ScoringAverage",2007
27,27,"John Merrick",92,3.03,566,187,"Back9Par3ScoringAverage",2007
27,27,"Ian Poulter",63,3.03,367,121,"Back9Par3ScoringAverage",2007
27,27,"Tiger Woods",63,3.03,364,120,"Back9Par3ScoringAverage",2007
33,33,"Ryuji Imada",104,3.04,642,211,"Back9Par3ScoringAverage",2007
33,33,"Frank Lickliter II",95,3.04,593,195,"Back9Par3ScoringAverage",2007
33,33,"Will Ma Kenzie",100,3.04,612,201,"Back9Par3ScoringAverage",2007
33,33,"Michael Putnam",96,3.04,599,197,"Back9Par3ScoringAverage",2007
33,33,"Tag Ridings",52,3.04,319,105,"Back9Par3ScoringAverage",2007
