"ConsecutiveFairwaysHit_RANKTHISWEEK_2010","ConsecutiveFairwaysHit_RANKLASTWEEK_2010","ConsecutiveFairwaysHit_PLAYERNAME_2010","ConsecutiveFairwaysHit_EVENTS_2010","ConsecutiveFairwaysHit_BESTSTREAK_2010","ConsecutiveFairwaysHit_CURRENTSTREAK_2010","stat_name","year"
25,25,"Michael Sim",20,23,3,"ConsecutiveFairwaysHit",2010
29,29,"Jason Dufner",25,22,NA,"ConsecutiveFairwaysHit",2010
29,29,"Jerry Kelly",29,22,NA,"ConsecutiveFairwaysHit",2010
29,29,"Skip Kendall",18,22,NA,"ConsecutiveFairwaysHit",2010
29,29,"Corey Pavin",8,22,NA,"ConsecutiveFairwaysHit",2010
29,29,"David Toms",25,22,NA,"ConsecutiveFairwaysHit",2010
29,29,"Jay Williamson",24,22,1,"ConsecutiveFairwaysHit",2010
35,35,"Tim Clark",24,21,NA,"ConsecutiveFairwaysHit",2010
35,35,"Bill Haas",25,21,NA,"ConsecutiveFairwaysHit",2010
35,35,"Justin Leonard",27,21,1,"ConsecutiveFairwaysHit",2010
35,35,"Matteo Manassero",1,21,1,"ConsecutiveFairwaysHit",2010
35,35,"Chez Reavie",15,21,NA,"ConsecutiveFairwaysHit",2010
35,35,"Omar Uresti",27,21,1,"ConsecutiveFairwaysHit",2010
35,35,"Steve Wheatcroft",27,21,2,"ConsecutiveFairwaysHit",2010
42,42,"Alex Cejka",28,20,NA,"ConsecutiveFairwaysHit",2010
42,42,"Ben Curtis",24,20,1,"ConsecutiveFairwaysHit",2010
42,42,"Tom Gillis",27,20,1,"ConsecutiveFairwaysHit",2010
42,42,"Cliff Kresge",17,20,NA,"ConsecutiveFairwaysHit",2010
42,42,"Billy Mayfair",26,20,4,"ConsecutiveFairwaysHit",2010
42,42,"Kevin Na",26,20,2,"ConsecutiveFairwaysHit",2010
42,42,"Pat Perez",27,20,1,"ConsecutiveFairwaysHit",2010
42,42,"Carl Pettersson",29,20,NA,"ConsecutiveFairwaysHit",2010
42,42,"Chris Riley",24,20,2,"ConsecutiveFairwaysHit",2010
42,42,"YE Yang",21,20,NA,"ConsecutiveFairwaysHit",2010
52,52,"Robert Allenby",22,19,NA,"ConsecutiveFairwaysHit",2010
52,52,"Briny Baird",28,19,NA,"ConsecutiveFairwaysHit",2010
52,52,"Jim Furyk",21,19,5,"ConsecutiveFairwaysHit",2010
52,52,"Greg Kraft",22,19,5,"ConsecutiveFairwaysHit",2010
52,52,"Blaine McCallister",1,19,19,"ConsecutiveFairwaysHit",2010
52,52,"Adam Scott",20,19,NA,"ConsecutiveFairwaysHit",2010
52,52,"Chris Tidland",24,19,7,"ConsecutiveFairwaysHit",2010
52,52,"Dean Wilson",18,19,7,"ConsecutiveFairwaysHit",2010
60,60,"Arjun Atwal",13,18,NA,"ConsecutiveFairwaysHit",2010
60,60,"Chris Baryla",7,18,2,"ConsecutiveFairwaysHit",2010
60,60,"Cameron Beckman",25,18,NA,"ConsecutiveFairwaysHit",2010
60,60,"Justin Bolli",23,18,NA,"ConsecutiveFairwaysHit",2010
60,60,"Ben Crane",24,18,2,"ConsecutiveFairwaysHit",2010
60,60,"Brian Davis",32,18,2,"ConsecutiveFairwaysHit",2010
60,60,"Brent Delahoussaye",21,18,1,"ConsecutiveFairwaysHit",2010
60,60,"Luke Donald",20,18,NA,"ConsecutiveFairwaysHit",2010
60,60,"Rickie Fowler",28,18,2,"ConsecutiveFairwaysHit",2010
60,60,"Fred Funk",6,18,3,"ConsecutiveFairwaysHit",2010
60,60,"Paul Goydos",25,18,2,"ConsecutiveFairwaysHit",2010
60,60,"Freddie Jacobson",24,18,NA,"ConsecutiveFairwaysHit",2010
60,60,"Tom Lehman",9,18,3,"ConsecutiveFairwaysHit",2010
60,60,"Michael Letzig",27,18,NA,"ConsecutiveFairwaysHit",2010
60,60,"Steve Lowery",25,18,2,"ConsecutiveFairwaysHit",2010
60,60,"Hunter Mahan",25,18,1,"ConsecutiveFairwaysHit",2010
60,60,"Francesco Molinari",8,18,5,"ConsecutiveFairwaysHit",2010
60,60,"Tim Petrovic",32,18,1,"ConsecutiveFairwaysHit",2010
60,60,"Ted Purdy",30,18,2,"ConsecutiveFairwaysHit",2010
60,60,"Bob Sowards",1,18,18,"ConsecutiveFairwaysHit",2010
60,60,"Kevin Streelman",28,18,NA,"ConsecutiveFairwaysHit",2010
60,60,"Tom Watson",3,18,2,"ConsecutiveFairwaysHit",2010
60,60,"Charlie Wi",27,18,1,"ConsecutiveFairwaysHit",2010
60,60,"Mark Wilson",28,18,8,"ConsecutiveFairwaysHit",2010
84,84,"Michael Allen",17,17,1,"ConsecutiveFairwaysHit",2010
84,84,"Jason Bohn",25,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Craig Bowden",20,17,10,"ConsecutiveFairwaysHit",2010
84,84,"KJ Choi",22,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Bob Estes",26,17,5,"ConsecutiveFairwaysHit",2010
84,84,"Sergio Garcia",15,17,3,"ConsecutiveFairwaysHit",2010
84,84,"JP Hayes",25,17,9,"ConsecutiveFairwaysHit",2010
84,84,"Charley Hoffman",24,17,1,"ConsecutiveFairwaysHit",2010
84,84,"Kevin Johnson",26,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Matt Jones",27,17,5,"ConsecutiveFairwaysHit",2010
84,84,"Marc Leishman",26,17,2,"ConsecutiveFairwaysHit",2010
84,84,"Bill Lunde",28,17,1,"ConsecutiveFairwaysHit",2010
84,84,"Jarrod Lyle",18,17,1,"ConsecutiveFairwaysHit",2010
84,84,"Scott McCarron",29,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Rod Pampling",26,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Kenny Perry",20,17,3,"ConsecutiveFairwaysHit",2010
84,84,"Aron Price",22,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Andres Romero",21,17,2,"ConsecutiveFairwaysHit",2010
84,84,"Justin Rose",22,17,3,"ConsecutiveFairwaysHit",2010
84,84,"Jeev Milkha Singh",19,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Henrik Stenson",15,17,6,"ConsecutiveFairwaysHit",2010
84,84,"Chris Stroud",27,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Kevin Sutherland",25,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Josh Teater",31,17,NA,"ConsecutiveFairwaysHit",2010
84,84,"Marc Turnesa",7,17,2,"ConsecutiveFairwaysHit",2010
84,84,"Garrett Willis",24,17,7,"ConsecutiveFairwaysHit",2010
110,110,"Blake Adams",26,16,2,"ConsecutiveFairwaysHit",2010
110,110,"Stuart Appleby",31,16,NA,"ConsecutiveFairwaysHit",2010
110,110,"Aaron Baddeley",26,16,6,"ConsecutiveFairwaysHit",2010
110,110,"Henrik Bjornstad",26,16,1,"ConsecutiveFairwaysHit",2010
110,110,"Mark Calcavecchia",16,16,6,"ConsecutiveFairwaysHit",2010
110,110,"Michael Connell",25,16,1,"ConsecutiveFairwaysHit",2010
110,110,"Chris Couch",23,16,1,"ConsecutiveFairwaysHit",2010
110,110,"James Driscoll",26,16,1,"ConsecutiveFairwaysHit",2010
110,110,"David Duval",24,16,1,"ConsecutiveFairwaysHit",2010
110,110,"Matt Every",18,16,NA,"ConsecutiveFairwaysHit",2010
110,110,"Robert Gamez",8,16,6,"ConsecutiveFairwaysHit",2010
110,110,"Mathew Goggin",28,16,6,"ConsecutiveFairwaysHit",2010
110,110,"Lee Janzen",26,16,2,"ConsecutiveFairwaysHit",2010
110,110,"Barrett Jarosch",1,16,NA,"ConsecutiveFairwaysHit",2010
110,110,"Miguel Angel Jimenez",7,16,2,"ConsecutiveFairwaysHit",2010
110,110,"Zach Johnson",25,16,4,"ConsecutiveFairwaysHit",2010
110,110,"Matt Kuchar",26,16,1,"ConsecutiveFairwaysHit",2010
110,110,"Jeff Maggert",28,16,3,"ConsecutiveFairwaysHit",2010
110,110,"Troy Matteson",28,16,3,"ConsecutiveFairwaysHit",2010
110,110,"Rory McIlroy",16,16,NA,"ConsecutiveFairwaysHit",2010
110,110,"Andrew McLardy",21,16,1,"ConsecutiveFairwaysHit",2010
110,110,"Marcel Siem",1,16,1,"ConsecutiveFairwaysHit",2010
110,110,"Kevin Stadler",28,16,1,"ConsecutiveFairwaysHit",2010
110,110,"Vaughn Taylor",26,16,NA,"ConsecutiveFairwaysHit",2010
110,110,"Boo Weekley",27,16,16,"ConsecutiveFairwaysHit",2010
135,135,"Kris Blanks",30,15,6,"ConsecutiveFairwaysHit",2010
135,135,"Mark Brooks",14,15,4,"ConsecutiveFairwaysHit",2010
135,135,"Jonathan Byrd",26,15,2,"ConsecutiveFairwaysHit",2010
135,135,"Jason Caron",1,15,NA,"ConsecutiveFairwaysHit",2010
135,135,"Stewart Cink",23,15,NA,"ConsecutiveFairwaysHit",2010
135,135,"Erik Compton",7,15,1,"ConsecutiveFairwaysHit",2010
135,135,"Steve Elkington",22,15,2,"ConsecutiveFairwaysHit",2010
135,135,"Robert Garrigus",22,15,NA,"ConsecutiveFairwaysHit",2010
135,135,"Mathias Gronberg",22,15,NA,"ConsecutiveFairwaysHit",2010
135,135,"Seungsu Han",1,15,8,"ConsecutiveFairwaysHit",2010
135,135,"Robert Karlsson",11,15,4,"ConsecutiveFairwaysHit",2010
135,135,"Jonathan Kaye",6,15,NA,"ConsecutiveFairwaysHit",2010
135,135,"Soren Kjeldsen",7,15,3,"ConsecutiveFairwaysHit",2010
135,135,"Gregory Main",1,15,NA,"ConsecutiveFairwaysHit",2010
135,135,"Sean OHair",25,15,2,"ConsecutiveFairwaysHit",2010
135,135,"Alex Prugh",28,15,1,"ConsecutiveFairwaysHit",2010
135,135,"John Rollins",26,15,2,"ConsecutiveFairwaysHit",2010
135,135,"Chris Smith",10,15,2,"ConsecutiveFairwaysHit",2010
135,135,"Nick Taylor",2,15,4,"ConsecutiveFairwaysHit",2010
135,135,"Roland Thatcher",26,15,NA,"ConsecutiveFairwaysHit",2010
135,135,"Kirk Triplett",11,15,3,"ConsecutiveFairwaysHit",2010
135,135,"Johnson Wagner",28,15,1,"ConsecutiveFairwaysHit",2010
135,135,"Bubba Watson",22,15,NA,"ConsecutiveFairwaysHit",2010
158,158,"Stephen Ames",23,14,1,"ConsecutiveFairwaysHit",2010
158,158,"Michael Clark II",6,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Fred Couples",7,14,3,"ConsecutiveFairwaysHit",2010
158,158,"Glen Day",13,14,1,"ConsecutiveFairwaysHit",2010
158,158,"Graham DeLaet",28,14,2,"ConsecutiveFairwaysHit",2010
158,158,"Rafael Echenique",1,14,3,"ConsecutiveFairwaysHit",2010
158,158,"Philip Francis",1,14,3,"ConsecutiveFairwaysHit",2010
158,158,"Lucas Glover",23,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Jason Gore",10,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Jeff Gove",22,14,3,"ConsecutiveFairwaysHit",2010
158,158,"Mark Haastrup",1,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Billy Horschel",4,14,14,"ConsecutiveFairwaysHit",2010
158,158,"Trevor Immelman",19,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Shingo Katayama",1,14,4,"ConsecutiveFairwaysHit",2010
158,158,"Ben Martin",2,14,5,"ConsecutiveFairwaysHit",2010
158,158,"Graeme McDowell",10,14,3,"ConsecutiveFairwaysHit",2010
158,158,"Edoardo Molinari",8,14,1,"ConsecutiveFairwaysHit",2010
158,158,"Ryan Moore",24,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Mark OMeara",3,14,2,"ConsecutiveFairwaysHit",2010
158,158,"Greg Owen",27,14,4,"ConsecutiveFairwaysHit",2010
158,158,"Brenden Pappas",24,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Tom Pernice Jr",22,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Vijay Singh",24,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Nathan Smith",1,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Brian Stuard",28,14,3,"ConsecutiveFairwaysHit",2010
158,158,"Cameron Tringale",22,14,3,"ConsecutiveFairwaysHit",2010
158,158,"Jerod Turner",21,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Bo Van Pelt",28,14,3,"ConsecutiveFairwaysHit",2010
158,158,"Nick Watney",24,14,NA,"ConsecutiveFairwaysHit",2010
158,158,"Brett Wetterich",16,14,2,"ConsecutiveFairwaysHit",2010
158,158,"Chris Wilson",26,14,NA,"ConsecutiveFairwaysHit",2010
189,189,"Matt Bettencourt",32,13,1,"ConsecutiveFairwaysHit",2010
189,189,"Michael Bradley",24,13,1,"ConsecutiveFairwaysHit",2010
189,189,"Angel Cabrera",19,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Greg Chalmers",27,13,1,"ConsecutiveFairwaysHit",2010
189,189,"Daniel Chopra",28,13,3,"ConsecutiveFairwaysHit",2010
189,189,"John Daly",20,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Brendon de Jonge",32,13,2,"ConsecutiveFairwaysHit",2010
189,189,"Simon Dyson",8,13,4,"ConsecutiveFairwaysHit",2010
189,189,"John Ellis",1,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Steve Flesch",25,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Nathan Green",27,13,2,"ConsecutiveFairwaysHit",2010
189,189,"Todd Hamilton",20,13,1,"ConsecutiveFairwaysHit",2010
189,189,"Padraig Harrington",18,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Matt Hill",5,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Thongchai Jaidee",8,13,1,"ConsecutiveFairwaysHit",2010
189,189,"Dustin Johnson",23,13,2,"ConsecutiveFairwaysHit",2010
189,189,"Simon Khan",4,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"KT Kim",2,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Spencer Levin",31,13,3,"ConsecutiveFairwaysHit",2010
189,189,"Davis Love III",24,13,6,"ConsecutiveFairwaysHit",2010
189,189,"Will Ma Kenzie",23,13,2,"ConsecutiveFairwaysHit",2010
189,189,"Steve Marino",24,13,4,"ConsecutiveFairwaysHit",2010
189,189,"Daniel Miernicki",1,13,13,"ConsecutiveFairwaysHit",2010
189,189,"Garth Mulroy",19,13,1,"ConsecutiveFairwaysHit",2010
189,189,"Jeff Overton",26,13,3,"ConsecutiveFairwaysHit",2010
189,189,"Cameron Percy",25,13,1,"ConsecutiveFairwaysHit",2010
189,189,"Robert Rock",1,13,4,"ConsecutiveFairwaysHit",2010
189,189,"Sam Saunders",7,13,4,"ConsecutiveFairwaysHit",2010
189,189,"Charl Schwartzel",11,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Craig Stadler",2,13,13,"ConsecutiveFairwaysHit",2010
189,189,"Paul Stankowski",18,13,NA,"ConsecutiveFairwaysHit",2010
189,189,"Roger Tambellini",26,13,2,"ConsecutiveFairwaysHit",2010
189,189,"DJ Trahan",27,13,1,"ConsecutiveFairwaysHit",2010
222,222,"Joe Affrunti",1,12,1,"ConsecutiveFairwaysHit",2010
222,222,"Thomas Bjorn",1,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Guy Boros",6,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Jim Carter",5,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Paul Casey",17,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Chad Collins",26,12,2,"ConsecutiveFairwaysHit",2010
222,222,"Ernie Els",20,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Brad Faxon",23,12,1,"ConsecutiveFairwaysHit",2010
222,222,"Retief Goosen",19,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Tano Goya",1,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Soren Hansen",7,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"John Huston",13,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Ryuji Imada",28,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Ryo Ishikawa",10,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Shiv Kapur",1,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Derek Lamely",28,12,4,"ConsecutiveFairwaysHit",2010
222,222,"George McNeill",28,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Troy Merritt",29,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Shaun Micheel",21,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Phil Mickelson",20,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Rob Moss",1,12,12,"ConsecutiveFairwaysHit",2010
222,222,"James Nitties",30,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Joe Ogilvie",32,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Ryan Palmer",27,12,6,"ConsecutiveFairwaysHit",2010
222,222,"Ian Poulter",15,12,1,"ConsecutiveFairwaysHit",2010
222,222,"Chris Rogers",2,12,1,"ConsecutiveFairwaysHit",2010
222,222,"Rory Sabbatini",26,12,3,"ConsecutiveFairwaysHit",2010
222,222,"Webb Simpson",31,12,2,"ConsecutiveFairwaysHit",2010
222,222,"Camilo Villegas",20,12,NA,"ConsecutiveFairwaysHit",2010
222,222,"Mike Weir",19,12,1,"ConsecutiveFairwaysHit",2010
222,222,"Willie Wood",2,12,NA,"ConsecutiveFairwaysHit",2010
253,253,"Billy Andrade",1,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Tommy Armour III",5,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Craig Barlow",10,11,2,"ConsecutiveFairwaysHit",2010
253,253,"Tom Byrum",3,11,4,"ConsecutiveFairwaysHit",2010
253,253,"Laurie Canter",1,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Andrew Coltart",1,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Robert Damron",4,11,3,"ConsecutiveFairwaysHit",2010
253,253,"Marco Dawson",10,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Jason Day",24,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Bradley Dredge",1,11,11,"ConsecutiveFairwaysHit",2010
253,253,"Ross Fisher",10,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Carlos Franco",11,11,6,"ConsecutiveFairwaysHit",2010
253,253,"Stephen Gallacher",2,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Bobby Gates",2,11,2,"ConsecutiveFairwaysHit",2010
253,253,"Aaron Goldberg",3,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"JB Holmes",26,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Charles Howell III",28,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Martin Laird",26,11,2,"ConsecutiveFairwaysHit",2010
253,253,"Frank Lickliter II",6,11,1,"ConsecutiveFairwaysHit",2010
253,253,"David Lutterus",25,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Sandy Lyle",3,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Ross McGowan",6,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Parker McLachlin",20,11,4,"ConsecutiveFairwaysHit",2010
253,253,"Jon Mills",1,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Bryce Molder",26,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Alexander Noren",3,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Koumei Oda",2,11,3,"ConsecutiveFairwaysHit",2010
253,253,"Jesper Parnevik",5,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Scott Piercy",28,11,1,"ConsecutiveFairwaysHit",2010
253,253,"DA Points",29,11,2,"ConsecutiveFairwaysHit",2010
253,253,"Jason Preeo",1,11,11,"ConsecutiveFairwaysHit",2010
253,253,"Brett Quigley",29,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Alvaro Quiros",9,11,NA,"ConsecutiveFairwaysHit",2010
253,253,"Peter Senior",1,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Mike Small",8,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Brandt Snedeker",26,11,1,"ConsecutiveFairwaysHit",2010
253,253,"Matt Weibring",10,11,4,"ConsecutiveFairwaysHit",2010
253,253,"Tim Wilkinson",15,11,1,"ConsecutiveFairwaysHit",2010
291,291,"Thomas Aiken",1,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Steve Allan",2,10,10,"ConsecutiveFairwaysHit",2010
291,291,"Fredrik Andersson Hed",2,10,2,"ConsecutiveFairwaysHit",2010
291,291,"Ricky Barnes",28,10,2,"ConsecutiveFairwaysHit",2010
291,291,"Rich Beem",11,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Gregory Bourdy",2,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Alejandro Canizares",2,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Gary Clark",1,10,2,"ConsecutiveFairwaysHit",2010
291,291,"Robin Freeman",4,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Ignacio Garrido",1,10,3,"ConsecutiveFairwaysHit",2010
291,291,"Alex Hamilton",2,10,2,"ConsecutiveFairwaysHit",2010
291,291,"Travis Hampshire",1,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Peter Hanson",7,10,1,"ConsecutiveFairwaysHit",2010
291,291,"David Horsey",2,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Billy Hurley III",1,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Jin Jeong",1,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Kenny Kim",2,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Danny Lee",2,10,5,"ConsecutiveFairwaysHit",2010
291,291,"JL Lewis",4,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Jamie Lovemark",4,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Len Mattiace",6,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Spike McRoy",4,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Colin Montgomerie",3,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Seung Yul Noh",5,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Jerry Richardson Jr",1,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Tag Ridings",1,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Loren Roberts",1,10,4,"ConsecutiveFairwaysHit",2010
291,291,"Christopher Ross",1,10,1,"ConsecutiveFairwaysHit",2010
291,291,"Mark Sheftic",1,10,10,"ConsecutiveFairwaysHit",2010
291,291,"Tim Thelen",3,10,2,"ConsecutiveFairwaysHit",2010
291,291,"Jimmy Walker",27,10,NA,"ConsecutiveFairwaysHit",2010
291,291,"Lee Westwood",11,10,NA,"ConsecutiveFairwaysHit",2010
323,323,"Jonathan Bartlett",1,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Notah Begay III",9,9,NA,"ConsecutiveFairwaysHit",2010
323,323,"Ryan Benzel",1,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Shane Bertsch",4,9,8,"ConsecutiveFairwaysHit",2010
323,323,"Rafa Cabrera Bello",1,9,NA,"ConsecutiveFairwaysHit",2010
323,323,"Eric Chun",1,9,9,"ConsecutiveFairwaysHit",2010
323,323,"Carlos Concha",1,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Ben Crenshaw",1,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Rhys Davies",4,9,2,"ConsecutiveFairwaysHit",2010
323,323,"Martin Flores",26,9,3,"ConsecutiveFairwaysHit",2010
323,323,"Harrison Frazar",17,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Bret Guetz",1,9,NA,"ConsecutiveFairwaysHit",2010
323,323,"Adam Hadwin",1,9,3,"ConsecutiveFairwaysHit",2010
323,323,"Tim Herron",24,9,NA,"ConsecutiveFairwaysHit",2010
323,323,"Steve Holmes",1,9,4,"ConsecutiveFairwaysHit",2010
323,323,"Mikko Ilonen",1,9,3,"ConsecutiveFairwaysHit",2010
323,323,"Raphael Jacquelin",1,9,4,"ConsecutiveFairwaysHit",2010
323,323,"Erick Justesen",2,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Anthony Kim",14,9,NA,"ConsecutiveFairwaysHit",2010
323,323,"Jeff Klauk",13,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Luke List",1,9,NA,"ConsecutiveFairwaysHit",2010
323,323,"Brock Mackenzie",1,9,5,"ConsecutiveFairwaysHit",2010
323,323,"Larry Mize",1,9,9,"ConsecutiveFairwaysHit",2010
323,323,"Patrick Moore",4,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Michael ONeal",2,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Geoff Ogilvy",19,9,NA,"ConsecutiveFairwaysHit",2010
323,323,"Jaebum Park",1,9,5,"ConsecutiveFairwaysHit",2010
323,323,"Jerry Smith",1,9,5,"ConsecutiveFairwaysHit",2010
323,323,"Kyle Stanley",3,9,1,"ConsecutiveFairwaysHit",2010
323,323,"Vance Veazey",23,9,NA,"ConsecutiveFairwaysHit",2010
323,323,"Grant Waite",4,9,NA,"ConsecutiveFairwaysHit",2010
