"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2005","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2005","ProximitytoHolefromOtherLocations_PLAYERNAME_2005","ProximitytoHolefromOtherLocations_ROUNDS_2005","ProximitytoHolefromOtherLocations_AVGDTP_2005","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2005","ProximitytoHolefromOtherLocations_OFSHOTS_2005","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2005","stat_name","year"
67,67,"Alex Cejka",84,NA,6.911,78,142,"ProximitytoHolefromOtherLocations",2005
67,67,"Steve Elkington",67,NA,6.38,72,34,"ProximitytoHolefromOtherLocations",2005
67,67,"Sergio Garcia",73,NA,4.643,52,56,"ProximitytoHolefromOtherLocations",2005
67,67,"Brendan Jones",81,NA,8.865,100,78,"ProximitytoHolefromOtherLocations",2005
67,67,"Skip Kendall",80,NA,8.767,98,119,"ProximitytoHolefromOtherLocations",2005
67,67,"Peter Lonard",85,NA,7.99,90,152,"ProximitytoHolefromOtherLocations",2005
67,67,"Michael Long",72,NA,8.671,97,179,"ProximitytoHolefromOtherLocations",2005
67,67,"Rocco Mediate",73,NA,9.772,110,38,"ProximitytoHolefromOtherLocations",2005
67,67,"Ted Purdy",122,NA,11.878,133,158,"ProximitytoHolefromOtherLocations",2005
67,67,"Adam Scott",72,NA,3.92,44,150,"ProximitytoHolefromOtherLocations",2005
67,67,"Nick Watney",91,NA,10.667,120,84,"ProximitytoHolefromOtherLocations",2005
67,67,"Charlie Wi",67,NA,10.018,113,36,"ProximitytoHolefromOtherLocations",2005
80,80,"Chad Campbell",95,NA,7.102,79,144,"ProximitytoHolefromOtherLocations",2005
80,80,"Gavin Coles",70,NA,7.715,86,61,"ProximitytoHolefromOtherLocations",2005
80,80,"Glen Day",80,NA,11.726,131,45,"ProximitytoHolefromOtherLocations",2005
80,80,"Chris DiMarco",83,NA,7.283,81,27,"ProximitytoHolefromOtherLocations",2005
80,80,"Todd Hamilton",94,NA,9.675,108,181,"ProximitytoHolefromOtherLocations",2005
80,80,"Jeff Hart",63,NA,7.458,83,49,"ProximitytoHolefromOtherLocations",2005
80,80,"Corey Pavin",77,NA,8.883,99,4,"ProximitytoHolefromOtherLocations",2005
80,80,"Kirk Triplett",55,NA,4.845,54,50,"ProximitytoHolefromOtherLocations",2005
88,88,"Chris Anderson",66,NA,9.702,107,153,"ProximitytoHolefromOtherLocations",2005
88,88,"Cameron Beckman",96,NA,11.898,131,122,"ProximitytoHolefromOtherLocations",2005
88,88,"Danny Briggs",70,NA,7.075,78,149,"ProximitytoHolefromOtherLocations",2005
88,88,"Mark Brooks",72,NA,10.336,114,79,"ProximitytoHolefromOtherLocations",2005
88,88,"Jim Carter",62,NA,4.981,55,135,"ProximitytoHolefromOtherLocations",2005
88,88,"Ben Crane",78,NA,6.679,73,43,"ProximitytoHolefromOtherLocations",2005
88,88,"Jonathan Kaye",77,NA,9.342,103,132,"ProximitytoHolefromOtherLocations",2005
88,88,"Roland Thatcher",75,NA,11.878,131,133,"ProximitytoHolefromOtherLocations",2005
88,88,"Omar Uresti",84,NA,10.383,114,47,"ProximitytoHolefromOtherLocations",2005
97,97,"Doug Barron",70,NA,8.67,94,52,"ProximitytoHolefromOtherLocations",2005
97,97,"Paul Claxton",79,NA,11.397,124,146,"ProximitytoHolefromOtherLocations",2005
97,97,"James Driscoll",73,NA,11.083,121,65,"ProximitytoHolefromOtherLocations",2005
97,97,"Paul Gow",78,NA,9.977,108,75,"ProximitytoHolefromOtherLocations",2005
97,97,"Dudley Hart",84,NA,9.089,99,10,"ProximitytoHolefromOtherLocations",2005
97,97,"Frank Lickliter II",100,NA,9.859,107,186,"ProximitytoHolefromOtherLocations",2005
97,97,"Scott McCarron",78,NA,9.621,105,161,"ProximitytoHolefromOtherLocations",2005
97,97,"Tom Pernice Jr",111,NA,13.409,145,8,"ProximitytoHolefromOtherLocations",2005
97,97,"Vijay Singh",111,NA,11.77,128,2,"ProximitytoHolefromOtherLocations",2005
97,97,"Darron Stiles",78,NA,10.727,116,30,"ProximitytoHolefromOtherLocations",2005
97,97,"Hidemichi Tanaka",106,NA,13.294,144,62,"ProximitytoHolefromOtherLocations",2005
108,108,"Stephen Ames",82,NA,8.065,87,35,"ProximitytoHolefromOtherLocations",2005
108,108,"Arjun Atwal",65,NA,8.196,88,162,"ProximitytoHolefromOtherLocations",2005
108,108,"Briny Baird",98,NA,11.835,127,135,"ProximitytoHolefromOtherLocations",2005
108,108,"Daniel Chopra",108,NA,11.981,129,23,"ProximitytoHolefromOtherLocations",2005
108,108,"Jose Coceres",56,NA,8.387,90,18,"ProximitytoHolefromOtherLocations",2005
108,108,"Bob Estes",92,NA,10.188,109,23,"ProximitytoHolefromOtherLocations",2005
108,108,"Tom Gillis",77,NA,9.909,107,153,"ProximitytoHolefromOtherLocations",2005
108,108,"Richard Johnson",50,NA,5.004,54,21,"ProximitytoHolefromOtherLocations",2005
108,108,"Kevin Na",88,NA,10.37,111,13,"ProximitytoHolefromOtherLocations",2005
108,108,"Ian Poulter",62,NA,3.725,40,180,"ProximitytoHolefromOtherLocations",2005
108,108,"John Rollins",97,NA,12.145,131,175,"ProximitytoHolefromOtherLocations",2005
108,108,"Kevin Sutherland",89,NA,9.321,100,6,"ProximitytoHolefromOtherLocations",2005
108,108,"Scott Verplank",87,NA,8.121,87,111,"ProximitytoHolefromOtherLocations",2005
121,121,"Robert Damron",89,NA,14.029,149,93,"ProximitytoHolefromOtherLocations",2005
121,121,"Joe Durant",81,NA,10.16,108,115,"ProximitytoHolefromOtherLocations",2005
121,121,"Len Mattiace",86,NA,12.713,135,106,"ProximitytoHolefromOtherLocations",2005
121,121,"Sean OHair",103,NA,10.279,109,103,"ProximitytoHolefromOtherLocations",2005
121,121,"Rod Pampling",89,NA,8.916,95,134,"ProximitytoHolefromOtherLocations",2005
126,126,"Bart Bryant",91,NA,9.16,96,123,"ProximitytoHolefromOtherLocations",2005
126,126,"Tim Clark",92,NA,6.553,69,86,"ProximitytoHolefromOtherLocations",2005
126,126,"Carlos Franco",78,NA,8.603,91,39,"ProximitytoHolefromOtherLocations",2005
126,126,"Harrison Frazar",105,NA,11.95,126,74,"ProximitytoHolefromOtherLocations",2005
126,126,"Pat Perez",89,NA,9.574,101,12,"ProximitytoHolefromOtherLocations",2005
126,126,"Phillip Price",77,NA,8.225,87,22,"ProximitytoHolefromOtherLocations",2005
126,126,"Vaughn Taylor",99,NA,13.072,138,98,"ProximitytoHolefromOtherLocations",2005
133,133,"Steve Allan",102,NA,12.988,136,117,"ProximitytoHolefromOtherLocations",2005
133,133,"Jason Bohn",91,NA,12.17,127,69,"ProximitytoHolefromOtherLocations",2005
133,133,"Mark Calcavecchia",92,NA,6.724,70,110,"ProximitytoHolefromOtherLocations",2005
133,133,"Brandt Jobe",96,NA,11.582,121,124,"ProximitytoHolefromOtherLocations",2005
133,133,"Zach Johnson",96,NA,11.95,124,109,"ProximitytoHolefromOtherLocations",2005
133,133,"Will Ma Kenzie",75,NA,11.857,124,140,"ProximitytoHolefromOtherLocations",2005
133,133,"Tag Ridings",93,NA,12.411,129,163,"ProximitytoHolefromOtherLocations",2005
133,133,"Chris Riley",67,NA,7.809,81,83,"ProximitytoHolefromOtherLocations",2005
133,133,"Joey Sindelar",104,NA,13.062,136,76,"ProximitytoHolefromOtherLocations",2005
133,133,"Steve Stricker",62,NA,8.349,87,16,"ProximitytoHolefromOtherLocations",2005
133,133,"Bo Van Pelt",112,NA,10.368,108,114,"ProximitytoHolefromOtherLocations",2005
144,144,"Matt Davidson",53,NA,9.132,94,155,"ProximitytoHolefromOtherLocations",2005
144,144,"Brian Gay",101,NA,11.911,123,15,"ProximitytoHolefromOtherLocations",2005
144,144,"JP Hayes",63,NA,7.151,74,55,"ProximitytoHolefromOtherLocations",2005
144,144,"David Hearn",68,NA,9.5,98,188,"ProximitytoHolefromOtherLocations",2005
144,144,"Bradley Hughes",52,NA,8.601,89,187,"ProximitytoHolefromOtherLocations",2005
144,144,"Kent Jones",99,NA,13.211,136,138,"ProximitytoHolefromOtherLocations",2005
144,144,"DA Points",94,NA,10.888,112,100,"ProximitytoHolefromOtherLocations",2005
144,144,"DJ Trahan",81,NA,11.968,124,168,"ProximitytoHolefromOtherLocations",2005
152,152,"Rich Beem",66,NA,7.082,72,189,"ProximitytoHolefromOtherLocations",2005
152,152,"DJ Brigman",76,NA,12.021,123,193,"ProximitytoHolefromOtherLocations",2005
152,152,"John Cook",72,NA,7.519,77,185,"ProximitytoHolefromOtherLocations",2005
152,152,"Steve Flesch",90,NA,8.302,85,159,"ProximitytoHolefromOtherLocations",2005
152,152,"Mathias Gronberg",60,NA,9.807,100,1,"ProximitytoHolefromOtherLocations",2005
152,152,"JL Lewis",98,NA,12.762,130,87,"ProximitytoHolefromOtherLocations",2005
152,152,"Joe Ogilvie",103,NA,9.324,95,77,"ProximitytoHolefromOtherLocations",2005
159,159,"Olin Browne",99,NA,9.599,97,66,"ProximitytoHolefromOtherLocations",2005
159,159,"John Elliott",58,NA,9.318,94,199,"ProximitytoHolefromOtherLocations",2005
159,159,"Jeff Maggert",79,NA,7.126,72,167,"ProximitytoHolefromOtherLocations",2005
159,159,"Geoff Ogilvy",97,NA,9.547,96,92,"ProximitytoHolefromOtherLocations",2005
159,159,"Patrick Sheehan",114,NA,14.619,147,130,"ProximitytoHolefromOtherLocations",2005
164,164,"Robert Gamez",91,NA,11.166,112,127,"ProximitytoHolefromOtherLocations",2005
164,164,"Dennis Paulson",63,NA,13.044,130,191,"ProximitytoHolefromOtherLocations",2005
164,164,"Justin Rose",99,NA,10.513,105,18,"ProximitytoHolefromOtherLocations",2005
164,164,"Charles Warren",89,NA,10.546,105,200,"ProximitytoHolefromOtherLocations",2005
168,168,"Jason Allred",75,NA,10.3,102,184,"ProximitytoHolefromOtherLocations",2005
168,168,"Bob Heintz",67,NA,9.651,96,96,"ProximitytoHolefromOtherLocations",2005
168,168,"Hideto Tanihara",50,NA,8.923,88,190,"ProximitytoHolefromOtherLocations",2005
171,171,"Billy Andrade",83,NA,9.797,96,104,"ProximitytoHolefromOtherLocations",2005
171,171,"Matt Gogel",78,NA,12.093,119,106,"ProximitytoHolefromOtherLocations",2005
171,171,"Mark Hensby",70,NA,8.364,82,198,"ProximitytoHolefromOtherLocations",2005
171,171,"Franklin Langham",91,NA,12.146,119,125,"ProximitytoHolefromOtherLocations",2005
171,171,"Hunter Mahan",103,NA,12.386,122,194,"ProximitytoHolefromOtherLocations",2005
171,171,"Ryan Palmer",101,NA,10.189,100,171,"ProximitytoHolefromOtherLocations",2005
171,171,"Mario Tiziani",67,NA,10.522,103,85,"ProximitytoHolefromOtherLocations",2005
178,178,"Arron Oberholser",65,NA,5.996,58,59,"ProximitytoHolefromOtherLocations",2005
178,178,"John Senden",101,NA,12.184,118,80,"ProximitytoHolefromOtherLocations",2005
180,180,"Bill Glasson",54,NA,4.471,43,151,"ProximitytoHolefromOtherLocations",2005
180,180,"Joey Snyder III",102,NA,13.881,133,182,"ProximitytoHolefromOtherLocations",2005
180,180,"Brett Wetterich",76,NA,10.185,98,156,"ProximitytoHolefromOtherLocations",2005
183,183,"Lee Westwood",50,NA,5.455,52,178,"ProximitytoHolefromOtherLocations",2005
184,184,"Robert Allenby",95,NA,12.032,113,174,"ProximitytoHolefromOtherLocations",2005
184,184,"Brad Faxon",75,NA,9.983,94,97,"ProximitytoHolefromOtherLocations",2005
184,184,"Freddie Jacobson",72,NA,7.86,74,91,"ProximitytoHolefromOtherLocations",2005
184,184,"Larry Mize",54,NA,6.967,66,72,"ProximitytoHolefromOtherLocations",2005
188,188,"Shaun Micheel",81,NA,10.771,101,157,"ProximitytoHolefromOtherLocations",2005
188,188,"Kevin Stadler",96,NA,12.814,120,165,"ProximitytoHolefromOtherLocations",2005
188,188,"Bob Tway",87,NA,9.108,85,67,"ProximitytoHolefromOtherLocations",2005
191,191,"Tommy Armour III",103,NA,10.23,94,113,"ProximitytoHolefromOtherLocations",2005
191,191,"Jay Haas",54,NA,4.895,45,116,"ProximitytoHolefromOtherLocations",2005
191,191,"Hank Kuehne",84,NA,12.077,111,182,"ProximitytoHolefromOtherLocations",2005
194,194,"Lee Janzen",75,NA,11.141,101,101,"ProximitytoHolefromOtherLocations",2005
195,195,"Stewart Cink",98,NA,9.947,89,53,"ProximitytoHolefromOtherLocations",2005
195,195,"Andrew Magee",82,NA,14.525,130,139,"ProximitytoHolefromOtherLocations",2005
195,195,"Chris Smith",93,NA,13.16,117,201,"ProximitytoHolefromOtherLocations",2005
198,198,"Duffy Waldorf",86,NA,10.494,93,148,"ProximitytoHolefromOtherLocations",2005
199,199,"Scott Hend",75,NA,11.678,102,196,"ProximitytoHolefromOtherLocations",2005
200,200,"Craig Perks",67,NA,9.091,79,202,"ProximitytoHolefromOtherLocations",2005
201,201,"Brent Geiberger",61,NA,8.093,69,164,"ProximitytoHolefromOtherLocations",2005
202,202,"Tom Byrum",83,NA,11.642,95,94,"ProximitytoHolefromOtherLocations",2005
