"LeftRoughTendency_RANKTHISWEEK_2008","LeftRoughTendency_RANKLASTWEEK_2008","LeftRoughTendency_PLAYERNAME_2008","LeftRoughTendency_ROUNDS_2008","LeftRoughTendency_Pct_2008","LeftRoughTendency_TOTALLEFTROUGH_2008","LeftRoughTendency_POSSIBLEFWYS_2008","LeftRoughTendency_RELATIVETOPAR_2008","stat_name","year"
100,100,"Tim Wilkinson",95,13.14,146,1111,0.14,"LeftRoughTendency",2008
102,102,"Jesper Parnevik",88,13.19,134,1016,0.08,"LeftRoughTendency",2008
103,103,"Chris DiMarco",87,13.23,139,1051,0.1,"LeftRoughTendency",2008
104,104,"Nick Flanagan",89,13.35,147,1101,0.16,"LeftRoughTendency",2008
105,105,"Brett Quigley",80,13.37,134,1002,0.09,"LeftRoughTendency",2008
105,105,"Bo Van Pelt",101,13.37,173,1294,0.12,"LeftRoughTendency",2008
107,107,"Tommy Gainey",60,13.38,84,628,0.27,"LeftRoughTendency",2008
108,108,"Ernie Els",51,13.39,66,493,0.18,"LeftRoughTendency",2008
109,109,"Mathew Goggin",91,13.43,152,1132,0.09,"LeftRoughTendency",2008
109,109,"Sean OHair",81,13.43,126,938,0.07,"LeftRoughTendency",2008
109,109,"Rod Pampling",83,13.43,126,938,0.13,"LeftRoughTendency",2008
109,109,"Bob Tway",70,13.43,106,789,0.08,"LeftRoughTendency",2008
113,113,"Will Ma Kenzie",62,13.46,105,780,0.22,"LeftRoughTendency",2008
114,114,"Michael Letzig",88,13.49,138,1023,0.08,"LeftRoughTendency",2008
115,115,"Tim Clark",90,13.51,137,1014,0.05,"LeftRoughTendency",2008
116,116,"Glen Day",64,13.53,105,776,0.16,"LeftRoughTendency",2008
117,117,"Brett Rumford",72,13.54,111,820,0.12,"LeftRoughTendency",2008
118,118,"Alex Cejka",75,13.56,112,826,0.18,"LeftRoughTendency",2008
119,119,"Kevin Sutherland",98,13.57,165,1216,0.11,"LeftRoughTendency",2008
120,120,"Stewart Cink",87,13.59,117,861,0.06,"LeftRoughTendency",2008
121,121,"Brad Adamonis",87,13.65,142,1040,0.06,"LeftRoughTendency",2008
122,122,"Steve Lowery",74,13.68,126,921,0.06,"LeftRoughTendency",2008
123,123,"Jeff Maggert",86,13.76,150,1090,0.15,"LeftRoughTendency",2008
124,124,"Kyle Thompson",70,13.78,108,784,0.25,"LeftRoughTendency",2008
125,125,"Jerry Kelly",89,13.79,142,1030,0.16,"LeftRoughTendency",2008
126,126,"Ted Purdy",68,13.87,113,815,0.17,"LeftRoughTendency",2008
127,127,"Chad Collins",72,13.89,120,864,0.25,"LeftRoughTendency",2008
128,128,"George McNeill",97,13.9,172,1237,0.16,"LeftRoughTendency",2008
129,129,"Travis Perkins",53,13.92,76,546,0.08,"LeftRoughTendency",2008
130,130,"Billy Andrade",71,13.95,118,846,0.19,"LeftRoughTendency",2008
131,131,"Stuart Appleby",87,13.98,129,923,0.04,"LeftRoughTendency",2008
132,132,"Charles Howell III",101,13.99,167,1194,0.04,"LeftRoughTendency",2008
133,133,"Vaughn Taylor",103,14.05,182,1295,0.19,"LeftRoughTendency",2008
134,134,"Stephen Ames",83,14.07,129,917,0.11,"LeftRoughTendency",2008
134,134,"Brad Elder",67,14.07,103,732,0.18,"LeftRoughTendency",2008
136,136,"Ryuji Imada",80,14.18,133,938,0.08,"LeftRoughTendency",2008
136,136,"Doug LaBelle II",65,14.18,100,705,0.16,"LeftRoughTendency",2008
138,138,"Joe Ogilvie",100,14.19,171,1205,0.05,"LeftRoughTendency",2008
139,139,"Cody Freeman",66,14.21,106,746,0.1,"LeftRoughTendency",2008
139,139,"Peter Lonard",92,14.21,157,1105,0.1,"LeftRoughTendency",2008
141,141,"Vijay Singh",82,14.25,125,877,-0.08,"LeftRoughTendency",2008
142,142,"Bill Haas",99,14.29,177,1239,0.02,"LeftRoughTendency",2008
143,143,"Marco Dawson",64,14.38,105,730,0.11,"LeftRoughTendency",2008
144,144,"Anthony Kim",81,14.41,130,902,0,"LeftRoughTendency",2008
145,145,"Alejandro Canizares",52,14.46,82,567,0.15,"LeftRoughTendency",2008
146,146,"Matt Kuchar",88,14.48,141,974,0.05,"LeftRoughTendency",2008
146,146,"Brenden Pappas",66,14.48,109,753,-0.05,"LeftRoughTendency",2008
148,148,"Ryan Palmer",69,14.51,120,827,0.07,"LeftRoughTendency",2008
149,149,"Mathias Gronberg",87,14.55,158,1086,0.12,"LeftRoughTendency",2008
150,150,"Jim McGovern",75,14.57,126,865,0.11,"LeftRoughTendency",2008
151,151,"Matt Jones",95,14.6,166,1137,0.08,"LeftRoughTendency",2008
152,152,"Justin Leonard",101,14.66,150,1023,0.09,"LeftRoughTendency",2008
153,153,"Brandt Snedeker",85,14.73,137,930,0.18,"LeftRoughTendency",2008
154,154,"Tag Ridings",88,14.78,163,1103,0.13,"LeftRoughTendency",2008
155,155,"Steve Marino",119,14.8,212,1432,0.13,"LeftRoughTendency",2008
156,156,"Paul Casey",55,14.84,73,492,0.25,"LeftRoughTendency",2008
156,156,"Robert Garrigus",90,14.84,173,1166,0.03,"LeftRoughTendency",2008
158,158,"Camilo Villegas",79,14.86,130,875,0.17,"LeftRoughTendency",2008
159,159,"Johnson Wagner",83,14.94,140,937,0.16,"LeftRoughTendency",2008
160,160,"Todd Demsey",80,14.96,146,976,0.07,"LeftRoughTendency",2008
161,161,"Lucas Glover",91,14.97,172,1149,0.15,"LeftRoughTendency",2008
162,162,"Jeff Overton",103,15.05,188,1249,0.1,"LeftRoughTendency",2008
163,163,"Jon Mills",95,15.1,161,1066,0.19,"LeftRoughTendency",2008
164,164,"Richard Johnson",60,15.17,103,679,0.07,"LeftRoughTendency",2008
165,165,"Padraig Harrington",52,15.24,66,433,-0.02,"LeftRoughTendency",2008
166,166,"Bubba Watson",97,15.38,169,1099,-0.01,"LeftRoughTendency",2008
167,167,"Charles Warren",79,15.46,158,1022,0.16,"LeftRoughTendency",2008
168,168,"JJ Henry",108,15.53,212,1365,0.18,"LeftRoughTendency",2008
169,169,"Nathan Green",95,15.6,195,1250,0.15,"LeftRoughTendency",2008
170,170,"Dean Wilson",109,15.61,199,1275,0.1,"LeftRoughTendency",2008
171,171,"Sergio Garcia",72,15.63,121,774,0.03,"LeftRoughTendency",2008
172,172,"Eric Axley",113,15.83,209,1320,0.18,"LeftRoughTendency",2008
173,173,"Davis Love III",78,15.85,142,896,0.08,"LeftRoughTendency",2008
174,174,"Dudley Hart",74,15.87,147,926,0.15,"LeftRoughTendency",2008
175,175,"Jason Allred",63,15.88,107,674,0.21,"LeftRoughTendency",2008
176,176,"KJ Choi",74,15.97,127,795,0.18,"LeftRoughTendency",2008
177,177,"Dustin Johnson",92,16.53,181,1095,0.04,"LeftRoughTendency",2008
178,178,"Retief Goosen",59,16.55,96,580,0.24,"LeftRoughTendency",2008
179,179,"Mark Hensby",71,16.61,146,879,0.05,"LeftRoughTendency",2008
180,180,"Daniel Chopra",84,16.83,158,939,0.09,"LeftRoughTendency",2008
181,181,"Cliff Kresge",84,16.98,171,1007,0.22,"LeftRoughTendency",2008
182,182,"Andres Romero",69,17.04,115,675,0.15,"LeftRoughTendency",2008
183,183,"Angel Cabrera",55,17.2,92,535,0.09,"LeftRoughTendency",2008
184,184,"James Driscoll",85,17.24,179,1038,0.09,"LeftRoughTendency",2008
185,185,"Steve Flesch",95,17.25,192,1113,0.04,"LeftRoughTendency",2008
187,187,"Carl Pettersson",110,17.55,234,1333,0.06,"LeftRoughTendency",2008
188,188,"Steve Stricker",75,17.65,140,793,0.01,"LeftRoughTendency",2008
189,189,"Jimmy Walker",73,17.71,147,830,0.12,"LeftRoughTendency",2008
190,190,"Adam Scott",51,17.88,86,481,-0.02,"LeftRoughTendency",2008
191,191,"Kenny Perry",97,17.98,228,1268,0.11,"LeftRoughTendency",2008
192,192,"Carlos Franco",73,18.03,154,854,0.04,"LeftRoughTendency",2008
193,193,"Shigeki Maruyama",50,18.18,104,572,0.12,"LeftRoughTendency",2008
194,194,"Lee Janzen",89,18.89,194,1027,0.2,"LeftRoughTendency",2008
195,195,"Phil Mickelson",80,19.02,155,815,0.01,"LeftRoughTendency",2008
196,196,"JB Holmes",86,20.58,192,933,0.12,"LeftRoughTendency",2008
197,197,"David Duval",51,22.43,120,535,0.09,"LeftRoughTendency",2008
