"BirdieorBetterPercentage125150ya_RANKTHISWEEK_2005","BirdieorBetterPercentage125150ya_RANKLASTWEEK_2005","BirdieorBetterPercentage125150ya_PLAYERNAME_2005","BirdieorBetterPercentage125150ya_ROUNDS_2005","BirdieorBetterPercentage125150ya_Pct_2005","BirdieorBetterPercentage125150ya_TOTALBIRDIES_2005","BirdieorBetterPercentage125150ya_TOTALHOLES_2005","stat_name","year"
1,1,"Brad Faxon",75,25.16,39,155,"BirdieorBetterPercentage125150ya",2005
2,2,"Paul Gow",78,25.13,49,195,"BirdieorBetterPercentage125150ya",2005
3,3,"Rory Sabbatini",81,24.88,52,209,"BirdieorBetterPercentage125150ya",2005
4,4,"Aaron Baddeley",84,24.54,53,216,"BirdieorBetterPercentage125150ya",2005
5,5,"Phil Mickelson",81,24.14,35,145,"BirdieorBetterPercentage125150ya",2005
6,6,"David Toms",87,23.53,44,187,"BirdieorBetterPercentage125150ya",2005
7,7,"Tim Clark",92,23.42,37,158,"BirdieorBetterPercentage125150ya",2005
8,8,"Adam Scott",72,23.39,40,171,"BirdieorBetterPercentage125150ya",2005
9,9,"Geoff Ogilvy",97,22.87,51,223,"BirdieorBetterPercentage125150ya",2005
10,10,"Scott Verplank",87,22.73,45,198,"BirdieorBetterPercentage125150ya",2005
11,11,"John Cook",72,22.6,33,146,"BirdieorBetterPercentage125150ya",2005
12,12,"Jim Furyk",94,22.57,51,226,"BirdieorBetterPercentage125150ya",2005
13,13,"Bob Tway",87,22.5,45,200,"BirdieorBetterPercentage125150ya",2005
14,14,"Hidemichi Tanaka",106,22.46,62,276,"BirdieorBetterPercentage125150ya",2005
15,15,"Cameron Beckman",96,22.35,57,255,"BirdieorBetterPercentage125150ya",2005
16,16,"Matt Gogel",78,22.22,40,180,"BirdieorBetterPercentage125150ya",2005
17,17,"Mario Tiziani",67,22.16,41,185,"BirdieorBetterPercentage125150ya",2005
18,18,"Jay Haas",54,22.03,26,118,"BirdieorBetterPercentage125150ya",2005
19,19,"Dan Forsman",52,21.99,31,141,"BirdieorBetterPercentage125150ya",2005
20,20,"Ben Crane",78,21.93,41,187,"BirdieorBetterPercentage125150ya",2005
21,21,"Luke Donald",67,21.85,26,119,"BirdieorBetterPercentage125150ya",2005
22,22,"Jonathan Kaye",77,21.76,42,193,"BirdieorBetterPercentage125150ya",2005
23,23,"Doug Barron",70,21.67,39,180,"BirdieorBetterPercentage125150ya",2005
24,24,"Mark Wilson",74,21.61,43,199,"BirdieorBetterPercentage125150ya",2005
25,25,"Shigeki Maruyama",99,21.6,54,250,"BirdieorBetterPercentage125150ya",2005
25,25,"Larry Mize",54,21.6,27,125,"BirdieorBetterPercentage125150ya",2005
27,27,"Stewart Cink",98,21.5,46,214,"BirdieorBetterPercentage125150ya",2005
28,28,"Steve Stricker",62,21.43,42,196,"BirdieorBetterPercentage125150ya",2005
29,29,"Robert Allenby",95,21.36,44,206,"BirdieorBetterPercentage125150ya",2005
30,30,"Kenny Perry",82,21.08,39,185,"BirdieorBetterPercentage125150ya",2005
31,31,"Kevin Na",88,21,46,219,"BirdieorBetterPercentage125150ya",2005
31,31,"Darron Stiles",78,21,42,200,"BirdieorBetterPercentage125150ya",2005
33,33,"Tjaart van der Walt",56,20.98,30,143,"BirdieorBetterPercentage125150ya",2005
34,34,"Ian Poulter",62,20.91,23,110,"BirdieorBetterPercentage125150ya",2005
35,35,"Scott Gutschewski",86,20.89,47,225,"BirdieorBetterPercentage125150ya",2005
36,36,"Corey Pavin",77,20.83,30,144,"BirdieorBetterPercentage125150ya",2005
37,37,"Steve Allan",102,20.79,63,303,"BirdieorBetterPercentage125150ya",2005
38,38,"Justin Leonard",78,20.75,33,159,"BirdieorBetterPercentage125150ya",2005
39,39,"Tim Herron",100,20.7,53,256,"BirdieorBetterPercentage125150ya",2005
40,40,"Robert Gamez",91,20.44,46,225,"BirdieorBetterPercentage125150ya",2005
41,41,"Tom Pernice Jr",111,20.43,48,235,"BirdieorBetterPercentage125150ya",2005
