"EarlyPar3ScoringAverage_RANKTHISWEEK_2008","EarlyPar3ScoringAverage_RANKLASTWEEK_2008","EarlyPar3ScoringAverage_PLAYERNAME_2008","EarlyPar3ScoringAverage_ROUNDS_2008","EarlyPar3ScoringAverage_AVG_2008","EarlyPar3ScoringAverage_TOTALSTROKES_2008","EarlyPar3ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Alejandro Canizares",52,2.95,342,116,"EarlyPar3ScoringAverage",2008
1,1,"Bob Tway",70,2.95,454,154,"EarlyPar3ScoringAverage",2008
3,3,"KJ Choi",74,2.96,346,117,"EarlyPar3ScoringAverage",2008
3,3,"Nick OHern",82,2.96,477,161,"EarlyPar3ScoringAverage",2008
3,3,"Corey Pavin",69,2.96,488,165,"EarlyPar3ScoringAverage",2008
3,3,"Tom Pernice Jr",104,2.96,678,229,"EarlyPar3ScoringAverage",2008
7,7,"Ryan Palmer",69,2.97,404,136,"EarlyPar3ScoringAverage",2008
7,7,"Brenden Pappas",66,2.97,425,143,"EarlyPar3ScoringAverage",2008
9,9,"Lee Janzen",89,2.98,540,181,"EarlyPar3ScoringAverage",2008
10,10,"Zach Johnson",85,2.99,521,174,"EarlyPar3ScoringAverage",2008
10,10,"Tom Scherrer",56,2.99,377,126,"EarlyPar3ScoringAverage",2008
10,10,"Omar Uresti",74,2.99,491,164,"EarlyPar3ScoringAverage",2008
13,13,"Chad Collins",72,3,477,159,"EarlyPar3ScoringAverage",2008
13,13,"Ken Duke",116,3,693,231,"EarlyPar3ScoringAverage",2008
13,13,"Chris Riley",51,3,318,106,"EarlyPar3ScoringAverage",2008
13,13,"DJ Trahan",94,3,604,201,"EarlyPar3ScoringAverage",2008
17,17,"Eric Axley",113,3.01,677,225,"EarlyPar3ScoringAverage",2008
17,17,"Shane Bertsch",96,3.01,618,205,"EarlyPar3ScoringAverage",2008
17,17,"Chad Campbell",94,3.01,527,175,"EarlyPar3ScoringAverage",2008
17,17,"Dudley Hart",74,3.01,364,121,"EarlyPar3ScoringAverage",2008
17,17,"Ted Purdy",68,3.01,427,142,"EarlyPar3ScoringAverage",2008
22,22,"Nick Flanagan",89,3.02,611,202,"EarlyPar3ScoringAverage",2008
22,22,"Brian Gay",102,3.02,585,194,"EarlyPar3ScoringAverage",2008
22,22,"Richard Johnson",60,3.02,405,134,"EarlyPar3ScoringAverage",2008
22,22,"Anthony Kim",81,3.02,414,137,"EarlyPar3ScoringAverage",2008
22,22,"Steve Marino",119,3.02,778,258,"EarlyPar3ScoringAverage",2008
27,27,"Stephen Ames",83,3.03,461,152,"EarlyPar3ScoringAverage",2008
27,27,"Angel Cabrera",55,3.03,312,103,"EarlyPar3ScoringAverage",2008
27,27,"Gavin Coles",54,3.03,357,118,"EarlyPar3ScoringAverage",2008
27,27,"Glen Day",64,3.03,433,143,"EarlyPar3ScoringAverage",2008
27,27,"Bob Estes",90,3.03,554,183,"EarlyPar3ScoringAverage",2008
27,27,"George McNeill",97,3.03,612,202,"EarlyPar3ScoringAverage",2008
27,27,"Phil Mickelson",80,3.03,379,125,"EarlyPar3ScoringAverage",2008
27,27,"Jesper Parnevik",88,3.03,578,191,"EarlyPar3ScoringAverage",2008
27,27,"Pat Perez",93,3.03,525,173,"EarlyPar3ScoringAverage",2008
27,27,"Patrick Sheehan",124,3.03,839,277,"EarlyPar3ScoringAverage",2008
27,27,"Marc Turnesa",87,3.03,470,155,"EarlyPar3ScoringAverage",2008
38,38,"Robert Allenby",108,3.04,630,207,"EarlyPar3ScoringAverage",2008
38,38,"Cameron Beckman",87,3.04,553,182,"EarlyPar3ScoringAverage",2008
38,38,"Bart Bryant",81,3.04,505,166,"EarlyPar3ScoringAverage",2008
38,38,"James Driscoll",85,3.04,574,189,"EarlyPar3ScoringAverage",2008
38,38,"David Duval",51,3.04,325,107,"EarlyPar3ScoringAverage",2008
38,38,"Steve Elkington",84,3.04,542,178,"EarlyPar3ScoringAverage",2008
38,38,"Jim Furyk",95,3.04,480,158,"EarlyPar3ScoringAverage",2008
38,38,"John Huston",56,3.04,328,108,"EarlyPar3ScoringAverage",2008
38,38,"Carl Pettersson",110,3.04,691,227,"EarlyPar3ScoringAverage",2008
38,38,"Jeff Quinney",87,3.04,514,169,"EarlyPar3ScoringAverage",2008
38,38,"John Riegger",73,3.04,505,166,"EarlyPar3ScoringAverage",2008
38,38,"Adam Scott",51,3.04,316,104,"EarlyPar3ScoringAverage",2008
38,38,"Scott Sterling",89,3.04,589,194,"EarlyPar3ScoringAverage",2008
38,38,"Vaughn Taylor",103,3.04,577,190,"EarlyPar3ScoringAverage",2008
52,52,"Briny Baird",113,3.05,617,202,"EarlyPar3ScoringAverage",2008
52,52,"Stewart Cink",87,3.05,458,150,"EarlyPar3ScoringAverage",2008
52,52,"Paul Claxton",63,3.05,405,133,"EarlyPar3ScoringAverage",2008
52,52,"Fred Couples",60,3.05,375,123,"EarlyPar3ScoringAverage",2008
52,52,"Ben Crane",86,3.05,512,168,"EarlyPar3ScoringAverage",2008
52,52,"Jason Day",81,3.05,466,153,"EarlyPar3ScoringAverage",2008
52,52,"Steve Flesch",95,3.05,559,183,"EarlyPar3ScoringAverage",2008
52,52,"Jeff Maggert",86,3.05,537,176,"EarlyPar3ScoringAverage",2008
52,52,"John Mallinger",95,3.05,614,201,"EarlyPar3ScoringAverage",2008
52,52,"Jim McGovern",75,3.05,472,155,"EarlyPar3ScoringAverage",2008
