"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2016","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2016","BestYTD1PuttorBetterStreak_PLAYERNAME_2016","BestYTD1PuttorBetterStreak_EVENTS_2016","BestYTD1PuttorBetterStreak_VALUE_2016","stat_name","year"
1,1,"Ricky Barnes",18,13,"BestYTD1PuttorBetterStreak",2016
2,2,"Brandt Snedeker",14,12,"BestYTD1PuttorBetterStreak",2016
3,3,"Aaron Baddeley",15,11,"BestYTD1PuttorBetterStreak",2016
3,3,"Charles Howell III",17,11,"BestYTD1PuttorBetterStreak",2016
3,3,"Freddie Jacobson",16,11,"BestYTD1PuttorBetterStreak",2016
3,68,"Sean OHair",14,11,"BestYTD1PuttorBetterStreak",2016
3,3,"Steve Stricker",8,11,"BestYTD1PuttorBetterStreak",2016
8,7,"Miguel Angel Carballo",11,10,"BestYTD1PuttorBetterStreak",2016
8,7,"Derek Fathauer",18,10,"BestYTD1PuttorBetterStreak",2016
8,7,"Brice Garnett",9,10,"BestYTD1PuttorBetterStreak",2016
8,7,"Jarrod Lyle",7,10,"BestYTD1PuttorBetterStreak",2016
8,7,"Seung Yul Noh",17,10,"BestYTD1PuttorBetterStreak",2016
8,7,"Hudson Swafford",17,10,"BestYTD1PuttorBetterStreak",2016
8,7,"Camilo Villegas",16,10,"BestYTD1PuttorBetterStreak",2016
8,29,"Tim Wilkinson",11,10,"BestYTD1PuttorBetterStreak",2016
16,14,"Shane Bertsch",9,9,"BestYTD1PuttorBetterStreak",2016
16,14,"Fabian Gomez",15,9,"BestYTD1PuttorBetterStreak",2016
16,14,"Luke Guthrie",11,9,"BestYTD1PuttorBetterStreak",2016
16,14,"James Hahn",15,9,"BestYTD1PuttorBetterStreak",2016
16,14,"Charley Hoffman",14,9,"BestYTD1PuttorBetterStreak",2016
16,14,"Michael Kim",18,9,"BestYTD1PuttorBetterStreak",2016
16,14,"Richard Lee",2,9,"BestYTD1PuttorBetterStreak",2016
16,29,"Andrew Loupe",16,9,"BestYTD1PuttorBetterStreak",2016
16,14,"Jon Rahm",1,9,"BestYTD1PuttorBetterStreak",2016
16,14,"Justin Rose",10,9,"BestYTD1PuttorBetterStreak",2016
