"FedExCupPointsperEventLeaders_RANKTHISWEEK_2014","FedExCupPointsperEventLeaders_RANKLASTWEEK_2014","FedExCupPointsperEventLeaders_PLAYERNAME_2014","FedExCupPointsperEventLeaders_EVENTS_2014","FedExCupPointsperEventLeaders_POINTSPEREVENT_2014","FedExCupPointsperEventLeaders_TOTALPOINTS_2014","stat_name","year"
20,20,"Hideki Matsuyama",20,64.357,1287.146,"FedExCupPointsperEventLeaders",2014
21,21,"Graeme McDowell",15,63.222,948.333,"FedExCupPointsperEventLeaders",2014
22,22,"Brendon Todd",25,61.692,1542.306,"FedExCupPointsperEventLeaders",2014
23,23,"Kevin Na",23,61.449,1413.336,"FedExCupPointsperEventLeaders",2014
24,24,"Henrik Stenson",12,59.989,719.863,"FedExCupPointsperEventLeaders",2014
25,25,"Harris English",25,58.78,1469.493,"FedExCupPointsperEventLeaders",2014
26,26,"Ryan Palmer",19,56.228,1068.333,"FedExCupPointsperEventLeaders",2014
27,27,"Keegan Bradley",23,55.582,1278.396,"FedExCupPointsperEventLeaders",2014
28,28,"Matt Every",23,54.346,1249.963,"FedExCupPointsperEventLeaders",2014
29,29,"Marc Leishman",21,54.146,1137.071,"FedExCupPointsperEventLeaders",2014
30,30,"Graham DeLaet",21,52.983,1112.637,"FedExCupPointsperEventLeaders",2014
31,31,"Bill Haas",24,52.829,1267.896,"FedExCupPointsperEventLeaders",2014
32,32,"Charl Schwartzel",15,52.178,782.663,"FedExCupPointsperEventLeaders",2014
33,33,"Phil Mickelson",18,51.191,921.433,"FedExCupPointsperEventLeaders",2014
34,34,"Gary Woodland",21,50.443,1059.293,"FedExCupPointsperEventLeaders",2014
35,35,"John Senden",23,50.299,1156.867,"FedExCupPointsperEventLeaders",2014
36,36,"Luke Donald",15,49.533,743,"FedExCupPointsperEventLeaders",2014
37,37,"JB Holmes",21,47.952,1006.99,"FedExCupPointsperEventLeaders",2014
38,38,"Steve Stricker",11,47.182,519,"FedExCupPointsperEventLeaders",2014
39,39,"Jason Dufner",17,46.912,797.5,"FedExCupPointsperEventLeaders",2014
40,40,"Charley Hoffman",22,46.652,1026.333,"FedExCupPointsperEventLeaders",2014
41,41,"Brian Harman",29,46.503,1348.583,"FedExCupPointsperEventLeaders",2014
42,42,"Kevin Stadler",23,46.41,1067.437,"FedExCupPointsperEventLeaders",2014
43,43,"Tim Clark",24,46.312,1111.49,"FedExCupPointsperEventLeaders",2014
44,44,"Kevin Streelman",21,46.285,971.98,"FedExCupPointsperEventLeaders",2014
45,45,"George McNeill",21,45.829,962.417,"FedExCupPointsperEventLeaders",2014
46,46,"Matt Jones",22,44.071,969.567,"FedExCupPointsperEventLeaders",2014
47,47,"Ian Poulter",15,43.767,656.5,"FedExCupPointsperEventLeaders",2014
48,48,"Shawn Stefani",15,42.659,639.886,"FedExCupPointsperEventLeaders",2014
49,49,"Freddie Jacobson",24,41.116,986.781,"FedExCupPointsperEventLeaders",2014
50,50,"KJ Choi",20,40.717,814.333,"FedExCupPointsperEventLeaders",2014
51,51,"Angel Cabrera",20,40.366,807.321,"FedExCupPointsperEventLeaders",2014
52,52,"Charles Howell III",26,40.064,1041.667,"FedExCupPointsperEventLeaders",2014
53,53,"Seung Yul Noh",24,39.563,949.523,"FedExCupPointsperEventLeaders",2014
54,54,"Camilo Villegas",26,38.547,1002.21,"FedExCupPointsperEventLeaders",2014
55,55,"Russell Knox",23,38.481,885.066,"FedExCupPointsperEventLeaders",2014
56,56,"Will Ma Kenzie",24,38.329,919.9,"FedExCupPointsperEventLeaders",2014
57,57,"Jerry Kelly",20,38.274,765.483,"FedExCupPointsperEventLeaders",2014
58,58,"Chris Stroud",22,37.916,834.146,"FedExCupPointsperEventLeaders",2014
59,59,"Jason Kokrak",17,37.157,631.666,"FedExCupPointsperEventLeaders",2014
60,60,"Hunter Mahan",21,36.929,775.5,"FedExCupPointsperEventLeaders",2014
61,61,"Bob Estes",2,36.25,72.5,"FedExCupPointsperEventLeaders",2014
62,62,"Daniel Summerhays",24,36.219,869.256,"FedExCupPointsperEventLeaders",2014
63,63,"Jose Maria Olazabal",1,36,36,"FedExCupPointsperEventLeaders",2014
64,64,"Jason Bohn",22,35.618,783.6,"FedExCupPointsperEventLeaders",2014
65,65,"Brandt Snedeker",23,35.313,812.19,"FedExCupPointsperEventLeaders",2014
66,66,"Ben Crane",22,35.178,773.92,"FedExCupPointsperEventLeaders",2014
67,67,"Russell Henley",25,34.56,864,"FedExCupPointsperEventLeaders",2014
68,68,"Brian Stuard",26,34.258,890.71,"FedExCupPointsperEventLeaders",2014
69,69,"Robert Streb",19,33.438,635.33,"FedExCupPointsperEventLeaders",2014
70,70,"Justin Hicks",28,32.964,922.987,"FedExCupPointsperEventLeaders",2014
71,71,"Ben Martin",24,32.868,788.833,"FedExCupPointsperEventLeaders",2014
72,72,"Paul Casey",15,31.411,471.167,"FedExCupPointsperEventLeaders",2014
73,73,"Billy Horschel",23,31.376,721.651,"FedExCupPointsperEventLeaders",2014
74,74,"Ryo Ishikawa",22,30.948,680.85,"FedExCupPointsperEventLeaders",2014
75,75,"Steven Bowditch",27,30.67,828.086,"FedExCupPointsperEventLeaders",2014
76,76,"Brendan Steele",24,30.357,728.557,"FedExCupPointsperEventLeaders",2014
77,77,"Lee Westwood",17,30.263,514.467,"FedExCupPointsperEventLeaders",2014
78,78,"Louis Oosthuizen",15,30.184,452.767,"FedExCupPointsperEventLeaders",2014
79,79,"Jonas Blixt",20,29.964,599.286,"FedExCupPointsperEventLeaders",2014
80,80,"Erik Compton",25,29.79,744.738,"FedExCupPointsperEventLeaders",2014
81,81,"Pat Perez",23,29.635,681.597,"FedExCupPointsperEventLeaders",2014
82,82,"Robert Garrigus",23,29.487,678.19,"FedExCupPointsperEventLeaders",2014
83,83,"Andrew Svoboda",22,29.408,646.97,"FedExCupPointsperEventLeaders",2014
84,84,"Scott Brown",28,29.158,816.41,"FedExCupPointsperEventLeaders",2014
85,85,"Ernie Els",21,29.045,609.94,"FedExCupPointsperEventLeaders",2014
86,86,"Cameron Tringale",27,28.933,781.202,"FedExCupPointsperEventLeaders",2014
87,87,"Kevin Chappell",25,28.92,723,"FedExCupPointsperEventLeaders",2014
88,88,"Jeff Overton",22,28.671,630.76,"FedExCupPointsperEventLeaders",2014
89,89,"Geoff Ogilvy",22,27.756,610.64,"FedExCupPointsperEventLeaders",2014
90,90,"Vijay Singh",23,27.189,625.34,"FedExCupPointsperEventLeaders",2014
91,91,"Chesson Hadley",26,27.096,704.503,"FedExCupPointsperEventLeaders",2014
92,92,"Troy Merritt",19,26.263,499,"FedExCupPointsperEventLeaders",2014
93,93,"Billy Hurley III",24,26.259,630.209,"FedExCupPointsperEventLeaders",2014
94,94,"David Toms",19,26.199,497.786,"FedExCupPointsperEventLeaders",2014
95,95,"Carl Pettersson",25,26,649.994,"FedExCupPointsperEventLeaders",2014
96,96,"Scott Stallings",26,25.71,668.46,"FedExCupPointsperEventLeaders",2014
97,97,"Scott Langley",27,25.401,685.83,"FedExCupPointsperEventLeaders",2014
98,98,"Jason Gore",7,24.929,174.5,"FedExCupPointsperEventLeaders",2014
99,99,"William McGirt",26,24.858,646.32,"FedExCupPointsperEventLeaders",2014
100,100,"David Hearn",26,24.809,645.045,"FedExCupPointsperEventLeaders",2014
101,101,"Brendon de Jonge",29,24.724,717,"FedExCupPointsperEventLeaders",2014
102,102,"Michael Thompson",21,24.517,514.85,"FedExCupPointsperEventLeaders",2014
103,103,"Nick Watney",24,24.315,583.556,"FedExCupPointsperEventLeaders",2014
104,104,"Kevin Kisner",25,23.483,587.083,"FedExCupPointsperEventLeaders",2014
105,105,"Justin Leonard",21,23.36,490.57,"FedExCupPointsperEventLeaders",2014
106,106,"Luke Guthrie",25,22.992,574.81,"FedExCupPointsperEventLeaders",2014
107,107,"Jhonattan Vegas",22,22.962,505.157,"FedExCupPointsperEventLeaders",2014
108,108,"Aaron Baddeley",23,22.953,527.92,"FedExCupPointsperEventLeaders",2014
109,109,"Retief Goosen",25,22.753,568.833,"FedExCupPointsperEventLeaders",2014
110,110,"Rory Sabbatini",25,22.671,566.77,"FedExCupPointsperEventLeaders",2014
111,111,"Will Wilcox",16,22.599,361.582,"FedExCupPointsperEventLeaders",2014
112,112,"Bo Van Pelt",23,22.522,518,"FedExCupPointsperEventLeaders",2014
113,113,"Michael Putnam",28,22.08,618.231,"FedExCupPointsperEventLeaders",2014
114,114,"Stewart Cink",23,21.892,503.517,"FedExCupPointsperEventLeaders",2014
115,115,"Boo Weekley",23,21.549,495.62,"FedExCupPointsperEventLeaders",2014
116,116,"Briny Baird",17,21.515,365.76,"FedExCupPointsperEventLeaders",2014
117,117,"Stuart Appleby",26,21.312,554.103,"FedExCupPointsperEventLeaders",2014
118,118,"Martin Laird",20,21.269,425.38,"FedExCupPointsperEventLeaders",2014
119,119,"Martin Flores",25,21.215,530.377,"FedExCupPointsperEventLeaders",2014
120,120,"Andres Romero",24,20.965,503.167,"FedExCupPointsperEventLeaders",2014
121,121,"John Huh",26,20.917,543.85,"FedExCupPointsperEventLeaders",2014
122,122,"Tim Wilkinson",24,20.566,493.575,"FedExCupPointsperEventLeaders",2014
123,123,"Gonzalo Fdez Castano",23,20.452,470.39,"FedExCupPointsperEventLeaders",2014
124,124,"Sangmoon Bae",23,20.243,465.578,"FedExCupPointsperEventLeaders",2014
125,125,"Peter Hanson",13,20.12,261.563,"FedExCupPointsperEventLeaders",2014
126,126,"Larry Mize",1,20,20,"FedExCupPointsperEventLeaders",2014
127,127,"Ricky Barnes",26,19.905,517.538,"FedExCupPointsperEventLeaders",2014
128,128,"Scott Piercy",12,19.822,237.86,"FedExCupPointsperEventLeaders",2014
129,129,"Brian Davis",27,19.776,533.94,"FedExCupPointsperEventLeaders",2014
130,130,"Bryce Molder",24,18.96,455.036,"FedExCupPointsperEventLeaders",2014
131,131,"Danny Lee",26,18.827,489.5,"FedExCupPointsperEventLeaders",2014
132,132,"Bud Cauley",19,18.802,357.23,"FedExCupPointsperEventLeaders",2014
133,133,"Heath Slocum",23,18.231,419.32,"FedExCupPointsperEventLeaders",2014
134,134,"Brice Garnett",27,18.066,487.78,"FedExCupPointsperEventLeaders",2014
135,135,"Brad Fritsch",18,17.882,321.869,"FedExCupPointsperEventLeaders",2014
136,136,"Chad Campbell",18,17.628,317.296,"FedExCupPointsperEventLeaders",2014
137,137,"James Hahn",26,17.522,455.568,"FedExCupPointsperEventLeaders",2014
138,138,"Andrew Loupe",22,17.273,380,"FedExCupPointsperEventLeaders",2014
139,139,"Steve Marino",13,17.232,224.02,"FedExCupPointsperEventLeaders",2014
140,140,"Ben Curtis",24,16.933,406.39,"FedExCupPointsperEventLeaders",2014
141,141,"Kenny Perry",5,16.6,83,"FedExCupPointsperEventLeaders",2014
142,142,"Fred Couples",3,16.333,49,"FedExCupPointsperEventLeaders",2014
143,143,"Morgan Hoffmann",28,16.008,448.21,"FedExCupPointsperEventLeaders",2014
144,144,"Jonathan Byrd",24,15.947,382.73,"FedExCupPointsperEventLeaders",2014
145,145,"John Merrick",25,15.943,398.57,"FedExCupPointsperEventLeaders",2014
146,146,"Charlie Beljan",26,15.732,409.033,"FedExCupPointsperEventLeaders",2014
147,147,"Robert Allenby",28,15.643,438,"FedExCupPointsperEventLeaders",2014
148,148,"JJ Henry",28,15.161,424.503,"FedExCupPointsperEventLeaders",2014
149,149,"David Lingmerth",26,15.057,391.49,"FedExCupPointsperEventLeaders",2014
150,150,"Mike Weir",25,15.009,375.217,"FedExCupPointsperEventLeaders",2014
151,151,"Greg Chalmers",27,14.89,402.023,"FedExCupPointsperEventLeaders",2014
152,152,"Joe Durant",15,14.745,221.17,"FedExCupPointsperEventLeaders",2014
153,153,"Nicholas Thompson",30,14.579,437.373,"FedExCupPointsperEventLeaders",2014
154,154,"Brian Gay",26,14.406,374.555,"FedExCupPointsperEventLeaders",2014
155,155,"Roberto Castro",27,14.345,387.31,"FedExCupPointsperEventLeaders",2014
156,156,"Wes Roach",22,14.261,313.75,"FedExCupPointsperEventLeaders",2014
157,157,"Tyrone Van Aswegen",25,14.22,355.49,"FedExCupPointsperEventLeaders",2014
158,158,"Eric Axley",10,14.084,140.84,"FedExCupPointsperEventLeaders",2014
159,159,"Richard Lee",27,13.933,376.2,"FedExCupPointsperEventLeaders",2014
160,160,"Jim Renner",25,13.832,345.797,"FedExCupPointsperEventLeaders",2014
161,161,"Hudson Swafford",26,13.51,351.25,"FedExCupPointsperEventLeaders",2014
162,162,"Johnson Wagner",24,13.448,322.76,"FedExCupPointsperEventLeaders",2014
163,163,"Charlie Wi",25,13.156,328.9,"FedExCupPointsperEventLeaders",2014
164,164,"Thorbjorn Olesen",14,12.982,181.75,"FedExCupPointsperEventLeaders",2014
165,165,"Ted Potter Jr",24,12.962,311.083,"FedExCupPointsperEventLeaders",2014
166,166,"Trevor Immelman",28,12.633,353.723,"FedExCupPointsperEventLeaders",2014
167,167,"Sandy Lyle",2,12.5,25,"FedExCupPointsperEventLeaders",2014
168,168,"James Driscoll",25,12.44,311,"FedExCupPointsperEventLeaders",2014
169,169,"Spencer Levin",20,12.3,246,"FedExCupPointsperEventLeaders",2014
170,170,"Dicky Pride",13,12.192,158.5,"FedExCupPointsperEventLeaders",2014
171,171,"Ken Duke",25,12.182,304.55,"FedExCupPointsperEventLeaders",2014
172,172,"Tommy Gainey",26,11.952,310.74,"FedExCupPointsperEventLeaders",2014
173,173,"Josh Teater",28,11.924,333.86,"FedExCupPointsperEventLeaders",2014
174,174,"Davis Love III",22,11.518,253.4,"FedExCupPointsperEventLeaders",2014
175,175,"Blake Adams",8,11.388,91.1,"FedExCupPointsperEventLeaders",2014
176,176,"Sean OHair",25,11.117,277.92,"FedExCupPointsperEventLeaders",2014
177,177,"Rod Pampling",7,10.631,74.42,"FedExCupPointsperEventLeaders",2014
178,178,"Kyle Stanley",28,10.598,296.745,"FedExCupPointsperEventLeaders",2014
179,179,"Jamie Lovemark",20,10.591,211.813,"FedExCupPointsperEventLeaders",2014
180,180,"Chad Collins",28,10.53,294.83,"FedExCupPointsperEventLeaders",2014
181,181,"Tim Herron",15,10.477,157.16,"FedExCupPointsperEventLeaders",2014
182,182,"Troy Matteson",23,10.347,237.97,"FedExCupPointsperEventLeaders",2014
183,183,"Jeff Maggert",19,10.268,195.1,"FedExCupPointsperEventLeaders",2014
184,184,"Woody Austin",22,10.229,225.027,"FedExCupPointsperEventLeaders",2014
185,185,"Tom Watson",5,10.1,50.5,"FedExCupPointsperEventLeaders",2014
186,186,"Kent Jones",2,10,20,"FedExCupPointsperEventLeaders",2014
187,187,"Ryuji Imada",9,9.971,89.74,"FedExCupPointsperEventLeaders",2014
188,188,"Jose Coceres",6,9.81,58.86,"FedExCupPointsperEventLeaders",2014
189,189,"Patrick Cantlay",5,9.594,47.97,"FedExCupPointsperEventLeaders",2014
190,190,"Tim Petrovic",10,9.55,95.5,"FedExCupPointsperEventLeaders",2014
191,191,"Peter Malnati",18,9.528,171.5,"FedExCupPointsperEventLeaders",2014
192,192,"David Lynn",11,9.409,103.5,"FedExCupPointsperEventLeaders",2014
193,193,"Chez Reavie",2,8.75,17.5,"FedExCupPointsperEventLeaders",2014
194,194,"John Rollins",28,8.727,244.36,"FedExCupPointsperEventLeaders",2014
195,195,"Greg Owen",8,8.424,67.39,"FedExCupPointsperEventLeaders",2014
196,196,"YE Yang",28,8.363,234.166,"FedExCupPointsperEventLeaders",2014
197,197,"Dudley Hart",4,8.098,32.39,"FedExCupPointsperEventLeaders",2014
198,198,"Glen Day",5,7.9,39.5,"FedExCupPointsperEventLeaders",2014
199,199,"Derek Ernst",28,7.776,217.733,"FedExCupPointsperEventLeaders",2014
200,200,"Miguel Angel Carballo",15,7.711,115.66,"FedExCupPointsperEventLeaders",2014
201,201,"DA Points",27,7.626,205.915,"FedExCupPointsperEventLeaders",2014
202,202,"Kevin Tway",23,7.478,172,"FedExCupPointsperEventLeaders",2014
203,203,"Nicolas Colsaerts",12,7.354,88.25,"FedExCupPointsperEventLeaders",2014
204,204,"Steve Flesch",5,7.35,36.75,"FedExCupPointsperEventLeaders",2014
205,205,"Padraig Harrington",16,7.266,116.25,"FedExCupPointsperEventLeaders",2014
206,206,"Bronson La Cassie",18,7.137,128.46,"FedExCupPointsperEventLeaders",2014
207,207,"Scott Gardiner",18,6.936,124.853,"FedExCupPointsperEventLeaders",2014
208,208,"Mark Anderson",8,6.856,54.848,"FedExCupPointsperEventLeaders",2014
209,209,"John Peterson",25,6.783,169.583,"FedExCupPointsperEventLeaders",2014
210,210,"Jim Herman",21,6.764,142.05,"FedExCupPointsperEventLeaders",2014
211,211,"Doug LaBelle II",12,6.581,78.97,"FedExCupPointsperEventLeaders",2014
212,212,"Will Claxton",8,6.543,52.34,"FedExCupPointsperEventLeaders",2014
213,213,"Tiger Woods",7,6.399,44.79,"FedExCupPointsperEventLeaders",2014
214,214,"Justin Bolli",6,6.083,36.5,"FedExCupPointsperEventLeaders",2014
215,215,"Mark Calcavecchia",8,6.078,48.626,"FedExCupPointsperEventLeaders",2014
216,216,"Cameron Beckman",12,6.01,72.12,"FedExCupPointsperEventLeaders",2014
217,217,"Billy Mayfair",4,5.973,23.89,"FedExCupPointsperEventLeaders",2014
218,218,"Stephen Ames",18,5.759,103.66,"FedExCupPointsperEventLeaders",2014
219,219,"Alex Cejka",6,5.678,34.07,"FedExCupPointsperEventLeaders",2014
220,220,"Mark Wilson",25,5.675,141.87,"FedExCupPointsperEventLeaders",2014
221,221,"Lee Williams",13,5.673,73.75,"FedExCupPointsperEventLeaders",2014
222,222,"Darren Clarke",15,5.524,82.86,"FedExCupPointsperEventLeaders",2014
223,223,"Kevin Foley",15,5.219,78.29,"FedExCupPointsperEventLeaders",2014
224,224,"Len Mattiace",4,5.207,20.827,"FedExCupPointsperEventLeaders",2014
225,225,"David Duval",15,5.126,76.89,"FedExCupPointsperEventLeaders",2014
226,226,"Marc Turnesa",6,5.117,30.7,"FedExCupPointsperEventLeaders",2014
227,227,"Lee Janzen",8,5.098,40.783,"FedExCupPointsperEventLeaders",2014
228,228,"Lucas Glover",26,4.955,128.827,"FedExCupPointsperEventLeaders",2014
229,229,"DH Lee",20,4.693,93.85,"FedExCupPointsperEventLeaders",2014
230,230,"Alex Prugh",16,4.525,72.4,"FedExCupPointsperEventLeaders",2014
231,231,"Marco Dawson",1,4.375,4.375,"FedExCupPointsperEventLeaders",2014
232,232,"Ben Kohles",3,4.333,13,"FedExCupPointsperEventLeaders",2014
233,233,"John Daly",15,4.219,63.28,"FedExCupPointsperEventLeaders",2014
234,234,"Chris Smith",7,4.051,28.36,"FedExCupPointsperEventLeaders",2014
235,235,"Matt Bettencourt",14,4.036,56.5,"FedExCupPointsperEventLeaders",2014
236,236,"Vaughn Taylor",3,3.958,11.875,"FedExCupPointsperEventLeaders",2014
237,237,"DJ Trahan",5,3.6,18,"FedExCupPointsperEventLeaders",2014
238,238,"Nathan Green",4,3.5,14,"FedExCupPointsperEventLeaders",2014
239,239,"Tag Ridings",12,3.479,41.747,"FedExCupPointsperEventLeaders",2014
240,240,"Joe Ogilvie",13,3.04,39.52,"FedExCupPointsperEventLeaders",2014
241,241,"Arjun Atwal",4,2.75,11,"FedExCupPointsperEventLeaders",2014
242,242,"Todd Hamilton",4,2.625,10.5,"FedExCupPointsperEventLeaders",2014
243,243,"Benjamin Alvarado",6,2.5,15,"FedExCupPointsperEventLeaders",2014
244,244,"Harrison Frazar",15,2.45,36.75,"FedExCupPointsperEventLeaders",2014
245,245,"Fabian Gomez",4,2.396,9.583,"FedExCupPointsperEventLeaders",2014
246,246,"Kris Blanks",8,2.375,19,"FedExCupPointsperEventLeaders",2014
247,247,"Jesper Parnevik",3,1.458,4.375,"FedExCupPointsperEventLeaders",2014
248,248,"Edward Loar",19,1.195,22.7,"FedExCupPointsperEventLeaders",2014
249,249,"Fred Funk",8,1.172,9.375,"FedExCupPointsperEventLeaders",2014
250,250,"Brett Quigley",1,0.8,0.8,"FedExCupPointsperEventLeaders",2014
251,251,"Paul Goydos",19,0.601,11.41,"FedExCupPointsperEventLeaders",2014
252,252,"Daniel Chopra",16,0.539,8.63,"FedExCupPointsperEventLeaders",2014
253,253,"Paul Stankowski",3,0.307,0.92,"FedExCupPointsperEventLeaders",2014
254,254,"Scott McCarron",12,0.137,1.64,"FedExCupPointsperEventLeaders",2014
255,255,"Chris DiMarco",7,0.117,0.82,"FedExCupPointsperEventLeaders",2014
256,256,"Alex Aragon",18,0.102,1.83,"FedExCupPointsperEventLeaders",2014
257,257,"Scott Verplank",12,0.076,0.91,"FedExCupPointsperEventLeaders",2014
258,258,"Bobby Gates",14,0.056,0.79,"FedExCupPointsperEventLeaders",2014
