"EarlyRound4ScoringAverage_RANKTHISWEEK_2016","EarlyRound4ScoringAverage_RANKLASTWEEK_2016","EarlyRound4ScoringAverage_PLAYERNAME_2016","EarlyRound4ScoringAverage__2016","EarlyRound4ScoringAverage_AVG_2016","EarlyRound4ScoringAverage_TOTALSTROKES_2016","EarlyRound4ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Brian Stuard",NA,66,66,1,"EarlyRound4ScoringAverage",2016
2,2,"Jason Day",NA,66.5,133,2,"EarlyRound4ScoringAverage",2016
3,3,"Rory McIlroy",NA,66.67,200,3,"EarlyRound4ScoringAverage",2016
3,3,"John Senden",NA,66.67,200,3,"EarlyRound4ScoringAverage",2016
5,5,"Rickie Fowler",NA,67,67,1,"EarlyRound4ScoringAverage",2016
5,5,"Marc Leishman",NA,67,134,2,"EarlyRound4ScoringAverage",2016
5,5,"Jamie Lovemark",NA,67,134,2,"EarlyRound4ScoringAverage",2016
8,8,"Branden Grace",NA,67.33,202,3,"EarlyRound4ScoringAverage",2016
9,9,"Luke List",NA,67.67,203,3,"EarlyRound4ScoringAverage",2016
10,10,"John Huh",NA,67.75,271,4,"EarlyRound4ScoringAverage",2016
11,11,"Paul Casey",NA,68,136,2,"EarlyRound4ScoringAverage",2016
11,11,"James Hahn",NA,68,136,2,"EarlyRound4ScoringAverage",2016
11,11,"Russell Henley",NA,68,136,2,"EarlyRound4ScoringAverage",2016
11,11,"Justin Rose",NA,68,136,2,"EarlyRound4ScoringAverage",2016
15,16,"Zach Johnson",NA,68.25,273,4,"EarlyRound4ScoringAverage",2016
16,19,"Russell Knox",NA,68.67,206,3,"EarlyRound4ScoringAverage",2016
16,20,"William McGirt",NA,68.67,618,9,"EarlyRound4ScoringAverage",2016
18,20,"Jason Kokrak",NA,68.75,275,4,"EarlyRound4ScoringAverage",2016
19,22,"Brandt Snedeker",NA,68.83,413,6,"EarlyRound4ScoringAverage",2016
20,23,"Jonas Blixt",NA,69,207,3,"EarlyRound4ScoringAverage",2016
20,23,"Peter Malnati",NA,69,207,3,"EarlyRound4ScoringAverage",2016
20,23,"Steve Marino",NA,69,138,2,"EarlyRound4ScoringAverage",2016
20,11,"Sean OHair",NA,69,207,3,"EarlyRound4ScoringAverage",2016
20,23,"Patrick Rodgers",NA,69,69,1,"EarlyRound4ScoringAverage",2016
20,23,"Brendon Todd",NA,69,69,1,"EarlyRound4ScoringAverage",2016
20,23,"Jimmy Walker",NA,69,138,2,"EarlyRound4ScoringAverage",2016
20,23,"Bubba Watson",NA,69,276,4,"EarlyRound4ScoringAverage",2016
28,31,"Spencer Levin",NA,69.17,415,6,"EarlyRound4ScoringAverage",2016
29,17,"Adam Hadwin",NA,69.33,416,6,"EarlyRound4ScoringAverage",2016
29,32,"Charles Howell III",NA,69.33,208,3,"EarlyRound4ScoringAverage",2016
29,32,"Jerry Kelly",NA,69.33,416,6,"EarlyRound4ScoringAverage",2016
32,34,"Lucas Glover",NA,69.4,347,5,"EarlyRound4ScoringAverage",2016
33,35,"Daniel Summerhays",NA,69.43,486,7,"EarlyRound4ScoringAverage",2016
34,36,"KJ Choi",NA,69.5,278,4,"EarlyRound4ScoringAverage",2016
34,36,"Chris Kirk",NA,69.5,278,4,"EarlyRound4ScoringAverage",2016
34,18,"Jhonattan Vegas",NA,69.5,417,6,"EarlyRound4ScoringAverage",2016
34,36,"Gary Woodland",NA,69.5,278,4,"EarlyRound4ScoringAverage",2016
38,40,"Chez Reavie",NA,69.57,487,7,"EarlyRound4ScoringAverage",2016
39,41,"Johnson Wagner",NA,69.75,279,4,"EarlyRound4ScoringAverage",2016
40,43,"Kevin Streelman",NA,69.8,349,5,"EarlyRound4ScoringAverage",2016
41,36,"Brian Harman",NA,69.86,489,7,"EarlyRound4ScoringAverage",2016
