"Puttingfrom4_RANKTHISWEEK_2006","Puttingfrom4_RANKLASTWEEK_2006","Puttingfrom4_PLAYERNAME_2006","Puttingfrom4_ROUNDS_2006","Puttingfrom4_PctMADE_2006","Puttingfrom4_ATTEMPTS_2006","Puttingfrom4_PUTTSMADE_2006","stat_name","year"
1,1,"Stephen Ames",63,98.82,85,84,"Puttingfrom4",2006
2,2,"Tiger Woods",55,98.51,67,66,"Puttingfrom4",2006
3,3,"Ryan Palmer",101,97.14,175,170,"Puttingfrom4",2006
4,4,"Jimmy Walker",60,97.12,104,101,"Puttingfrom4",2006
5,5,"Ryan Moore",68,96.88,128,124,"Puttingfrom4",2006
6,6,"Jesper Parnevik",84,96.62,148,143,"Puttingfrom4",2006
7,7,"Trevor Immelman",86,96.05,152,146,"Puttingfrom4",2006
8,8,"Richard Johnson",94,95.98,174,167,"Puttingfrom4",2006
9,9,"Geoff Ogilvy",76,95.97,124,119,"Puttingfrom4",2006
10,10,"Stewart Cink",93,95.83,120,115,"Puttingfrom4",2006
11,11,"JJ Henry",96,95.74,141,135,"Puttingfrom4",2006
12,12,"Phil Mickelson",74,95.56,90,86,"Puttingfrom4",2006
13,13,"Robert Allenby",79,95.42,131,125,"Puttingfrom4",2006
14,14,"Zach Johnson",98,95.24,147,140,"Puttingfrom4",2006
15,15,"John Cook",67,95,100,95,"Puttingfrom4",2006
16,16,"Danny Ellis",68,94.92,118,112,"Puttingfrom4",2006
17,17,"Fred Funk",106,94.85,194,184,"Puttingfrom4",2006
18,18,"Paul Azinger",87,94.74,152,144,"Puttingfrom4",2006
19,19,"Nathan Green",108,94.69,226,214,"Puttingfrom4",2006
19,19,"JL Lewis",57,94.69,113,107,"Puttingfrom4",2006
21,21,"Ben Curtis",86,94.56,147,139,"Puttingfrom4",2006
22,22,"KJ Choi",93,94.51,164,155,"Puttingfrom4",2006
23,23,"Harrison Frazar",95,94.48,163,154,"Puttingfrom4",2006
23,23,"Shigeki Maruyama",94,94.48,145,137,"Puttingfrom4",2006
25,25,"Rory Sabbatini",84,94.27,157,148,"Puttingfrom4",2006
26,26,"Jason Schultz",77,94.24,139,131,"Puttingfrom4",2006
27,27,"JP Hayes",55,94.23,104,98,"Puttingfrom4",2006
28,28,"Scott Gutschewski",53,94.17,103,97,"Puttingfrom4",2006
