"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2010","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2010","ProximitytoHolefromOtherLocations_PLAYERNAME_2010","ProximitytoHolefromOtherLocations_ROUNDS_2010","ProximitytoHolefromOtherLocations_AVGDTP_2010","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2010","ProximitytoHolefromOtherLocations_OFSHOTS_2010","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2010","stat_name","year"
1,1,"Jeev Milkha Singh",59,NA,5.312,85,15,"ProximitytoHolefromOtherLocations",2010
1,1,"Mike Weir",59,NA,5.004,81,82,"ProximitytoHolefromOtherLocations",2010
3,3,"Kevin Na",94,NA,6.108,96,8,"ProximitytoHolefromOtherLocations",2010
3,3,"Justin Rose",78,NA,6.917,108,13,"ProximitytoHolefromOtherLocations",2010
5,5,"Omar Uresti",74,NA,6.87,106,38,"ProximitytoHolefromOtherLocations",2010
6,6,"Freddie Jacobson",83,NA,8.325,127,17,"ProximitytoHolefromOtherLocations",2010
6,6,"Phil Mickelson",76,NA,5.262,80,31,"ProximitytoHolefromOtherLocations",2010
6,6,"Dean Wilson",54,NA,3.412,52,1,"ProximitytoHolefromOtherLocations",2010
9,9,"Martin Laird",91,NA,9.622,139,115,"ProximitytoHolefromOtherLocations",2010
10,10,"Richard Johnson",90,NA,7.835,112,71,"ProximitytoHolefromOtherLocations",2010
10,10,"Michael Sim",64,NA,6.436,92,35,"ProximitytoHolefromOtherLocations",2010
10,10,"Brandt Snedeker",89,NA,8.316,118,43,"ProximitytoHolefromOtherLocations",2010
13,13,"Joe Durant",67,NA,7.338,103,76,"ProximitytoHolefromOtherLocations",2010
13,13,"Padraig Harrington",57,NA,5.088,72,42,"ProximitytoHolefromOtherLocations",2010
13,13,"Geoff Ogilvy",62,NA,4.143,58,135,"ProximitytoHolefromOtherLocations",2010
16,16,"JB Holmes",100,NA,12.757,176,22,"ProximitytoHolefromOtherLocations",2010
16,16,"Ian Poulter",55,NA,2.95,41,57,"ProximitytoHolefromOtherLocations",2010
16,16,"Chris Riley",73,NA,8.247,114,6,"ProximitytoHolefromOtherLocations",2010
19,19,"Michael Bradley",77,NA,8.051,111,67,"ProximitytoHolefromOtherLocations",2010
19,19,"Bob Estes",79,NA,9.162,125,50,"ProximitytoHolefromOtherLocations",2010
19,19,"Matt Jones",89,NA,10.012,138,48,"ProximitytoHolefromOtherLocations",2010
22,22,"Chad Collins",87,NA,12.641,170,9,"ProximitytoHolefromOtherLocations",2010
22,22,"Zach Johnson",93,NA,6.54,88,103,"ProximitytoHolefromOtherLocations",2010
22,22,"Greg Owen",69,NA,9.126,124,179,"ProximitytoHolefromOtherLocations",2010
22,22,"Scott Verplank",74,NA,8.235,111,70,"ProximitytoHolefromOtherLocations",2010
26,26,"Jonathan Byrd",85,NA,10.526,141,34,"ProximitytoHolefromOtherLocations",2010
