"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2013","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2013","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2013","FirstTeeEarlyRound1ScoringAverage__2013","FirstTeeEarlyRound1ScoringAverage_AVG_2013","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2013","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Matt Kuchar",NA,67,134,2,"FirstTeeEarlyRound1ScoringAverage",2013
2,2,"Camilo Villegas",NA,67.33,404,6,"FirstTeeEarlyRound1ScoringAverage",2013
3,3,"Jeff Overton",NA,67.75,271,4,"FirstTeeEarlyRound1ScoringAverage",2013
4,4,"Sergio Garcia",NA,68,68,1,"FirstTeeEarlyRound1ScoringAverage",2013
4,4,"Jim Herman",NA,68,136,2,"FirstTeeEarlyRound1ScoringAverage",2013
6,6,"Zach Johnson",NA,68.29,478,7,"FirstTeeEarlyRound1ScoringAverage",2013
7,7,"Morgan Hoffmann",NA,68.63,549,8,"FirstTeeEarlyRound1ScoringAverage",2013
8,8,"Charles Howell III",NA,68.67,206,3,"FirstTeeEarlyRound1ScoringAverage",2013
9,9,"Alistair Presnell",NA,68.75,275,4,"FirstTeeEarlyRound1ScoringAverage",2013
10,10,"Bob Estes",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2013
10,10,"Jeff Maggert",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2013
12,12,"Kevin Chappell",NA,69,483,7,"FirstTeeEarlyRound1ScoringAverage",2013
12,12,"Freddie Jacobson",NA,69,414,6,"FirstTeeEarlyRound1ScoringAverage",2013
12,12,"Matt Jones",NA,69,414,6,"FirstTeeEarlyRound1ScoringAverage",2013
15,15,"Jason Kokrak",NA,69.17,415,6,"FirstTeeEarlyRound1ScoringAverage",2013
16,16,"Billy Horschel",NA,69.2,346,5,"FirstTeeEarlyRound1ScoringAverage",2013
16,16,"Henrik Stenson",NA,69.2,346,5,"FirstTeeEarlyRound1ScoringAverage",2013
18,18,"Brandt Snedeker",NA,69.25,277,4,"FirstTeeEarlyRound1ScoringAverage",2013
18,18,"Boo Weekley",NA,69.25,554,8,"FirstTeeEarlyRound1ScoringAverage",2013
20,20,"Jerry Kelly",NA,69.36,763,11,"FirstTeeEarlyRound1ScoringAverage",2013
21,21,"Daniel Summerhays",NA,69.4,694,10,"FirstTeeEarlyRound1ScoringAverage",2013
22,22,"Jonas Blixt",NA,69.43,486,7,"FirstTeeEarlyRound1ScoringAverage",2013
23,23,"Scott Piercy",NA,69.5,556,8,"FirstTeeEarlyRound1ScoringAverage",2013
24,24,"Ben Kohles",NA,69.57,487,7,"FirstTeeEarlyRound1ScoringAverage",2013
25,25,"Brendon de Jonge",NA,69.67,627,9,"FirstTeeEarlyRound1ScoringAverage",2013
25,25,"Brandt Jobe",NA,69.67,209,3,"FirstTeeEarlyRound1ScoringAverage",2013
25,25,"Dustin Johnson",NA,69.67,209,3,"FirstTeeEarlyRound1ScoringAverage",2013
25,25,"Robert Karlsson",NA,69.67,209,3,"FirstTeeEarlyRound1ScoringAverage",2013
29,29,"Brad Fritsch",NA,69.75,279,4,"FirstTeeEarlyRound1ScoringAverage",2013
29,29,"Jim Furyk",NA,69.75,279,4,"FirstTeeEarlyRound1ScoringAverage",2013
29,29,"Gary Woodland",NA,69.75,558,8,"FirstTeeEarlyRound1ScoringAverage",2013
32,32,"Charley Hoffman",NA,69.8,349,5,"FirstTeeEarlyRound1ScoringAverage",2013
32,32,"Hunter Mahan",NA,69.8,349,5,"FirstTeeEarlyRound1ScoringAverage",2013
34,34,"YE Yang",NA,69.83,419,6,"FirstTeeEarlyRound1ScoringAverage",2013
35,35,"Bryce Molder",NA,69.89,629,9,"FirstTeeEarlyRound1ScoringAverage",2013
36,36,"Charl Schwartzel",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2013
36,36,"Cameron Tringale",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2013
36,36,"Tiger Woods",NA,70,70,1,"FirstTeeEarlyRound1ScoringAverage",2013
39,39,"Jin Park",NA,70.17,421,6,"FirstTeeEarlyRound1ScoringAverage",2013
39,39,"Dicky Pride",NA,70.17,421,6,"FirstTeeEarlyRound1ScoringAverage",2013
41,41,"Chez Reavie",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2013
42,42,"Graham DeLaet",NA,70.22,632,9,"FirstTeeEarlyRound1ScoringAverage",2013
43,43,"DJ Trahan",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2013
44,44,"Chris Kirk",NA,70.29,492,7,"FirstTeeEarlyRound1ScoringAverage",2013
44,44,"Lee Westwood",NA,70.29,492,7,"FirstTeeEarlyRound1ScoringAverage",2013
46,46,"Harris English",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2013
46,46,"Rickie Fowler",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2013
46,46,"Bill Haas",NA,70.33,422,6,"FirstTeeEarlyRound1ScoringAverage",2013
46,46,"Kevin Stadler",NA,70.33,633,9,"FirstTeeEarlyRound1ScoringAverage",2013
46,46,"Charlie Wi",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2013
51,51,"Tommy Gainey",NA,70.38,563,8,"FirstTeeEarlyRound1ScoringAverage",2013
51,51,"Russell Henley",NA,70.38,563,8,"FirstTeeEarlyRound1ScoringAverage",2013
53,53,"Tim Herron",NA,70.4,352,5,"FirstTeeEarlyRound1ScoringAverage",2013
53,53,"DH Lee",NA,70.4,352,5,"FirstTeeEarlyRound1ScoringAverage",2013
55,55,"Roberto Castro",NA,70.44,634,9,"FirstTeeEarlyRound1ScoringAverage",2013
56,56,"James Driscoll",NA,70.5,423,6,"FirstTeeEarlyRound1ScoringAverage",2013
56,56,"Tom Gillis",NA,70.5,282,4,"FirstTeeEarlyRound1ScoringAverage",2013
56,56,"Phil Mickelson",NA,70.5,141,2,"FirstTeeEarlyRound1ScoringAverage",2013
56,56,"Seung Yul Noh",NA,70.5,282,4,"FirstTeeEarlyRound1ScoringAverage",2013
56,56,"Jordan Spieth",NA,70.5,141,2,"FirstTeeEarlyRound1ScoringAverage",2013
61,61,"Rory Sabbatini",NA,70.55,776,11,"FirstTeeEarlyRound1ScoringAverage",2013
62,62,"Ryan Moore",NA,70.56,635,9,"FirstTeeEarlyRound1ScoringAverage",2013
62,62,"Robert Streb",NA,70.56,635,9,"FirstTeeEarlyRound1ScoringAverage",2013
64,64,"Michael Thompson",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2013
64,64,"Jimmy Walker",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2013
64,64,"Nick Watney",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2013
67,67,"Scott Langley",NA,70.6,353,5,"FirstTeeEarlyRound1ScoringAverage",2013
67,67,"Justin Leonard",NA,70.6,353,5,"FirstTeeEarlyRound1ScoringAverage",2013
67,67,"Ryan Palmer",NA,70.6,353,5,"FirstTeeEarlyRound1ScoringAverage",2013
67,67,"Kyle Stanley",NA,70.6,353,5,"FirstTeeEarlyRound1ScoringAverage",2013
67,67,"Andrew Svoboda",NA,70.6,353,5,"FirstTeeEarlyRound1ScoringAverage",2013
72,72,"Matt Every",NA,70.67,424,6,"FirstTeeEarlyRound1ScoringAverage",2013
72,72,"Vaughn Taylor",NA,70.67,424,6,"FirstTeeEarlyRound1ScoringAverage",2013
74,74,"Jason Dufner",NA,70.71,495,7,"FirstTeeEarlyRound1ScoringAverage",2013
75,75,"Justin Bolli",NA,70.75,283,4,"FirstTeeEarlyRound1ScoringAverage",2013
75,75,"Nicholas Thompson",NA,70.75,566,8,"FirstTeeEarlyRound1ScoringAverage",2013
77,77,"Marc Leishman",NA,70.78,637,9,"FirstTeeEarlyRound1ScoringAverage",2013
78,78,"Jason Bohn",NA,70.8,354,5,"FirstTeeEarlyRound1ScoringAverage",2013
79,79,"Brian Davis",NA,70.83,425,6,"FirstTeeEarlyRound1ScoringAverage",2013
79,79,"Peter Hanson",NA,70.83,425,6,"FirstTeeEarlyRound1ScoringAverage",2013
81,81,"KJ Choi",NA,70.86,496,7,"FirstTeeEarlyRound1ScoringAverage",2013
82,82,"Martin Flores",NA,70.9,709,10,"FirstTeeEarlyRound1ScoringAverage",2013
82,82,"David Hearn",NA,70.9,709,10,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Stuart Appleby",NA,71,284,4,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Sangmoon Bae",NA,71,426,6,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Ricky Barnes",NA,71,568,8,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Angel Cabrera",NA,71,355,5,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Ben Crane",NA,71,355,5,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Jason Day",NA,71,426,6,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Pat Perez",NA,71,497,7,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Carl Pettersson",NA,71,639,9,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Patrick Reed",NA,71,568,8,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Andres Romero",NA,71,71,1,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Webb Simpson",NA,71,284,4,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Vijay Singh",NA,71,426,6,"FirstTeeEarlyRound1ScoringAverage",2013
84,84,"Casey Wittenberg",NA,71,355,5,"FirstTeeEarlyRound1ScoringAverage",2013
