"EarlyRound3ScoringAverage_RANKTHISWEEK_2015","EarlyRound3ScoringAverage_RANKLASTWEEK_2015","EarlyRound3ScoringAverage_PLAYERNAME_2015","EarlyRound3ScoringAverage__2015","EarlyRound3ScoringAverage_AVG_2015","EarlyRound3ScoringAverage_TOTALSTROKES_2015","EarlyRound3ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Dustin Johnson",NA,67.43,472,7,"EarlyRound3ScoringAverage",2015
2,2,"Graham DeLaet",NA,67.71,474,7,"EarlyRound3ScoringAverage",2015
2,2,"George McNeill",NA,67.71,474,7,"EarlyRound3ScoringAverage",2015
2,2,"Rory Sabbatini",NA,67.71,474,7,"EarlyRound3ScoringAverage",2015
5,5,"Jonathan Byrd",NA,67.86,475,7,"EarlyRound3ScoringAverage",2015
6,6,"Jonas Blixt",NA,68,340,5,"EarlyRound3ScoringAverage",2015
6,6,"Justin Thomas",NA,68,680,10,"EarlyRound3ScoringAverage",2015
8,8,"Stewart Cink",NA,68.22,614,9,"EarlyRound3ScoringAverage",2015
9,9,"Troy Merritt",NA,68.5,411,6,"EarlyRound3ScoringAverage",2015
10,10,"Brandt Snedeker",NA,68.55,754,11,"EarlyRound3ScoringAverage",2015
11,11,"Jason Dufner",NA,68.64,755,11,"EarlyRound3ScoringAverage",2015
12,12,"Kevin Chappell",NA,68.67,618,9,"EarlyRound3ScoringAverage",2015
12,12,"Brooks Koepka",NA,68.67,618,9,"EarlyRound3ScoringAverage",2015
14,14,"Jerry Kelly",NA,68.86,482,7,"EarlyRound3ScoringAverage",2015
14,14,"Will Wilcox",NA,68.86,482,7,"EarlyRound3ScoringAverage",2015
16,16,"Kevin Streelman",NA,68.92,896,13,"EarlyRound3ScoringAverage",2015
17,17,"Jason Day",NA,69,138,2,"EarlyRound3ScoringAverage",2015
17,17,"Derek Ernst",NA,69,345,5,"EarlyRound3ScoringAverage",2015
17,17,"Matt Jones",NA,69,552,8,"EarlyRound3ScoringAverage",2015
17,17,"Marc Leishman",NA,69,483,7,"EarlyRound3ScoringAverage",2015
17,17,"Scott Pinckney",NA,69,759,11,"EarlyRound3ScoringAverage",2015
17,17,"Patrick Rodgers",NA,69,276,4,"EarlyRound3ScoringAverage",2015
17,17,"Tyrone Van Aswegen",NA,69,345,5,"EarlyRound3ScoringAverage",2015
24,24,"Colt Knost",NA,69.14,484,7,"EarlyRound3ScoringAverage",2015
25,25,"David Toms",NA,69.17,415,6,"EarlyRound3ScoringAverage",2015
26,26,"Eric Axley",NA,69.2,346,5,"EarlyRound3ScoringAverage",2015
26,26,"Derek Fathauer",NA,69.2,346,5,"EarlyRound3ScoringAverage",2015
28,28,"Bill Haas",NA,69.23,900,13,"EarlyRound3ScoringAverage",2015
28,28,"Patrick Reed",NA,69.23,900,13,"EarlyRound3ScoringAverage",2015
30,30,"Adam Scott",NA,69.25,277,4,"EarlyRound3ScoringAverage",2015
31,31,"Brendon de Jonge",NA,69.33,832,12,"EarlyRound3ScoringAverage",2015
31,31,"Matt Kuchar",NA,69.33,624,9,"EarlyRound3ScoringAverage",2015
