"Total3Putts1015_RANKTHISWEEK_2011","Total3Putts1015_RANKLASTWEEK_2011","Total3Putts1015_PLAYERNAME_2011","Total3Putts1015_ROUNDS_2011","Total3Putts1015_TOTAL3PUTTS1015_2011","Total3Putts1015_TOTAL3PUTTS_2011","stat_name","year"
1,1,"Tommy Gainey",104,6,60,"Total3Putts1015",2011
1,1,"Scott Gutschewski",67,6,44,"Total3Putts1015",2011
1,1,"Derek Lamely",65,6,45,"Total3Putts1015",2011
1,1,"Gary Woodland",93,6,42,"Total3Putts1015",2011
5,5,"Arjun Atwal",91,5,45,"Total3Putts1015",2011
5,5,"Kris Blanks",92,5,55,"Total3Putts1015",2011
5,5,"Kevin Chappell",78,5,38,"Total3Putts1015",2011
5,5,"Paul Goydos",81,5,44,"Total3Putts1015",2011
5,5,"DJ Trahan",91,5,67,"Total3Putts1015",2011
10,10,"Steven Bowditch",86,4,48,"Total3Putts1015",2011
10,10,"Brian Davis",105,4,45,"Total3Putts1015",2011
10,10,"Jason Dufner",78,4,38,"Total3Putts1015",2011
10,10,"David Duval",67,4,38,"Total3Putts1015",2011
10,10,"Hunter Haas",96,4,41,"Total3Putts1015",2011
10,10,"Justin Hicks",60,4,50,"Total3Putts1015",2011
10,10,"Dustin Johnson",72,4,40,"Total3Putts1015",2011
10,10,"Bill Lunde",92,4,49,"Total3Putts1015",2011
10,10,"Billy Mayfair",94,4,60,"Total3Putts1015",2011
10,10,"Zack Miller",86,4,61,"Total3Putts1015",2011
10,10,"Chez Reavie",92,4,54,"Total3Putts1015",2011
10,10,"Brandt Snedeker",85,4,30,"Total3Putts1015",2011
10,10,"Daniel Summerhays",75,4,38,"Total3Putts1015",2011
10,10,"Cameron Tringale",110,4,52,"Total3Putts1015",2011
10,10,"Jhonattan Vegas",84,4,61,"Total3Putts1015",2011
25,25,"Blake Adams",116,3,49,"Total3Putts1015",2011
25,25,"Michael Connell",76,3,40,"Total3Putts1015",2011
25,25,"Ben Crane",76,3,30,"Total3Putts1015",2011
25,25,"Ben Curtis",66,3,32,"Total3Putts1015",2011
25,25,"Joe Durant",71,3,57,"Total3Putts1015",2011
