"FirstTeeLateRound5ScoringAverage_RANKTHISWEEK_2007","FirstTeeLateRound5ScoringAverage_RANKLASTWEEK_2007","FirstTeeLateRound5ScoringAverage_PLAYERNAME_2007","FirstTeeLateRound5ScoringAverage__2007","FirstTeeLateRound5ScoringAverage_AVG_2007","FirstTeeLateRound5ScoringAverage_TOTALSTROKES_2007","FirstTeeLateRound5ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Charley Hoffman",NA,71,71,1,"FirstTeeLateRound5ScoringAverage",2007
2,2,"Cliff Kresge",NA,72,72,1,"FirstTeeLateRound5ScoringAverage",2007
2,2,"Heath Slocum",NA,72,72,1,"FirstTeeLateRound5ScoringAverage",2007
2,2,"Charles Warren",NA,72,72,1,"FirstTeeLateRound5ScoringAverage",2007
5,5,"Jeff Quinney",NA,73,73,1,"FirstTeeLateRound5ScoringAverage",2007
5,5,"John Rollins",NA,73,73,1,"FirstTeeLateRound5ScoringAverage",2007
5,5,"Scott Verplank",NA,73,73,1,"FirstTeeLateRound5ScoringAverage",2007
8,8,"Robert Allenby",NA,74,74,1,"FirstTeeLateRound5ScoringAverage",2007
8,8,"Johnson Wagner",NA,74,74,1,"FirstTeeLateRound5ScoringAverage",2007
10,10,"Nathan Green",NA,75,75,1,"FirstTeeLateRound5ScoringAverage",2007
11,11,"Joe Durant",NA,76,76,1,"FirstTeeLateRound5ScoringAverage",2007
11,11,"Justin Rose",NA,76,76,1,"FirstTeeLateRound5ScoringAverage",2007
11,11,"Duffy Waldorf",NA,76,76,1,"FirstTeeLateRound5ScoringAverage",2007
14,14,"Matt Kuchar",NA,77,77,1,"FirstTeeLateRound5ScoringAverage",2007
15,15,"Vaughn Taylor",NA,78,78,1,"FirstTeeLateRound5ScoringAverage",2007
16,16,"Lucas Glover",NA,80,80,1,"FirstTeeLateRound5ScoringAverage",2007
17,17,"Dean Wilson",NA,84,84,1,"FirstTeeLateRound5ScoringAverage",2007
