"PuttingfromGrtr10_RANKTHISWEEK_2016","PuttingfromGrtr10_RANKLASTWEEK_2016","PuttingfromGrtr10_PLAYERNAME_2016","PuttingfromGrtr10_ROUNDS_2016","PuttingfromGrtr10_PctMADE_2016","PuttingfromGrtr10_ATTEMPTS_2016","PuttingfromGrtr10_PUTTSMADE_2016","stat_name","year"
1,2,"Jamie Donaldson",28,20.96,229,48,"PuttingfromGrtr10",2016
2,3,"Steve Stricker",25,20.59,204,42,"PuttingfromGrtr10",2016
3,1,"Brian Stuard",24,19.89,176,35,"PuttingfromGrtr10",2016
4,4,"Brian Gay",22,19.62,158,31,"PuttingfromGrtr10",2016
5,6,"Charley Hoffman",49,19.21,354,68,"PuttingfromGrtr10",2016
6,7,"Jordan Spieth",34,19.15,188,36,"PuttingfromGrtr10",2016
7,8,"Dustin Johnson",37,18.78,197,37,"PuttingfromGrtr10",2016
8,9,"Morgan Hoffmann",43,18.7,369,69,"PuttingfromGrtr10",2016
9,11,"Zach Johnson",42,18.56,361,67,"PuttingfromGrtr10",2016
10,71,"Tim Wilkinson",40,18.4,250,46,"PuttingfromGrtr10",2016
11,10,"Rory McIlroy",37,18.39,223,41,"PuttingfromGrtr10",2016
12,24,"George McNeill",33,18.38,272,50,"PuttingfromGrtr10",2016
13,15,"Shane Lowry",35,18.18,220,40,"PuttingfromGrtr10",2016
14,14,"Jason Day",36,18.06,216,39,"PuttingfromGrtr10",2016
15,16,"Kevin Na",52,17.96,334,60,"PuttingfromGrtr10",2016
16,21,"Brian Harman",60,17.79,489,87,"PuttingfromGrtr10",2016
17,13,"Webb Simpson",34,17.73,282,50,"PuttingfromGrtr10",2016
18,27,"Ernie Els",34,17.71,271,48,"PuttingfromGrtr10",2016
19,55,"Andrew Loupe",50,17.69,407,72,"PuttingfromGrtr10",2016
20,12,"Angel Cabrera",42,17.65,340,60,"PuttingfromGrtr10",2016
21,33,"Brendon Todd",43,17.61,335,59,"PuttingfromGrtr10",2016
22,22,"DH Lee",35,17.48,246,43,"PuttingfromGrtr10",2016
23,18,"Ryan Moore",40,17.41,270,47,"PuttingfromGrtr10",2016
24,24,"Matthew Fitzpatrick",23,17.32,127,22,"PuttingfromGrtr10",2016
25,44,"Jonas Blixt",46,17.3,370,64,"PuttingfromGrtr10",2016
26,24,"Phil Mickelson",37,17.16,268,46,"PuttingfromGrtr10",2016
27,29,"Smylie Kaufman",57,17.13,432,74,"PuttingfromGrtr10",2016
28,29,"Sam Saunders",40,17.1,269,46,"PuttingfromGrtr10",2016
29,29,"William McGirt",54,17.06,510,87,"PuttingfromGrtr10",2016
30,5,"Paul Casey",39,17.05,258,44,"PuttingfromGrtr10",2016
31,20,"Hideki Matsuyama",40,17.03,276,47,"PuttingfromGrtr10",2016
32,17,"Justin Hicks",26,16.96,283,48,"PuttingfromGrtr10",2016
33,37,"Hudson Swafford",52,16.93,443,75,"PuttingfromGrtr10",2016
34,34,"Hiroshi Iwata",51,16.91,337,57,"PuttingfromGrtr10",2016
35,39,"Chris Stroud",52,16.82,422,71,"PuttingfromGrtr10",2016
35,52,"Boo Weekley",53,16.82,440,74,"PuttingfromGrtr10",2016
37,41,"David Hearn",55,16.81,458,77,"PuttingfromGrtr10",2016
38,68,"JB Holmes",39,16.67,264,44,"PuttingfromGrtr10",2016
39,23,"Hunter Mahan",43,16.61,313,52,"PuttingfromGrtr10",2016
40,45,"Shane Bertsch",30,16.59,205,34,"PuttingfromGrtr10",2016
41,47,"Andy Sullivan",25,16.57,175,29,"PuttingfromGrtr10",2016
42,72,"Patton Kizzire",57,16.56,465,77,"PuttingfromGrtr10",2016
43,86,"Chesson Hadley",51,16.55,423,70,"PuttingfromGrtr10",2016
