"PuttingfromGrtr10_RANKTHISWEEK_2016","PuttingfromGrtr10_RANKLASTWEEK_2016","PuttingfromGrtr10_PLAYERNAME_2016","PuttingfromGrtr10_ROUNDS_2016","PuttingfromGrtr10_PctMADE_2016","PuttingfromGrtr10_ATTEMPTS_2016","PuttingfromGrtr10_PUTTSMADE_2016","stat_name","year"
43,48,"Brooks Koepka",39,16.55,296,49,"PuttingfromGrtr10",2016
45,29,"Jhonattan Vegas",49,16.54,399,66,"PuttingfromGrtr10",2016
46,49,"Andrew Landry",24,16.53,121,20,"PuttingfromGrtr10",2016
47,50,"Ryan Palmer",46,16.52,454,75,"PuttingfromGrtr10",2016
48,42,"Ricky Barnes",57,16.51,436,72,"PuttingfromGrtr10",2016
49,38,"Scott Brown",59,16.46,413,68,"PuttingfromGrtr10",2016
50,46,"Ben Crane",48,16.45,389,64,"PuttingfromGrtr10",2016
50,35,"Will Wilcox",47,16.45,389,64,"PuttingfromGrtr10",2016
52,40,"Kyle Reifers",63,16.44,523,86,"PuttingfromGrtr10",2016
53,53,"Billy Horschel",45,16.43,353,58,"PuttingfromGrtr10",2016
54,54,"Russell Henley",42,16.42,402,66,"PuttingfromGrtr10",2016
55,28,"Johnson Wagner",44,16.41,384,63,"PuttingfromGrtr10",2016
56,42,"Peter Malnati",53,16.39,427,70,"PuttingfromGrtr10",2016
57,83,"Matt Jones",45,16.38,287,47,"PuttingfromGrtr10",2016
58,62,"Derek Fathauer",58,16.29,448,73,"PuttingfromGrtr10",2016
59,59,"Luke Guthrie",31,16.28,215,35,"PuttingfromGrtr10",2016
60,60,"Marc Leishman",41,16.27,252,41,"PuttingfromGrtr10",2016
61,64,"KJ Choi",47,16.21,401,65,"PuttingfromGrtr10",2016
62,65,"Aaron Baddeley",51,16.2,358,58,"PuttingfromGrtr10",2016
62,65,"Bernd Wiesberger",23,16.2,142,23,"PuttingfromGrtr10",2016
64,69,"DJ Trahan",23,16.13,93,15,"PuttingfromGrtr10",2016
65,50,"Jason Gore",51,16.01,381,61,"PuttingfromGrtr10",2016
66,75,"Charl Schwartzel",29,16,200,32,"PuttingfromGrtr10",2016
67,96,"Steve Marino",40,15.99,294,47,"PuttingfromGrtr10",2016
68,57,"Michael Kim",62,15.97,526,84,"PuttingfromGrtr10",2016
69,55,"Robert Allenby",35,15.96,282,45,"PuttingfromGrtr10",2016
69,73,"Ben Martin",48,15.96,445,71,"PuttingfromGrtr10",2016
71,79,"Brandt Snedeker",47,15.92,333,53,"PuttingfromGrtr10",2016
72,19,"Kelly Kraft",35,15.91,220,35,"PuttingfromGrtr10",2016
73,88,"Kyle Stanley",57,15.88,485,77,"PuttingfromGrtr10",2016
74,61,"Adam Hadwin",53,15.87,504,80,"PuttingfromGrtr10",2016
75,57,"Sean OHair",45,15.85,429,68,"PuttingfromGrtr10",2016
76,83,"Danny Lee",53,15.84,385,61,"PuttingfromGrtr10",2016
76,80,"Dicky Pride",33,15.84,221,35,"PuttingfromGrtr10",2016
78,69,"Vijay Singh",42,15.73,375,59,"PuttingfromGrtr10",2016
79,78,"Tom Hoge",47,15.66,332,52,"PuttingfromGrtr10",2016
80,92,"Tony Finau",49,15.61,378,59,"PuttingfromGrtr10",2016
81,74,"Zac Blair",56,15.6,423,66,"PuttingfromGrtr10",2016
81,82,"Daniel Summerhays",55,15.6,455,71,"PuttingfromGrtr10",2016
83,77,"Kevin Kisner",49,15.58,353,55,"PuttingfromGrtr10",2016
83,85,"Martin Piller",37,15.58,276,43,"PuttingfromGrtr10",2016
85,76,"Henrik Norlander",41,15.55,283,44,"PuttingfromGrtr10",2016
86,92,"John Senden",48,15.53,438,68,"PuttingfromGrtr10",2016
87,95,"Fabian Gomez",49,15.4,448,69,"PuttingfromGrtr10",2016
88,87,"Bryce Molder",50,15.38,390,60,"PuttingfromGrtr10",2016
89,35,"Harris English",51,15.36,358,55,"PuttingfromGrtr10",2016
90,89,"Freddie Jacobson",54,15.35,404,62,"PuttingfromGrtr10",2016
91,67,"Rob Oppenheim",37,15.22,289,44,"PuttingfromGrtr10",2016
92,94,"Jason Dufner",53,15.18,369,56,"PuttingfromGrtr10",2016
93,97,"Retief Goosen",37,15.17,323,49,"PuttingfromGrtr10",2016
94,100,"Matt Kuchar",46,15.09,318,48,"PuttingfromGrtr10",2016
94,81,"Luke List",51,15.09,391,59,"PuttingfromGrtr10",2016
96,102,"Harold Varner III",58,15.01,513,77,"PuttingfromGrtr10",2016
97,108,"Charles Howell III",63,15,540,81,"PuttingfromGrtr10",2016
97,147,"Ollie Schniederjans",23,15,220,33,"PuttingfromGrtr10",2016
99,106,"Michael Thompson",46,14.96,341,51,"PuttingfromGrtr10",2016
100,144,"David Lingmerth",54,14.95,368,55,"PuttingfromGrtr10",2016
101,98,"Daniel Berger",52,14.93,375,56,"PuttingfromGrtr10",2016
102,111,"Adam Scott",39,14.9,255,38,"PuttingfromGrtr10",2016
102,103,"Cameron Tringale",47,14.9,416,62,"PuttingfromGrtr10",2016
104,104,"Justin Leonard",28,14.88,215,32,"PuttingfromGrtr10",2016
105,105,"Jon Curran",55,14.85,404,60,"PuttingfromGrtr10",2016
105,132,"Matt Every",34,14.85,303,45,"PuttingfromGrtr10",2016
107,107,"Pat Perez",28,14.81,189,28,"PuttingfromGrtr10",2016
108,108,"Louis Oosthuizen",25,14.78,115,17,"PuttingfromGrtr10",2016
109,90,"Nick Taylor",57,14.73,455,67,"PuttingfromGrtr10",2016
110,113,"Branden Grace",31,14.67,184,27,"PuttingfromGrtr10",2016
111,90,"Martin Laird",46,14.64,403,59,"PuttingfromGrtr10",2016
112,115,"Troy Merritt",41,14.63,287,42,"PuttingfromGrtr10",2016
113,101,"Jamie Lovemark",57,14.62,513,75,"PuttingfromGrtr10",2016
114,63,"Carlos Ortiz",47,14.61,349,51,"PuttingfromGrtr10",2016
115,116,"Scott Pinckney",53,14.54,454,66,"PuttingfromGrtr10",2016
116,111,"Cameron Smith",45,14.5,269,39,"PuttingfromGrtr10",2016
117,123,"Whee Kim",54,14.48,435,63,"PuttingfromGrtr10",2016
117,99,"Colt Knost",56,14.48,449,65,"PuttingfromGrtr10",2016
119,119,"Jimmy Walker",43,14.47,318,46,"PuttingfromGrtr10",2016
120,113,"DA Points",32,14.43,201,29,"PuttingfromGrtr10",2016
121,117,"Graham DeLaet",50,14.41,465,67,"PuttingfromGrtr10",2016
121,130,"Greg Owen",56,14.41,465,67,"PuttingfromGrtr10",2016
123,163,"Anirban Lahiri",44,14.4,257,37,"PuttingfromGrtr10",2016
123,122,"Rory Sabbatini",40,14.4,257,37,"PuttingfromGrtr10",2016
125,123,"Carl Pettersson",31,14.39,278,40,"PuttingfromGrtr10",2016
126,125,"Chez Reavie",56,14.38,459,66,"PuttingfromGrtr10",2016
127,110,"Bronson Burgoon",53,14.32,391,56,"PuttingfromGrtr10",2016
127,136,"Camilo Villegas",50,14.32,433,62,"PuttingfromGrtr10",2016
129,142,"Thomas Aiken",42,14.29,301,43,"PuttingfromGrtr10",2016
130,126,"JJ Henry",44,14.26,470,67,"PuttingfromGrtr10",2016
131,129,"Tyler Aldridge",53,14.25,435,62,"PuttingfromGrtr10",2016
131,118,"Andres Gonzales",46,14.25,386,55,"PuttingfromGrtr10",2016
133,152,"David Toms",38,14.2,331,47,"PuttingfromGrtr10",2016
134,120,"Justin Rose",35,14.17,247,35,"PuttingfromGrtr10",2016
135,120,"Robert Streb",51,14.16,353,50,"PuttingfromGrtr10",2016
136,138,"Patrick Reed",53,14.1,305,43,"PuttingfromGrtr10",2016
137,138,"Seung Yul Noh",54,14.07,455,64,"PuttingfromGrtr10",2016
138,141,"Andres Romero",22,14.06,128,18,"PuttingfromGrtr10",2016
139,146,"Brice Garnett",29,13.94,165,23,"PuttingfromGrtr10",2016
140,149,"Darron Stiles",28,13.87,173,24,"PuttingfromGrtr10",2016
141,162,"Rickie Fowler",42,13.86,339,47,"PuttingfromGrtr10",2016
142,138,"Stuart Appleby",39,13.83,347,48,"PuttingfromGrtr10",2016
143,151,"John Huh",51,13.79,457,63,"PuttingfromGrtr10",2016
144,178,"Byeong Hun An",23,13.77,138,19,"PuttingfromGrtr10",2016
145,159,"Steven Bowditch",40,13.73,284,39,"PuttingfromGrtr10",2016
145,153,"Miguel Angel Carballo",24,13.73,153,21,"PuttingfromGrtr10",2016
145,145,"Mark Hubbard",73,13.73,612,84,"PuttingfromGrtr10",2016
148,150,"Tyrone Van Aswegen",67,13.71,547,75,"PuttingfromGrtr10",2016
149,132,"Sung Kang",51,13.7,416,57,"PuttingfromGrtr10",2016
150,155,"Bubba Watson",30,13.66,183,25,"PuttingfromGrtr10",2016
151,148,"Justin Thomas",53,13.65,403,55,"PuttingfromGrtr10",2016
152,156,"Lucas Lee",22,13.64,154,21,"PuttingfromGrtr10",2016
153,137,"Erik Compton",45,13.62,323,44,"PuttingfromGrtr10",2016
154,157,"Billy Hurley III",22,13.61,169,23,"PuttingfromGrtr10",2016
155,185,"Chad Collins",45,13.6,353,48,"PuttingfromGrtr10",2016
156,181,"Scott Langley",41,13.56,317,43,"PuttingfromGrtr10",2016
156,164,"Dawie van der Walt",48,13.56,376,51,"PuttingfromGrtr10",2016
158,177,"Roberto Castro",55,13.42,477,64,"PuttingfromGrtr10",2016
159,127,"Luke Donald",49,13.41,343,46,"PuttingfromGrtr10",2016
160,132,"Jeff Overton",51,13.39,448,60,"PuttingfromGrtr10",2016
161,165,"Rhein Gibson",36,13.38,284,38,"PuttingfromGrtr10",2016
162,159,"Chad Campbell",54,13.36,449,60,"PuttingfromGrtr10",2016
163,183,"Alex Cejka",47,13.35,322,43,"PuttingfromGrtr10",2016
164,166,"Chris Kirk",51,13.33,405,54,"PuttingfromGrtr10",2016
165,127,"Steve Wheatcroft",53,13.3,406,54,"PuttingfromGrtr10",2016
166,154,"Spencer Levin",62,13.23,499,66,"PuttingfromGrtr10",2016
166,131,"Henrik Stenson",30,13.23,189,25,"PuttingfromGrtr10",2016
168,167,"Bill Haas",42,13.18,296,39,"PuttingfromGrtr10",2016
169,169,"Stewart Cink",45,13.17,372,49,"PuttingfromGrtr10",2016
170,170,"Scott Piercy",45,13.16,304,40,"PuttingfromGrtr10",2016
171,171,"Abraham Ancer",26,13.13,160,21,"PuttingfromGrtr10",2016
172,161,"Jason Bohn",37,13.09,298,39,"PuttingfromGrtr10",2016
173,168,"Si Woo Kim",63,13.07,505,66,"PuttingfromGrtr10",2016
174,173,"Padraig Harrington",38,13.03,307,40,"PuttingfromGrtr10",2016
175,174,"Brett Stegmaier",57,12.97,501,65,"PuttingfromGrtr10",2016
176,172,"Gary Woodland",45,12.95,386,50,"PuttingfromGrtr10",2016
177,181,"Russell Knox",48,12.81,320,41,"PuttingfromGrtr10",2016
178,135,"Francesco Molinari",36,12.8,328,42,"PuttingfromGrtr10",2016
178,183,"Cameron Percy",22,12.8,164,21,"PuttingfromGrtr10",2016
180,157,"Ian Poulter",37,12.73,220,28,"PuttingfromGrtr10",2016
181,178,"Scott Stallings",46,12.7,378,48,"PuttingfromGrtr10",2016
182,187,"Will Ma Kenzie",54,12.65,427,54,"PuttingfromGrtr10",2016
183,180,"Lucas Glover",53,12.62,507,64,"PuttingfromGrtr10",2016
184,175,"Emiliano Grillo",47,12.59,397,50,"PuttingfromGrtr10",2016
185,188,"Vaughn Taylor",30,12.45,233,29,"PuttingfromGrtr10",2016
186,186,"Kevin Chappell",49,12.31,398,49,"PuttingfromGrtr10",2016
187,175,"Brendan Steele",48,12.29,407,50,"PuttingfromGrtr10",2016
188,193,"Mark Wilson",42,12.14,387,47,"PuttingfromGrtr10",2016
189,189,"Blayne Barber",44,12.13,404,49,"PuttingfromGrtr10",2016
190,190,"Charlie Beljan",26,12,175,21,"PuttingfromGrtr10",2016
191,196,"Derek Ernst",36,11.98,217,26,"PuttingfromGrtr10",2016
191,192,"James Hahn",45,11.98,384,46,"PuttingfromGrtr10",2016
193,191,"Ken Duke",26,11.92,193,23,"PuttingfromGrtr10",2016
194,194,"Jim Herman",55,11.9,420,50,"PuttingfromGrtr10",2016
195,203,"Kevin Streelman",46,11.54,338,39,"PuttingfromGrtr10",2016
196,199,"Brendon de Jonge",55,11.52,434,50,"PuttingfromGrtr10",2016
197,195,"Shawn Stefani",45,11.47,375,43,"PuttingfromGrtr10",2016
198,197,"Keegan Bradley",40,11.27,284,32,"PuttingfromGrtr10",2016
198,197,"Sergio Garcia",28,11.27,142,16,"PuttingfromGrtr10",2016
200,204,"Patrick Rodgers",49,11.11,432,48,"PuttingfromGrtr10",2016
201,200,"Jason Kokrak",52,11.03,426,47,"PuttingfromGrtr10",2016
202,207,"Robert Garrigus",34,10.97,237,26,"PuttingfromGrtr10",2016
203,201,"Wes Roach",33,10.85,212,23,"PuttingfromGrtr10",2016
204,202,"Davis Love III",40,10.76,353,38,"PuttingfromGrtr10",2016
205,206,"Geoff Ogilvy",37,10.68,309,33,"PuttingfromGrtr10",2016
206,205,"Jerry Kelly",44,10.22,274,28,"PuttingfromGrtr10",2016
207,208,"Graeme McDowell",33,9.88,243,24,"PuttingfromGrtr10",2016
