"ConsecutivePar3Birdies_RANKTHISWEEK_2010","ConsecutivePar3Birdies_RANKLASTWEEK_2010","ConsecutivePar3Birdies_PLAYERNAME_2010","ConsecutivePar3Birdies_EVENTS_2010","ConsecutivePar3Birdies_NUMBEROFHOLES_2010","stat_name","year"
1,1,"Bob Estes",26,5,"ConsecutivePar3Birdies",2010
1,1,"Michael Letzig",27,5,"ConsecutivePar3Birdies",2010
3,3,"Woody Austin",29,4,"ConsecutivePar3Birdies",2010
3,3,"Michael Bradley",24,4,"ConsecutivePar3Birdies",2010
3,3,"Alex Cejka",28,4,"ConsecutivePar3Birdies",2010
3,3,"Tom Gillis",27,4,"ConsecutivePar3Birdies",2010
3,3,"Nathan Green",27,4,"ConsecutivePar3Birdies",2010
3,3,"Mark Hensby",12,4,"ConsecutivePar3Birdies",2010
3,3,"Charles Howell III",28,4,"ConsecutivePar3Birdies",2010
3,3,"Ryuji Imada",28,4,"ConsecutivePar3Birdies",2010
3,3,"Skip Kendall",18,4,"ConsecutivePar3Birdies",2010
3,3,"Anthony Kim",14,4,"ConsecutivePar3Birdies",2010
3,3,"Derek Lamely",28,4,"ConsecutivePar3Birdies",2010
3,3,"Spencer Levin",31,4,"ConsecutivePar3Birdies",2010
3,3,"Aron Price",22,4,"ConsecutivePar3Birdies",2010
3,3,"Jeff Quinney",29,4,"ConsecutivePar3Birdies",2010
3,3,"Adam Scott",20,4,"ConsecutivePar3Birdies",2010
3,3,"Michael Sim",20,4,"ConsecutivePar3Birdies",2010
3,3,"Brian Stuard",28,4,"ConsecutivePar3Birdies",2010
3,3,"Camilo Villegas",20,4,"ConsecutivePar3Birdies",2010
3,3,"Steve Wheatcroft",27,4,"ConsecutivePar3Birdies",2010
22,22,"Blake Adams",26,3,"ConsecutivePar3Birdies",2010
22,22,"Arjun Atwal",13,3,"ConsecutivePar3Birdies",2010
22,22,"Briny Baird",28,3,"ConsecutivePar3Birdies",2010
22,22,"Rich Beem",11,3,"ConsecutivePar3Birdies",2010
22,22,"Henrik Bjornstad",26,3,"ConsecutivePar3Birdies",2010
22,22,"Kris Blanks",30,3,"ConsecutivePar3Birdies",2010
22,22,"Jason Bohn",25,3,"ConsecutivePar3Birdies",2010
22,22,"Christopher Brown",1,3,"ConsecutivePar3Birdies",2010
22,22,"Jonathan Byrd",26,3,"ConsecutivePar3Birdies",2010
22,22,"Chad Campbell",28,3,"ConsecutivePar3Birdies",2010
22,22,"Paul Casey",17,3,"ConsecutivePar3Birdies",2010
22,22,"Tim Clark",24,3,"ConsecutivePar3Birdies",2010
