"CareerEarnings_RANKTHISWEEK_2009","CareerEarnings_RANKLASTWEEK_2009","CareerEarnings_PLAYERNAME_2009","CareerEarnings__2009","CareerEarnings_MONEY_2009","stat_name","year"
66,66,"John Cook",NA,12433599,"CareerEarnings",2009
67,67,"Billy Andrade",NA,12380805,"CareerEarnings",2009
68,68,"Jose Maria Olazabal",NA,12242223,"CareerEarnings",2009
69,69,"Joe Durant",NA,12204913,"CareerEarnings",2009
70,70,"Sean OHair",NA,12200445,"CareerEarnings",2009
71,71,"Carl Pettersson",NA,12126679,"CareerEarnings",2009
72,72,"Brian Gay",NA,12124135,"CareerEarnings",2009
73,73,"Rod Pampling",NA,12011386,"CareerEarnings",2009
74,74,"Payne Stewart",NA,11737008,"CareerEarnings",2009
75,75,"Duffy Waldorf",NA,11638275,"CareerEarnings",2009
76,76,"Lucas Glover",NA,11573270,"CareerEarnings",2009
77,77,"Scott McCarron",NA,11532980,"CareerEarnings",2009
78,78,"Frank Lickliter II",NA,11462235,"CareerEarnings",2009
79,79,"Heath Slocum",NA,11451659,"CareerEarnings",2009
80,80,"Joey Sindelar",NA,11196462,"CareerEarnings",2009
81,81,"Tom Kite",NA,11041042,"CareerEarnings",2009
82,82,"Briny Baird",NA,10784888,"CareerEarnings",2009
83,83,"Ben Crane",NA,10757367,"CareerEarnings",2009
84,84,"Tom Watson",NA,10736902,"CareerEarnings",2009
85,85,"Hunter Mahan",NA,10625610,"CareerEarnings",2009
86,86,"Jonathan Kaye",NA,10535111,"CareerEarnings",2009
87,87,"Brett Quigley",NA,10462454,"CareerEarnings",2009
88,88,"Jonathan Byrd",NA,10394647,"CareerEarnings",2009
89,89,"Paul Goydos",NA,10174861,"CareerEarnings",2009
90,90,"Aaron Baddeley",NA,10124148,"CareerEarnings",2009
91,91,"Bernhard Langer",NA,10111921,"CareerEarnings",2009
92,92,"Camilo Villegas",NA,10090978,"CareerEarnings",2009
93,93,"Craig Stadler",NA,10021897,"CareerEarnings",2009
94,94,"Chris Riley",NA,9917097,"CareerEarnings",2009
95,95,"Pat Perez",NA,9885880,"CareerEarnings",2009
96,96,"John Senden",NA,9858617,"CareerEarnings",2009
97,97,"Justin Rose",NA,9835936,"CareerEarnings",2009
98,98,"Bart Bryant",NA,9671650,"CareerEarnings",2009
99,99,"Tim Petrovic",NA,9622055,"CareerEarnings",2009
100,100,"JJ Henry",NA,9585047,"CareerEarnings",2009
101,101,"Trevor Immelman",NA,9479584,"CareerEarnings",2009
102,102,"Tommy Armour III",NA,9447118,"CareerEarnings",2009
103,103,"Mark Brooks",NA,9394378,"CareerEarnings",2009
104,104,"Peter Lonard",NA,9343496,"CareerEarnings",2009
105,105,"Carlos Franco",NA,9308136,"CareerEarnings",2009
106,106,"David Frost",NA,9178775,"CareerEarnings",2009
107,107,"John Daly",NA,9178083,"CareerEarnings",2009
108,108,"Bo Van Pelt",NA,9167724,"CareerEarnings",2009
109,109,"Rich Beem",NA,9138841,"CareerEarnings",2009
110,110,"Harrison Frazar",NA,9117843,"CareerEarnings",2009
111,111,"Ben Curtis",NA,8980387,"CareerEarnings",2009
112,112,"Glen Day",NA,8783149,"CareerEarnings",2009
113,113,"Dan Forsman",NA,8687983,"CareerEarnings",2009
114,114,"Robert Gamez",NA,8523981,"CareerEarnings",2009
115,115,"Joe Ogilvie",NA,8522676,"CareerEarnings",2009
116,116,"Olin Browne",NA,8516287,"CareerEarnings",2009
117,117,"Andrew Magee",NA,8512753,"CareerEarnings",2009
118,118,"Anthony Kim",NA,8511682,"CareerEarnings",2009
119,119,"Craig Parry",NA,8481456,"CareerEarnings",2009
120,120,"Vaughn Taylor",NA,8333010,"CareerEarnings",2009
121,121,"Ian Poulter",NA,8085772,"CareerEarnings",2009
122,122,"Steve Pate",NA,8024238,"CareerEarnings",2009
123,123,"Freddie Jacobson",NA,7969032,"CareerEarnings",2009
124,124,"Larry Mize",NA,7871792,"CareerEarnings",2009
125,125,"Nick Watney",NA,7860664,"CareerEarnings",2009
126,126,"Angel Cabrera",NA,7856083,"CareerEarnings",2009
127,127,"Peter Jacobsen",NA,7799810,"CareerEarnings",2009
128,128,"Shaun Micheel",NA,7756439,"CareerEarnings",2009
129,129,"Matt Kuchar",NA,7751757,"CareerEarnings",2009
130,130,"Skip Kendall",NA,7695272,"CareerEarnings",2009
131,131,"Dean Wilson",NA,7669953,"CareerEarnings",2009
132,132,"Arron Oberholser",NA,7665222,"CareerEarnings",2009
133,133,"Curtis Strange",NA,7599951,"CareerEarnings",2009
134,134,"Cameron Beckman",NA,7515323,"CareerEarnings",2009
135,135,"JL Lewis",NA,7460258,"CareerEarnings",2009
136,136,"Daniel Chopra",NA,7387207,"CareerEarnings",2009
137,137,"Brent Geiberger",NA,7374382,"CareerEarnings",2009
138,138,"JP Hayes",NA,7342112,"CareerEarnings",2009
139,139,"Ben Crenshaw",NA,7139756,"CareerEarnings",2009
140,140,"Ted Purdy",NA,7015982,"CareerEarnings",2009
141,141,"Bill Glasson",NA,6912619,"CareerEarnings",2009
142,142,"Darren Clarke",NA,6892290,"CareerEarnings",2009
143,143,"Mark Wilson",NA,6889211,"CareerEarnings",2009
144,144,"Chris Perry",NA,6866671,"CareerEarnings",2009
145,145,"Ryuji Imada",NA,6826583,"CareerEarnings",2009
146,146,"Ryan Moore",NA,6801039,"CareerEarnings",2009
147,147,"Len Mattiace",NA,6797209,"CareerEarnings",2009
148,148,"Scott Simpson",NA,6778273,"CareerEarnings",2009
149,149,"Kevin Na",NA,6765014,"CareerEarnings",2009
150,150,"Jason Bohn",NA,6687624,"CareerEarnings",2009
151,151,"Brandt Jobe",NA,6668930,"CareerEarnings",2009
152,152,"Tom Byrum",NA,6530875,"CareerEarnings",2009
153,153,"Mathew Goggin",NA,6522814,"CareerEarnings",2009
154,154,"Steve Jones",NA,6519451,"CareerEarnings",2009
155,155,"Bruce Lietzke",NA,6474794,"CareerEarnings",2009
156,156,"Alex Cejka",NA,6446968,"CareerEarnings",2009
157,157,"Ryan Palmer",NA,6397880,"CareerEarnings",2009
158,158,"Lanny Wadkins",NA,6355681,"CareerEarnings",2009
159,159,"DJ Trahan",NA,6338424,"CareerEarnings",2009
160,160,"Henrik Stenson",NA,6322078,"CareerEarnings",2009
161,161,"Paul Stankowski",NA,6309278,"CareerEarnings",2009
162,162,"Robert Damron",NA,6284037,"CareerEarnings",2009
163,163,"Brian Davis",NA,6280177,"CareerEarnings",2009
164,164,"Lee Westwood",NA,6257439,"CareerEarnings",2009
165,165,"Neal Lancaster",NA,6253506,"CareerEarnings",2009
166,166,"Boo Weekley",NA,6214616,"CareerEarnings",2009
167,167,"Chip Beck",NA,6205730,"CareerEarnings",2009
168,168,"Brett Wetterich",NA,6139379,"CareerEarnings",2009
169,169,"Nick Faldo",NA,6045627,"CareerEarnings",2009
170,170,"Jim Gallagher Jr",NA,5995650,"CareerEarnings",2009
171,171,"Hale Irwin",NA,5966031,"CareerEarnings",2009
172,172,"Mark Hensby",NA,5934057,"CareerEarnings",2009
173,173,"Brandt Snedeker",NA,5918588,"CareerEarnings",2009
174,174,"Fuzzy Zoeller",NA,5819293,"CareerEarnings",2009
175,175,"Troy Matteson",NA,5757242,"CareerEarnings",2009
176,176,"JB Holmes",NA,5747484,"CareerEarnings",2009
177,177,"David Peoples",NA,5736812,"CareerEarnings",2009
178,178,"Jack Nicklaus",NA,5734031,"CareerEarnings",2009
179,179,"Greg Kraft",NA,5726692,"CareerEarnings",2009
180,180,"Charley Hoffman",NA,5667138,"CareerEarnings",2009
181,181,"Bubba Watson",NA,5637837,"CareerEarnings",2009
182,182,"Russ Cochran",NA,5560769,"CareerEarnings",2009
183,183,"Jay Don Blake",NA,5555470,"CareerEarnings",2009
184,184,"Jay Williamson",NA,5512405,"CareerEarnings",2009
185,185,"Steve Marino",NA,5449513,"CareerEarnings",2009
186,186,"Nathan Green",NA,5430330,"CareerEarnings",2009
187,187,"Michael Allen",NA,5425287,"CareerEarnings",2009
188,188,"Paul Casey",NA,5415600,"CareerEarnings",2009
189,189,"Nick OHern",NA,5383072,"CareerEarnings",2009
190,190,"Raymond Floyd",NA,5323075,"CareerEarnings",2009
191,191,"Mark McCumber",NA,5309688,"CareerEarnings",2009
192,192,"Jose Coceres",NA,5280335,"CareerEarnings",2009
193,193,"Gil Morgan",NA,5259164,"CareerEarnings",2009
194,194,"Blaine McCallister",NA,5227278,"CareerEarnings",2009
195,195,"Richard Johnson",NA,5214339,"CareerEarnings",2009
196,196,"Notah Begay III",NA,5200649,"CareerEarnings",2009
197,197,"Todd Hamilton",NA,5088978,"CareerEarnings",2009
198,198,"Ken Duke",NA,5020414,"CareerEarnings",2009
199,199,"Dennis Paulson",NA,4983871,"CareerEarnings",2009
200,200,"Craig Barlow",NA,4922542,"CareerEarnings",2009
201,201,"Greg Chalmers",NA,4784649,"CareerEarnings",2009
202,202,"David Edwards",NA,4773198,"CareerEarnings",2009
203,203,"DA Weibring",NA,4770705,"CareerEarnings",2009
204,204,"Dustin Johnson",NA,4767795,"CareerEarnings",2009
205,205,"Bill Haas",NA,4755670,"CareerEarnings",2009
206,206,"Kent Jones",NA,4742934,"CareerEarnings",2009
207,207,"Chris Smith",NA,4740128,"CareerEarnings",2009
208,208,"Jim Carter",NA,4737493,"CareerEarnings",2009
209,209,"Wayne Levi",NA,4730158,"CareerEarnings",2009
210,210,"Colin Montgomerie",NA,4726348,"CareerEarnings",2009
211,211,"Mike Reid",NA,4686774,"CareerEarnings",2009
212,212,"Gene Sauers",NA,4647669,"CareerEarnings",2009
213,213,"John Mallinger",NA,4630243,"CareerEarnings",2009
214,214,"Stephen Leaney",NA,4622888,"CareerEarnings",2009
215,215,"Matt Gogel",NA,4596216,"CareerEarnings",2009
216,216,"Grant Waite",NA,4583879,"CareerEarnings",2009
217,217,"Charles Warren",NA,4472800,"CareerEarnings",2009
218,218,"Jeff Quinney",NA,4396637,"CareerEarnings",2009
219,219,"Mark Wiebe",NA,4314460,"CareerEarnings",2009
220,220,"George McNeill",NA,4305378,"CareerEarnings",2009
221,221,"Jason Gore",NA,4292238,"CareerEarnings",2009
222,222,"Charlie Wi",NA,4286547,"CareerEarnings",2009
223,223,"Joel Edwards",NA,4286415,"CareerEarnings",2009
224,224,"Tom Purtzer",NA,4192268,"CareerEarnings",2009
225,225,"Mike Hulbert",NA,4183778,"CareerEarnings",2009
226,226,"YE Yang",NA,4027577,"CareerEarnings",2009
227,227,"Brandel Chamblee",NA,4018410,"CareerEarnings",2009
228,228,"Rick Fehr",NA,4018239,"CareerEarnings",2009
229,229,"Marco Dawson",NA,4015711,"CareerEarnings",2009
230,230,"Donnie Hammond",NA,4008060,"CareerEarnings",2009
231,231,"Michael Bradley",NA,4004937,"CareerEarnings",2009
232,232,"Patrick Sheehan",NA,4003214,"CareerEarnings",2009
233,233,"Greg Owen",NA,3915154,"CareerEarnings",2009
234,234,"John Mahaffey",NA,3876852,"CareerEarnings",2009
235,235,"Brian Bateman",NA,3862340,"CareerEarnings",2009
236,236,"Ted Tryba",NA,3853236,"CareerEarnings",2009
237,237,"Will Ma Kenzie",NA,3842881,"CareerEarnings",2009
238,238,"Larry Nelson",NA,3827401,"CareerEarnings",2009
239,239,"Cliff Kresge",NA,3753782,"CareerEarnings",2009
240,240,"Ken Green",NA,3745345,"CareerEarnings",2009
241,241,"Jeff Brehaut",NA,3727340,"CareerEarnings",2009
242,242,"Esteban Toledo",NA,3724973,"CareerEarnings",2009
243,243,"Jeff Overton",NA,3670597,"CareerEarnings",2009
244,244,"Bob May",NA,3663718,"CareerEarnings",2009
245,245,"Andres Romero",NA,3627555,"CareerEarnings",2009
246,246,"Jay Delsing",NA,3608666,"CareerEarnings",2009
247,247,"Nolan Henke",NA,3606563,"CareerEarnings",2009
248,248,"Brad Bryant",NA,3558804,"CareerEarnings",2009
249,249,"Steve Allan",NA,3551617,"CareerEarnings",2009
250,250,"Andy Bean",NA,3531780,"CareerEarnings",2009
251,251,"Lee Trevino",NA,3478328,"CareerEarnings",2009
252,252,"Omar Uresti",NA,3472644,"CareerEarnings",2009
253,253,"Tim Simpson",NA,3406017,"CareerEarnings",2009
254,254,"John Merrick",NA,3400335,"CareerEarnings",2009
255,255,"Jason Dufner",NA,3397151,"CareerEarnings",2009
256,256,"Craig Perks",NA,3362251,"CareerEarnings",2009
257,257,"Dicky Pride",NA,3335298,"CareerEarnings",2009
258,258,"Tag Ridings",NA,3328272,"CareerEarnings",2009
259,259,"Michael Campbell",NA,3321932,"CareerEarnings",2009
260,260,"Brian Henninger",NA,3316460,"CareerEarnings",2009
261,261,"Bob Burns",NA,3313226,"CareerEarnings",2009
262,262,"Don Pooley",NA,3296615,"CareerEarnings",2009
263,263,"Phil Blackmar",NA,3245909,"CareerEarnings",2009
264,264,"Robert Garrigus",NA,3211540,"CareerEarnings",2009
265,265,"Mathias Gronberg",NA,3167617,"CareerEarnings",2009
266,266,"Fulton Allem",NA,3155787,"CareerEarnings",2009
267,267,"Ronnie Black",NA,3155053,"CareerEarnings",2009
268,268,"Phil Tataurangi",NA,3154942,"CareerEarnings",2009
269,269,"Dan Pohl",NA,3112263,"CareerEarnings",2009
270,270,"Bob Gilder",NA,3032108,"CareerEarnings",2009
271,271,"Johnson Wagner",NA,2878596,"CareerEarnings",2009
272,272,"Frank Nobilo",NA,2875836,"CareerEarnings",2009
273,273,"Jim McGovern",NA,2858703,"CareerEarnings",2009
274,274,"Tom Scherrer",NA,2850394,"CareerEarnings",2009
275,275,"David Ogrin",NA,2848159,"CareerEarnings",2009
276,276,"Kevin Stadler",NA,2828624,"CareerEarnings",2009
277,277,"Bobby Wadkins",NA,2822418,"CareerEarnings",2009
278,278,"Todd Fischer",NA,2818011,"CareerEarnings",2009
279,279,"Nicholas Thompson",NA,2809223,"CareerEarnings",2009
280,280,"Jodie Mudd",NA,2806955,"CareerEarnings",2009
281,281,"Miguel Angel Jimenez",NA,2799200,"CareerEarnings",2009
282,282,"Sandy Lyle",NA,2792505,"CareerEarnings",2009
283,283,"Johnny Miller",NA,2747484,"CareerEarnings",2009
284,284,"Doug Barron",NA,2724280,"CareerEarnings",2009
285,285,"Doug Tewell",NA,2723711,"CareerEarnings",2009
286,286,"Scott Gump",NA,2715190,"CareerEarnings",2009
287,287,"Howard Twitty",NA,2713551,"CareerEarnings",2009
288,288,"Willie Wood",NA,2712346,"CareerEarnings",2009
289,289,"Eric Axley",NA,2708957,"CareerEarnings",2009
290,290,"Scott Dunlap",NA,2700250,"CareerEarnings",2009
291,291,"Hank Kuehne",NA,2686886,"CareerEarnings",2009
292,292,"Carl Paulson",NA,2633179,"CareerEarnings",2009
293,293,"James Driscoll",NA,2627423,"CareerEarnings",2009
294,294,"Mike Springer",NA,2596451,"CareerEarnings",2009
295,295,"Hubert Green",NA,2591959,"CareerEarnings",2009
296,296,"Brenden Pappas",NA,2579645,"CareerEarnings",2009
297,297,"Gary Hallberg",NA,2476014,"CareerEarnings",2009
298,298,"Garrett Willis",NA,2449023,"CareerEarnings",2009
299,299,"Bob Lohr",NA,2417060,"CareerEarnings",2009
300,300,"Ian Leggatt",NA,2410796,"CareerEarnings",2009
301,301,"Spike McRoy",NA,2405737,"CareerEarnings",2009
302,302,"Dave Barr",NA,2404793,"CareerEarnings",2009
303,303,"Kevin Streelman",NA,2381843,"CareerEarnings",2009
304,304,"Keith Clearwater",NA,2365698,"CareerEarnings",2009
305,305,"Gabriel Hjertstedt",NA,2339756,"CareerEarnings",2009
306,306,"Billy Ray Brown",NA,2330389,"CareerEarnings",2009
307,307,"Calvin Peete",NA,2302363,"CareerEarnings",2009
308,308,"Mike Sullivan",NA,2301255,"CareerEarnings",2009
309,309,"Lennie Clements",NA,2280766,"CareerEarnings",2009
310,310,"Ed Fiori",NA,2270198,"CareerEarnings",2009
311,311,"DA Points",NA,2253462,"CareerEarnings",2009
312,312,"Parker McLachlin",NA,2249128,"CareerEarnings",2009
313,313,"Tom Weiskopf",NA,2241687,"CareerEarnings",2009
314,314,"David Gossett",NA,2234484,"CareerEarnings",2009
315,315,"John Riegger",NA,2233729,"CareerEarnings",2009
316,316,"Brian Claar",NA,2225850,"CareerEarnings",2009
317,317,"Arjun Atwal",NA,2215553,"CareerEarnings",2009
318,318,"Roger Maltbie",NA,2212879,"CareerEarnings",2009
319,319,"Bryce Molder",NA,2208653,"CareerEarnings",2009
320,320,"Martin Laird",NA,2202106,"CareerEarnings",2009
321,321,"JC Snead",NA,2197545,"CareerEarnings",2009
322,322,"Jason Day",NA,2193120,"CareerEarnings",2009
323,323,"Robin Freeman",NA,2161317,"CareerEarnings",2009
324,324,"Thomas Levet",NA,2160962,"CareerEarnings",2009
325,325,"Clarence Rose",NA,2155380,"CareerEarnings",2009
326,326,"Pete Jordan",NA,2144444,"CareerEarnings",2009
327,327,"Graeme McDowell",NA,2094620,"CareerEarnings",2009
328,328,"Chris Couch",NA,2087483,"CareerEarnings",2009
329,329,"Ian Baker Finch",NA,2078743,"CareerEarnings",2009
330,330,"Wayne Grady",NA,2077433,"CareerEarnings",2009
331,331,"Michael Letzig",NA,2063455,"CareerEarnings",2009
332,332,"Jeff Gove",NA,2035936,"CareerEarnings",2009
333,333,"John Adams",NA,2019582,"CareerEarnings",2009
334,334,"Larry Rinker",NA,2007824,"CareerEarnings",2009
335,335,"Niclas Fasth",NA,2001031,"CareerEarnings",2009
336,336,"Mike Donald",NA,1970260,"CareerEarnings",2009
337,337,"Trevor Dodds",NA,1940834,"CareerEarnings",2009
338,338,"Jim Thorpe",NA,1935566,"CareerEarnings",2009
339,339,"Chez Reavie",NA,1929708,"CareerEarnings",2009
340,340,"Dave Rummells",NA,1909430,"CareerEarnings",2009
341,341,"Chris Stroud",NA,1900880,"CareerEarnings",2009
342,342,"Jerry Smith",NA,1900122,"CareerEarnings",2009
343,343,"David Graham",NA,1888731,"CareerEarnings",2009
344,344,"Bob Heintz",NA,1873303,"CareerEarnings",2009
345,345,"Arnold Palmer",NA,1861857,"CareerEarnings",2009
346,346,"Mike Heinen",NA,1848216,"CareerEarnings",2009
347,347,"Richard Zokol",NA,1840397,"CareerEarnings",2009
348,348,"Mike Standly",NA,1834597,"CareerEarnings",2009
349,349,"Gary Player",NA,1834482,"CareerEarnings",2009
350,350,"Brad Elder",NA,1820145,"CareerEarnings",2009
351,351,"Leonard Thompson",NA,1819028,"CareerEarnings",2009
352,352,"Bill Britton",NA,1814615,"CareerEarnings",2009
353,353,"Mark Lye",NA,1800654,"CareerEarnings",2009
354,354,"George Burns",NA,1781090,"CareerEarnings",2009
355,355,"Roland Thatcher",NA,1775378,"CareerEarnings",2009
356,356,"David Berganio Jr",NA,1766499,"CareerEarnings",2009
357,357,"Kelly Gibson",NA,1751957,"CareerEarnings",2009
358,358,"Marc Leishman",NA,1742243,"CareerEarnings",2009
359,359,"Shane Bertsch",NA,1719611,"CareerEarnings",2009
360,360,"Morris Hatalsky",NA,1707280,"CareerEarnings",2009
361,361,"Ian Woosnam",NA,1696309,"CareerEarnings",2009
362,362,"Bruce Fleisher",NA,1695111,"CareerEarnings",2009
363,363,"Billy Casper",NA,1691583,"CareerEarnings",2009
364,364,"Michael Clark II",NA,1649440,"CareerEarnings",2009
365,365,"Ted Schulz",NA,1645215,"CareerEarnings",2009
366,366,"Bob Murphy",NA,1642330,"CareerEarnings",2009
367,367,"Jerry Pate",NA,1634246,"CareerEarnings",2009
368,368,"Gary Koch",NA,1629482,"CareerEarnings",2009
369,369,"Robert Karlsson",NA,1614261,"CareerEarnings",2009
370,370,"Lon Hinkle",NA,1607691,"CareerEarnings",2009
371,371,"Kenny Knox",NA,1607180,"CareerEarnings",2009
372,372,"David Howell",NA,1606153,"CareerEarnings",2009
373,373,"Gene Littler",NA,1584210,"CareerEarnings",2009
374,374,"Guy Boros",NA,1582550,"CareerEarnings",2009
375,375,"Jack Renner",NA,1579090,"CareerEarnings",2009
376,376,"Curt Byrum",NA,1576535,"CareerEarnings",2009
377,377,"Wes Short Jr",NA,1569801,"CareerEarnings",2009
378,378,"Miller Barber",NA,1564204,"CareerEarnings",2009
379,379,"Mark Hayes",NA,1555739,"CareerEarnings",2009
380,380,"Daisuke Maruyama",NA,1554676,"CareerEarnings",2009
381,381,"Jim Colbert",NA,1553136,"CareerEarnings",2009
382,382,"Bob Eastwood",NA,1546106,"CareerEarnings",2009
383,383,"Keith Fergus",NA,1546009,"CareerEarnings",2009
384,384,"Marc Turnesa",NA,1526990,"CareerEarnings",2009
385,385,"Tim Wilkinson",NA,1504335,"CareerEarnings",2009
386,386,"Buddy Gardner",NA,1491943,"CareerEarnings",2009
387,387,"Jean Van de Velde",NA,1461346,"CareerEarnings",2009
388,388,"Bobby Clampett",NA,1423000,"CareerEarnings",2009
389,389,"Robert Wrenn",NA,1422635,"CareerEarnings",2009
390,390,"Darron Stiles",NA,1418842,"CareerEarnings",2009
391,391,"Gavin Coles",NA,1415902,"CareerEarnings",2009
392,392,"Billy Kratzert",NA,1396819,"CareerEarnings",2009
393,393,"Bill Rogers",NA,1384710,"CareerEarnings",2009
394,394,"Bruce Crampton",NA,1376193,"CareerEarnings",2009
395,395,"Matt Jones",NA,1369212,"CareerEarnings",2009
396,396,"Andy North",NA,1365530,"CareerEarnings",2009
397,397,"Ed Dougherty",NA,1323769,"CareerEarnings",2009
398,398,"Tom Sieckmann",NA,1310647,"CareerEarnings",2009
399,399,"Scott Gutschewski",NA,1310387,"CareerEarnings",2009
400,400,"Dave Stockton",NA,1303281,"CareerEarnings",2009
401,401,"Denis Watson",NA,1288621,"CareerEarnings",2009
402,402,"Webb Simpson",NA,1288134,"CareerEarnings",2009
403,403,"John Morse",NA,1282275,"CareerEarnings",2009
404,404,"Jimmy Walker",NA,1267897,"CareerEarnings",2009
405,405,"Craig Kanada",NA,1266410,"CareerEarnings",2009
406,406,"Al Geiberger",NA,1265188,"CareerEarnings",2009
407,407,"Jeff Klauk",NA,1243696,"CareerEarnings",2009
408,408,"PH Horgan III",NA,1228505,"CareerEarnings",2009
409,409,"Lee Rinker",NA,1221129,"CareerEarnings",2009
410,410,"Scott Piercy",NA,1219528,"CareerEarnings",2009
411,411,"Ryan Armour",NA,1217487,"CareerEarnings",2009
412,412,"Danny Edwards",NA,1212304,"CareerEarnings",2009
413,413,"Brad Adamonis",NA,1206096,"CareerEarnings",2009
414,414,"Kaname Yokoo",NA,1203051,"CareerEarnings",2009
415,415,"Tripp Isenhour",NA,1198393,"CareerEarnings",2009
416,416,"Dan Halldorson",NA,1193929,"CareerEarnings",2009
417,417,"Paul Lawrie",NA,1189709,"CareerEarnings",2009
418,418,"Charles Coody",NA,1187762,"CareerEarnings",2009
419,419,"Dave Eichelberger",NA,1186505,"CareerEarnings",2009
420,420,"Tony Sills",NA,1173361,"CareerEarnings",2009
421,421,"Deane Pappas",NA,1153945,"CareerEarnings",2009
422,422,"Don January",NA,1140925,"CareerEarnings",2009
423,423,"Dave Hill",NA,1130420,"CareerEarnings",2009
424,424,"Craig Bowden",NA,1125249,"CareerEarnings",2009
425,425,"Dick Mast",NA,1123038,"CareerEarnings",2009
426,426,"John Inman",NA,1087947,"CareerEarnings",2009
427,427,"Gibby Gilbert",NA,1056506,"CareerEarnings",2009
428,428,"Joey Snyder III",NA,1056128,"CareerEarnings",2009
429,429,"Mac OGrady",NA,1050779,"CareerEarnings",2009
