"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2012","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2012","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2012","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2012","TenthTeeEarlyPar3ScoringAverage_AVG_2012","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2012","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Louis Oosthuizen",65,2.79,78,28,"TenthTeeEarlyPar3ScoringAverage",2012
2,2,"Ben Curtis",62,2.8,112,40,"TenthTeeEarlyPar3ScoringAverage",2012
2,2,"Billy Hurley III",70,2.8,112,40,"TenthTeeEarlyPar3ScoringAverage",2012
4,4,"Robert Garrigus",89,2.84,128,45,"TenthTeeEarlyPar3ScoringAverage",2012
5,5,"Jason Day",57,2.85,117,41,"TenthTeeEarlyPar3ScoringAverage",2012
6,6,"Jonathan Byrd",69,2.88,69,24,"TenthTeeEarlyPar3ScoringAverage",2012
6,6,"Dustin Johnson",70,2.88,173,60,"TenthTeeEarlyPar3ScoringAverage",2012
6,6,"Ian Poulter",57,2.88,115,40,"TenthTeeEarlyPar3ScoringAverage",2012
9,9,"Zach Johnson",95,2.89,211,73,"TenthTeeEarlyPar3ScoringAverage",2012
10,10,"Aaron Baddeley",73,2.9,58,20,"TenthTeeEarlyPar3ScoringAverage",2012
10,10,"Carl Pettersson",92,2.9,145,50,"TenthTeeEarlyPar3ScoringAverage",2012
12,12,"Bob Estes",78,2.91,131,45,"TenthTeeEarlyPar3ScoringAverage",2012
12,12,"Geoff Ogilvy",73,2.91,96,33,"TenthTeeEarlyPar3ScoringAverage",2012
14,14,"Richard Lee",71,2.92,257,88,"TenthTeeEarlyPar3ScoringAverage",2012
14,14,"Andres Romero",68,2.92,175,60,"TenthTeeEarlyPar3ScoringAverage",2012
16,16,"Derek Lamely",64,2.93,176,60,"TenthTeeEarlyPar3ScoringAverage",2012
16,16,"Rocco Mediate",70,2.93,179,61,"TenthTeeEarlyPar3ScoringAverage",2012
16,16,"Patrick Sheehan",58,2.93,129,44,"TenthTeeEarlyPar3ScoringAverage",2012
19,19,"Roberto Castro",92,2.95,239,81,"TenthTeeEarlyPar3ScoringAverage",2012
19,19,"Bud Cauley",99,2.95,298,101,"TenthTeeEarlyPar3ScoringAverage",2012
19,19,"Gavin Coles",72,2.95,177,60,"TenthTeeEarlyPar3ScoringAverage",2012
19,19,"Ken Duke",104,2.95,171,58,"TenthTeeEarlyPar3ScoringAverage",2012
19,19,"Brandt Jobe",57,2.95,121,41,"TenthTeeEarlyPar3ScoringAverage",2012
19,19,"Tom Pernice Jr",62,2.95,239,81,"TenthTeeEarlyPar3ScoringAverage",2012
19,19,"Vaughn Taylor",81,2.95,224,76,"TenthTeeEarlyPar3ScoringAverage",2012
26,26,"Keegan Bradley",90,2.96,237,80,"TenthTeeEarlyPar3ScoringAverage",2012
26,26,"Steve Stricker",73,2.96,154,52,"TenthTeeEarlyPar3ScoringAverage",2012
26,26,"Tiger Woods",69,2.96,166,56,"TenthTeeEarlyPar3ScoringAverage",2012
29,29,"Blake Adams",107,2.97,267,90,"TenthTeeEarlyPar3ScoringAverage",2012
29,29,"Ben Crane",73,2.97,110,37,"TenthTeeEarlyPar3ScoringAverage",2012
29,29,"Henrik Stenson",51,2.97,107,36,"TenthTeeEarlyPar3ScoringAverage",2012
32,32,"Brendon de Jonge",115,2.98,241,81,"TenthTeeEarlyPar3ScoringAverage",2012
32,32,"Harris English",98,2.98,241,81,"TenthTeeEarlyPar3ScoringAverage",2012
32,32,"Matt Every",80,2.98,146,49,"TenthTeeEarlyPar3ScoringAverage",2012
32,32,"Martin Flores",95,2.98,253,85,"TenthTeeEarlyPar3ScoringAverage",2012
32,32,"Stephen Gangluff",57,2.98,146,49,"TenthTeeEarlyPar3ScoringAverage",2012
32,32,"Ryo Ishikawa",54,2.98,146,49,"TenthTeeEarlyPar3ScoringAverage",2012
32,32,"Nick OHern",78,2.98,194,65,"TenthTeeEarlyPar3ScoringAverage",2012
39,39,"David Hearn",95,2.99,257,86,"TenthTeeEarlyPar3ScoringAverage",2012
39,39,"Davis Love III",64,2.99,239,80,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Robert Allenby",76,3,135,45,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Arjun Atwal",79,3,135,45,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Chris Couch",61,3,222,74,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Luke Donald",63,3,135,45,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Scott Dunlap",57,3,147,49,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"John Huh",99,3,72,24,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Martin Laird",77,3,60,20,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Marc Leishman",84,3,195,65,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Hunter Mahan",88,3,207,69,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"David Mathis",83,3,243,81,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Kevin Na",80,3,126,42,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Justin Rose",69,3,123,41,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"John Senden",81,3,135,45,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Kevin Stadler",85,3,231,77,"TenthTeeEarlyPar3ScoringAverage",2012
41,41,"Johnson Wagner",88,3,144,48,"TenthTeeEarlyPar3ScoringAverage",2012
