"ProximitytoHolefromRough_RANKTHISWEEK_2016","ProximitytoHolefromRough_RANKLASTWEEK_2016","ProximitytoHolefromRough_PLAYERNAME_2016","ProximitytoHolefromRough_ROUNDS_2016","ProximitytoHolefromRough_AVGDTP_2016","ProximitytoHolefromRough_TOTALDISTANCEFEET_2016","ProximitytoHolefromRough_OFSHOTS_2016","ProximitytoHolefromRough_SCRAMBLINGRANK_2016","stat_name","year"
19,24,"Brandt Snedeker",47,NA,577.5,85,14,"ProximitytoHolefromRough",2016
19,24,"Nick Taylor",57,NA,729.75,107,54,"ProximitytoHolefromRough",2016
19,24,"DJ Trahan",23,NA,265.75,39,146,"ProximitytoHolefromRough",2016
19,24,"Bernd Wiesberger",23,NA,151.083,22,164,"ProximitytoHolefromRough",2016
25,31,"Jon Curran",55,NA,427.833,62,38,"ProximitytoHolefromRough",2016
26,33,"Aaron Baddeley",51,NA,615.167,88,7,"ProximitytoHolefromRough",2016
26,41,"Ben Crane",48,NA,703.167,100,131,"ProximitytoHolefromRough",2016
26,33,"John Huh",51,NA,719.5,103,65,"ProximitytoHolefromRough",2016
26,33,"Zach Johnson",42,NA,384.667,55,107,"ProximitytoHolefromRough",2016
26,33,"Dustin Johnson",37,NA,378.833,54,105,"ProximitytoHolefromRough",2016
26,33,"Graeme McDowell",33,NA,504.167,72,62,"ProximitytoHolefromRough",2016
26,33,"Kevin Na",52,NA,498.167,71,46,"ProximitytoHolefromRough",2016
33,22,"Boo Weekley",53,NA,721.417,102,141,"ProximitytoHolefromRough",2016
34,15,"Luke Donald",49,NA,437.167,61,8,"ProximitytoHolefromRough",2016
34,86,"Tony Finau",49,NA,690.917,96,84,"ProximitytoHolefromRough",2016
34,24,"Fabian Gomez",49,NA,731.333,102,101,"ProximitytoHolefromRough",2016
34,19,"Ollie Schniederjans",23,NA,407.75,57,197,"ProximitytoHolefromRough",2016
34,43,"Charl Schwartzel",29,NA,352.333,49,31,"ProximitytoHolefromRough",2016
39,43,"Stuart Appleby",39,NA,603,83,24,"ProximitytoHolefromRough",2016
39,45,"Freddie Jacobson",54,NA,693.25,96,15,"ProximitytoHolefromRough",2016
39,45,"Seung Yul Noh",54,NA,679.75,94,161,"ProximitytoHolefromRough",2016
39,50,"Vijay Singh",42,NA,593.167,82,138,"ProximitytoHolefromRough",2016
39,45,"Steve Wheatcroft",53,NA,764.083,105,75,"ProximitytoHolefromRough",2016
44,86,"Jason Bohn",37,NA,478.667,65,115,"ProximitytoHolefromRough",2016
44,45,"Jason Gore",51,NA,681.667,93,72,"ProximitytoHolefromRough",2016
44,50,"Chris Kirk",51,NA,549.417,75,27,"ProximitytoHolefromRough",2016
44,50,"Troy Merritt",41,NA,501.083,68,101,"ProximitytoHolefromRough",2016
44,50,"Darron Stiles",28,NA,235.583,32,203,"ProximitytoHolefromRough",2016
44,50,"Andy Sullivan",25,NA,365,50,159,"ProximitytoHolefromRough",2016
50,50,"Chad Campbell",54,NA,745.667,101,52,"ProximitytoHolefromRough",2016
50,50,"Chad Collins",45,NA,704,95,99,"ProximitytoHolefromRough",2016
50,61,"David Hearn",55,NA,489.25,66,55,"ProximitytoHolefromRough",2016
50,33,"Scott Langley",41,NA,566.75,76,42,"ProximitytoHolefromRough",2016
50,61,"Steve Stricker",25,NA,431.333,58,26,"ProximitytoHolefromRough",2016
50,68,"Camilo Villegas",50,NA,878.25,118,58,"ProximitytoHolefromRough",2016
56,45,"James Hahn",45,NA,724.917,97,139,"ProximitytoHolefromRough",2016
56,61,"Mark Hubbard",73,NA,1121.417,150,43,"ProximitytoHolefromRough",2016
56,68,"Lucas Lee",22,NA,292,39,86,"ProximitytoHolefromRough",2016
56,68,"Justin Leonard",28,NA,471.5,63,18,"ProximitytoHolefromRough",2016
56,19,"Davis Love III",40,NA,449.75,60,175,"ProximitytoHolefromRough",2016
56,61,"Justin Rose",35,NA,593.5,79,77,"ProximitytoHolefromRough",2016
56,68,"Shawn Stefani",45,NA,615.583,82,143,"ProximitytoHolefromRough",2016
56,78,"Kevin Streelman",46,NA,535.083,71,170,"ProximitytoHolefromRough",2016
64,61,"Ricky Barnes",57,NA,805,106,69,"ProximitytoHolefromRough",2016
64,84,"Roberto Castro",55,NA,664.75,88,86,"ProximitytoHolefromRough",2016
64,31,"Matt Jones",45,NA,544.667,72,169,"ProximitytoHolefromRough",2016
64,78,"Russell Knox",48,NA,622.667,82,20,"ProximitytoHolefromRough",2016
64,78,"Andrew Landry",24,NA,266.583,35,45,"ProximitytoHolefromRough",2016
64,68,"Geoff Ogilvy",37,NA,632.667,83,172,"ProximitytoHolefromRough",2016
64,50,"Patrick Reed",53,NA,846.667,112,3,"ProximitytoHolefromRough",2016
71,33,"Kevin Chappell",49,NA,889.167,116,39,"ProximitytoHolefromRough",2016
71,61,"Jamie Lovemark",57,NA,845,110,6,"ProximitytoHolefromRough",2016
71,120,"DA Points",32,NA,400.25,52,113,"ProximitytoHolefromRough",2016
74,86,"Shane Bertsch",30,NA,295.75,38,67,"ProximitytoHolefromRough",2016
74,68,"Erik Compton",45,NA,722.083,93,177,"ProximitytoHolefromRough",2016
74,97,"Kevin Kisner",49,NA,606.917,78,163,"ProximitytoHolefromRough",2016
74,105,"Colt Knost",56,NA,675.083,87,17,"ProximitytoHolefromRough",2016
74,68,"Peter Malnati",53,NA,741.5,96,53,"ProximitytoHolefromRough",2016
74,68,"Sean OHair",45,NA,610.417,79,25,"ProximitytoHolefromRough",2016
74,86,"Dicky Pride",33,NA,442.833,57,70,"ProximitytoHolefromRough",2016
74,86,"Wes Roach",33,NA,347.417,45,123,"ProximitytoHolefromRough",2016
74,86,"Justin Thomas",53,NA,819.583,106,134,"ProximitytoHolefromRough",2016
74,78,"Dawie van der Walt",48,NA,701.083,90,192,"ProximitytoHolefromRough",2016
84,97,"Jason Kokrak",52,NA,899.167,115,78,"ProximitytoHolefromRough",2016
84,105,"Steve Marino",40,NA,549.667,70,188,"ProximitytoHolefromRough",2016
84,68,"Rory McIlroy",37,NA,620.917,79,89,"ProximitytoHolefromRough",2016
84,86,"Jeff Overton",51,NA,743.583,95,23,"ProximitytoHolefromRough",2016
84,50,"Sam Saunders",40,NA,500.917,64,144,"ProximitytoHolefromRough",2016
84,24,"David Toms",38,NA,499,64,10,"ProximitytoHolefromRough",2016
90,97,"Daniel Berger",52,NA,684.25,86,108,"ProximitytoHolefromRough",2016
90,102,"Branden Grace",31,NA,444.667,56,34,"ProximitytoHolefromRough",2016
90,105,"Hiroshi Iwata",51,NA,580.083,73,111,"ProximitytoHolefromRough",2016
90,102,"Cameron Percy",22,NA,182.917,23,175,"ProximitytoHolefromRough",2016
90,102,"Scott Piercy",45,NA,553,70,158,"ProximitytoHolefromRough",2016
90,61,"Cameron Smith",45,NA,492.75,62,125,"ProximitytoHolefromRough",2016
90,84,"Daniel Summerhays",55,NA,1030.25,130,90,"ProximitytoHolefromRough",2016
90,97,"Tyrone Van Aswegen",67,NA,969.583,123,97,"ProximitytoHolefromRough",2016
98,86,"Tyler Aldridge",53,NA,840.583,105,129,"ProximitytoHolefromRough",2016
98,122,"Blayne Barber",44,NA,754.583,94,157,"ProximitytoHolefromRough",2016
98,105,"Zac Blair",56,NA,815.75,102,13,"ProximitytoHolefromRough",2016
98,50,"Adam Hadwin",53,NA,932.833,117,140,"ProximitytoHolefromRough",2016
98,105,"Matt Kuchar",46,NA,582.167,73,33,"ProximitytoHolefromRough",2016
98,105,"Marc Leishman",41,NA,480.667,60,22,"ProximitytoHolefromRough",2016
98,68,"Phil Mickelson",37,NA,589.75,74,9,"ProximitytoHolefromRough",2016
98,86,"Patrick Rodgers",49,NA,645.917,81,92,"ProximitytoHolefromRough",2016
98,78,"Scott Stallings",46,NA,747,93,136,"ProximitytoHolefromRough",2016
107,78,"Alex Cejka",47,NA,527.417,65,12,"ProximitytoHolefromRough",2016
107,114,"Ken Duke",26,NA,469.333,58,183,"ProximitytoHolefromRough",2016
107,114,"Luke Guthrie",31,NA,355.5,44,117,"ProximitytoHolefromRough",2016
107,122,"Michael Kim",62,NA,1009.333,125,91,"ProximitytoHolefromRough",2016
107,114,"Jimmy Walker",43,NA,727,90,135,"ProximitytoHolefromRough",2016
112,86,"Andrew Loupe",50,NA,992.5,121,193,"ProximitytoHolefromRough",2016
112,120,"Louis Oosthuizen",25,NA,146.75,18,203,"ProximitytoHolefromRough",2016
112,156,"Adam Scott",39,NA,408.917,50,110,"ProximitytoHolefromRough",2016
115,122,"Jason Dufner",53,NA,575.583,70,156,"ProximitytoHolefromRough",2016
115,114,"Derek Fathauer",58,NA,1005,122,120,"ProximitytoHolefromRough",2016
115,97,"Brian Harman",60,NA,992.75,120,106,"ProximitytoHolefromRough",2016
115,86,"Jim Herman",55,NA,626.833,76,67,"ProximitytoHolefromRough",2016
115,105,"Webb Simpson",34,NA,446.083,54,66,"ProximitytoHolefromRough",2016
115,150,"Cameron Tringale",47,NA,802.5,97,82,"ProximitytoHolefromRough",2016
121,130,"KJ Choi",47,NA,655.917,79,16,"ProximitytoHolefromRough",2016
121,105,"Jamie Donaldson",28,NA,481.083,58,64,"ProximitytoHolefromRough",2016
121,122,"Matt Every",34,NA,582.333,70,199,"ProximitytoHolefromRough",2016
121,150,"Lucas Glover",53,NA,834.167,100,37,"ProximitytoHolefromRough",2016
121,105,"David Lingmerth",54,NA,864.333,104,116,"ProximitytoHolefromRough",2016
121,147,"Hideki Matsuyama",40,NA,569.333,68,85,"ProximitytoHolefromRough",2016
121,122,"Rob Oppenheim",37,NA,435.167,52,111,"ProximitytoHolefromRough",2016
121,156,"Robert Streb",51,NA,701.417,84,149,"ProximitytoHolefromRough",2016
121,150,"Mark Wilson",42,NA,682.25,82,59,"ProximitytoHolefromRough",2016
130,131,"Russell Henley",42,NA,621.833,74,32,"ProximitytoHolefromRough",2016
130,131,"Kyle Stanley",57,NA,990.417,118,182,"ProximitytoHolefromRough",2016
130,114,"Vaughn Taylor",30,NA,394.667,47,178,"ProximitytoHolefromRough",2016
130,114,"Gary Woodland",45,NA,709.25,84,151,"ProximitytoHolefromRough",2016
134,136,"Keegan Bradley",40,NA,482.75,57,186,"ProximitytoHolefromRough",2016
134,122,"Scott Brown",59,NA,744.75,88,108,"ProximitytoHolefromRough",2016
134,166,"Ernie Els",34,NA,681.5,80,145,"ProximitytoHolefromRough",2016
134,131,"Will Ma Kenzie",54,NA,772.833,91,181,"ProximitytoHolefromRough",2016
134,136,"Bubba Watson",30,NA,281.75,33,141,"ProximitytoHolefromRough",2016
139,140,"Miguel Angel Carballo",24,NA,359.333,42,179,"ProximitytoHolefromRough",2016
139,140,"Jason Day",36,NA,524.5,61,60,"ProximitytoHolefromRough",2016
139,131,"Martin Laird",46,NA,783,91,95,"ProximitytoHolefromRough",2016
139,175,"DH Lee",35,NA,568.75,66,201,"ProximitytoHolefromRough",2016
139,131,"Carlos Ortiz",47,NA,894.833,104,205,"ProximitytoHolefromRough",2016
139,41,"Henrik Stenson",30,NA,350.917,41,162,"ProximitytoHolefromRough",2016
145,161,"Andres Gonzales",46,NA,919.833,106,172,"ProximitytoHolefromRough",2016
145,140,"Morgan Hoffmann",43,NA,677.25,78,114,"ProximitytoHolefromRough",2016
145,150,"Danny Lee",53,NA,874.25,101,57,"ProximitytoHolefromRough",2016
145,147,"Ryan Palmer",46,NA,931.667,108,128,"ProximitytoHolefromRough",2016
145,140,"Jhonattan Vegas",49,NA,702.667,81,96,"ProximitytoHolefromRough",2016
150,161,"Justin Hicks",26,NA,349.833,40,207,"ProximitytoHolefromRough",2016
150,166,"Hunter Mahan",43,NA,711.5,81,152,"ProximitytoHolefromRough",2016
150,122,"Martin Piller",37,NA,535.583,61,94,"ProximitytoHolefromRough",2016
150,173,"Brendon Todd",43,NA,812.417,93,28,"ProximitytoHolefromRough",2016
150,161,"Harold Varner III",58,NA,1019.75,117,133,"ProximitytoHolefromRough",2016
155,156,"Stewart Cink",45,NA,575.167,65,193,"ProximitytoHolefromRough",2016
155,156,"Sergio Garcia",28,NA,273.333,31,126,"ProximitytoHolefromRough",2016
155,136,"Whee Kim",54,NA,907.25,103,117,"ProximitytoHolefromRough",2016
155,147,"Spencer Levin",62,NA,885,100,76,"ProximitytoHolefromRough",2016
155,166,"George McNeill",33,NA,609,69,184,"ProximitytoHolefromRough",2016
155,161,"Greg Owen",56,NA,655.75,74,202,"ProximitytoHolefromRough",2016
155,156,"Carl Pettersson",31,NA,677.333,77,119,"ProximitytoHolefromRough",2016
155,161,"Brendan Steele",48,NA,903,102,153,"ProximitytoHolefromRough",2016
155,140,"Chris Stroud",52,NA,955.167,108,146,"ProximitytoHolefromRough",2016
164,140,"Robert Garrigus",34,NA,522.833,58,190,"ProximitytoHolefromRough",2016
164,122,"Retief Goosen",37,NA,701.667,78,44,"ProximitytoHolefromRough",2016
164,136,"JB Holmes",39,NA,798.333,89,56,"ProximitytoHolefromRough",2016
164,150,"Patton Kizzire",57,NA,989.583,110,40,"ProximitytoHolefromRough",2016
164,166,"Brooks Koepka",39,NA,673.333,75,154,"ProximitytoHolefromRough",2016
164,166,"Kyle Reifers",63,NA,1089,121,195,"ProximitytoHolefromRough",2016
170,166,"Steven Bowditch",40,NA,709.167,78,206,"ProximitytoHolefromRough",2016
170,173,"Smylie Kaufman",57,NA,980.417,108,100,"ProximitytoHolefromRough",2016
170,175,"Ben Martin",48,NA,796.417,88,167,"ProximitytoHolefromRough",2016
173,50,"Byeong Hun An",23,NA,265.083,29,148,"ProximitytoHolefromRough",2016
173,166,"Bronson Burgoon",53,NA,1012.667,110,103,"ProximitytoHolefromRough",2016
173,182,"Angel Cabrera",42,NA,735.917,80,168,"ProximitytoHolefromRough",2016
173,175,"Charley Hoffman",49,NA,773,84,83,"ProximitytoHolefromRough",2016
173,140,"Brett Stegmaier",57,NA,1086.833,119,127,"ProximitytoHolefromRough",2016
173,175,"Hudson Swafford",52,NA,873.25,95,130,"ProximitytoHolefromRough",2016
179,185,"Thomas Aiken",42,NA,629.833,68,79,"ProximitytoHolefromRough",2016
179,198,"Scott Pinckney",53,NA,983.25,106,189,"ProximitytoHolefromRough",2016
181,181,"Charlie Beljan",26,NA,355.083,38,171,"ProximitytoHolefromRough",2016
181,150,"Charles Howell III",63,NA,961.25,103,21,"ProximitytoHolefromRough",2016
181,180,"Anirban Lahiri",44,NA,823.667,88,93,"ProximitytoHolefromRough",2016
181,191,"Will Wilcox",47,NA,869.833,93,88,"ProximitytoHolefromRough",2016
185,182,"Brice Garnett",29,NA,300.917,32,98,"ProximitytoHolefromRough",2016
185,175,"Chesson Hadley",51,NA,934.25,99,150,"ProximitytoHolefromRough",2016
185,194,"Michael Thompson",46,NA,684.583,73,166,"ProximitytoHolefromRough",2016
188,185,"Paul Casey",39,NA,454.75,48,120,"ProximitytoHolefromRough",2016
188,191,"Graham DeLaet",50,NA,863.583,91,185,"ProximitytoHolefromRough",2016
188,190,"William McGirt",54,NA,835.5,88,50,"ProximitytoHolefromRough",2016
188,185,"Rory Sabbatini",40,NA,694.417,73,137,"ProximitytoHolefromRough",2016
192,185,"Johnson Wagner",44,NA,749.667,78,122,"ProximitytoHolefromRough",2016
193,191,"Abraham Ancer",26,NA,357.667,37,155,"ProximitytoHolefromRough",2016
193,195,"Francesco Molinari",36,NA,741.25,77,70,"ProximitytoHolefromRough",2016
195,182,"Emiliano Grillo",47,NA,774,79,187,"ProximitytoHolefromRough",2016
195,185,"Kelly Kraft",35,NA,444,45,198,"ProximitytoHolefromRough",2016
197,196,"Harris English",51,NA,773.583,78,79,"ProximitytoHolefromRough",2016
197,196,"John Senden",48,NA,786.083,79,104,"ProximitytoHolefromRough",2016
199,199,"Robert Allenby",35,NA,627.333,61,200,"ProximitytoHolefromRough",2016
200,202,"Jonas Blixt",46,NA,1075.5,104,81,"ProximitytoHolefromRough",2016
201,200,"Brendon de Jonge",55,NA,937,90,132,"ProximitytoHolefromRough",2016
201,203,"Henrik Norlander",41,NA,500.5,48,73,"ProximitytoHolefromRough",2016
203,204,"Shane Lowry",35,NA,493.25,46,196,"ProximitytoHolefromRough",2016
204,204,"Rhein Gibson",36,NA,664.833,61,165,"ProximitytoHolefromRough",2016
205,206,"Matthew Fitzpatrick",23,NA,418.917,38,159,"ProximitytoHolefromRough",2016
206,207,"JJ Henry",44,NA,787.75,68,191,"ProximitytoHolefromRough",2016
207,208,"Pat Perez",28,NA,506.833,42,180,"ProximitytoHolefromRough",2016
