"PuttsperRoundRound1_RANKTHISWEEK_2014","PuttsperRoundRound1_RANKLASTWEEK_2014","PuttsperRoundRound1_PLAYERNAME_2014","PuttsperRoundRound1__2014","PuttsperRoundRound1_AVG_2014","PuttsperRoundRound1_TOTALPUTTS_2014","PuttsperRoundRound1_TOTALROUNDS_2014","stat_name","year"
1,1,"Jordan Spieth",NA,27.62,718,26,"PuttsperRoundRound1",2014
2,2,"Greg Chalmers",NA,27.84,696,25,"PuttsperRoundRound1",2014
2,2,"Brian Gay",NA,27.84,696,25,"PuttsperRoundRound1",2014
4,4,"Luke Donald",NA,27.94,447,16,"PuttsperRoundRound1",2014
5,5,"Brice Garnett",NA,28.04,757,27,"PuttsperRoundRound1",2014
6,6,"JB Holmes",NA,28.08,674,24,"PuttsperRoundRound1",2014
6,6,"Charlie Wi",NA,28.08,674,24,"PuttsperRoundRound1",2014
8,8,"Charl Schwartzel",NA,28.12,478,17,"PuttsperRoundRound1",2014
9,9,"William McGirt",NA,28.14,816,29,"PuttsperRoundRound1",2014
10,10,"Andrew Loupe",NA,28.19,592,21,"PuttsperRoundRound1",2014
11,11,"Brian Stuard",NA,28.25,791,28,"PuttsperRoundRound1",2014
12,12,"Gonzalo Fdez Castano",NA,28.29,679,24,"PuttsperRoundRound1",2014
13,13,"Jonas Blixt",NA,28.3,566,20,"PuttsperRoundRound1",2014
13,13,"Chris Kirk",NA,28.3,764,27,"PuttsperRoundRound1",2014
15,15,"Jason Bohn",NA,28.32,708,25,"PuttsperRoundRound1",2014
16,16,"Aaron Baddeley",NA,28.39,653,23,"PuttsperRoundRound1",2014
17,17,"Stuart Appleby",NA,28.43,796,28,"PuttsperRoundRound1",2014
18,18,"KJ Choi",NA,28.48,655,23,"PuttsperRoundRound1",2014
19,19,"Spencer Levin",NA,28.5,570,20,"PuttsperRoundRound1",2014
19,19,"Justin Rose",NA,28.5,513,18,"PuttsperRoundRound1",2014
19,19,"Brandt Snedeker",NA,28.5,684,24,"PuttsperRoundRound1",2014
19,19,"Tim Wilkinson",NA,28.5,684,24,"PuttsperRoundRound1",2014
23,23,"Sangmoon Bae",NA,28.54,685,24,"PuttsperRoundRound1",2014
24,24,"Zach Johnson",NA,28.56,714,25,"PuttsperRoundRound1",2014
24,24,"Rory McIlroy",NA,28.56,457,16,"PuttsperRoundRound1",2014
26,26,"Matt Kuchar",NA,28.57,657,23,"PuttsperRoundRound1",2014
27,27,"Morgan Hoffmann",NA,28.58,886,31,"PuttsperRoundRound1",2014
27,27,"Tyrone Van Aswegen",NA,28.58,686,24,"PuttsperRoundRound1",2014
29,29,"Freddie Jacobson",NA,28.63,773,27,"PuttsperRoundRound1",2014
29,29,"Jason Kokrak",NA,28.63,544,19,"PuttsperRoundRound1",2014
29,29,"Patrick Reed",NA,28.63,773,27,"PuttsperRoundRound1",2014
32,32,"Jason Day",NA,28.64,401,14,"PuttsperRoundRound1",2014
32,32,"Justin Leonard",NA,28.64,630,22,"PuttsperRoundRound1",2014
32,32,"Pat Perez",NA,28.64,716,25,"PuttsperRoundRound1",2014
35,35,"Ricky Barnes",NA,28.65,745,26,"PuttsperRoundRound1",2014
35,35,"Jim Furyk",NA,28.65,573,20,"PuttsperRoundRound1",2014
37,37,"Richard Lee",NA,28.69,746,26,"PuttsperRoundRound1",2014
38,38,"Ryan Moore",NA,28.7,660,23,"PuttsperRoundRound1",2014
38,38,"Robert Streb",NA,28.7,574,20,"PuttsperRoundRound1",2014
40,40,"Mike Weir",NA,28.71,689,24,"PuttsperRoundRound1",2014
41,41,"Keegan Bradley",NA,28.72,718,25,"PuttsperRoundRound1",2014
41,41,"Rickie Fowler",NA,28.72,718,25,"PuttsperRoundRound1",2014
43,43,"Brendon Todd",NA,28.76,834,29,"PuttsperRoundRound1",2014
44,44,"Ben Martin",NA,28.81,749,26,"PuttsperRoundRound1",2014
44,44,"Kevin Na",NA,28.81,778,27,"PuttsperRoundRound1",2014
46,46,"Erik Compton",NA,28.82,807,28,"PuttsperRoundRound1",2014
47,47,"Jerry Kelly",NA,28.83,663,23,"PuttsperRoundRound1",2014
48,48,"Chad Collins",NA,28.85,779,27,"PuttsperRoundRound1",2014
49,49,"Phil Mickelson",NA,28.86,606,21,"PuttsperRoundRound1",2014
50,50,"Sergio Garcia",NA,28.87,433,15,"PuttsperRoundRound1",2014
51,51,"Andres Romero",NA,28.88,693,24,"PuttsperRoundRound1",2014
51,51,"Chris Stroud",NA,28.88,722,25,"PuttsperRoundRound1",2014
51,51,"Jimmy Walker",NA,28.88,751,26,"PuttsperRoundRound1",2014
