"ProximitytoHolefromFringe_RANKTHISWEEK_2008","ProximitytoHolefromFringe_RANKLASTWEEK_2008","ProximitytoHolefromFringe_PLAYERNAME_2008","ProximitytoHolefromFringe_ROUNDS_2008","ProximitytoHolefromFringe_AVGDTP_2008","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2008","ProximitytoHolefromFringe_OFSHOTS_2008","ProximitytoHolefromFringe_SCRAMBLINGRANK_2008","stat_name","year"
83,83,"Bubba Watson",97,NA,309.667,95,156,"ProximitytoHolefromFringe",2008
83,83,"Jay Williamson",96,NA,302.25,94,159,"ProximitytoHolefromFringe",2008
83,83,"Dean Wilson",109,NA,308.75,95,97,"ProximitytoHolefromFringe",2008
104,104,"Justin Bolli",87,NA,221.75,67,182,"ProximitytoHolefromFringe",2008
104,104,"Daniel Chopra",84,NA,256.583,77,95,"ProximitytoHolefromFringe",2008
104,104,"Marco Dawson",64,NA,184.833,56,144,"ProximitytoHolefromFringe",2008
104,104,"Steve Elkington",84,NA,235.167,70,78,"ProximitytoHolefromFringe",2008
104,104,"Mathias Gronberg",87,NA,317.25,96,121,"ProximitytoHolefromFringe",2008
104,104,"Trevor Immelman",70,NA,160,48,181,"ProximitytoHolefromFringe",2008
104,104,"John Merrick",98,NA,272.667,82,160,"ProximitytoHolefromFringe",2008
104,104,"Jeff Overton",103,NA,349.833,105,125,"ProximitytoHolefromFringe",2008
104,104,"Pat Perez",93,NA,310,93,124,"ProximitytoHolefromFringe",2008
104,104,"Travis Perkins",53,NA,144.833,44,193,"ProximitytoHolefromFringe",2008
104,104,"Marc Turnesa",87,NA,289.167,87,41,"ProximitytoHolefromFringe",2008
104,104,"Bob Tway",70,NA,249.333,75,27,"ProximitytoHolefromFringe",2008
104,104,"Scott Verplank",82,NA,226.167,68,83,"ProximitytoHolefromFringe",2008
117,117,"Robert Allenby",108,NA,284.417,83,149,"ProximitytoHolefromFringe",2008
117,117,"Fred Couples",60,NA,218.917,64,71,"ProximitytoHolefromFringe",2008
117,117,"Brad Elder",67,NA,199.333,58,37,"ProximitytoHolefromFringe",2008
117,117,"Charles Howell III",101,NA,225,66,116,"ProximitytoHolefromFringe",2008
117,117,"Tom Lehman",51,NA,176.583,52,101,"ProximitytoHolefromFringe",2008
117,117,"Will Ma Kenzie",62,NA,227.75,67,130,"ProximitytoHolefromFringe",2008
117,117,"Steve Marino",119,NA,357.417,104,55,"ProximitytoHolefromFringe",2008
117,117,"Jim McGovern",75,NA,213.917,63,167,"ProximitytoHolefromFringe",2008
117,117,"Parker McLachlin",88,NA,257.417,76,42,"ProximitytoHolefromFringe",2008
117,117,"Phil Mickelson",80,NA,206.583,60,26,"ProximitytoHolefromFringe",2008
117,117,"Jon Mills",95,NA,283.333,82,154,"ProximitytoHolefromFringe",2008
117,117,"John Riegger",73,NA,241.083,70,58,"ProximitytoHolefromFringe",2008
117,117,"Kevin Stadler",90,NA,299.167,87,186,"ProximitytoHolefromFringe",2008
117,117,"Scott Sterling",89,NA,256.5,76,19,"ProximitytoHolefromFringe",2008
117,117,"Omar Uresti",74,NA,234.333,68,8,"ProximitytoHolefromFringe",2008
132,132,"Brad Adamonis",87,NA,241.917,69,131,"ProximitytoHolefromFringe",2008
132,132,"Briny Baird",113,NA,335.667,95,5,"ProximitytoHolefromFringe",2008
132,132,"Lucas Glover",91,NA,325.333,92,115,"ProximitytoHolefromFringe",2008
132,132,"Peter Lonard",92,NA,272.75,78,107,"ProximitytoHolefromFringe",2008
132,132,"Davis Love III",78,NA,265.417,75,145,"ProximitytoHolefromFringe",2008
132,132,"Shigeki Maruyama",50,NA,162.5,46,14,"ProximitytoHolefromFringe",2008
132,132,"John Rollins",94,NA,341.583,97,43,"ProximitytoHolefromFringe",2008
132,132,"Andres Romero",69,NA,160.917,46,85,"ProximitytoHolefromFringe",2008
132,132,"Tim Wilkinson",95,NA,287.417,82,28,"ProximitytoHolefromFringe",2008
141,141,"Billy Andrade",71,NA,243.25,68,163,"ProximitytoHolefromFringe",2008
141,141,"Stuart Appleby",87,NA,284.167,79,30,"ProximitytoHolefromFringe",2008
141,141,"Tommy Armour III",77,NA,196,55,132,"ProximitytoHolefromFringe",2008
141,141,"David Duval",51,NA,106.25,30,195,"ProximitytoHolefromFringe",2008
141,141,"Robert Garrigus",90,NA,343.5,95,190,"ProximitytoHolefromFringe",2008
141,141,"Mathew Goggin",91,NA,321.583,90,77,"ProximitytoHolefromFringe",2008
141,141,"Troy Matteson",94,NA,350.083,98,173,"ProximitytoHolefromFringe",2008
141,141,"Sean OHair",81,NA,214.25,60,134,"ProximitytoHolefromFringe",2008
141,141,"Chris Riley",51,NA,159.75,45,2,"ProximitytoHolefromFringe",2008
141,141,"Bo Van Pelt",101,NA,325.5,90,118,"ProximitytoHolefromFringe",2008
141,141,"Charles Warren",79,NA,274.833,76,196,"ProximitytoHolefromFringe",2008
152,152,"Paul Casey",55,NA,157.917,43,188,"ProximitytoHolefromFringe",2008
152,152,"Alex Cejka",75,NA,262.5,72,140,"ProximitytoHolefromFringe",2008
152,152,"Brian Davis",108,NA,436.167,120,17,"ProximitytoHolefromFringe",2008
152,152,"Joe Durant",92,NA,235.667,65,189,"ProximitytoHolefromFringe",2008
152,152,"Kenneth Ferrie",72,NA,217.5,60,145,"ProximitytoHolefromFringe",2008
152,152,"Nick Flanagan",89,NA,305.167,84,179,"ProximitytoHolefromFringe",2008
152,152,"Cody Freeman",66,NA,193.583,53,177,"ProximitytoHolefromFringe",2008
152,152,"Todd Hamilton",92,NA,366.25,100,168,"ProximitytoHolefromFringe",2008
152,152,"JP Hayes",67,NA,250.833,69,73,"ProximitytoHolefromFringe",2008
152,152,"JJ Henry",108,NA,314.083,85,143,"ProximitytoHolefromFringe",2008
152,152,"Freddie Jacobson",78,NA,269.167,73,81,"ProximitytoHolefromFringe",2008
152,152,"Brenden Pappas",66,NA,220.167,60,50,"ProximitytoHolefromFringe",2008
152,152,"David Toms",70,NA,279.833,77,187,"ProximitytoHolefromFringe",2008
165,165,"Chad Campbell",94,NA,272,72,158,"ProximitytoHolefromFringe",2008
165,165,"Mark Wilson",107,NA,363.25,96,31,"ProximitytoHolefromFringe",2008
167,167,"Rich Beem",90,NA,289.417,76,169,"ProximitytoHolefromFringe",2008
167,167,"Dudley Hart",74,NA,262.25,69,20,"ProximitytoHolefromFringe",2008
167,167,"Doug LaBelle II",65,NA,186.333,49,68,"ProximitytoHolefromFringe",2008
167,167,"Stephen Leaney",53,NA,181.833,47,53,"ProximitytoHolefromFringe",2008
167,167,"Billy Mayfair",103,NA,334.333,88,34,"ProximitytoHolefromFringe",2008
167,167,"Brett Rumford",72,NA,190.333,50,151,"ProximitytoHolefromFringe",2008
173,173,"JB Holmes",86,NA,294.583,76,152,"ProximitytoHolefromFringe",2008
173,173,"Zach Johnson",85,NA,306.333,78,103,"ProximitytoHolefromFringe",2008
173,173,"Martin Laird",98,NA,339.333,87,117,"ProximitytoHolefromFringe",2008
173,173,"Joe Ogilvie",100,NA,347.917,88,62,"ProximitytoHolefromFringe",2008
173,173,"Rod Pampling",83,NA,307.583,78,129,"ProximitytoHolefromFringe",2008
173,173,"Tom Scherrer",56,NA,190.083,49,126,"ProximitytoHolefromFringe",2008
179,179,"Cameron Beckman",87,NA,293.167,74,69,"ProximitytoHolefromFringe",2008
179,179,"Jerry Kelly",89,NA,308.917,77,83,"ProximitytoHolefromFringe",2008
179,179,"Justin Leonard",101,NA,225.667,57,34,"ProximitytoHolefromFringe",2008
179,179,"Ryan Palmer",69,NA,294.833,74,138,"ProximitytoHolefromFringe",2008
179,179,"Chris Stroud",81,NA,255.917,64,165,"ProximitytoHolefromFringe",2008
184,184,"KJ Choi",74,NA,223.5,55,95,"ProximitytoHolefromFringe",2008
184,184,"Paul Claxton",63,NA,196.833,48,178,"ProximitytoHolefromFringe",2008
184,184,"Jim Furyk",95,NA,335.5,83,29,"ProximitytoHolefromFringe",2008
184,184,"Brett Quigley",80,NA,328.167,81,97,"ProximitytoHolefromFringe",2008
184,184,"Boo Weekley",86,NA,273.25,67,106,"ProximitytoHolefromFringe",2008
189,189,"Jason Day",81,NA,330.583,79,94,"ProximitytoHolefromFringe",2008
189,189,"Camilo Villegas",79,NA,327.667,79,171,"ProximitytoHolefromFringe",2008
191,191,"David Lutterus",59,NA,215.167,51,184,"ProximitytoHolefromFringe",2008
191,191,"Rory Sabbatini",77,NA,251.833,59,122,"ProximitytoHolefromFringe",2008
191,191,"YE Yang",89,NA,341.25,81,137,"ProximitytoHolefromFringe",2008
194,194,"Jason Gore",94,NA,487.667,113,136,"ProximitytoHolefromFringe",2008
196,196,"Jeff Maggert",86,NA,375.833,84,133,"ProximitytoHolefromFringe",2008
197,197,"Ian Poulter",51,NA,173.5,38,120,"ProximitytoHolefromFringe",2008
