"ProximitytoHolefromFringe_RANKTHISWEEK_2008","ProximitytoHolefromFringe_RANKLASTWEEK_2008","ProximitytoHolefromFringe_PLAYERNAME_2008","ProximitytoHolefromFringe_ROUNDS_2008","ProximitytoHolefromFringe_AVGDTP_2008","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2008","ProximitytoHolefromFringe_OFSHOTS_2008","ProximitytoHolefromFringe_SCRAMBLINGRANK_2008","stat_name","year"
1,1,"Sergio Garcia",72,NA,87.917,41,89,"ProximitytoHolefromFringe",2008
2,2,"John Mallinger",95,NA,231.25,95,61,"ProximitytoHolefromFringe",2008
2,2,"Adam Scott",51,NA,90.167,37,173,"ProximitytoHolefromFringe",2008
4,4,"Olin Browne",77,NA,196.583,78,113,"ProximitytoHolefromFringe",2008
4,4,"Stewart Cink",87,NA,160.833,65,142,"ProximitytoHolefromFringe",2008
4,4,"Chris DiMarco",87,NA,197.667,78,114,"ProximitytoHolefromFringe",2008
7,7,"Gavin Coles",54,NA,125.5,48,9,"ProximitytoHolefromFringe",2008
7,7,"Ben Curtis",80,NA,180.75,71,46,"ProximitytoHolefromFringe",2008
7,7,"Padraig Harrington",52,NA,121.5,47,21,"ProximitytoHolefromFringe",2008
10,10,"Retief Goosen",59,NA,143.417,53,76,"ProximitytoHolefromFringe",2008
10,10,"Ryuji Imada",80,NA,177.5,67,34,"ProximitytoHolefromFringe",2008
10,10,"Brandt Jobe",52,NA,118.333,44,172,"ProximitytoHolefromFringe",2008
10,10,"Richard Johnson",77,NA,183.833,68,67,"ProximitytoHolefromFringe",2008
10,10,"Ryan Moore",72,NA,232.167,86,48,"ProximitytoHolefromFringe",2008
10,10,"Nick OHern",82,NA,223,83,22,"ProximitytoHolefromFringe",2008
10,10,"Patrick Sheehan",124,NA,256.25,97,39,"ProximitytoHolefromFringe",2008
10,10,"Steve Stricker",75,NA,123.167,46,12,"ProximitytoHolefromFringe",2008
18,18,"Jonathan Byrd",88,NA,234.417,85,72,"ProximitytoHolefromFringe",2008
18,18,"Glen Day",64,NA,160.917,58,6,"ProximitytoHolefromFringe",2008
18,18,"Tom Pernice Jr",104,NA,323.167,117,11,"ProximitytoHolefromFringe",2008
18,18,"Vijay Singh",82,NA,227.667,82,51,"ProximitytoHolefromFringe",2008
22,22,"Stephen Ames",83,NA,162.5,58,57,"ProximitytoHolefromFringe",2008
22,22,"Eric Axley",113,NA,306.917,107,40,"ProximitytoHolefromFringe",2008
22,22,"Ernie Els",51,NA,106.583,38,112,"ProximitytoHolefromFringe",2008
22,22,"Bob Estes",90,NA,222.417,78,33,"ProximitytoHolefromFringe",2008
22,22,"Lee Janzen",89,NA,203,72,91,"ProximitytoHolefromFringe",2008
22,22,"Greg Kraft",63,NA,190.583,67,64,"ProximitytoHolefromFringe",2008
22,22,"Rocco Mediate",87,NA,207.75,73,109,"ProximitytoHolefromFringe",2008
29,29,"Shane Bertsch",96,NA,298.583,103,18,"ProximitytoHolefromFringe",2008
29,29,"Chad Collins",72,NA,169.833,59,88,"ProximitytoHolefromFringe",2008
29,29,"Tommy Gainey",60,NA,113.917,39,197,"ProximitytoHolefromFringe",2008
29,29,"Steve Lowery",74,NA,208.417,71,141,"ProximitytoHolefromFringe",2008
29,29,"George McNeill",97,NA,222.5,76,191,"ProximitytoHolefromFringe",2008
29,29,"Jin Park",85,NA,223.167,76,128,"ProximitytoHolefromFringe",2008
35,35,"Ryan Armour",87,NA,260.833,87,194,"ProximitytoHolefromFringe",2008
35,35,"Alejandro Canizares",52,NA,121.5,41,111,"ProximitytoHolefromFringe",2008
35,35,"James Driscoll",85,NA,234.333,79,155,"ProximitytoHolefromFringe",2008
35,35,"Harrison Frazar",73,NA,197.333,65,175,"ProximitytoHolefromFringe",2008
35,35,"Paul Goydos",78,NA,188.75,63,74,"ProximitytoHolefromFringe",2008
35,35,"Mark Hensby",71,NA,189.083,63,185,"ProximitytoHolefromFringe",2008
35,35,"John Huston",56,NA,130.833,44,79,"ProximitytoHolefromFringe",2008
35,35,"Corey Pavin",69,NA,213.75,72,3,"ProximitytoHolefromFringe",2008
35,35,"Ted Purdy",68,NA,215.583,71,123,"ProximitytoHolefromFringe",2008
35,35,"Brandt Snedeker",85,NA,148.167,49,100,"ProximitytoHolefromFringe",2008
35,35,"Nicholas Thompson",113,NA,343.333,116,85,"ProximitytoHolefromFringe",2008
35,35,"DJ Trahan",94,NA,275.417,91,139,"ProximitytoHolefromFringe",2008
35,35,"Mike Weir",88,NA,257.5,85,7,"ProximitytoHolefromFringe",2008
35,35,"Charlie Wi",97,NA,281.083,93,4,"ProximitytoHolefromFringe",2008
49,49,"Todd Demsey",80,NA,242.833,78,65,"ProximitytoHolefromFringe",2008
49,49,"Brian Gay",102,NA,263.5,86,1,"ProximitytoHolefromFringe",2008
49,49,"Nathan Green",95,NA,291.833,95,32,"ProximitytoHolefromFringe",2008
49,49,"Anthony Kim",81,NA,214.083,70,45,"ProximitytoHolefromFringe",2008
49,49,"Matt Kuchar",88,NA,251.667,82,14,"ProximitytoHolefromFringe",2008
49,49,"Scott McCarron",63,NA,189.5,61,59,"ProximitytoHolefromFringe",2008
49,49,"Kevin Na",97,NA,312.333,100,13,"ProximitytoHolefromFringe",2008
49,49,"Kenny Perry",97,NA,295.5,95,90,"ProximitytoHolefromFringe",2008
49,49,"Carl Pettersson",110,NA,289.917,95,49,"ProximitytoHolefromFringe",2008
49,49,"Chez Reavie",102,NA,311.667,101,52,"ProximitytoHolefromFringe",2008
49,49,"Heath Slocum",104,NA,302.333,97,75,"ProximitytoHolefromFringe",2008
49,49,"Bob Sowards",61,NA,215,70,150,"ProximitytoHolefromFringe",2008
49,49,"Kevin Streelman",114,NA,329.167,108,56,"ProximitytoHolefromFringe",2008
49,49,"Vaughn Taylor",103,NA,295.333,95,92,"ProximitytoHolefromFringe",2008
49,49,"Kyle Thompson",70,NA,226.167,73,183,"ProximitytoHolefromFringe",2008
49,49,"Johnson Wagner",83,NA,248.833,81,103,"ProximitytoHolefromFringe",2008
49,49,"Nick Watney",96,NA,335,108,101,"ProximitytoHolefromFringe",2008
66,66,"Steve Allan",58,NA,126.083,40,175,"ProximitytoHolefromFringe",2008
66,66,"Michael Allen",91,NA,249.833,78,110,"ProximitytoHolefromFringe",2008
66,66,"Aaron Baddeley",76,NA,257.583,81,60,"ProximitytoHolefromFringe",2008
66,66,"Bart Bryant",81,NA,252.25,80,47,"ProximitytoHolefromFringe",2008
66,66,"Mark Calcavecchia",67,NA,191.75,60,161,"ProximitytoHolefromFringe",2008
66,66,"Tim Clark",90,NA,271.5,85,65,"ProximitytoHolefromFringe",2008
66,66,"Steve Flesch",95,NA,284.417,90,44,"ProximitytoHolefromFringe",2008
66,66,"Carlos Franco",73,NA,221.583,70,153,"ProximitytoHolefromFringe",2008
66,66,"Kent Jones",68,NA,131.75,42,105,"ProximitytoHolefromFringe",2008
66,66,"Matt Jones",95,NA,301.667,96,62,"ProximitytoHolefromFringe",2008
66,66,"Frank Lickliter II",107,NA,326.167,102,87,"ProximitytoHolefromFringe",2008
66,66,"Tim Petrovic",97,NA,281.25,89,53,"ProximitytoHolefromFringe",2008
66,66,"Jeff Quinney",87,NA,241.75,76,70,"ProximitytoHolefromFringe",2008
66,66,"John Senden",93,NA,222.75,71,156,"ProximitytoHolefromFringe",2008
66,66,"Kevin Sutherland",98,NA,315.167,99,25,"ProximitytoHolefromFringe",2008
66,66,"Jimmy Walker",73,NA,174.5,55,134,"ProximitytoHolefromFringe",2008
66,66,"Ron Whittaker",54,NA,176.333,55,164,"ProximitytoHolefromFringe",2008
83,83,"Jason Allred",63,NA,223.083,68,127,"ProximitytoHolefromFringe",2008
83,83,"Woody Austin",109,NA,271.167,83,147,"ProximitytoHolefromFringe",2008
83,83,"Angel Cabrera",55,NA,142.25,44,180,"ProximitytoHolefromFringe",2008
83,83,"Ben Crane",86,NA,261.917,81,16,"ProximitytoHolefromFringe",2008
83,83,"Ken Duke",116,NA,337.167,104,82,"ProximitytoHolefromFringe",2008
83,83,"Robert Gamez",79,NA,235.917,73,162,"ProximitytoHolefromFringe",2008
83,83,"Jeff Gove",50,NA,171.25,53,80,"ProximitytoHolefromFringe",2008
83,83,"Bill Haas",99,NA,269.083,82,148,"ProximitytoHolefromFringe",2008
83,83,"Tim Herron",97,NA,363.583,113,10,"ProximitytoHolefromFringe",2008
83,83,"Charley Hoffman",94,NA,309.417,96,93,"ProximitytoHolefromFringe",2008
83,83,"Dustin Johnson",92,NA,310.833,96,192,"ProximitytoHolefromFringe",2008
83,83,"Craig Kanada",65,NA,185.667,57,24,"ProximitytoHolefromFringe",2008
83,83,"Cliff Kresge",84,NA,239.583,74,166,"ProximitytoHolefromFringe",2008
83,83,"Michael Letzig",88,NA,283.5,88,108,"ProximitytoHolefromFringe",2008
83,83,"Hunter Mahan",87,NA,216.667,67,170,"ProximitytoHolefromFringe",2008
83,83,"Geoff Ogilvy",65,NA,180.167,56,38,"ProximitytoHolefromFringe",2008
83,83,"Jesper Parnevik",88,NA,239.833,74,23,"ProximitytoHolefromFringe",2008
83,83,"Tag Ridings",88,NA,312.583,97,118,"ProximitytoHolefromFringe",2008
