"BestRoundsin60sStreak_RANKTHISWEEK_2011","BestRoundsin60sStreak_RANKLASTWEEK_2011","BestRoundsin60sStreak_PLAYERNAME_2011","BestRoundsin60sStreak__2011","BestRoundsin60sStreak_CAREERBESTSTREAK_2011","BestRoundsin60sStreak_BESTYTDSTREAK_2011","BestRoundsin60sStreak_CURRENTSTREAK_2011","stat_name","year"
17,17,"John Senden",NA,11,5,NA,"BestRoundsin60sStreak",2011
17,17,"Scott Verplank",NA,11,6,NA,"BestRoundsin60sStreak",2011
31,31,"Woody Austin",NA,10,4,NA,"BestRoundsin60sStreak",2011
31,31,"Chad Campbell",NA,10,5,NA,"BestRoundsin60sStreak",2011
31,31,"Fred Couples",NA,10,2,NA,"BestRoundsin60sStreak",2011
31,31,"Brian Davis",NA,10,5,NA,"BestRoundsin60sStreak",2011
31,31,"Steve Flesch",NA,10,3,NA,"BestRoundsin60sStreak",2011
31,31,"Carlos Franco",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"David Frost",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"Fred Funk",NA,10,2,NA,"BestRoundsin60sStreak",2011
31,31,"Robert Gamez",NA,10,2,NA,"BestRoundsin60sStreak",2011
31,31,"Lucas Glover",NA,10,5,NA,"BestRoundsin60sStreak",2011
31,31,"Matt Kuchar",NA,10,7,NA,"BestRoundsin60sStreak",2011
31,31,"Rocco Mediate",NA,10,2,NA,"BestRoundsin60sStreak",2011
31,31,"James Nitties",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"Corey Pavin",NA,10,1,NA,"BestRoundsin60sStreak",2011
31,31,"David Peoples",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"Tom Pernice Jr",NA,10,7,NA,"BestRoundsin60sStreak",2011
31,31,"Carl Pettersson",NA,10,8,NA,"BestRoundsin60sStreak",2011
31,31,"Mike Reid",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"Loren Roberts",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"Gene Sauers",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"Tom Sieckmann",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"Joey Sindelar",NA,10,NA,NA,"BestRoundsin60sStreak",2011
31,31,"Chris Smith",NA,10,1,NA,"BestRoundsin60sStreak",2011
31,31,"Kevin Streelman",NA,10,5,NA,"BestRoundsin60sStreak",2011
31,31,"Jhonattan Vegas",NA,10,10,NA,"BestRoundsin60sStreak",2011
31,31,"Grant Waite",NA,10,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Billy Andrade",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Stuart Appleby",NA,9,3,NA,"BestRoundsin60sStreak",2011
57,57,"Tommy Armour III",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Aaron Baddeley",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Cameron Beckman",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Notah Begay III",NA,9,1,NA,"BestRoundsin60sStreak",2011
57,57,"Bart Bryant",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Brad Bryant",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Mark Calcavecchia",NA,9,5,NA,"BestRoundsin60sStreak",2011
57,57,"Bud Cauley",NA,9,9,NA,"BestRoundsin60sStreak",2011
57,57,"KJ Choi",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Stewart Cink",NA,9,2,NA,"BestRoundsin60sStreak",2011
57,57,"Lennie Clements",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Ernie Els",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Rickie Fowler",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Sergio Garcia",NA,9,5,NA,"BestRoundsin60sStreak",2011
57,57,"Brian Gay",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Paul Goydos",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Jay Haas",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Bill Haas",NA,9,9,NA,"BestRoundsin60sStreak",2011
57,57,"Padraig Harrington",NA,9,8,NA,"BestRoundsin60sStreak",2011
57,57,"John Huston",NA,9,1,NA,"BestRoundsin60sStreak",2011
57,57,"Tom Lehman",NA,9,3,NA,"BestRoundsin60sStreak",2011
57,57,"Justin Leonard",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Steve Marino",NA,9,5,NA,"BestRoundsin60sStreak",2011
57,57,"Blaine McCallister",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Phil Mickelson",NA,9,6,NA,"BestRoundsin60sStreak",2011
57,57,"Gil Morgan",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Kevin Na",NA,9,9,NA,"BestRoundsin60sStreak",2011
57,57,"Greg Norman",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Jesper Parnevik",NA,9,1,NA,"BestRoundsin60sStreak",2011
57,57,"Chris Perry",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Heath Slocum",NA,9,3,NA,"BestRoundsin60sStreak",2011
57,57,"Jeff Sluman",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Payne Stewart",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Steve Stricker",NA,9,5,NA,"BestRoundsin60sStreak",2011
57,57,"Hal Sutton",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Kirk Triplett",NA,9,3,NA,"BestRoundsin60sStreak",2011
57,57,"Bob Tway",NA,9,NA,NA,"BestRoundsin60sStreak",2011
57,57,"Johnson Wagner",NA,9,4,NA,"BestRoundsin60sStreak",2011
57,57,"Mike Weir",NA,9,1,NA,"BestRoundsin60sStreak",2011
57,57,"Mark Wilson",NA,9,5,NA,"BestRoundsin60sStreak",2011
99,99,"John Adams",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Robert Allenby",NA,8,4,NA,"BestRoundsin60sStreak",2011
99,99,"Paul Azinger",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Ian Baker Finch",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Doug Barron",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Andy Bean",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Matt Bettencourt",NA,8,6,NA,"BestRoundsin60sStreak",2011
99,99,"Jason Bohn",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"Bill Britton",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Rex Caldwell",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Jim Carter",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Bobby Clampett",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Tim Clark",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"Russ Cochran",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Chad Collins",NA,8,2,NA,"BestRoundsin60sStreak",2011
99,99,"John Cook",NA,8,3,NA,"BestRoundsin60sStreak",2011
99,99,"Ken Duke",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"David Duval",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"Bob Gilder",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Bill Glasson",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Hubert Green",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Ken Green",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Donnie Hammond",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Dudley Hart",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Mark Hayes",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Charley Hoffman",NA,8,4,NA,"BestRoundsin60sStreak",2011
99,99,"Mike Hulbert",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Hale Irwin",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Zach Johnson",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"Steve Jones",NA,8,1,NA,"BestRoundsin60sStreak",2011
99,99,"Tom Kite",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Jeff Klauk",NA,8,2,NA,"BestRoundsin60sStreak",2011
99,99,"Greg Kraft",NA,8,1,NA,"BestRoundsin60sStreak",2011
99,99,"Martin Laird",NA,8,4,NA,"BestRoundsin60sStreak",2011
99,99,"Ian Leggatt",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Michael Letzig",NA,8,2,NA,"BestRoundsin60sStreak",2011
99,99,"Spencer Levin",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"Steve Lowery",NA,8,2,NA,"BestRoundsin60sStreak",2011
99,99,"Bill Lunde",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"Troy Matteson",NA,8,3,NA,"BestRoundsin60sStreak",2011
99,99,"George McNeill",NA,8,4,NA,"BestRoundsin60sStreak",2011
99,99,"Larry Mize",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Ryan Moore",NA,8,3,NA,"BestRoundsin60sStreak",2011
99,99,"Arron Oberholser",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Greg Owen",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Craig Parry",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Calvin Peete",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"DA Points",NA,8,8,NA,"BestRoundsin60sStreak",2011
99,99,"Nick Price",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"John Rollins",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"Rory Sabbatini",NA,8,4,NA,"BestRoundsin60sStreak",2011
99,99,"Webb Simpson",NA,8,8,NA,"BestRoundsin60sStreak",2011
99,99,"Vijay Singh",NA,8,7,NA,"BestRoundsin60sStreak",2011
99,99,"Craig Stadler",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Curtis Strange",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Josh Teater",NA,8,6,NA,"BestRoundsin60sStreak",2011
99,99,"Jim Thorpe",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Chris Tidland",NA,8,1,NA,"BestRoundsin60sStreak",2011
99,99,"Bobby Wadkins",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Bubba Watson",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"DA Weibring",NA,8,NA,NA,"BestRoundsin60sStreak",2011
99,99,"Charlie Wi",NA,8,5,NA,"BestRoundsin60sStreak",2011
99,99,"Robert Wrenn",NA,8,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Michael Allen",NA,7,3,NA,"BestRoundsin60sStreak",2011
162,162,"Stephen Ames",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Tom Byrum",NA,7,2,NA,"BestRoundsin60sStreak",2011
162,162,"Greg Chalmers",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Daniel Chopra",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Rod Curl",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Robert Damron",NA,7,2,NA,"BestRoundsin60sStreak",2011
162,162,"Glen Day",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Jason Day",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Luke Donald",NA,7,5,NA,"BestRoundsin60sStreak",2011
162,162,"James Driscoll",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Jason Dufner",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Joel Edwards",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Steve Elkington",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Dan Forsman",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Jim Gallagher Jr",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Brent Geiberger",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Kelly Gibson",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Matt Gogel",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Gary Hallberg",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Tim Herron",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Lon Hinkle",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"JB Holmes",NA,7,2,NA,"BestRoundsin60sStreak",2011
162,162,"Peter Jacobsen",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Richard Johnson",NA,7,2,NA,"BestRoundsin60sStreak",2011
162,162,"Kent Jones",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Jonathan Kaye",NA,7,1,NA,"BestRoundsin60sStreak",2011
162,162,"Kenny Knox",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Gary Koch",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Cliff Kresge",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Neal Lancaster",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Marc Leishman",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Wayne Levi",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"JL Lewis",NA,7,1,NA,"BestRoundsin60sStreak",2011
162,162,"Frank Lickliter II",NA,7,3,NA,"BestRoundsin60sStreak",2011
162,162,"Sandy Lyle",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Andrew Magee",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Jeff Maggert",NA,7,2,NA,"BestRoundsin60sStreak",2011
162,162,"John Mahaffey",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Hunter Mahan",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Roger Maltbie",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"David Mathis",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Bob May",NA,7,1,NA,"BestRoundsin60sStreak",2011
162,162,"Scott McCarron",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Matt McQuillan",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Bryce Molder",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Garth Mulroy",NA,7,1,NA,"BestRoundsin60sStreak",2011
162,162,"Larry Nelson",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Sean OHair",NA,7,3,NA,"BestRoundsin60sStreak",2011
162,162,"Geoff Ogilvy",NA,7,6,NA,"BestRoundsin60sStreak",2011
162,162,"Jeff Overton",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Rod Pampling",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Pat Perez",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Don Pooley",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Chez Reavie",NA,7,6,NA,"BestRoundsin60sStreak",2011
162,162,"Jack Renner",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Clarence Rose",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Patrick Sheehan",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Wes Short Jr",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Tony Sills",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Scott Simpson",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Mike Springer",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Kevin Stadler",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Paul Stankowski",NA,7,4,NA,"BestRoundsin60sStreak",2011
162,162,"Kyle Stanley",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Chris Stroud",NA,7,5,NA,"BestRoundsin60sStreak",2011
162,162,"Lance Ten Broeck",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"DJ Trahan",NA,7,7,NA,"BestRoundsin60sStreak",2011
162,162,"Lee Trevino",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Marc Turnesa",NA,7,3,NA,"BestRoundsin60sStreak",2011
162,162,"Howard Twitty",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Bo Van Pelt",NA,7,6,NA,"BestRoundsin60sStreak",2011
162,162,"Lanny Wadkins",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Duffy Waldorf",NA,7,3,NA,"BestRoundsin60sStreak",2011
162,162,"Tom Watson",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Mark Wiebe",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Fuzzy Zoeller",NA,7,NA,NA,"BestRoundsin60sStreak",2011
162,162,"Richard Zokol",NA,7,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Steve Allan",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Fulton Allem",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Ryan Armour",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Dave Barr",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Chip Beck",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Ronnie Black",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Phil Blackmar",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Jay Don Blake",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Kris Blanks",NA,6,5,NA,"BestRoundsin60sStreak",2011
240,240,"Steven Bowditch",NA,6,6,NA,"BestRoundsin60sStreak",2011
240,240,"Jeff Brehaut",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Mark Brooks",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Olin Browne",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"George Burns",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Bob Burns",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Curt Byrum",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Alejandro Canizares",NA,6,2,NA,"BestRoundsin60sStreak",2011
240,240,"Paul Casey",NA,6,3,NA,"BestRoundsin60sStreak",2011
240,240,"Alex Cejka",NA,6,6,NA,"BestRoundsin60sStreak",2011
240,240,"Keith Clearwater",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Jim Colbert",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Michael Connell",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"John Daly",NA,6,3,NA,"BestRoundsin60sStreak",2011
240,240,"Marco Dawson",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"Jay Delsing",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Scott Dunlap",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Danny Edwards",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Dave Eichelberger",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Brad Elder",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Rick Fehr",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Ed Fiori",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Bruce Fleisher",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Robin Freeman",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Mathew Goggin",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Retief Goosen",NA,6,3,NA,"BestRoundsin60sStreak",2011
240,240,"Mathias Gronberg",NA,6,2,NA,"BestRoundsin60sStreak",2011
240,240,"Dan Halldorson",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Morris Hatalsky",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Vance Heafner",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Mike Heinen",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Nolan Henke",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Mark Hensby",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Ryuji Imada",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"Trevor Immelman",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"Joe Inman",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"John Inman",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Barry Jaeckel",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Lee Janzen",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"Tom Jenkins",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Brandt Jobe",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"Dustin Johnson",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"Brendan Jones",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Skip Kendall",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Anthony Kim",NA,6,5,NA,"BestRoundsin60sStreak",2011
240,240,"Chris Kirk",NA,6,5,NA,"BestRoundsin60sStreak",2011
240,240,"Hank Kuehne",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Danny Lee",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Bob Lohr",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Peter Lonard",NA,6,3,NA,"BestRoundsin60sStreak",2011
240,240,"Len Mattiace",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Billy Mayfair",NA,6,3,NA,"BestRoundsin60sStreak",2011
240,240,"Jim McGovern",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Rory McIlroy",NA,6,5,NA,"BestRoundsin60sStreak",2011
240,240,"John Merrick",NA,6,5,NA,"BestRoundsin60sStreak",2011
240,240,"Shaun Micheel",NA,6,2,NA,"BestRoundsin60sStreak",2011
240,240,"Johnny Miller",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Perry Moss",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Tim Norris",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Nick OHern",NA,6,6,NA,"BestRoundsin60sStreak",2011
240,240,"David Ogrin",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Jose Maria Olazabal",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Ryan Palmer",NA,6,3,NA,"BestRoundsin60sStreak",2011
240,240,"Brenden Pappas",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Steve Pate",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Dennis Paulson",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Carl Paulson",NA,6,2,NA,"BestRoundsin60sStreak",2011
240,240,"Craig Perks",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Mark Pfeil",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Scott Piercy",NA,6,3,NA,"BestRoundsin60sStreak",2011
240,240,"Dan Pohl",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Alex Prugh",NA,6,5,NA,"BestRoundsin60sStreak",2011
240,240,"Ted Purdy",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Brett Quigley",NA,6,1,NA,"BestRoundsin60sStreak",2011
240,240,"Sam Randolph",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Tag Ridings",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"John Riegger",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Lee Rinker",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Bill Rogers",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Andres Romero",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"Justin Rose",NA,6,6,NA,"BestRoundsin60sStreak",2011
240,240,"Dave Rummells",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Bill Sander",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Ted Schulz",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Adam Scott",NA,6,4,NA,"BestRoundsin60sStreak",2011
240,240,"Michael Sim",NA,6,2,NA,"BestRoundsin60sStreak",2011
240,240,"Tim Simpson",NA,6,NA,NA,"BestRoundsin60sStreak",2011
240,240,"Brandt Snedeker",NA,6,4,NA,"BestRoundsin60sStreak",2011
