"AverageApproachShotDistance_RANKTHISWEEK_2011","AverageApproachShotDistance_RANKLASTWEEK_2011","AverageApproachShotDistance_PLAYERNAME_2011","AverageApproachShotDistance_ROUNDS_2011","AverageApproachShotDistance_AVG_2011","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2011","AverageApproachShotDistance_TOTALHOLES_2011","stat_name","year"
37,37,"William McGirt",103,162.7,9632775,1645,"AverageApproachShotDistance",2011
38,38,"Blake Adams",116,162.8,11008249,1878,"AverageApproachShotDistance",2011
38,38,"Kent Jones",76,162.8,7039482,1201,"AverageApproachShotDistance",2011
38,38,"Chris Kirk",87,162.8,8078065,1378,"AverageApproachShotDistance",2011
41,41,"Billy Horschel",75,162.9,6511143,1110,"AverageApproachShotDistance",2011
41,41,"Brandt Jobe",100,162.9,8489335,1448,"AverageApproachShotDistance",2011
41,41,"Richard Johnson",64,162.9,5670383,967,"AverageApproachShotDistance",2011
41,41,"Troy Matteson",91,162.9,8497471,1449,"AverageApproachShotDistance",2011
41,41,"Michael Thompson",79,162.9,7250266,1236,"AverageApproachShotDistance",2011
46,46,"Bryce Molder",82,163,7458744,1271,"AverageApproachShotDistance",2011
46,46,"Steve Stricker",70,163,5593070,953,"AverageApproachShotDistance",2011
46,46,"Chris Stroud",88,163,8193754,1396,"AverageApproachShotDistance",2011
49,49,"Briny Baird",60,163.1,5156031,878,"AverageApproachShotDistance",2011
49,49,"John Rollins",85,163.1,7545332,1285,"AverageApproachShotDistance",2011
51,51,"Tommy Gainey",104,163.2,9589669,1632,"AverageApproachShotDistance",2011
51,51,"Pat Perez",76,163.2,7373462,1255,"AverageApproachShotDistance",2011
53,53,"Shaun Micheel",77,163.3,6820844,1160,"AverageApproachShotDistance",2011
54,54,"Woody Austin",59,163.4,5294044,900,"AverageApproachShotDistance",2011
54,54,"Jason Bohn",74,163.4,7051383,1199,"AverageApproachShotDistance",2011
54,54,"Ian Poulter",52,163.4,4129213,702,"AverageApproachShotDistance",2011
54,54,"Vijay Singh",79,163.4,7593179,1291,"AverageApproachShotDistance",2011
54,54,"Josh Teater",104,163.4,9690633,1647,"AverageApproachShotDistance",2011
59,59,"Stuart Appleby",65,163.5,6319852,1074,"AverageApproachShotDistance",2011
59,59,"Trevor Immelman",84,163.5,7062110,1200,"AverageApproachShotDistance",2011
59,59,"Matt McQuillan",59,163.5,5079667,863,"AverageApproachShotDistance",2011
62,62,"Tom Gillis",55,163.6,5258552,893,"AverageApproachShotDistance",2011
62,62,"David Mathis",83,163.6,7369689,1251,"AverageApproachShotDistance",2011
62,62,"Graeme McDowell",50,163.6,3881511,659,"AverageApproachShotDistance",2011
62,62,"Paul Stankowski",78,163.6,6842527,1162,"AverageApproachShotDistance",2011
62,62,"Kevin Streelman",90,163.6,7503614,1274,"AverageApproachShotDistance",2011
67,67,"Bill Lunde",92,163.7,8145190,1382,"AverageApproachShotDistance",2011
67,67,"Carl Pettersson",95,163.7,9507196,1613,"AverageApproachShotDistance",2011
69,69,"Roland Thatcher",67,163.8,6445831,1093,"AverageApproachShotDistance",2011
70,70,"Jason Dufner",78,163.9,6856867,1162,"AverageApproachShotDistance",2011
70,70,"Derek Lamely",65,163.9,6105835,1035,"AverageApproachShotDistance",2011
70,70,"John Merrick",71,163.9,6349230,1076,"AverageApproachShotDistance",2011
70,70,"Aron Price",58,163.9,5204208,882,"AverageApproachShotDistance",2011
74,74,"Steve Flesch",88,164,8238590,1395,"AverageApproachShotDistance",2011
74,74,"Sung Kang",63,164,5406708,916,"AverageApproachShotDistance",2011
76,76,"Kris Blanks",92,164.1,8789711,1488,"AverageApproachShotDistance",2011
76,76,"Zack Miller",86,164.1,7917119,1340,"AverageApproachShotDistance",2011
76,76,"Sean OHair",71,164.1,6361801,1077,"AverageApproachShotDistance",2011
79,79,"Anthony Kim",72,164.2,6160254,1042,"AverageApproachShotDistance",2011
79,79,"Marc Turnesa",54,164.2,4875887,825,"AverageApproachShotDistance",2011
79,79,"Charlie Wi",83,164.2,8134861,1376,"AverageApproachShotDistance",2011
82,82,"Arjun Atwal",91,164.3,8805072,1489,"AverageApproachShotDistance",2011
82,82,"Matt Bettencourt",84,164.3,8118695,1373,"AverageApproachShotDistance",2011
82,82,"Ben Curtis",66,164.3,6581312,1113,"AverageApproachShotDistance",2011
82,82,"Steve Marino",76,164.3,6584179,1113,"AverageApproachShotDistance",2011
82,82,"Tim Petrovic",88,164.3,8167970,1381,"AverageApproachShotDistance",2011
87,87,"Padraig Harrington",60,164.4,4775815,807,"AverageApproachShotDistance",2011
88,88,"Kevin Chappell",78,164.5,6429602,1086,"AverageApproachShotDistance",2011
88,88,"Jim Furyk",87,164.5,7436078,1256,"AverageApproachShotDistance",2011
90,90,"Rich Beem",53,164.6,4882018,824,"AverageApproachShotDistance",2011
90,90,"Jarrod Lyle",83,164.6,7624659,1287,"AverageApproachShotDistance",2011
90,90,"Kevin Stadler",88,164.6,7728446,1304,"AverageApproachShotDistance",2011
93,93,"Joe Durant",71,164.7,6789471,1145,"AverageApproachShotDistance",2011
93,93,"Freddie Jacobson",92,164.7,7433577,1254,"AverageApproachShotDistance",2011
93,93,"Michael Putnam",67,164.7,5598832,944,"AverageApproachShotDistance",2011
93,93,"DJ Trahan",91,164.7,8817777,1487,"AverageApproachShotDistance",2011
97,97,"Brendon de Jonge",105,164.8,9750339,1643,"AverageApproachShotDistance",2011
97,97,"Fabian Gomez",84,164.8,7313762,1233,"AverageApproachShotDistance",2011
97,97,"Geoff Ogilvy",69,164.8,5743414,968,"AverageApproachShotDistance",2011
97,97,"Alexandre Rocha",65,164.8,5210460,878,"AverageApproachShotDistance",2011
101,101,"Greg Chalmers",88,164.9,8398233,1415,"AverageApproachShotDistance",2011
101,101,"Stewart Cink",72,164.9,5513434,929,"AverageApproachShotDistance",2011
101,101,"Rickie Fowler",84,164.9,6992927,1178,"AverageApproachShotDistance",2011
101,101,"Troy Merritt",63,164.9,6047994,1019,"AverageApproachShotDistance",2011
101,101,"Jeff Overton",92,164.9,7766565,1308,"AverageApproachShotDistance",2011
101,101,"Camilo Villegas",69,164.9,6061518,1021,"AverageApproachShotDistance",2011
107,107,"Davis Love III",70,165,5519862,929,"AverageApproachShotDistance",2011
107,107,"Ben Martin",74,165,6895694,1161,"AverageApproachShotDistance",2011
109,109,"Charles Howell III",108,165.1,9686593,1630,"AverageApproachShotDistance",2011
109,109,"Tag Ridings",87,165.1,7855582,1322,"AverageApproachShotDistance",2011
111,111,"Chad Campbell",99,165.2,9284011,1561,"AverageApproachShotDistance",2011
111,111,"Michael Connell",76,165.2,7663951,1289,"AverageApproachShotDistance",2011
111,111,"Ben Crane",76,165.2,6607161,1111,"AverageApproachShotDistance",2011
111,111,"Scott Gutschewski",67,165.2,5857735,985,"AverageApproachShotDistance",2011
111,111,"Dean Wilson",62,165.2,6066006,1020,"AverageApproachShotDistance",2011
116,116,"Robert Garrigus",83,165.3,7313886,1229,"AverageApproachShotDistance",2011
116,116,"Matt Kuchar",94,165.3,7562120,1271,"AverageApproachShotDistance",2011
116,116,"Mark Wilson",89,165.3,7455549,1253,"AverageApproachShotDistance",2011
119,119,"Ricky Barnes",78,165.4,6836230,1148,"AverageApproachShotDistance",2011
119,119,"Spencer Levin",113,165.4,10037851,1686,"AverageApproachShotDistance",2011
121,121,"Ryuji Imada",83,165.5,8118700,1363,"AverageApproachShotDistance",2011
122,122,"KJ Choi",77,165.8,6212719,1041,"AverageApproachShotDistance",2011
122,122,"Dustin Johnson",72,165.8,5722797,959,"AverageApproachShotDistance",2011
124,124,"Webb Simpson",98,165.9,8898211,1490,"AverageApproachShotDistance",2011
125,125,"Luke Donald",73,166.1,5561058,930,"AverageApproachShotDistance",2011
125,125,"Rod Pampling",72,166.1,6426928,1075,"AverageApproachShotDistance",2011
125,125,"Jhonattan Vegas",84,166.1,7493873,1253,"AverageApproachShotDistance",2011
128,128,"Angel Cabrera",50,166.2,3715290,621,"AverageApproachShotDistance",2011
128,128,"Brian Davis",105,166.2,9868007,1649,"AverageApproachShotDistance",2011
128,128,"Matt Jones",71,166.2,6844095,1144,"AverageApproachShotDistance",2011
128,128,"Jerry Kelly",85,166.2,7283039,1217,"AverageApproachShotDistance",2011
128,128,"George McNeill",69,166.2,6227577,1041,"AverageApproachShotDistance",2011
128,128,"Brandt Snedeker",85,166.2,7178032,1200,"AverageApproachShotDistance",2011
134,134,"DJ Brigman",67,166.3,5886483,983,"AverageApproachShotDistance",2011
134,134,"Ernie Els",71,166.3,6341480,1059,"AverageApproachShotDistance",2011
134,134,"Hunter Haas",96,166.3,9111414,1522,"AverageApproachShotDistance",2011
134,134,"Scott McCarron",65,166.3,5758842,962,"AverageApproachShotDistance",2011
134,134,"Johnson Wagner",81,166.3,7499584,1253,"AverageApproachShotDistance",2011
134,134,"Jimmy Walker",79,166.3,8167892,1364,"AverageApproachShotDistance",2011
140,140,"Bobby Gates",82,166.4,7193938,1201,"AverageApproachShotDistance",2011
140,140,"Retief Goosen",50,166.4,4283584,715,"AverageApproachShotDistance",2011
140,140,"Rory Sabbatini",85,166.4,6559942,1095,"AverageApproachShotDistance",2011
140,140,"Adam Scott",60,166.4,4816513,804,"AverageApproachShotDistance",2011
140,140,"Bo Van Pelt",92,166.4,7623734,1273,"AverageApproachShotDistance",2011
145,145,"David Toms",78,166.5,6342858,1058,"AverageApproachShotDistance",2011
146,146,"Daniel Summerhays",75,166.6,7083073,1181,"AverageApproachShotDistance",2011
146,146,"Cameron Tringale",110,166.6,10430789,1739,"AverageApproachShotDistance",2011
146,146,"Nick Watney",80,166.6,6675676,1113,"AverageApproachShotDistance",2011
149,149,"James Driscoll",71,166.7,6548989,1091,"AverageApproachShotDistance",2011
149,149,"Chez Reavie",92,166.7,8825447,1471,"AverageApproachShotDistance",2011
149,149,"Brendan Steele",89,166.7,8270131,1378,"AverageApproachShotDistance",2011
152,152,"Andres Romero",77,166.8,7319195,1219,"AverageApproachShotDistance",2011
153,153,"Aaron Baddeley",77,166.9,6670181,1110,"AverageApproachShotDistance",2011
154,154,"Jonathan Byrd",83,167,7763482,1291,"AverageApproachShotDistance",2011
154,154,"Marc Leishman",87,167,8577953,1427,"AverageApproachShotDistance",2011
154,154,"Hunter Mahan",92,167,8194389,1363,"AverageApproachShotDistance",2011
154,154,"Scott Piercy",78,167,6767789,1126,"AverageApproachShotDistance",2011
154,154,"Garrett Willis",71,167,6879587,1144,"AverageApproachShotDistance",2011
159,159,"Jason Day",76,167.1,6362725,1058,"AverageApproachShotDistance",2011
159,159,"Zach Johnson",79,167.1,6912843,1149,"AverageApproachShotDistance",2011
161,161,"Lucas Glover",74,167.3,6568928,1091,"AverageApproachShotDistance",2011
161,161,"Martin Laird",77,167.3,6656123,1105,"AverageApproachShotDistance",2011
161,161,"Billy Mayfair",94,167.3,9185489,1525,"AverageApproachShotDistance",2011
161,161,"Boo Weekley",66,167.3,6147814,1021,"AverageApproachShotDistance",2011
165,165,"Bill Haas",93,167.5,7786041,1291,"AverageApproachShotDistance",2011
166,166,"Alex Cejka",59,167.6,5038537,835,"AverageApproachShotDistance",2011
166,166,"Robert Karlsson",61,167.6,4868716,807,"AverageApproachShotDistance",2011
168,168,"Kyle Stanley",98,167.7,8629032,1429,"AverageApproachShotDistance",2011
169,169,"Chris Couch",73,167.8,7326846,1213,"AverageApproachShotDistance",2011
169,169,"Ryan Palmer",82,167.8,6498701,1076,"AverageApproachShotDistance",2011
171,171,"Joseph Bramlett",73,168,6617668,1094,"AverageApproachShotDistance",2011
171,171,"YE Yang",63,168,4522702,748,"AverageApproachShotDistance",2011
173,173,"Phil Mickelson",79,168.3,6281626,1037,"AverageApproachShotDistance",2011
173,173,"Charl Schwartzel",58,168.3,4337204,716,"AverageApproachShotDistance",2011
175,175,"DA Points",89,168.4,8007722,1321,"AverageApproachShotDistance",2011
176,176,"Robert Allenby",84,168.6,7629586,1257,"AverageApproachShotDistance",2011
176,176,"JJ Henry",96,168.6,8605181,1418,"AverageApproachShotDistance",2011
176,176,"Kevin Na",84,168.6,7411600,1221,"AverageApproachShotDistance",2011
176,176,"Bubba Watson",85,168.6,6402222,1055,"AverageApproachShotDistance",2011
180,180,"Gary Woodland",93,168.8,7614916,1253,"AverageApproachShotDistance",2011
181,181,"Nathan Green",81,169,7624989,1253,"AverageApproachShotDistance",2011
181,181,"Charley Hoffman",93,169,8018882,1318,"AverageApproachShotDistance",2011
183,183,"Sergio Garcia",61,169.6,4920928,806,"AverageApproachShotDistance",2011
184,184,"John Senden",94,169.7,8853044,1449,"AverageApproachShotDistance",2011
185,185,"Justin Rose",79,170.3,6921139,1129,"AverageApproachShotDistance",2011
186,186,"Ryan Moore",79,170.8,6621679,1077,"AverageApproachShotDistance",2011
