"PuttsmadeDistance_RANKTHISWEEK_2014","PuttsmadeDistance_RANKLASTWEEK_2014","PuttsmadeDistance_PLAYERNAME_2014","PuttsmadeDistance_EVENTS_2014","PuttsmadeDistance_DISTANCEININCHES_2014","stat_name","year"
1,1,"Graeme McDowell",17,57,"PuttsmadeDistance",2014
2,2,"Matt Every",26,56,"PuttsmadeDistance",2014
3,3,"Michael Thompson",22,55,"PuttsmadeDistance",2014
4,4,"Freddie Jacobson",27,54,"PuttsmadeDistance",2014
4,4,"Chris Kirk",28,54,"PuttsmadeDistance",2014
4,4,"Matt Kuchar",24,54,"PuttsmadeDistance",2014
4,4,"Danny Lee",28,54,"PuttsmadeDistance",2014
4,4,"Rory McIlroy",17,54,"PuttsmadeDistance",2014
4,4,"Andres Romero",26,54,"PuttsmadeDistance",2014
4,4,"Brendon Todd",29,54,"PuttsmadeDistance",2014
4,4,"Camilo Villegas",29,54,"PuttsmadeDistance",2014
12,12,"Stuart Appleby",29,53,"PuttsmadeDistance",2014
12,12,"Aaron Baddeley",24,53,"PuttsmadeDistance",2014
12,12,"Sangmoon Bae",24,53,"PuttsmadeDistance",2014
12,12,"Paul Casey",16,53,"PuttsmadeDistance",2014
12,12,"Greg Chalmers",27,53,"PuttsmadeDistance",2014
12,12,"Russell Henley",29,53,"PuttsmadeDistance",2014
12,12,"Phil Mickelson",21,53,"PuttsmadeDistance",2014
12,12,"Adam Scott",17,53,"PuttsmadeDistance",2014
12,12,"John Senden",27,53,"PuttsmadeDistance",2014
12,12,"Brandt Snedeker",25,53,"PuttsmadeDistance",2014
12,12,"Henrik Stenson",15,53,"PuttsmadeDistance",2014
12,12,"Lee Westwood",18,53,"PuttsmadeDistance",2014
24,24,"Charlie Beljan",26,52,"PuttsmadeDistance",2014
24,24,"Sergio Garcia",16,52,"PuttsmadeDistance",2014
24,24,"Luke Guthrie",26,52,"PuttsmadeDistance",2014
24,24,"David Hearn",28,52,"PuttsmadeDistance",2014
24,24,"Morgan Hoffmann",32,52,"PuttsmadeDistance",2014
24,24,"George McNeill",24,52,"PuttsmadeDistance",2014
24,24,"Ryan Palmer",23,52,"PuttsmadeDistance",2014
24,24,"Webb Simpson",25,52,"PuttsmadeDistance",2014
24,24,"Jimmy Walker",27,52,"PuttsmadeDistance",2014
33,33,"Scott Brown",30,51,"PuttsmadeDistance",2014
33,33,"Erik Compton",28,51,"PuttsmadeDistance",2014
33,33,"Ben Curtis",24,51,"PuttsmadeDistance",2014
33,33,"Brian Davis",28,51,"PuttsmadeDistance",2014
33,33,"Graham DeLaet",24,51,"PuttsmadeDistance",2014
33,33,"Luke Donald",17,51,"PuttsmadeDistance",2014
33,33,"DH Lee",20,51,"PuttsmadeDistance",2014
33,33,"Andrew Loupe",22,51,"PuttsmadeDistance",2014
33,33,"Troy Merritt",20,51,"PuttsmadeDistance",2014
33,33,"Kevin Na",27,51,"PuttsmadeDistance",2014
33,33,"Seung Yul Noh",27,51,"PuttsmadeDistance",2014
33,33,"Jeff Overton",24,51,"PuttsmadeDistance",2014
33,33,"Ted Potter Jr",24,51,"PuttsmadeDistance",2014
33,33,"Ian Poulter",17,51,"PuttsmadeDistance",2014
33,33,"Rory Sabbatini",26,51,"PuttsmadeDistance",2014
33,33,"Jordan Spieth",27,51,"PuttsmadeDistance",2014
33,33,"Brendan Steele",26,51,"PuttsmadeDistance",2014
33,33,"Robert Streb",21,51,"PuttsmadeDistance",2014
33,33,"Chris Stroud",25,51,"PuttsmadeDistance",2014
33,33,"Brian Stuard",29,51,"PuttsmadeDistance",2014
33,33,"Daniel Summerhays",27,51,"PuttsmadeDistance",2014
33,33,"David Toms",20,51,"PuttsmadeDistance",2014
33,33,"Bo Van Pelt",25,51,"PuttsmadeDistance",2014
56,56,"Ricky Barnes",27,50,"PuttsmadeDistance",2014
56,56,"Jonas Blixt",21,50,"PuttsmadeDistance",2014
56,56,"Angel Cabrera",23,50,"PuttsmadeDistance",2014
56,56,"KJ Choi",23,50,"PuttsmadeDistance",2014
56,56,"Ben Crane",25,50,"PuttsmadeDistance",2014
56,56,"James Driscoll",25,50,"PuttsmadeDistance",2014
56,56,"Brian Harman",32,50,"PuttsmadeDistance",2014
56,56,"Justin Hicks",30,50,"PuttsmadeDistance",2014
56,56,"Charley Hoffman",25,50,"PuttsmadeDistance",2014
56,56,"Billy Horschel",27,50,"PuttsmadeDistance",2014
56,56,"Ryo Ishikawa",24,50,"PuttsmadeDistance",2014
56,56,"Dustin Johnson",17,50,"PuttsmadeDistance",2014
56,56,"Jerry Kelly",23,50,"PuttsmadeDistance",2014
56,56,"Brooks Koepka",16,50,"PuttsmadeDistance",2014
56,56,"Scott Langley",29,50,"PuttsmadeDistance",2014
56,56,"Richard Lee",27,50,"PuttsmadeDistance",2014
56,56,"Will Ma Kenzie",27,50,"PuttsmadeDistance",2014
56,56,"Hunter Mahan",25,50,"PuttsmadeDistance",2014
56,56,"Ryan Moore",24,50,"PuttsmadeDistance",2014
56,56,"Wes Roach",22,50,"PuttsmadeDistance",2014
