"Par5Performance_RANKTHISWEEK_2015","Par5Performance_RANKLASTWEEK_2015","Par5Performance_PLAYERNAME_2015","Par5Performance_ROUNDS_2015","Par5Performance_STATUS_2015","Par5Performance_PAR5AVG_2015","Par5Performance_TOTALPAR_2015","stat_name","year"
1,1,"Justin Thomas",106,-173,4.49,1680,"Par5Performance",2015
2,2,"Matt Kuchar",97,-137,4.54,1490,"Par5Performance",2015
3,3,"Charles Howell III",105,-136,4.6,1700,"Par5Performance",2015
3,3,"Carlos Ortiz",100,-136,4.56,1555,"Par5Performance",2015
5,5,"Daniel Berger",97,-127,4.58,1525,"Par5Performance",2015
6,6,"Tony Finau",106,-126,4.62,1660,"Par5Performance",2015
7,7,"Patrick Reed",103,-124,4.61,1600,"Par5Performance",2015
8,8,"Kevin Kisner",104,-123,4.61,1595,"Par5Performance",2015
9,9,"Harris English",105,-120,4.61,1530,"Par5Performance",2015
9,9,"Shawn Stefani",94,-120,4.6,1500,"Par5Performance",2015
11,11,"Danny Lee",120,-119,4.68,1870,"Par5Performance",2015
12,12,"Matt Jones",89,-118,4.59,1430,"Par5Performance",2015
12,12,"Hideki Matsuyama",95,-118,4.6,1470,"Par5Performance",2015
14,14,"Robert Streb",110,-117,4.65,1650,"Par5Performance",2015
15,15,"Chad Campbell",97,-116,4.61,1485,"Par5Performance",2015
15,15,"Pat Perez",96,-116,4.64,1600,"Par5Performance",2015
15,15,"Hudson Swafford",97,-116,4.61,1475,"Par5Performance",2015
18,18,"Charley Hoffman",97,-115,4.62,1500,"Par5Performance",2015
18,18,"Brandt Snedeker",98,-115,4.61,1465,"Par5Performance",2015
18,18,"Jimmy Walker",89,-115,4.56,1310,"Par5Performance",2015
21,21,"Keegan Bradley",87,-114,4.58,1350,"Par5Performance",2015
22,22,"Jason Kokrak",88,-113,4.59,1370,"Par5Performance",2015
22,22,"Jordan Spieth",91,-113,4.59,1390,"Par5Performance",2015
24,24,"JB Holmes",89,-112,4.59,1380,"Par5Performance",2015
25,25,"Steven Bowditch",103,-111,4.65,1585,"Par5Performance",2015
25,25,"Dustin Johnson",75,-111,4.5,1120,"Par5Performance",2015
25,25,"Brendan Steele",88,-111,4.61,1430,"Par5Performance",2015
25,25,"Bubba Watson",71,-111,4.47,1040,"Par5Performance",2015
29,29,"Brendon de Jonge",106,-110,4.68,1710,"Par5Performance",2015
29,29,"William McGirt",103,-110,4.66,1605,"Par5Performance",2015
31,31,"Billy Horschel",99,-109,4.66,1580,"Par5Performance",2015
31,31,"Brooks Koepka",84,-109,4.55,1210,"Par5Performance",2015
33,33,"Zac Blair",108,-107,4.67,1600,"Par5Performance",2015
33,33,"Carl Pettersson",106,-107,4.67,1645,"Par5Performance",2015
35,35,"Chesson Hadley",101,-106,4.7,1755,"Par5Performance",2015
35,35,"Scott Langley",94,-106,4.63,1445,"Par5Performance",2015
35,35,"Webb Simpson",81,-106,4.54,1160,"Par5Performance",2015
38,38,"Jason Day",75,-105,4.55,1160,"Par5Performance",2015
38,38,"Scott Piercy",90,-105,4.62,1390,"Par5Performance",2015
40,40,"Jason Bohn",95,-103,4.66,1520,"Par5Performance",2015
40,40,"Kevin Na",98,-103,4.65,1490,"Par5Performance",2015
40,40,"Cameron Tringale",96,-103,4.66,1530,"Par5Performance",2015
43,43,"Scott Brown",97,-102,4.66,1515,"Par5Performance",2015
43,43,"John Huh",102,-102,4.68,1610,"Par5Performance",2015
43,43,"Daniel Summerhays",101,-102,4.67,1545,"Par5Performance",2015
46,46,"Kevin Chappell",86,-101,4.63,1370,"Par5Performance",2015
46,46,"Morgan Hoffmann",85,-101,4.62,1320,"Par5Performance",2015
48,48,"Alex Cejka",94,-100,4.67,1510,"Par5Performance",2015
48,48,"David Lingmerth",90,-100,4.64,1390,"Par5Performance",2015
48,48,"George McNeill",93,-100,4.65,1420,"Par5Performance",2015
48,48,"Alex Prugh",84,-100,4.61,1270,"Par5Performance",2015
48,48,"Nick Taylor",91,-100,4.67,1495,"Par5Performance",2015
53,53,"Aaron Baddeley",76,-99,4.57,1140,"Par5Performance",2015
53,53,"James Hahn",94,-99,4.67,1490,"Par5Performance",2015
53,53,"Nick Watney",91,-99,4.66,1450,"Par5Performance",2015
56,56,"Paul Casey",87,-98,4.58,1155,"Par5Performance",2015
56,56,"Martin Flores",95,-98,4.65,1400,"Par5Performance",2015
58,58,"Bill Haas",89,-97,4.64,1360,"Par5Performance",2015
58,58,"Jim Herman",88,-97,4.65,1375,"Par5Performance",2015
58,58,"Zach Johnson",90,-97,4.61,1255,"Par5Performance",2015
58,58,"Boo Weekley",79,-97,4.62,1260,"Par5Performance",2015
62,62,"Justin Rose",69,-96,4.54,1050,"Par5Performance",2015
62,62,"Jhonattan Vegas",90,-96,4.65,1355,"Par5Performance",2015
64,64,"Sangmoon Bae",98,-95,4.7,1570,"Par5Performance",2015
64,64,"Rickie Fowler",76,-95,4.59,1160,"Par5Performance",2015
64,64,"Adam Hadwin",95,-95,4.68,1490,"Par5Performance",2015
64,64,"Ryan Moore",81,-95,4.64,1325,"Par5Performance",2015
64,64,"Vijay Singh",78,-95,4.61,1220,"Par5Performance",2015
69,69,"Ryo Ishikawa",90,-94,4.67,1405,"Par5Performance",2015
69,69,"Sam Saunders",83,-94,4.64,1315,"Par5Performance",2015
71,71,"JJ Henry",94,-93,4.67,1430,"Par5Performance",2015
71,71,"Phil Mickelson",70,-93,4.58,1120,"Par5Performance",2015
71,71,"Rory Sabbatini",81,-93,4.63,1260,"Par5Performance",2015
71,71,"Kevin Streelman",95,-93,4.7,1530,"Par5Performance",2015
71,71,"Steve Wheatcroft",87,-93,4.65,1340,"Par5Performance",2015
76,76,"Brian Harman",90,-92,4.65,1320,"Par5Performance",2015
76,76,"Hunter Mahan",88,-92,4.67,1380,"Par5Performance",2015
76,76,"Jeff Overton",94,-92,4.68,1420,"Par5Performance",2015
76,76,"John Peterson",84,-92,4.66,1355,"Par5Performance",2015
76,76,"Brendon Todd",96,-92,4.67,1405,"Par5Performance",2015
81,81,"Mark Hubbard",79,-91,4.62,1210,"Par5Performance",2015
81,81,"Colt Knost",90,-91,4.66,1340,"Par5Performance",2015
81,81,"Michael Putnam",87,-91,4.68,1400,"Par5Performance",2015
84,84,"Kyle Reifers",96,-90,4.68,1425,"Par5Performance",2015
85,85,"Chad Collins",79,-89,4.64,1240,"Par5Performance",2015
85,85,"Scott Pinckney",88,-89,4.68,1370,"Par5Performance",2015
87,87,"Charlie Beljan",76,-88,4.61,1140,"Par5Performance",2015
87,87,"Ken Duke",93,-88,4.68,1365,"Par5Performance",2015
87,87,"Russell Henley",87,-88,4.65,1260,"Par5Performance",2015
90,90,"Chris Kirk",76,-86,4.64,1210,"Par5Performance",2015
91,91,"Lucas Glover",79,-85,4.66,1250,"Par5Performance",2015
91,91,"Jerry Kelly",79,-85,4.65,1205,"Par5Performance",2015
91,91,"Russell Knox",96,-85,4.72,1515,"Par5Performance",2015
91,91,"John Senden",80,-85,4.65,1230,"Par5Performance",2015
91,91,"Michael Thompson",83,-85,4.66,1260,"Par5Performance",2015
96,96,"Jonas Blixt",78,-84,4.65,1205,"Par5Performance",2015
96,96,"Graham DeLaet",65,-84,4.58,1000,"Par5Performance",2015
96,96,"Tom Hoge",83,-84,4.65,1205,"Par5Performance",2015
99,99,"Erik Compton",86,-83,4.7,1400,"Par5Performance",2015
99,99,"Andres Gonzales",90,-83,4.7,1385,"Par5Performance",2015
99,99,"David Hearn",97,-83,4.73,1565,"Par5Performance",2015
102,102,"Blayne Barber",76,-82,4.66,1210,"Par5Performance",2015
102,102,"Stewart Cink",77,-82,4.65,1185,"Par5Performance",2015
102,102,"Martin Laird",77,-82,4.67,1240,"Par5Performance",2015
105,105,"Camilo Villegas",83,-81,4.67,1245,"Par5Performance",2015
106,106,"Derek Fathauer",81,-78,4.69,1245,"Par5Performance",2015
106,106,"John Merrick",78,-78,4.67,1195,"Par5Performance",2015
106,106,"Brian Stuard",97,-78,4.74,1495,"Par5Performance",2015
109,109,"Jason Dufner",76,-77,4.66,1135,"Par5Performance",2015
109,109,"Spencer Levin",99,-77,4.74,1495,"Par5Performance",2015
109,109,"Ben Martin",93,-77,4.71,1320,"Par5Performance",2015
109,109,"Louis Oosthuizen",68,-77,4.61,990,"Par5Performance",2015
109,109,"Ryan Palmer",80,-77,4.67,1150,"Par5Performance",2015
109,109,"Gary Woodland",81,-77,4.67,1170,"Par5Performance",2015
115,115,"Jonathan Randolph",72,-76,4.66,1115,"Par5Performance",2015
116,116,"Robert Garrigus",70,-74,4.65,1050,"Par5Performance",2015
116,116,"Fabian Gomez",83,-74,4.71,1270,"Par5Performance",2015
116,116,"Retief Goosen",81,-74,4.72,1320,"Par5Performance",2015
116,116,"Cameron Percy",72,-74,4.66,1090,"Par5Performance",2015
120,120,"Marc Leishman",74,-73,4.66,1060,"Par5Performance",2015
120,120,"Henrik Stenson",63,-73,4.62,960,"Par5Performance",2015
122,122,"Derek Ernst",75,-72,4.66,1070,"Par5Performance",2015
122,122,"Seung Yul Noh",65,-72,4.66,1050,"Par5Performance",2015
122,122,"Sean OHair",86,-72,4.75,1420,"Par5Performance",2015
122,122,"SJ Park",79,-72,4.7,1205,"Par5Performance",2015
126,126,"Ricky Barnes",82,-71,4.72,1265,"Par5Performance",2015
126,126,"Charl Schwartzel",67,-71,4.64,990,"Par5Performance",2015
128,128,"Chris Stroud",84,-70,4.75,1375,"Par5Performance",2015
128,128,"Mark Wilson",89,-70,4.73,1310,"Par5Performance",2015
