"Last15EventsScoring_RANKTHISWEEK_2011","Last15EventsScoring_RANKLASTWEEK_2011","Last15EventsScoring_PLAYERNAME_2011","Last15EventsScoring_EVENTS_2011","Last15EventsScoring_RATING_2011","stat_name","year"
1,1,"Jordan Spieth",1,8.8,"Last15EventsScoring",2011
2,2,"Bud Cauley",6,8.7,"Last15EventsScoring",2011
2,2,"Luke Donald",10,8.7,"Last15EventsScoring",2011
2,2,"Webb Simpson",9,8.7,"Last15EventsScoring",2011
5,5,"Chris Baryla",1,8.6,"Last15EventsScoring",2011
5,5,"Zach Johnson",7,8.6,"Last15EventsScoring",2011
5,5,"Shigeki Maruyama",1,8.6,"Last15EventsScoring",2011
5,5,"Bryce Molder",9,8.6,"Last15EventsScoring",2011
5,5,"Steve Stricker",7,8.6,"Last15EventsScoring",2011
10,10,"Tim Clark",3,8.5,"Last15EventsScoring",2011
10,10,"Anders Hansen",2,8.5,"Last15EventsScoring",2011
10,10,"Trevor Immelman",6,8.5,"Last15EventsScoring",2011
10,10,"Sung Kang",6,8.5,"Last15EventsScoring",2011
10,10,"Peter Lonard",2,8.5,"Last15EventsScoring",2011
10,10,"Matt McQuillan",6,8.5,"Last15EventsScoring",2011
10,10,"Tom Pernice Jr",7,8.5,"Last15EventsScoring",2011
10,10,"Lee Westwood",5,8.5,"Last15EventsScoring",2011
18,18,"Kris Blanks",10,8.4,"Last15EventsScoring",2011
18,18,"KJ Choi",8,8.4,"Last15EventsScoring",2011
18,18,"Jason Day",9,8.4,"Last15EventsScoring",2011
18,18,"Jim Furyk",6,8.4,"Last15EventsScoring",2011
18,18,"Justin Hicks",1,8.4,"Last15EventsScoring",2011
18,18,"Charles Howell III",10,8.4,"Last15EventsScoring",2011
18,18,"Kevin Na",8,8.4,"Last15EventsScoring",2011
18,18,"Carl Pettersson",11,8.4,"Last15EventsScoring",2011
18,18,"Chez Reavie",9,8.4,"Last15EventsScoring",2011
18,18,"Sam Saunders",3,8.4,"Last15EventsScoring",2011
