"ConsecutiveHolesBelowPar_RANKTHISWEEK_2011","ConsecutiveHolesBelowPar_RANKLASTWEEK_2011","ConsecutiveHolesBelowPar_PLAYERNAME_2011","ConsecutiveHolesBelowPar_EVENTS_2011","ConsecutiveHolesBelowPar_NUMBEROFHOLES_2011","stat_name","year"
1,1,"Scott Piercy",23,8,"ConsecutiveHolesBelowPar",2011
1,1,"Chris Stroud",28,8,"ConsecutiveHolesBelowPar",2011
3,3,"James Driscoll",24,7,"ConsecutiveHolesBelowPar",2011
3,3,"Michael Thompson",25,7,"ConsecutiveHolesBelowPar",2011
5,5,"Shane Bertsch",20,6,"ConsecutiveHolesBelowPar",2011
5,5,"Luke Donald",19,6,"ConsecutiveHolesBelowPar",2011
5,5,"Brian Gay",26,6,"ConsecutiveHolesBelowPar",2011
5,5,"Bill Haas",26,6,"ConsecutiveHolesBelowPar",2011
5,5,"JJ Henry",28,6,"ConsecutiveHolesBelowPar",2011
5,5,"Derek Lamely",26,6,"ConsecutiveHolesBelowPar",2011
5,5,"Justin Leonard",26,6,"ConsecutiveHolesBelowPar",2011
5,5,"John Mallinger",15,6,"ConsecutiveHolesBelowPar",2011
5,5,"Nick OHern",29,6,"ConsecutiveHolesBelowPar",2011
5,5,"Andres Romero",22,6,"ConsecutiveHolesBelowPar",2011
5,5,"Kevin Stadler",27,6,"ConsecutiveHolesBelowPar",2011
5,5,"Jhonattan Vegas",25,6,"ConsecutiveHolesBelowPar",2011
5,5,"Garrett Willis",24,6,"ConsecutiveHolesBelowPar",2011
5,5,"YE Yang",18,6,"ConsecutiveHolesBelowPar",2011
19,19,"Robert Allenby",25,5,"ConsecutiveHolesBelowPar",2011
19,19,"Ricky Barnes",23,5,"ConsecutiveHolesBelowPar",2011
19,19,"Kris Blanks",29,5,"ConsecutiveHolesBelowPar",2011
19,19,"Chad Campbell",29,5,"ConsecutiveHolesBelowPar",2011
19,19,"Bud Cauley",8,5,"ConsecutiveHolesBelowPar",2011
19,19,"Chris Couch",21,5,"ConsecutiveHolesBelowPar",2011
19,19,"Brendon de Jonge",30,5,"ConsecutiveHolesBelowPar",2011
19,19,"Fabian Gomez",26,5,"ConsecutiveHolesBelowPar",2011
19,19,"Jason Gore",6,5,"ConsecutiveHolesBelowPar",2011
19,19,"Paul Goydos",25,5,"ConsecutiveHolesBelowPar",2011
19,19,"Mathias Gronberg",1,5,"ConsecutiveHolesBelowPar",2011
19,19,"Hunter Haas",30,5,"ConsecutiveHolesBelowPar",2011
19,19,"David Hearn",26,5,"ConsecutiveHolesBelowPar",2011
19,19,"JB Holmes",16,5,"ConsecutiveHolesBelowPar",2011
19,19,"Trevor Immelman",25,5,"ConsecutiveHolesBelowPar",2011
19,19,"Freddie Jacobson",25,5,"ConsecutiveHolesBelowPar",2011
19,19,"Lee Janzen",19,5,"ConsecutiveHolesBelowPar",2011
19,19,"Brandt Jobe",28,5,"ConsecutiveHolesBelowPar",2011
19,19,"Zach Johnson",23,5,"ConsecutiveHolesBelowPar",2011
19,19,"Dustin Johnson",21,5,"ConsecutiveHolesBelowPar",2011
19,19,"Sung Kang",21,5,"ConsecutiveHolesBelowPar",2011
19,19,"Martin Kaymer",10,5,"ConsecutiveHolesBelowPar",2011
19,19,"Anthony Kim",26,5,"ConsecutiveHolesBelowPar",2011
19,19,"Jose Manuel Lara",1,5,"ConsecutiveHolesBelowPar",2011
19,19,"Marc Leishman",27,5,"ConsecutiveHolesBelowPar",2011
19,19,"Spencer Levin",31,5,"ConsecutiveHolesBelowPar",2011
19,19,"Peter Lonard",2,5,"ConsecutiveHolesBelowPar",2011
19,19,"Bill Lunde",28,5,"ConsecutiveHolesBelowPar",2011
19,19,"Jarrod Lyle",29,5,"ConsecutiveHolesBelowPar",2011
19,19,"Will Ma Kenzie",14,5,"ConsecutiveHolesBelowPar",2011
19,19,"Hunter Mahan",25,5,"ConsecutiveHolesBelowPar",2011
19,19,"Steve Marino",23,5,"ConsecutiveHolesBelowPar",2011
19,19,"Shigeki Maruyama",2,5,"ConsecutiveHolesBelowPar",2011
19,19,"Troy Matteson",28,5,"ConsecutiveHolesBelowPar",2011
19,19,"Scott McCarron",22,5,"ConsecutiveHolesBelowPar",2011
19,19,"John Merrick",21,5,"ConsecutiveHolesBelowPar",2011
19,19,"Phil Mickelson",21,5,"ConsecutiveHolesBelowPar",2011
19,19,"Bryce Molder",27,5,"ConsecutiveHolesBelowPar",2011
19,19,"Ryan Moore",22,5,"ConsecutiveHolesBelowPar",2011
19,19,"Geoff Ogilvy",21,5,"ConsecutiveHolesBelowPar",2011
19,19,"Jesper Parnevik",10,5,"ConsecutiveHolesBelowPar",2011
19,19,"Pat Perez",24,5,"ConsecutiveHolesBelowPar",2011
19,19,"Carl Pettersson",27,5,"ConsecutiveHolesBelowPar",2011
19,19,"Jeff Quinney",14,5,"ConsecutiveHolesBelowPar",2011
19,19,"Jim Renner",22,5,"ConsecutiveHolesBelowPar",2011
19,19,"Webb Simpson",26,5,"ConsecutiveHolesBelowPar",2011
19,19,"Brandt Snedeker",26,5,"ConsecutiveHolesBelowPar",2011
19,19,"Paul Stankowski",24,5,"ConsecutiveHolesBelowPar",2011
19,19,"Kyle Stanley",28,5,"ConsecutiveHolesBelowPar",2011
19,19,"Steve Stricker",19,5,"ConsecutiveHolesBelowPar",2011
19,19,"Vaughn Taylor",27,5,"ConsecutiveHolesBelowPar",2011
19,19,"Josh Teater",31,5,"ConsecutiveHolesBelowPar",2011
19,19,"Scott Verplank",15,5,"ConsecutiveHolesBelowPar",2011
19,19,"Nick Watney",22,5,"ConsecutiveHolesBelowPar",2011
19,19,"Charlie Wi",25,5,"ConsecutiveHolesBelowPar",2011
19,19,"Mark Wilson",26,5,"ConsecutiveHolesBelowPar",2011
19,19,"Gary Woodland",25,5,"ConsecutiveHolesBelowPar",2011
76,76,"Blake Adams",34,4,"ConsecutiveHolesBelowPar",2011
76,76,"Stephen Ames",22,4,"ConsecutiveHolesBelowPar",2011
76,76,"Stuart Appleby",24,4,"ConsecutiveHolesBelowPar",2011
76,76,"Arjun Atwal",29,4,"ConsecutiveHolesBelowPar",2011
76,76,"Woody Austin",18,4,"ConsecutiveHolesBelowPar",2011
76,76,"Aaron Baddeley",22,4,"ConsecutiveHolesBelowPar",2011
76,76,"Cameron Beckman",25,4,"ConsecutiveHolesBelowPar",2011
76,76,"Rich Beem",21,4,"ConsecutiveHolesBelowPar",2011
76,76,"Jason Bohn",22,4,"ConsecutiveHolesBelowPar",2011
76,76,"Steven Bowditch",28,4,"ConsecutiveHolesBelowPar",2011
76,76,"Michael Bradley",24,4,"ConsecutiveHolesBelowPar",2011
76,76,"Keegan Bradley",28,4,"ConsecutiveHolesBelowPar",2011
76,76,"Paul Casey",15,4,"ConsecutiveHolesBelowPar",2011
76,76,"Alex Cejka",21,4,"ConsecutiveHolesBelowPar",2011
76,76,"Greg Chalmers",28,4,"ConsecutiveHolesBelowPar",2011
76,76,"Kevin Chappell",26,4,"ConsecutiveHolesBelowPar",2011
76,76,"KJ Choi",22,4,"ConsecutiveHolesBelowPar",2011
76,76,"Stewart Cink",22,4,"ConsecutiveHolesBelowPar",2011
76,76,"Michael Connell",26,4,"ConsecutiveHolesBelowPar",2011
76,76,"Ben Crane",23,4,"ConsecutiveHolesBelowPar",2011
76,76,"Ben Curtis",23,4,"ConsecutiveHolesBelowPar",2011
76,76,"John Daly",18,4,"ConsecutiveHolesBelowPar",2011
76,76,"Robert Damron",3,4,"ConsecutiveHolesBelowPar",2011
76,76,"Brian Davis",30,4,"ConsecutiveHolesBelowPar",2011
76,76,"Marco Dawson",3,4,"ConsecutiveHolesBelowPar",2011
76,76,"Jason Day",21,4,"ConsecutiveHolesBelowPar",2011
76,76,"Chris DiMarco",31,4,"ConsecutiveHolesBelowPar",2011
