"GIRPutting1520_RANKTHISWEEK_2008","GIRPutting1520_RANKLASTWEEK_2008","GIRPutting1520_PLAYERNAME_2008","GIRPutting1520_ROUNDS_2008","GIRPutting1520_Pct_2008","GIRPutting1520_ATTEMPTS_2008","GIRPutting1520_PUTTSMADE_2008","stat_name","year"
1,1,"Chad Collins",72,27.59,87,24,"GIRPutting1520",2008
2,2,"Justin Leonard",101,26.9,145,39,"GIRPutting1520",2008
3,3,"Ryan Palmer",69,25.96,104,27,"GIRPutting1520",2008
4,4,"Chris Riley",51,25.42,59,15,"GIRPutting1520",2008
5,5,"Steve Flesch",95,25.33,150,38,"GIRPutting1520",2008
6,6,"Dean Wilson",109,24.71,174,43,"GIRPutting1520",2008
7,7,"Carl Pettersson",110,24.46,139,34,"GIRPutting1520",2008
8,8,"Adam Scott",51,24.44,45,11,"GIRPutting1520",2008
9,9,"Eric Axley",113,24.11,141,34,"GIRPutting1520",2008
10,10,"Carlos Franco",73,23.58,106,25,"GIRPutting1520",2008
11,11,"KJ Choi",74,23.53,85,20,"GIRPutting1520",2008
12,12,"Chad Campbell",94,23.45,145,34,"GIRPutting1520",2008
13,13,"Bob Tway",70,23.3,103,24,"GIRPutting1520",2008
14,14,"Glen Day",64,23.26,86,20,"GIRPutting1520",2008
15,15,"DJ Trahan",94,23.24,142,33,"GIRPutting1520",2008
16,16,"Jeff Quinney",87,23.15,108,25,"GIRPutting1520",2008
17,17,"Richard Johnson",77,22.92,96,22,"GIRPutting1520",2008
18,18,"Marc Turnesa",87,22.81,114,26,"GIRPutting1520",2008
19,19,"Corey Pavin",69,22.78,79,18,"GIRPutting1520",2008
20,20,"Ernie Els",51,22.73,44,10,"GIRPutting1520",2008
21,21,"Ken Duke",116,22.7,163,37,"GIRPutting1520",2008
21,21,"Brian Gay",102,22.7,141,32,"GIRPutting1520",2008
23,23,"Paul Goydos",78,22.64,106,24,"GIRPutting1520",2008
24,24,"Frank Lickliter II",107,22.42,165,37,"GIRPutting1520",2008
25,25,"Rod Pampling",83,22.32,112,25,"GIRPutting1520",2008
26,26,"Stephen Ames",83,22.22,117,26,"GIRPutting1520",2008
27,27,"Tommy Gainey",60,21.92,73,16,"GIRPutting1520",2008
28,28,"Scott McCarron",63,21.84,87,19,"GIRPutting1520",2008
29,29,"Patrick Sheehan",124,21.67,180,39,"GIRPutting1520",2008
30,30,"Greg Kraft",63,21.52,79,17,"GIRPutting1520",2008
31,31,"Charlie Wi",97,21.43,126,27,"GIRPutting1520",2008
32,32,"JP Hayes",67,21.21,99,21,"GIRPutting1520",2008
33,33,"Stephen Leaney",53,21.13,71,15,"GIRPutting1520",2008
34,34,"Nick Flanagan",89,20.97,124,26,"GIRPutting1520",2008
35,35,"Martin Laird",98,20.87,115,24,"GIRPutting1520",2008
36,36,"Nick OHern",82,20.66,121,25,"GIRPutting1520",2008
37,37,"Camilo Villegas",79,20.62,97,20,"GIRPutting1520",2008
