"GIRPuttingInside5_RANKTHISWEEK_2007","GIRPuttingInside5_RANKLASTWEEK_2007","GIRPuttingInside5_PLAYERNAME_2007","GIRPuttingInside5_ROUNDS_2007","GIRPuttingInside5_Pct_2007","GIRPuttingInside5_ATTEMPTS_2007","GIRPuttingInside5_PUTTSMADE_2007","stat_name","year"
74,74,"Tiger Woods",63,83.33,30,25,"GIRPuttingInside5",2007
79,79,"Brett Wetterich",88,82.98,47,39,"GIRPuttingInside5",2007
80,80,"Dean Wilson",92,82.93,41,34,"GIRPuttingInside5",2007
81,81,"Rod Pampling",92,82.86,35,29,"GIRPuttingInside5",2007
82,82,"Craig Bowden",78,82.76,29,24,"GIRPuttingInside5",2007
83,83,"Camilo Villegas",82,82.61,46,38,"GIRPuttingInside5",2007
84,84,"Tommy Armour III",81,82.5,40,33,"GIRPuttingInside5",2007
84,84,"Steve Elkington",87,82.5,40,33,"GIRPuttingInside5",2007
86,86,"Jonathan Byrd",73,82.35,34,28,"GIRPuttingInside5",2007
86,86,"Tripp Isenhour",86,82.35,34,28,"GIRPuttingInside5",2007
86,86,"Arron Oberholser",69,82.35,34,28,"GIRPuttingInside5",2007
89,89,"Steve Allan",63,82.14,28,23,"GIRPuttingInside5",2007
90,90,"Rich Barcelo",80,82.05,39,32,"GIRPuttingInside5",2007
91,91,"David Branshaw",83,82,50,41,"GIRPuttingInside5",2007
92,92,"Mathias Gronberg",95,81.82,55,45,"GIRPuttingInside5",2007
93,93,"Mark Hensby",81,81.58,38,31,"GIRPuttingInside5",2007
94,94,"Fred Funk",65,81.48,27,22,"GIRPuttingInside5",2007
95,95,"Cliff Kresge",107,81.36,59,48,"GIRPuttingInside5",2007
96,96,"Padraig Harrington",64,81.25,32,26,"GIRPuttingInside5",2007
97,97,"Marco Dawson",73,81.08,37,30,"GIRPuttingInside5",2007
97,97,"Matt Kuchar",85,81.08,37,30,"GIRPuttingInside5",2007
99,99,"Harrison Frazar",88,80.95,42,34,"GIRPuttingInside5",2007
100,100,"Johnson Wagner",97,80.77,52,42,"GIRPuttingInside5",2007
101,101,"Ryuji Imada",104,80.7,57,46,"GIRPuttingInside5",2007
102,102,"Chris DiMarco",79,80.65,31,25,"GIRPuttingInside5",2007
102,102,"Ernie Els",59,80.65,31,25,"GIRPuttingInside5",2007
102,102,"Mark Wilson",87,80.65,31,25,"GIRPuttingInside5",2007
105,105,"Richard Johnson",93,80.49,41,33,"GIRPuttingInside5",2007
105,105,"Will Ma Kenzie",100,80.49,41,33,"GIRPuttingInside5",2007
107,107,"Charley Hoffman",97,80.43,46,37,"GIRPuttingInside5",2007
108,108,"Kent Jones",97,80.39,51,41,"GIRPuttingInside5",2007
109,109,"Cameron Beckman",96,80,55,44,"GIRPuttingInside5",2007
109,109,"Daniel Chopra",106,80,55,44,"GIRPuttingInside5",2007
109,109,"Geoff Ogilvy",84,80,45,36,"GIRPuttingInside5",2007
109,109,"Corey Pavin",81,80,25,20,"GIRPuttingInside5",2007
109,109,"Michael Sim",52,80,20,16,"GIRPuttingInside5",2007
109,109,"DJ Trahan",99,80,60,48,"GIRPuttingInside5",2007
115,115,"Charles Warren",101,79.69,64,51,"GIRPuttingInside5",2007
116,116,"Jim Furyk",84,79.55,44,35,"GIRPuttingInside5",2007
117,117,"Freddie Jacobson",70,79.41,34,27,"GIRPuttingInside5",2007
118,118,"Paul Goydos",60,79.31,29,23,"GIRPuttingInside5",2007
118,118,"Parker McLachlin",83,79.31,29,23,"GIRPuttingInside5",2007
118,118,"Justin Rose",63,79.31,29,23,"GIRPuttingInside5",2007
121,121,"John Rollins",102,79.25,53,42,"GIRPuttingInside5",2007
122,122,"Chad Campbell",96,79.17,48,38,"GIRPuttingInside5",2007
122,122,"John Senden",97,79.17,48,38,"GIRPuttingInside5",2007
124,124,"Ryan Moore",92,79.07,43,34,"GIRPuttingInside5",2007
124,124,"David Toms",80,79.07,43,34,"GIRPuttingInside5",2007
126,126,"Michael Allen",74,78.79,33,26,"GIRPuttingInside5",2007
126,126,"Gavin Coles",87,78.79,33,26,"GIRPuttingInside5",2007
128,128,"Jeff Gove",103,78.72,47,37,"GIRPuttingInside5",2007
128,128,"Shaun Micheel",91,78.72,47,37,"GIRPuttingInside5",2007
130,130,"Doug LaBelle II",104,78.57,56,44,"GIRPuttingInside5",2007
130,130,"Greg Owen",81,78.57,42,33,"GIRPuttingInside5",2007
130,130,"Ian Poulter",63,78.57,28,22,"GIRPuttingInside5",2007
130,130,"Henrik Stenson",52,78.57,14,11,"GIRPuttingInside5",2007
134,134,"Ken Duke",112,78.33,60,47,"GIRPuttingInside5",2007
135,135,"Tom Pernice Jr",104,78.26,46,36,"GIRPuttingInside5",2007
135,135,"Mike Weir",82,78.26,46,36,"GIRPuttingInside5",2007
137,137,"Mathew Goggin",97,77.78,45,35,"GIRPuttingInside5",2007
137,137,"Jason Schultz",63,77.78,27,21,"GIRPuttingInside5",2007
139,139,"Paul Gow",70,77.42,31,24,"GIRPuttingInside5",2007
140,140,"Woody Austin",95,77.36,53,41,"GIRPuttingInside5",2007
141,141,"Steve Flesch",100,77.27,44,34,"GIRPuttingInside5",2007
142,142,"Alex Cejka",80,77.19,57,44,"GIRPuttingInside5",2007
143,143,"Stewart Cink",91,77.14,35,27,"GIRPuttingInside5",2007
143,143,"Tom Lehman",62,77.14,35,27,"GIRPuttingInside5",2007
143,143,"Darron Stiles",65,77.14,35,27,"GIRPuttingInside5",2007
146,146,"Joe Ogilvie",102,77.08,48,37,"GIRPuttingInside5",2007
147,147,"Heath Slocum",101,77.05,61,47,"GIRPuttingInside5",2007
148,148,"Kirk Triplett",77,76.74,43,33,"GIRPuttingInside5",2007
149,149,"Mark Calcavecchia",93,76.19,42,32,"GIRPuttingInside5",2007
149,149,"Lee Janzen",66,76.19,21,16,"GIRPuttingInside5",2007
149,149,"Troy Matteson",87,76.19,42,32,"GIRPuttingInside5",2007
149,149,"Jeff Overton",60,76.19,42,32,"GIRPuttingInside5",2007
153,153,"Glen Day",85,76.09,46,35,"GIRPuttingInside5",2007
154,154,"Bo Van Pelt",104,75.93,54,41,"GIRPuttingInside5",2007
155,155,"Trevor Immelman",74,75.86,29,22,"GIRPuttingInside5",2007
156,156,"Robert Gamez",88,75.68,37,28,"GIRPuttingInside5",2007
157,157,"Tom Byrum",50,75,20,15,"GIRPuttingInside5",2007
157,157,"Chris Couch",76,75,28,21,"GIRPuttingInside5",2007
157,157,"Tom Johnson",74,75,24,18,"GIRPuttingInside5",2007
157,157,"Peter Lonard",85,75,48,36,"GIRPuttingInside5",2007
157,157,"Sean OHair",98,75,52,39,"GIRPuttingInside5",2007
162,162,"John Merrick",92,74.58,59,44,"GIRPuttingInside5",2007
163,163,"Kenny Perry",83,74.36,39,29,"GIRPuttingInside5",2007
164,164,"JB Holmes",71,74.07,54,40,"GIRPuttingInside5",2007
165,165,"Anthony Kim",93,74,50,37,"GIRPuttingInside5",2007
165,165,"Ted Purdy",102,74,50,37,"GIRPuttingInside5",2007
167,167,"Jason Bohn",57,73.91,23,17,"GIRPuttingInside5",2007
168,168,"Stephen Leaney",82,73.68,38,28,"GIRPuttingInside5",2007
169,169,"Andrew Buckle",77,73.53,34,25,"GIRPuttingInside5",2007
170,170,"Tim Herron",98,73.47,49,36,"GIRPuttingInside5",2007
171,171,"Robert Allenby",90,73.33,45,33,"GIRPuttingInside5",2007
172,172,"Daisuke Maruyama",86,73.21,56,41,"GIRPuttingInside5",2007
173,173,"Robert Garrigus",95,72.92,48,35,"GIRPuttingInside5",2007
174,174,"Stuart Appleby",74,72.73,33,24,"GIRPuttingInside5",2007
174,174,"John Daly",59,72.73,33,24,"GIRPuttingInside5",2007
174,174,"Jeff Maggert",79,72.73,33,24,"GIRPuttingInside5",2007
177,177,"Jeff Quinney",95,72.34,47,34,"GIRPuttingInside5",2007
178,178,"DJ Brigman",67,72.22,18,13,"GIRPuttingInside5",2007
179,179,"Justin Leonard",95,71.79,39,28,"GIRPuttingInside5",2007
180,180,"Briny Baird",115,71.43,63,45,"GIRPuttingInside5",2007
180,180,"Jason Dufner",100,71.43,49,35,"GIRPuttingInside5",2007
180,180,"Lucas Glover",98,71.43,42,30,"GIRPuttingInside5",2007
183,183,"Bryce Molder",56,70.83,24,17,"GIRPuttingInside5",2007
184,184,"Bart Bryant",87,70.45,44,31,"GIRPuttingInside5",2007
185,185,"Kevin Sutherland",85,70.27,37,26,"GIRPuttingInside5",2007
186,186,"Ryan Palmer",91,70,40,28,"GIRPuttingInside5",2007
186,186,"Scott Verplank",82,70,40,28,"GIRPuttingInside5",2007
188,188,"Bob Heintz",85,69.7,33,23,"GIRPuttingInside5",2007
189,189,"Craig Barlow",52,69.57,23,16,"GIRPuttingInside5",2007
190,190,"Chris Riley",59,68.75,32,22,"GIRPuttingInside5",2007
191,191,"Kevin Stadler",95,68.42,38,26,"GIRPuttingInside5",2007
192,192,"Matt Hendrix",63,68,25,17,"GIRPuttingInside5",2007
193,193,"Stephen Ames",81,67.65,34,23,"GIRPuttingInside5",2007
194,194,"Joey Sindelar",75,66.67,30,20,"GIRPuttingInside5",2007
194,194,"Paul Stankowski",52,66.67,27,18,"GIRPuttingInside5",2007
196,196,"Billy Mayfair",98,61.9,42,26,"GIRPuttingInside5",2007
