"GIRPercentageLess100yards_RANKTHISWEEK_2010","GIRPercentageLess100yards_RANKLASTWEEK_2010","GIRPercentageLess100yards_PLAYERNAME_2010","GIRPercentageLess100yards_ROUNDS_2010","GIRPercentageLess100yards_Pct_2010","GIRPercentageLess100yards_GREENSHIT_2010","GIRPercentageLess100yards_TOTALHOLES_2010","GIRPercentageLess100yards_RELATIVETOPAR_2010","stat_name","year"
1,1,"Kevin Sutherland",86,92.31,216,234,-0.5,"GIRPercentageLess100yards",2010
2,2,"John Merrick",109,92.13,281,305,-0.51,"GIRPercentageLess100yards",2010
3,3,"Robert Allenby",76,91.49,172,188,-0.57,"GIRPercentageLess100yards",2010
4,4,"Jason Bohn",84,91.12,195,214,-0.53,"GIRPercentageLess100yards",2010
5,5,"Lucas Glover",75,90.95,201,221,-0.53,"GIRPercentageLess100yards",2010
6,6,"Bill Haas",87,90.94,241,265,-0.55,"GIRPercentageLess100yards",2010
7,7,"Matt Kuchar",97,90.77,236,260,-0.58,"GIRPercentageLess100yards",2010
8,8,"KJ Choi",82,90.66,165,182,-0.49,"GIRPercentageLess100yards",2010
9,9,"Aron Price",70,90.22,166,184,-0.5,"GIRPercentageLess100yards",2010
10,10,"Omar Uresti",74,89.94,152,169,-0.36,"GIRPercentageLess100yards",2010
11,11,"Mark Wilson",87,89.88,222,247,-0.5,"GIRPercentageLess100yards",2010
12,12,"Tim Clark",88,89.84,168,187,-0.49,"GIRPercentageLess100yards",2010
13,13,"JP Hayes",79,89.69,174,194,-0.54,"GIRPercentageLess100yards",2010
14,14,"Lee Janzen",77,89.58,172,192,-0.53,"GIRPercentageLess100yards",2010
15,15,"Nathan Green",86,89.52,205,229,-0.48,"GIRPercentageLess100yards",2010
16,16,"Boo Weekley",88,89.43,237,265,-0.42,"GIRPercentageLess100yards",2010
17,17,"Josh Teater",101,89.38,303,339,-0.47,"GIRPercentageLess100yards",2010
18,18,"Geoff Ogilvy",62,89.35,151,169,-0.51,"GIRPercentageLess100yards",2010
19,19,"Mark Calcavecchia",50,89.29,100,112,-0.45,"GIRPercentageLess100yards",2010
20,20,"Tim Petrovic",105,89.2,256,287,-0.46,"GIRPercentageLess100yards",2010
21,21,"JJ Henry",92,89.07,220,247,-0.56,"GIRPercentageLess100yards",2010
22,22,"Aaron Baddeley",94,89.02,308,346,-0.6,"GIRPercentageLess100yards",2010
23,23,"Stewart Cink",84,88.89,208,234,-0.53,"GIRPercentageLess100yards",2010
23,23,"Greg Owen",69,88.89,192,216,-0.45,"GIRPercentageLess100yards",2010
23,23,"Steve Stricker",73,88.89,160,180,-0.59,"GIRPercentageLess100yards",2010
26,26,"Heath Slocum",97,88.84,207,233,-0.46,"GIRPercentageLess100yards",2010
27,27,"John Mallinger",78,88.77,166,187,-0.52,"GIRPercentageLess100yards",2010
28,28,"Justin Leonard",89,88.76,158,178,-0.51,"GIRPercentageLess100yards",2010
29,29,"Zach Johnson",93,88.74,205,231,-0.55,"GIRPercentageLess100yards",2010
30,30,"Camilo Villegas",78,88.71,165,186,-0.55,"GIRPercentageLess100yards",2010
31,31,"Vaughn Taylor",87,88.69,243,274,-0.49,"GIRPercentageLess100yards",2010
32,32,"Freddie Jacobson",83,88.53,193,218,-0.46,"GIRPercentageLess100yards",2010
33,33,"Steve Flesch",78,88.51,154,174,-0.56,"GIRPercentageLess100yards",2010
34,34,"Bob Estes",79,88.5,177,200,-0.5,"GIRPercentageLess100yards",2010
35,35,"Retief Goosen",75,88.42,168,190,-0.57,"GIRPercentageLess100yards",2010
36,36,"Michael Bradley",77,88.29,181,205,-0.43,"GIRPercentageLess100yards",2010
36,36,"John Senden",103,88.29,264,299,-0.47,"GIRPercentageLess100yards",2010
38,38,"Ricky Barnes",103,88.24,240,272,-0.51,"GIRPercentageLess100yards",2010
38,38,"Jason Day",82,88.24,210,238,-0.52,"GIRPercentageLess100yards",2010
40,40,"Charlie Wi",95,88.21,202,229,-0.5,"GIRPercentageLess100yards",2010
41,41,"Brendon de Jonge",114,88.19,254,288,-0.54,"GIRPercentageLess100yards",2010
42,42,"Brenden Pappas",66,88.17,149,169,-0.45,"GIRPercentageLess100yards",2010
43,43,"Spencer Levin",110,88.1,259,294,-0.46,"GIRPercentageLess100yards",2010
44,44,"Chad Campbell",95,88.05,221,251,-0.41,"GIRPercentageLess100yards",2010
45,45,"Roland Thatcher",72,88,198,225,-0.45,"GIRPercentageLess100yards",2010
46,46,"Will Ma Kenzie",72,87.98,205,233,-0.47,"GIRPercentageLess100yards",2010
47,47,"Matt Jones",89,87.97,234,266,-0.57,"GIRPercentageLess100yards",2010
48,48,"Chad Collins",87,87.96,168,191,-0.52,"GIRPercentageLess100yards",2010
49,49,"Jonathan Byrd",85,87.92,233,265,-0.54,"GIRPercentageLess100yards",2010
50,50,"James Driscoll",78,87.9,247,281,-0.54,"GIRPercentageLess100yards",2010
51,51,"David Duval",71,87.88,145,165,-0.52,"GIRPercentageLess100yards",2010
52,52,"Kenny Perry",69,87.85,188,214,-0.47,"GIRPercentageLess100yards",2010
53,53,"Garth Mulroy",53,87.74,136,155,-0.58,"GIRPercentageLess100yards",2010
54,54,"Davis Love III",79,87.68,185,211,-0.55,"GIRPercentageLess100yards",2010
54,54,"Brandt Snedeker",89,87.68,185,211,-0.53,"GIRPercentageLess100yards",2010
56,56,"John Rollins",81,87.58,275,314,-0.51,"GIRPercentageLess100yards",2010
57,57,"Jarrod Lyle",54,87.42,139,159,-0.46,"GIRPercentageLess100yards",2010
58,58,"Kevin Johnson",62,87.41,118,135,-0.39,"GIRPercentageLess100yards",2010
59,59,"Jason Dufner",87,87.39,201,230,-0.5,"GIRPercentageLess100yards",2010
60,60,"Kevin Streelman",90,87.31,227,260,-0.54,"GIRPercentageLess100yards",2010
61,61,"Michael Letzig",84,87.22,232,266,-0.48,"GIRPercentageLess100yards",2010
62,62,"Rory Sabbatini",79,87.17,231,265,-0.56,"GIRPercentageLess100yards",2010
63,63,"Trevor Immelman",55,87.16,95,109,-0.52,"GIRPercentageLess100yards",2010
