"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2008","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2008","BirdieorBetterPercentageRightRough_PLAYERNAME_2008","BirdieorBetterPercentageRightRough_ROUNDS_2008","BirdieorBetterPercentageRightRough_Pct_2008","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2008","BirdieorBetterPercentageRightRough_TOTALHOLES_2008","stat_name","year"
33,33,"Mike Weir",88,16.67,22,132,"BirdieorBetterPercentageRightRough",2008
35,35,"Sergio Garcia",72,16.51,18,109,"BirdieorBetterPercentageRightRough",2008
36,36,"Davis Love III",78,16.38,19,116,"BirdieorBetterPercentageRightRough",2008
37,37,"John Merrick",98,16.34,25,153,"BirdieorBetterPercentageRightRough",2008
38,38,"Brett Quigley",80,16.33,24,147,"BirdieorBetterPercentageRightRough",2008
39,39,"Ryan Moore",72,16.19,17,105,"BirdieorBetterPercentageRightRough",2008
40,40,"Jon Mills",95,16.18,22,136,"BirdieorBetterPercentageRightRough",2008
41,41,"Tommy Gainey",60,16.13,15,93,"BirdieorBetterPercentageRightRough",2008
42,42,"Peter Lonard",92,16.1,19,118,"BirdieorBetterPercentageRightRough",2008
43,43,"Scott Sterling",89,16.03,21,131,"BirdieorBetterPercentageRightRough",2008
44,44,"Adam Scott",51,16,12,75,"BirdieorBetterPercentageRightRough",2008
45,45,"Kyle Thompson",70,15.93,18,113,"BirdieorBetterPercentageRightRough",2008
46,46,"Bubba Watson",97,15.87,30,189,"BirdieorBetterPercentageRightRough",2008
47,47,"Brad Adamonis",87,15.76,29,184,"BirdieorBetterPercentageRightRough",2008
47,47,"Troy Matteson",94,15.76,29,184,"BirdieorBetterPercentageRightRough",2008
49,49,"Steve Flesch",95,15.75,20,127,"BirdieorBetterPercentageRightRough",2008
50,50,"Bill Haas",99,15.71,30,191,"BirdieorBetterPercentageRightRough",2008
50,50,"Kenny Perry",97,15.71,22,140,"BirdieorBetterPercentageRightRough",2008
52,52,"Michael Letzig",88,15.69,24,153,"BirdieorBetterPercentageRightRough",2008
53,53,"Chris Stroud",81,15.67,21,134,"BirdieorBetterPercentageRightRough",2008
54,54,"David Toms",70,15.53,16,103,"BirdieorBetterPercentageRightRough",2008
55,55,"Martin Laird",98,15.52,27,174,"BirdieorBetterPercentageRightRough",2008
56,56,"John Mallinger",95,15.5,20,129,"BirdieorBetterPercentageRightRough",2008
57,57,"Tim Petrovic",97,15.44,21,136,"BirdieorBetterPercentageRightRough",2008
58,58,"Joe Durant",92,15.38,18,117,"BirdieorBetterPercentageRightRough",2008
59,59,"Stuart Appleby",87,15.33,23,150,"BirdieorBetterPercentageRightRough",2008
60,60,"Jason Allred",63,15.32,17,111,"BirdieorBetterPercentageRightRough",2008
61,61,"Bob Tway",70,15.29,13,85,"BirdieorBetterPercentageRightRough",2008
62,62,"John Riegger",73,15.24,16,105,"BirdieorBetterPercentageRightRough",2008
63,63,"Harrison Frazar",73,15.2,19,125,"BirdieorBetterPercentageRightRough",2008
64,64,"Brenden Pappas",66,15.18,17,112,"BirdieorBetterPercentageRightRough",2008
65,65,"Kevin Na",97,15.17,22,145,"BirdieorBetterPercentageRightRough",2008
66,66,"Steve Lowery",74,15.15,20,132,"BirdieorBetterPercentageRightRough",2008
67,67,"Nick OHern",82,15.12,13,86,"BirdieorBetterPercentageRightRough",2008
68,68,"Steve Elkington",84,15,15,100,"BirdieorBetterPercentageRightRough",2008
69,69,"Billy Andrade",71,14.96,19,127,"BirdieorBetterPercentageRightRough",2008
70,70,"Rich Beem",90,14.89,21,141,"BirdieorBetterPercentageRightRough",2008
71,71,"Tommy Armour III",77,14.88,18,121,"BirdieorBetterPercentageRightRough",2008
71,71,"Jonathan Byrd",88,14.88,18,121,"BirdieorBetterPercentageRightRough",2008
73,73,"Chad Campbell",94,14.86,22,148,"BirdieorBetterPercentageRightRough",2008
74,74,"Charley Hoffman",94,14.72,24,163,"BirdieorBetterPercentageRightRough",2008
75,75,"Joe Ogilvie",100,14.65,23,157,"BirdieorBetterPercentageRightRough",2008
76,76,"Freddie Jacobson",78,14.63,18,123,"BirdieorBetterPercentageRightRough",2008
77,77,"Lee Janzen",89,14.58,14,96,"BirdieorBetterPercentageRightRough",2008
78,78,"Carl Pettersson",110,14.57,22,151,"BirdieorBetterPercentageRightRough",2008
79,79,"Travis Perkins",53,14.56,15,103,"BirdieorBetterPercentageRightRough",2008
80,80,"Chez Reavie",102,14.53,17,117,"BirdieorBetterPercentageRightRough",2008
81,81,"Mark Hensby",71,14.29,16,112,"BirdieorBetterPercentageRightRough",2008
81,81,"Steve Marino",119,14.29,22,154,"BirdieorBetterPercentageRightRough",2008
81,81,"Nicholas Thompson",113,14.29,25,175,"BirdieorBetterPercentageRightRough",2008
84,84,"Vaughn Taylor",103,14.2,23,162,"BirdieorBetterPercentageRightRough",2008
85,85,"Cody Freeman",66,14.17,18,127,"BirdieorBetterPercentageRightRough",2008
86,86,"Charles Howell III",101,14.14,28,198,"BirdieorBetterPercentageRightRough",2008
86,86,"Scott Verplank",82,14.14,14,99,"BirdieorBetterPercentageRightRough",2008
88,88,"Jin Park",85,14.13,13,92,"BirdieorBetterPercentageRightRough",2008
89,89,"Ryuji Imada",80,14.09,21,149,"BirdieorBetterPercentageRightRough",2008
90,90,"Tim Herron",97,14.06,27,192,"BirdieorBetterPercentageRightRough",2008
91,91,"George McNeill",97,14.05,26,185,"BirdieorBetterPercentageRightRough",2008
92,92,"Bob Estes",90,14.02,23,164,"BirdieorBetterPercentageRightRough",2008
93,93,"Ken Duke",116,13.99,34,243,"BirdieorBetterPercentageRightRough",2008
94,94,"Shane Bertsch",96,13.93,17,122,"BirdieorBetterPercentageRightRough",2008
95,95,"Tag Ridings",88,13.9,26,187,"BirdieorBetterPercentageRightRough",2008
96,96,"Todd Demsey",80,13.89,15,108,"BirdieorBetterPercentageRightRough",2008
97,97,"Boo Weekley",86,13.85,18,130,"BirdieorBetterPercentageRightRough",2008
98,98,"Johnson Wagner",83,13.77,19,138,"BirdieorBetterPercentageRightRough",2008
99,99,"Scott McCarron",63,13.75,11,80,"BirdieorBetterPercentageRightRough",2008
99,99,"Ian Poulter",51,13.75,11,80,"BirdieorBetterPercentageRightRough",2008
101,101,"Brad Elder",67,13.73,14,102,"BirdieorBetterPercentageRightRough",2008
102,102,"Billy Mayfair",103,13.58,22,162,"BirdieorBetterPercentageRightRough",2008
103,103,"Brian Davis",108,13.57,19,140,"BirdieorBetterPercentageRightRough",2008
104,104,"Bob Sowards",61,13.56,16,118,"BirdieorBetterPercentageRightRough",2008
105,105,"Kevin Sutherland",98,13.53,23,170,"BirdieorBetterPercentageRightRough",2008
106,106,"Mathias Gronberg",87,13.51,20,148,"BirdieorBetterPercentageRightRough",2008
107,107,"David Lutterus",59,13.46,14,104,"BirdieorBetterPercentageRightRough",2008
108,108,"Phil Mickelson",80,13.45,16,119,"BirdieorBetterPercentageRightRough",2008
109,109,"Brian Gay",102,13.4,13,97,"BirdieorBetterPercentageRightRough",2008
110,110,"Woody Austin",109,13.38,21,157,"BirdieorBetterPercentageRightRough",2008
111,111,"Padraig Harrington",52,13.33,8,60,"BirdieorBetterPercentageRightRough",2008
111,111,"Vijay Singh",82,13.33,20,150,"BirdieorBetterPercentageRightRough",2008
111,111,"Charlie Wi",97,13.33,20,150,"BirdieorBetterPercentageRightRough",2008
114,114,"Angel Cabrera",55,13.21,14,106,"BirdieorBetterPercentageRightRough",2008
114,114,"Paul Goydos",78,13.21,14,106,"BirdieorBetterPercentageRightRough",2008
116,116,"James Driscoll",85,13.11,24,183,"BirdieorBetterPercentageRightRough",2008
116,116,"JJ Henry",108,13.11,16,122,"BirdieorBetterPercentageRightRough",2008
118,118,"Jay Williamson",96,13.08,17,130,"BirdieorBetterPercentageRightRough",2008
119,119,"Jason Day",81,13.01,19,146,"BirdieorBetterPercentageRightRough",2008
120,120,"Brett Rumford",72,12.98,17,131,"BirdieorBetterPercentageRightRough",2008
121,121,"Trevor Immelman",70,12.96,14,108,"BirdieorBetterPercentageRightRough",2008
121,121,"Jim McGovern",75,12.96,14,108,"BirdieorBetterPercentageRightRough",2008
123,123,"Doug LaBelle II",65,12.9,8,62,"BirdieorBetterPercentageRightRough",2008
124,124,"Fred Couples",60,12.8,16,125,"BirdieorBetterPercentageRightRough",2008
125,125,"Mark Wilson",107,12.79,22,172,"BirdieorBetterPercentageRightRough",2008
126,126,"Patrick Sheehan",124,12.74,20,157,"BirdieorBetterPercentageRightRough",2008
127,127,"Jimmy Walker",73,12.59,18,143,"BirdieorBetterPercentageRightRough",2008
128,128,"Sean OHair",81,12.31,16,130,"BirdieorBetterPercentageRightRough",2008
129,129,"Briny Baird",113,12.27,20,163,"BirdieorBetterPercentageRightRough",2008
130,130,"John Senden",93,12.26,13,106,"BirdieorBetterPercentageRightRough",2008
131,131,"Bo Van Pelt",101,12.24,24,196,"BirdieorBetterPercentageRightRough",2008
132,132,"Tim Wilkinson",95,12.16,18,148,"BirdieorBetterPercentageRightRough",2008
133,133,"Glen Day",64,12.09,11,91,"BirdieorBetterPercentageRightRough",2008
134,134,"Jerry Kelly",89,12.04,13,108,"BirdieorBetterPercentageRightRough",2008
135,135,"Jason Gore",94,12.03,16,133,"BirdieorBetterPercentageRightRough",2008
136,136,"Alex Cejka",75,12,12,100,"BirdieorBetterPercentageRightRough",2008
137,137,"Ben Curtis",80,11.96,11,92,"BirdieorBetterPercentageRightRough",2008
138,138,"Will Ma Kenzie",62,11.93,13,109,"BirdieorBetterPercentageRightRough",2008
139,139,"Corey Pavin",69,11.88,12,101,"BirdieorBetterPercentageRightRough",2008
140,140,"Jim Furyk",95,11.86,14,118,"BirdieorBetterPercentageRightRough",2008
141,141,"Richard Johnson",77,11.76,18,153,"BirdieorBetterPercentageRightRough",2008
142,142,"Dudley Hart",74,11.71,13,111,"BirdieorBetterPercentageRightRough",2008
143,143,"Jeff Quinney",87,11.63,15,129,"BirdieorBetterPercentageRightRough",2008
144,144,"Stephen Ames",83,11.61,13,112,"BirdieorBetterPercentageRightRough",2008
145,145,"Tom Pernice Jr",104,11.46,22,192,"BirdieorBetterPercentageRightRough",2008
146,146,"Tom Lehman",51,11.39,9,79,"BirdieorBetterPercentageRightRough",2008
147,147,"Andres Romero",69,11.36,15,132,"BirdieorBetterPercentageRightRough",2008
148,148,"Jesper Parnevik",88,11.35,16,141,"BirdieorBetterPercentageRightRough",2008
149,149,"YE Yang",89,11.27,16,142,"BirdieorBetterPercentageRightRough",2008
150,150,"Heath Slocum",104,11.11,11,99,"BirdieorBetterPercentageRightRough",2008
150,150,"Omar Uresti",74,11.11,10,90,"BirdieorBetterPercentageRightRough",2008
152,152,"Jeff Maggert",86,10.94,14,128,"BirdieorBetterPercentageRightRough",2008
153,153,"Dean Wilson",109,10.91,18,165,"BirdieorBetterPercentageRightRough",2008
154,154,"Chris DiMarco",87,10.88,16,147,"BirdieorBetterPercentageRightRough",2008
155,155,"Rocco Mediate",87,10.83,13,120,"BirdieorBetterPercentageRightRough",2008
156,156,"Justin Bolli",87,10.81,12,111,"BirdieorBetterPercentageRightRough",2008
157,157,"Eric Axley",113,10.77,21,195,"BirdieorBetterPercentageRightRough",2008
158,158,"Stewart Cink",87,10.74,16,149,"BirdieorBetterPercentageRightRough",2008
158,158,"Rory Sabbatini",77,10.74,13,121,"BirdieorBetterPercentageRightRough",2008
160,160,"David Duval",51,10.71,6,56,"BirdieorBetterPercentageRightRough",2008
161,161,"Frank Lickliter II",107,10.5,19,181,"BirdieorBetterPercentageRightRough",2008
162,162,"Geoff Ogilvy",65,10.38,11,106,"BirdieorBetterPercentageRightRough",2008
162,162,"Charles Warren",79,10.38,11,106,"BirdieorBetterPercentageRightRough",2008
164,164,"Matt Jones",95,10.15,20,197,"BirdieorBetterPercentageRightRough",2008
165,165,"Chris Riley",51,10.14,7,69,"BirdieorBetterPercentageRightRough",2008
166,166,"Shigeki Maruyama",50,10.13,8,79,"BirdieorBetterPercentageRightRough",2008
167,167,"Michael Allen",91,10,12,120,"BirdieorBetterPercentageRightRough",2008
167,167,"Ernie Els",51,10,7,70,"BirdieorBetterPercentageRightRough",2008
167,167,"Justin Leonard",101,10,10,100,"BirdieorBetterPercentageRightRough",2008
167,167,"Rod Pampling",83,10,11,110,"BirdieorBetterPercentageRightRough",2008
171,171,"Todd Hamilton",92,9.91,11,111,"BirdieorBetterPercentageRightRough",2008
172,172,"Olin Browne",77,9.8,5,51,"BirdieorBetterPercentageRightRough",2008
172,172,"Steve Stricker",75,9.8,10,102,"BirdieorBetterPercentageRightRough",2008
174,174,"Lucas Glover",91,9.79,14,143,"BirdieorBetterPercentageRightRough",2008
175,175,"Paul Claxton",63,9.76,8,82,"BirdieorBetterPercentageRightRough",2008
176,176,"Kevin Streelman",114,9.71,20,206,"BirdieorBetterPercentageRightRough",2008
177,177,"Ryan Armour",87,9.63,13,135,"BirdieorBetterPercentageRightRough",2008
178,178,"Matt Kuchar",88,9.62,10,104,"BirdieorBetterPercentageRightRough",2008
179,179,"Retief Goosen",59,9.59,7,73,"BirdieorBetterPercentageRightRough",2008
180,180,"Tim Clark",90,9.52,12,126,"BirdieorBetterPercentageRightRough",2008
180,180,"Gavin Coles",54,9.52,6,63,"BirdieorBetterPercentageRightRough",2008
183,183,"John Rollins",94,9.35,13,139,"BirdieorBetterPercentageRightRough",2008
184,184,"Tom Scherrer",56,9.21,7,76,"BirdieorBetterPercentageRightRough",2008
185,185,"Cliff Kresge",84,8.65,9,104,"BirdieorBetterPercentageRightRough",2008
186,186,"Ted Purdy",68,8.55,10,117,"BirdieorBetterPercentageRightRough",2008
187,187,"Carlos Franco",73,8.41,9,107,"BirdieorBetterPercentageRightRough",2008
188,188,"Bart Bryant",81,8.33,9,108,"BirdieorBetterPercentageRightRough",2008
188,188,"Kent Jones",68,8.33,7,84,"BirdieorBetterPercentageRightRough",2008
190,190,"JP Hayes",67,8.15,11,135,"BirdieorBetterPercentageRightRough",2008
191,191,"Paul Casey",55,7.94,5,63,"BirdieorBetterPercentageRightRough",2008
192,192,"Hunter Mahan",87,6.72,8,119,"BirdieorBetterPercentageRightRough",2008
193,193,"Marco Dawson",64,6.12,6,98,"BirdieorBetterPercentageRightRough",2008
193,193,"Robert Gamez",79,6.12,6,98,"BirdieorBetterPercentageRightRough",2008
195,195,"Craig Kanada",65,5.75,5,87,"BirdieorBetterPercentageRightRough",2008
196,196,"Stephen Leaney",53,4.92,3,61,"BirdieorBetterPercentageRightRough",2008
197,197,"Jeff Gove",50,3.13,2,64,"BirdieorBetterPercentageRightRough",2008
