"GIRPuttingAvg3035_RANKTHISWEEK_2011","GIRPuttingAvg3035_RANKLASTWEEK_2011","GIRPuttingAvg3035_PLAYERNAME_2011","GIRPuttingAvg3035_ROUNDS_2011","GIRPuttingAvg3035_PctMADE_2011","GIRPuttingAvg3035_ATTEMPTS_2011","GIRPuttingAvg3035_PUTTSMADE_2011","stat_name","year"
1,1,"Kevin Na",84,1.79,56,10,"GIRPuttingAvg3035",2011
2,2,"Briny Baird",60,1.75,40,7,"GIRPuttingAvg3035",2011
3,3,"Jason Day",76,1.69,59,10,"GIRPuttingAvg3035",2011
4,4,"Johnson Wagner",81,1.43,63,9,"GIRPuttingAvg3035",2011
5,5,"Gary Woodland",93,1.29,62,8,"GIRPuttingAvg3035",2011
6,6,"Bio Kim",71,1.28,39,5,"GIRPuttingAvg3035",2011
6,6,"Steve Marino",76,1.28,39,5,"GIRPuttingAvg3035",2011
8,8,"Kevin Streelman",90,1.25,64,8,"GIRPuttingAvg3035",2011
9,9,"Anthony Kim",72,1.21,58,7,"GIRPuttingAvg3035",2011
10,10,"Robert Garrigus",83,1.15,61,7,"GIRPuttingAvg3035",2011
11,11,"Cameron Beckman",71,1.13,53,6,"GIRPuttingAvg3035",2011
12,12,"Arjun Atwal",91,1.11,45,5,"GIRPuttingAvg3035",2011
12,12,"Matt Kuchar",94,1.11,54,6,"GIRPuttingAvg3035",2011
12,12,"Aron Price",58,1.11,45,5,"GIRPuttingAvg3035",2011
15,15,"Scott McCarron",65,1.08,37,4,"GIRPuttingAvg3035",2011
15,15,"YE Yang",63,1.08,37,4,"GIRPuttingAvg3035",2011
17,17,"Jerry Kelly",85,1.07,56,6,"GIRPuttingAvg3035",2011
18,18,"Greg Chalmers",88,1.03,68,7,"GIRPuttingAvg3035",2011
18,18,"Rickie Fowler",84,1.03,58,6,"GIRPuttingAvg3035",2011
18,18,"Matt McQuillan",59,1.03,29,3,"GIRPuttingAvg3035",2011
21,21,"Trevor Immelman",84,1.02,59,6,"GIRPuttingAvg3035",2011
21,21,"Sean OHair",71,1.02,49,5,"GIRPuttingAvg3035",2011
23,23,"Freddie Jacobson",92,1,60,6,"GIRPuttingAvg3035",2011
23,23,"Alexandre Rocha",65,1,40,4,"GIRPuttingAvg3035",2011
25,25,"Justin Rose",79,0.96,73,7,"GIRPuttingAvg3035",2011
25,25,"Vijay Singh",79,0.96,52,5,"GIRPuttingAvg3035",2011
27,27,"Jim Renner",65,0.95,42,4,"GIRPuttingAvg3035",2011
27,27,"Webb Simpson",98,0.95,63,6,"GIRPuttingAvg3035",2011
29,29,"Bubba Watson",85,0.94,53,5,"GIRPuttingAvg3035",2011
30,30,"Pat Perez",76,0.92,65,6,"GIRPuttingAvg3035",2011
31,31,"Woody Austin",59,0.91,44,4,"GIRPuttingAvg3035",2011
31,31,"Paul Goydos",81,0.91,55,5,"GIRPuttingAvg3035",2011
31,31,"Padraig Harrington",60,0.91,44,4,"GIRPuttingAvg3035",2011
31,31,"Camilo Villegas",69,0.91,33,3,"GIRPuttingAvg3035",2011
35,35,"Tim Petrovic",88,0.9,67,6,"GIRPuttingAvg3035",2011
36,36,"Bill Haas",93,0.88,68,6,"GIRPuttingAvg3035",2011
36,36,"Jeff Overton",92,0.88,68,6,"GIRPuttingAvg3035",2011
36,36,"Chez Reavie",92,0.88,68,6,"GIRPuttingAvg3035",2011
36,36,"Cameron Tringale",110,0.88,91,8,"GIRPuttingAvg3035",2011
40,40,"Daniel Summerhays",75,0.87,46,4,"GIRPuttingAvg3035",2011
41,41,"Hunter Haas",96,0.86,81,7,"GIRPuttingAvg3035",2011
42,42,"Jason Dufner",78,0.85,47,4,"GIRPuttingAvg3035",2011
42,42,"Brian Gay",90,0.85,71,6,"GIRPuttingAvg3035",2011
42,42,"Tim Herron",85,0.85,82,7,"GIRPuttingAvg3035",2011
42,42,"Ben Martin",74,0.85,59,5,"GIRPuttingAvg3035",2011
46,46,"Angel Cabrera",50,0.83,36,3,"GIRPuttingAvg3035",2011
46,46,"Jim Furyk",87,0.83,84,7,"GIRPuttingAvg3035",2011
46,46,"Hunter Mahan",92,0.83,60,5,"GIRPuttingAvg3035",2011
49,49,"Bill Lunde",92,0.82,73,6,"GIRPuttingAvg3035",2011
50,50,"Graeme McDowell",50,0.81,37,3,"GIRPuttingAvg3035",2011
51,51,"Michael Putnam",67,0.8,50,4,"GIRPuttingAvg3035",2011
52,52,"Rich Beem",53,0.79,38,3,"GIRPuttingAvg3035",2011
52,52,"Alex Cejka",59,0.79,38,3,"GIRPuttingAvg3035",2011
52,52,"JJ Henry",96,0.79,89,7,"GIRPuttingAvg3035",2011
55,55,"JP Hayes",56,0.77,26,2,"GIRPuttingAvg3035",2011
55,55,"Heath Slocum",89,0.77,78,6,"GIRPuttingAvg3035",2011
57,57,"Ricky Barnes",78,0.75,53,4,"GIRPuttingAvg3035",2011
57,57,"Lucas Glover",74,0.75,53,4,"GIRPuttingAvg3035",2011
57,57,"Kevin Kisner",70,0.75,40,3,"GIRPuttingAvg3035",2011
60,60,"Joseph Bramlett",73,0.74,54,4,"GIRPuttingAvg3035",2011
60,60,"Brendon de Jonge",105,0.74,68,5,"GIRPuttingAvg3035",2011
62,62,"Stuart Appleby",65,0.73,55,4,"GIRPuttingAvg3035",2011
63,63,"Brandt Jobe",100,0.71,85,6,"GIRPuttingAvg3035",2011
63,63,"Martin Laird",77,0.71,56,4,"GIRPuttingAvg3035",2011
63,63,"Joe Ogilvie",75,0.71,42,3,"GIRPuttingAvg3035",2011
63,63,"Nate Smith",66,0.71,42,3,"GIRPuttingAvg3035",2011
67,67,"Steve Elkington",50,0.7,43,3,"GIRPuttingAvg3035",2011
67,67,"Steve Flesch",88,0.7,57,4,"GIRPuttingAvg3035",2011
69,69,"Troy Matteson",91,0.69,72,5,"GIRPuttingAvg3035",2011
70,70,"Colt Knost",80,0.68,59,4,"GIRPuttingAvg3035",2011
70,70,"Troy Merritt",63,0.68,44,3,"GIRPuttingAvg3035",2011
70,70,"Phil Mickelson",79,0.68,44,3,"GIRPuttingAvg3035",2011
73,73,"Jason Bohn",74,0.67,60,4,"GIRPuttingAvg3035",2011
73,73,"Roland Thatcher",67,0.67,45,3,"GIRPuttingAvg3035",2011
73,73,"Nick Watney",80,0.67,45,3,"GIRPuttingAvg3035",2011
76,76,"Carl Pettersson",95,0.66,91,6,"GIRPuttingAvg3035",2011
77,77,"Luke Donald",73,0.65,31,2,"GIRPuttingAvg3035",2011
77,77,"Sergio Garcia",61,0.65,46,3,"GIRPuttingAvg3035",2011
77,77,"Ryan Palmer",82,0.65,62,4,"GIRPuttingAvg3035",2011
80,80,"Steven Bowditch",86,0.63,64,4,"GIRPuttingAvg3035",2011
80,80,"Kevin Chappell",78,0.63,48,3,"GIRPuttingAvg3035",2011
80,80,"Chris Couch",73,0.63,64,4,"GIRPuttingAvg3035",2011
80,80,"Fabian Gomez",84,0.63,63,4,"GIRPuttingAvg3035",2011
80,80,"Scott Piercy",78,0.63,48,3,"GIRPuttingAvg3035",2011
80,80,"Chris Riley",76,0.63,48,3,"GIRPuttingAvg3035",2011
80,80,"Vaughn Taylor",89,0.63,64,4,"GIRPuttingAvg3035",2011
87,87,"Kevin Stadler",88,0.62,65,4,"GIRPuttingAvg3035",2011
87,87,"DJ Trahan",91,0.62,81,5,"GIRPuttingAvg3035",2011
89,89,"Shane Bertsch",62,0.61,49,3,"GIRPuttingAvg3035",2011
