"Scrambling2030ydsRTPScore_RANKTHISWEEK_2011","Scrambling2030ydsRTPScore_RANKLASTWEEK_2011","Scrambling2030ydsRTPScore_PLAYERNAME_2011","Scrambling2030ydsRTPScore_ROUNDS_2011","Scrambling2030ydsRTPScore_AVGRTP_2011","Scrambling2030ydsRTPScore_TOTALHOLES_2011","Scrambling2030ydsRTPScore_TOTALRTP_2011","stat_name","year"
1,NA,"Ian Poulter",52,0.29,31,9,"Scrambling2030ydsRTPScore",2011
2,NA,"Jason Day",76,0.345,58,20,"Scrambling2030ydsRTPScore",2011
2,NA,"Luke Donald",73,0.345,58,20,"Scrambling2030ydsRTPScore",2011
4,NA,"Kevin Na",84,0.358,81,29,"Scrambling2030ydsRTPScore",2011
5,NA,"Greg Chalmers",88,0.368,114,42,"Scrambling2030ydsRTPScore",2011
6,NA,"Steve Elkington",50,0.37,54,20,"Scrambling2030ydsRTPScore",2011
7,NA,"Andres Gonzales",60,0.371,35,13,"Scrambling2030ydsRTPScore",2011
8,NA,"David Toms",78,0.375,56,21,"Scrambling2030ydsRTPScore",2011
9,NA,"Chris Kirk",87,0.388,80,31,"Scrambling2030ydsRTPScore",2011
10,NA,"Sergio Garcia",61,0.39,41,16,"Scrambling2030ydsRTPScore",2011
11,NA,"Stephen Ames",69,0.391,69,27,"Scrambling2030ydsRTPScore",2011
11,NA,"Brian Gay",90,0.391,87,34,"Scrambling2030ydsRTPScore",2011
13,NA,"Charles Howell III",108,0.393,89,35,"Scrambling2030ydsRTPScore",2011
14,NA,"Jason Dufner",78,0.394,66,26,"Scrambling2030ydsRTPScore",2011
15,NA,"Steve Stricker",70,0.404,57,23,"Scrambling2030ydsRTPScore",2011
16,NA,"Alex Cejka",59,0.405,37,15,"Scrambling2030ydsRTPScore",2011
16,NA,"Justin Leonard",82,0.405,79,32,"Scrambling2030ydsRTPScore",2011
16,NA,"Chris Riley",76,0.405,84,34,"Scrambling2030ydsRTPScore",2011
16,NA,"Mark Wilson",89,0.405,79,32,"Scrambling2030ydsRTPScore",2011
20,NA,"Michael Bradley",74,0.406,69,28,"Scrambling2030ydsRTPScore",2011
21,NA,"David Mathis",83,0.41,78,32,"Scrambling2030ydsRTPScore",2011
22,NA,"Bryce Molder",82,0.412,102,42,"Scrambling2030ydsRTPScore",2011
23,NA,"Spencer Levin",113,0.418,91,38,"Scrambling2030ydsRTPScore",2011
24,NA,"Sean OHair",71,0.419,62,26,"Scrambling2030ydsRTPScore",2011
25,NA,"Paul Stankowski",78,0.42,69,29,"Scrambling2030ydsRTPScore",2011
26,NA,"Hunter Mahan",92,0.43,79,34,"Scrambling2030ydsRTPScore",2011
27,NA,"Nate Smith",66,0.432,74,32,"Scrambling2030ydsRTPScore",2011
28,NA,"KJ Choi",77,0.435,62,27,"Scrambling2030ydsRTPScore",2011
29,NA,"William McGirt",103,0.436,101,44,"Scrambling2030ydsRTPScore",2011
30,NA,"Padraig Harrington",60,0.438,48,21,"Scrambling2030ydsRTPScore",2011
