"OnePuttPercentageRound2_RANKTHISWEEK_2011","OnePuttPercentageRound2_RANKLASTWEEK_2011","OnePuttPercentageRound2_PLAYERNAME_2011","OnePuttPercentageRound2__2011","OnePuttPercentageRound2_Pct_2011","OnePuttPercentageRound2_OF1PUTTS_2011","OnePuttPercentageRound2_OFHOLES_2011","stat_name","year"
130,130,"Jason Dufner",NA,35.75,148,414,"OnePuttPercentageRound2",2011
131,131,"John Merrick",NA,35.71,135,378,"OnePuttPercentageRound2",2011
132,132,"Will Strickler",NA,35.67,122,342,"OnePuttPercentageRound2",2011
133,133,"Rory Sabbatini",NA,35.65,154,432,"OnePuttPercentageRound2",2011
134,134,"Stephen Ames",NA,35.61,141,396,"OnePuttPercentageRound2",2011
134,134,"Jim Renner",NA,35.61,141,396,"OnePuttPercentageRound2",2011
136,136,"Dustin Johnson",NA,35.56,128,360,"OnePuttPercentageRound2",2011
136,136,"George McNeill",NA,35.56,128,360,"OnePuttPercentageRound2",2011
138,138,"Troy Matteson",NA,35.52,179,504,"OnePuttPercentageRound2",2011
138,138,"Heath Slocum",NA,35.52,179,504,"OnePuttPercentageRound2",2011
140,140,"Shaun Micheel",NA,35.33,159,450,"OnePuttPercentageRound2",2011
140,140,"Chris Riley",NA,35.33,159,450,"OnePuttPercentageRound2",2011
142,142,"Nick OHern",NA,35.32,178,504,"OnePuttPercentageRound2",2011
143,143,"Chris DiMarco",NA,35.25,184,522,"OnePuttPercentageRound2",2011
144,144,"Tag Ridings",NA,35.19,171,486,"OnePuttPercentageRound2",2011
144,144,"Paul Stankowski",NA,35.19,152,432,"OnePuttPercentageRound2",2011
146,146,"Justin Rose",NA,35.1,139,396,"OnePuttPercentageRound2",2011
147,147,"Brendan Steele",NA,34.98,170,486,"OnePuttPercentageRound2",2011
148,148,"Scott Stallings",NA,34.92,176,504,"OnePuttPercentageRound2",2011
149,149,"Joseph Bramlett",NA,34.89,157,450,"OnePuttPercentageRound2",2011
150,150,"Jason Bohn",NA,34.85,138,396,"OnePuttPercentageRound2",2011
151,151,"John Rollins",NA,34.83,163,468,"OnePuttPercentageRound2",2011
152,152,"Josh Teater",NA,34.77,194,558,"OnePuttPercentageRound2",2011
153,153,"Kent Jones",NA,34.72,150,432,"OnePuttPercentageRound2",2011
153,153,"Phil Mickelson",NA,34.72,125,360,"OnePuttPercentageRound2",2011
155,155,"Charley Hoffman",NA,34.62,162,468,"OnePuttPercentageRound2",2011
156,156,"Spencer Levin",NA,34.59,193,558,"OnePuttPercentageRound2",2011
157,157,"Jhonattan Vegas",NA,34.44,155,450,"OnePuttPercentageRound2",2011
158,158,"Rocco Mediate",NA,34.26,111,324,"OnePuttPercentageRound2",2011
159,159,"Angel Cabrera",NA,33.99,104,306,"OnePuttPercentageRound2",2011
160,160,"Fabian Gomez",NA,33.97,159,468,"OnePuttPercentageRound2",2011
161,161,"DJ Trahan",NA,33.91,177,522,"OnePuttPercentageRound2",2011
162,162,"Matt McQuillan",NA,33.86,128,378,"OnePuttPercentageRound2",2011
163,163,"Kyle Stanley",NA,33.73,170,504,"OnePuttPercentageRound2",2011
164,164,"Briny Baird",NA,33.64,109,324,"OnePuttPercentageRound2",2011
165,165,"Ernie Els",NA,33.33,120,360,"OnePuttPercentageRound2",2011
166,166,"Lee Janzen",NA,33.04,113,342,"OnePuttPercentageRound2",2011
167,167,"Alex Prugh",NA,32.95,172,522,"OnePuttPercentageRound2",2011
168,168,"Scott Gutschewski",NA,32.85,136,414,"OnePuttPercentageRound2",2011
169,169,"Richard Johnson",NA,32.8,124,378,"OnePuttPercentageRound2",2011
170,170,"Kevin Chappell",NA,32.69,153,468,"OnePuttPercentageRound2",2011
170,170,"David Hearn",NA,32.69,153,468,"OnePuttPercentageRound2",2011
172,172,"Justin Hicks",NA,32.61,135,414,"OnePuttPercentageRound2",2011
173,173,"Bobby Gates",NA,32.57,170,522,"OnePuttPercentageRound2",2011
174,174,"Kris Blanks",NA,32.18,168,522,"OnePuttPercentageRound2",2011
175,175,"JJ Henry",NA,31.94,161,504,"OnePuttPercentageRound2",2011
176,176,"Colt Knost",NA,31.89,155,486,"OnePuttPercentageRound2",2011
177,177,"Tom Gillis",NA,31.79,103,324,"OnePuttPercentageRound2",2011
177,177,"Aron Price",NA,31.79,103,324,"OnePuttPercentageRound2",2011
179,179,"Derek Lamely",NA,31.78,143,450,"OnePuttPercentageRound2",2011
180,180,"Michael Bradley",NA,31.48,136,432,"OnePuttPercentageRound2",2011
181,181,"Alexandre Rocha",NA,31.31,124,396,"OnePuttPercentageRound2",2011
182,182,"Marc Turnesa",NA,31.29,107,342,"OnePuttPercentageRound2",2011
183,183,"Martin Piller",NA,30.92,128,414,"OnePuttPercentageRound2",2011
184,184,"Jim Herman",NA,30.3,120,396,"OnePuttPercentageRound2",2011
185,185,"Boo Weekley",NA,29.89,113,378,"OnePuttPercentageRound2",2011
186,186,"Joe Durant",NA,29.4,127,432,"OnePuttPercentageRound2",2011
