"Puttingfrom510_RANKTHISWEEK_2014","Puttingfrom510_RANKLASTWEEK_2014","Puttingfrom510_PLAYERNAME_2014","Puttingfrom510_ROUNDS_2014","Puttingfrom510_Pct_2014","Puttingfrom510_ATTEMPTS_2014","Puttingfrom510_PUTTSMADE_2014","stat_name","year"
1,1,"Greg Chalmers",85,64.9,302,196,"Puttingfrom510",2014
2,2,"Billy Horschel",92,64.31,297,191,"Puttingfrom510",2014
3,3,"Luke Donald",57,63.47,167,106,"Puttingfrom510",2014
4,4,"Jerry Kelly",80,62.88,264,166,"Puttingfrom510",2014
5,5,"Phil Mickelson",71,62.84,218,137,"Puttingfrom510",2014
6,6,"Michael Thompson",74,62.64,265,166,"Puttingfrom510",2014
7,7,"Stuart Appleby",92,62.53,387,242,"Puttingfrom510",2014
8,8,"Chesson Hadley",84,62.46,285,178,"Puttingfrom510",2014
9,9,"Russell Henley",92,61.9,315,195,"Puttingfrom510",2014
10,10,"Tim Clark",75,61.69,248,153,"Puttingfrom510",2014
11,11,"Matt Kuchar",91,61.01,277,169,"Puttingfrom510",2014
12,12,"Ryan Palmer",85,60.97,269,164,"Puttingfrom510",2014
13,13,"Brendon Todd",108,60.96,374,228,"Puttingfrom510",2014
14,14,"Rickie Fowler",91,60.94,256,156,"Puttingfrom510",2014
15,15,"Ian Poulter",57,60.92,174,106,"Puttingfrom510",2014
16,16,"Graeme McDowell",66,60.8,176,107,"Puttingfrom510",2014
17,17,"Freddie Jacobson",91,60.79,329,200,"Puttingfrom510",2014
18,18,"Brice Garnett",92,60.68,351,213,"Puttingfrom510",2014
19,19,"Aaron Baddeley",74,60.67,239,145,"Puttingfrom510",2014
20,20,"Morgan Hoffmann",103,60.66,394,239,"Puttingfrom510",2014
20,20,"Richard Lee",80,60.66,272,165,"Puttingfrom510",2014
22,22,"Chad Collins",78,60.63,254,154,"Puttingfrom510",2014
23,23,"Sean OHair",77,60.33,300,181,"Puttingfrom510",2014
24,24,"Patrick Reed",92,60.28,287,173,"Puttingfrom510",2014
25,25,"Jhonattan Vegas",77,60.22,279,168,"Puttingfrom510",2014
26,26,"Andres Romero",81,59.86,289,173,"Puttingfrom510",2014
27,27,"Retief Goosen",94,59.81,316,189,"Puttingfrom510",2014
28,28,"Lee Westwood",57,59.68,186,111,"Puttingfrom510",2014
29,29,"Rory McIlroy",66,59.49,195,116,"Puttingfrom510",2014
30,30,"Hudson Swafford",75,59.39,229,136,"Puttingfrom510",2014
31,31,"Russell Knox",92,59.36,342,203,"Puttingfrom510",2014
32,32,"Henrik Stenson",56,59.24,157,93,"Puttingfrom510",2014
33,33,"Matt Every",85,59.14,279,165,"Puttingfrom510",2014
34,34,"Jimmy Walker",98,59.03,310,183,"Puttingfrom510",2014
35,35,"David Hearn",97,59,361,213,"Puttingfrom510",2014
36,36,"Tim Wilkinson",86,58.97,329,194,"Puttingfrom510",2014
37,37,"Brian Davis",93,58.87,355,209,"Puttingfrom510",2014
38,38,"Sangmoon Bae",76,58.86,299,176,"Puttingfrom510",2014
39,39,"Paul Casey",56,58.76,194,114,"Puttingfrom510",2014
40,40,"Erik Compton",88,58.69,351,206,"Puttingfrom510",2014
41,41,"Billy Hurley III",86,58.63,307,180,"Puttingfrom510",2014
42,42,"Jeff Overton",80,58.61,302,177,"Puttingfrom510",2014
43,43,"Justin Hicks",103,58.56,362,212,"Puttingfrom510",2014
44,44,"Kevin Na",94,58.55,345,202,"Puttingfrom510",2014
45,45,"Cameron Tringale",111,58.44,409,239,"Puttingfrom510",2014
45,45,"Nick Watney",80,58.44,243,142,"Puttingfrom510",2014
47,47,"Matt Jones",83,58.43,267,156,"Puttingfrom510",2014
48,48,"JB Holmes",86,58.41,315,184,"Puttingfrom510",2014
49,49,"Ben Martin",80,58.36,269,157,"Puttingfrom510",2014
49,49,"William McGirt",96,58.36,341,199,"Puttingfrom510",2014
51,51,"Charley Hoffman",93,58.33,348,203,"Puttingfrom510",2014
51,51,"Adam Scott",68,58.33,228,133,"Puttingfrom510",2014
53,53,"Jordan Spieth",102,58.29,350,204,"Puttingfrom510",2014
54,54,"Chris Stroud",88,58.16,282,164,"Puttingfrom510",2014
55,55,"John Senden",99,58.15,313,182,"Puttingfrom510",2014
56,56,"Bryce Molder",77,57.99,269,156,"Puttingfrom510",2014
57,57,"Ben Crane",81,57.86,337,195,"Puttingfrom510",2014
58,58,"George McNeill",79,57.76,303,175,"Puttingfrom510",2014
59,59,"Justin Leonard",75,57.69,260,150,"Puttingfrom510",2014
60,60,"Keegan Bradley",89,57.65,255,147,"Puttingfrom510",2014
61,61,"Bronson La Cassie",51,57.5,160,92,"Puttingfrom510",2014
61,61,"Jamie Lovemark",64,57.5,200,115,"Puttingfrom510",2014
63,63,"Brian Stuard",91,57.42,310,178,"Puttingfrom510",2014
64,64,"Pat Perez",84,57.37,312,179,"Puttingfrom510",2014
65,65,"Louis Oosthuizen",50,57.35,136,78,"Puttingfrom510",2014
66,66,"Danny Lee",84,57.27,330,189,"Puttingfrom510",2014
67,67,"Brian Gay",81,57.25,255,146,"Puttingfrom510",2014
68,68,"Will Wilcox",51,57.14,182,104,"Puttingfrom510",2014
69,69,"Andrew Svoboda",77,57.09,289,165,"Puttingfrom510",2014
70,70,"Brooks Koepka",56,57.07,184,105,"Puttingfrom510",2014
71,71,"Tyrone Van Aswegen",79,56.99,272,155,"Puttingfrom510",2014
72,72,"Ben Curtis",77,56.87,262,149,"Puttingfrom510",2014
73,73,"Jason Bohn",81,56.83,315,179,"Puttingfrom510",2014
